date,total,Flacq District,Grand Port District,Moka District,Pamplemousses District,Plaines Wilhems District,Port Louis District,Savanne District
2020-03-28,-91.45263087881985,-91.17604090577062,-74.66303648891349,-97.56883485797096,NA,-93.25670680033627,-91.58172466492832,NA
2020-03-29,-89.35275252928511,-92.43631681939556,-76.99964783654917,-97.24587064355936,NA,-91.34703610673444,-87.45853574333746,NA
2020-03-30,-88.02397967990431,-86.4678585301382,-71.80187973670652,-96.32311574524049,NA,-90.75981477115782,-91.02909283966515,NA
2020-03-31,-87.88436224283171,-91.08340194121628,-70.4765393101095,-96.04917288480208,NA,-90.21488106040177,-92.0222976972005,NA
2020-04-01,-88.59929980853116,-90.42913925405111,-72.68818059270626,-95.8809623564627,NA,-90.78191966595038,-92.36422068094218,NA
2020-04-02,-78.72096493611156,-74.97773195775545,-48.406990258531465,-84.89441184835383,NA,-80.16484258883936,-88.37511920395593,NA
2020-04-03,-82.89344006701741,-79.3578180005912,-50.2330331167647,-87.19841548509372,NA,-84.28019734978707,-89.58094843793569,NA
2020-04-04,-82.18652649195431,-81.54834351661614,-51.97110362658239,-84.36094417276324,NA,-82.86163975353325,-89.02352777536521,NA
2020-04-05,-91.60027230652882,-94.19356217828603,-76.99964783654917,-97.5659512489137,NA,-94.80693268296325,-91.66983927138276,NA
2020-04-06,-80.1877504244377,-76.31327703008078,NA,-88.71903866128166,NA,-81.78907181490233,-88.29754003957757,NA
2020-04-07,-80.18133123192861,-75.49207120887496,NA,-84.5839432731903,NA,-82.48489545967723,-88.33393520311309,NA
2020-04-08,-81.81260852830006,-78.00972806848247,NA,-85.64318900021881,NA,-84.24079297211335,-89.89605393275644,NA
2020-04-09,-81.93056119065452,-77.45003432429989,NA,-88.63925881069785,NA,-83.98610614080762,-89.58382174032008,NA
2020-04-10,-83.75361186323492,-77.94700376956547,NA,-87.8558783501459,NA,-85.32008848742029,-89.25722303596177,NA
2020-04-11,-83.00015914248095,-78.99980700215717,NA,-85.00014418045286,NA,-85.00004805411912,-87.99967435906309,NA
