date,total,Flacq District,Grand Port District,Moka District,Pamplemousses District,Plaines Wilhems District,Port Louis District,Savanne District
2020-02-29,16.56071427437804,16.98960010358365,13.907852764463513,30.890181424242783,NA,29.8569852880901,9.20893414195028,NA
2020-03-01,16.92821304552321,9.840960005472343,9.428662538594677,10.555931555560077,NA,21.45231985500094,16.51957317528429,NA
2020-03-02,7.05228537029452,10.256870356752847,3.460519761505493,2.280934764281922,NA,7.826093838953123,3.6414318884758154,NA
2020-03-03,7.11808209351265,6.154701207580174,-3.5682242254535144,3.5670244038138272,NA,6.4104194898461655,6.085654450125022,NA
2020-03-04,4.023228905069601,8.538224566426681,-2.878422353297869,1.99737987365269,NA,1.4829501158669613,4.935375728910015,NA
2020-03-05,5.371259331977644,4.943639743874761,-6.51653115459552,5.243362469093082,NA,5.965438346847848,2.58884544832986,NA
2020-03-06,-2.2828253360436808,-7.054071155128733,-12.146761453191294,3.50550741059257,NA,NA,0.9702184384602842,NA
2020-03-07,1.355252018480765,NA,-2.1960200244668977,7.669438889256408,NA,10.247060359931007,-1.535301240722444,NA
2020-03-08,4.241481450378521,-8.083714646581862,-2.3571656346486694,4.158164260549344,NA,10.03466115344585,-9.393783262012308,NA
2020-03-09,-2.1223455233165325,-3.281928317180961,-8.650888318023474,-7.0975230929025335,NA,-1.2407573555309444,-6.735978556457236,NA
2020-03-10,-6.5002348145131315,-8.616388692769421,-9.813438791477683,-21.91062281997742,NA,-5.56178374628782,-8.482946406162624,NA
2020-03-11,4.94438303012343,10.09089221192629,-5.757666878076258,-2.4972054435754036,NA,3.9240993668728477,-0.7049168516355077,NA
2020-03-12,-23.740581095790642,-10.711380276597668,-18.618073176358255,-37.95310120845836,NA,-26.10011425573498,-57.65089680773928,NA
2020-03-13,-28.150566349532667,-32.44872731359217,-11.528488499840824,-31.549566695333134,NA,-26.547017563497867,-37.51383593051571,NA
2020-03-14,-3.400567231688267,4.530624360236581,-0.7317326176621263,2.5568000307584966,NA,7.150452924206218,-13.81388009665615,NA
2020-03-15,1.920943358343962,8.083714646581862,12.571824108619744,-5.118406076612404,NA,5.305174750217516,-8.097923886655186,NA
2020-03-16,-2.8733910468795854,-5.333495386374352,0.8649243975062436,-8.111592278034193,NA,-2.1951121611407256,-7.281906009490169,NA
2020-03-17,-11.245622876854897,-16.001451148337164,-9.813438791477683,-20.38134881661773,NA,-8.484435270818881,-18.810552943099687,NA
2020-03-18,-7.8314148610848235,-7.762373238283931,-4.3180446156870635,-9.488035001359819,NA,-8.197071638515434,-10.046980670728907,NA
2020-03-19,-14.9366585695793,-9.475229093325451,41.890459103935946,-30.96131044765486,NA,-16.59212624778174,-31.93292493258079,NA
2020-03-20,-75.61407576171396,-69.12893233104748,-22.233983347681885,-81.28317210566222,NA,-77.80346317556318,-86.50843042156787,NA
2020-03-21,-83.00015914248095,-78.99980700215717,-51.97110362658239,-87.98275714866475,NA,-84.11489118003392,-90.3873886404861,NA
2020-03-22,-90.69436376368407,-93.49008504120137,-76.99964783654917,-100.12563488872944,NA,-93.19231428072312,-91.66983927138276,NA
2020-03-23,-83.45271221437152,-83.69833948564853,-54.50010310065957,-89.73214664339424,NA,-84.93853878165284,-93.21376041925835,NA
2020-03-24,-87.94935656698621,-86.57014738683363,-65.12420297192922,-92.48214848098826,NA,-91.53444717128015,-94.23474053317608,NA
2020-03-25,-95.07947464645339,-100.52003146597741,-80.60486977862605,-100.12563488872944,NA,-97.23462678061712,-96.5946795582167,NA
2020-03-26,-92.67227745554617,-96.81157791616076,-77.26438705327638,-98.12825501507675,NA,-95.07891899715013,-93.33731242178686,NA
2020-03-27,-92.18762842111018,-94.87677454187443,-73.29083228792688,-98.15324629357288,NA,-93.87564385452832,-92.65250868684204,NA
