date,total,Central Bohemian Region,Hradec Králové Region,Karlovy Vary Region,Liberec Region,Moravian-Silesian Region,Olomouc Region,Pardubice Region,Plzeň Region,Prague,South Bohemian Region,South Moravian Region,Vysocina Region,Zlin Region,Ústí nad Labem Region
2020-02-29,1.5851007632107585,-1.2004143442016473,4.282160856562245,2.433806734497762,-3.342231907994615,6.613098837689032,3.3230134283756456,2.4447806922123356,3.350653654121393,1.1231922516565054,1.0845095526298298,3.602120021463599,5.935574592740246,3.694876524115886,-3.877220419952871
2020-03-01,9.377037712922933,21.969713411927188,6.2535707603380715,5.2558635909273095,1.8050381384639909,9.1605945784805,11.712799806947817,7.709574060093445,8.057662766030932,8.205305227750195,12.96812836077507,11.873441255697069,20.026718391938992,8.18321325565341,11.150439008544948
2020-03-02,-0.09735898088756435,1.3211660829674934,-3.946621948156813,3.280810109955911,-5.83240817858526,0.24051130483303143,-0.7654349510323633,0.564772241766486,-7.213212727622444,-1.1250975820240312,2.750553821201627,7.556088435736293,3.2221417953193554,-17.18560511680815,4.359422757318092
2020-03-03,-6.421669640195463,-10.38464953386277,-9.863703264938163,-5.389143483530758,-14.563552335445756,-2.863046572732406,-4.406815128952443,-2.364923629066478,-19.278862243114556,-7.508906978419486,-5.0958536311290334,3.2396969501821005,2.485325010370735,-21.16243148653845,-6.059872056766583
2020-03-04,-0.2204657914313441,-0.5570815511130214,-3.388657814349479,-3.4102268172665067,-9.997582205621523,NA,-1.0721895394991892,-4.853962452660855,-12.08407035444706,-1.142245555331764,3.3407109629153866,5.7555090922077845,5.257932212800453,-15.238627128849174,-1.1270989592886251
2020-03-05,-0.7112837942529495,0.6940688177801578,-2.869665621745043,-3.4102268172665067,-9.65307223833404,1.5565891648793795,2.3263029358809115,NA,-8.941863035868522,-1.6957440270980317,9.407066517025001,6.42748184240876,7.135287932999852,-12.443894537522542,3.241144572493464
2020-03-06,-0.7756533683934879,-2.5023007377863586,-8.328588995604527,-6.127977670789007,-10.706011152438036,-0.33190560066958336,0.6570547809746835,0.7292970345127707,-14.744427306677704,0.5573091325013194,1.976451596356307,6.874502341469495,6.76878839230002,-20.073685967831448,-3.1186338160490483
2020-03-07,-0.5648430130832246,-3.099971108652605,-5.352463436914984,-1.6225378229985077,-18.37936414213415,1.6960857216825376,1.4766798170358866,-3.6666899716730463,-5.264481869756702,-2.584580643548854,-6.508015363086957,10.740989324743206,3.7098534236985587,-0.5277034272648108,-2.9079153149646535
2020-03-08,9.482442890578065,28.073257182318486,6.774464023245088,3.754050308330476,-1.8050381384639909,7.511649072545238,12.06793839990468,8.076146843931658,5.1035419083608256,5.524505400641285,6.202398271842332,19.042111925580723,15.735619602911791,8.694723617460637,7.665253009214207
2020-03-09,-2.3358109216247875,0.20903242172911182,-0.7176540392240833,-4.374091547833477,-19.162517786080624,2.045308136300099,-1.0209024947397511,-2.822899075541516,-3.9507851969168626,-4.889077723071404,-1.1783981888115644,5.176785779445285,-6.904316868287979,-0.9725364607172775,3.441082127010751
