date,total,Riga
2020-02-29,-0.2453117572644899,-0.5027577928242469
2020-03-01,-1.0732389380321432,-1.1345002628337408
2020-03-02,0.6746073324773472,0.7437802553017886
2020-03-03,0.10773827177156652,0.2655013063229169
2020-03-04,0.7856606279957311,0.7277748574028894
2020-03-05,0.203873960429272,0.47357147900860713
2020-03-06,-0.9108027744380892,-0.41614034537138045
2020-03-07,-0.9340079406658112,-1.0657712012678793
2020-03-08,-3.859516397232194,-3.9062585813254693
2020-03-09,0.565211548832372,0.7870889790282218
2020-03-10,-0.08287559367043579,0.2664428003169698
2020-03-11,0.7268189564897217,0.785205991040116
2020-03-12,0.5925604947436158,1.0704786712381438
2020-03-13,7.408249318200254,7.229732380332195
2020-03-14,5.957926428967628,6.034976501879069
2020-03-15,2.2591886834560793,2.1164784986309124
2020-03-16,11.962263190390699,11.939085338584785
2020-03-17,12.001214719415804,12.314741442211892
2020-03-18,14.978934799994564,15.298335909365521
2020-03-19,14.07890585273363,14.579034497909108
2020-03-20,15.857416092901182,16.550522921455876
2020-03-21,8.212142576803481,8.04977364915227
2020-03-22,4.856509789087537,5.412648971810104
2020-03-23,15.633651989991005,16.506272703735387
2020-03-24,15.758794136433364,16.62678393497416
2020-03-25,14.97644853218445,15.634449265242408
2020-03-26,15.15545981451259,16.06094604454837
2020-03-27,15.116508285487484,15.843460931922149
2020-03-28,4.610369275886342,4.4118408561318745
2020-03-29,7.2134916730747305,7.815341644633097
2020-03-30,16.80634164042767,17.830954753367816
2020-03-31,16.2792528646837,17.34137787646031
2020-04-01,17.423764813272417,18.216025796935448
2020-04-02,18.920498034960488,19.817507080819425
2020-04-03,19.080447930744427,19.647096667895852
2020-04-04,9.26714888422813,9.757643754364224
2020-04-05,4.132177100407928,4.381713048322182
2020-04-06,14.251287087568137,15.360474512973015
2020-04-07,12.927763856651277,13.689322673529121
2020-04-08,12.491838233944785,13.450183199039685
2020-04-09,13.999345282810012,15.225840871823449
2020-04-10,23.534182334593645,22.952682081015574
2020-04-11,6.999672641405006,7.000007845783288
