date,GB,Aberdeen City,Aberdeenshire,Angus council,Antrim And Newtownabbey,Ards And North Down,Argyll and Bute Council,Bath and North East Somerset,Bedford,Belfast,Blackburn with Darwen,Blackpool,Blaenau Gwent,Borough of Halton,Bracknell Forest,Bridgend County Borough,Brighton and Hove,Buckinghamshire,Caerphilly County Borough,Cambridgeshire,Cardiff,Carmarthenshire,Causeway Coast and Glens,Central Bedfordshire,Ceredigion,Cheshire East,Cheshire West and Chester,City of Bristol,Clackmannanshire,Conwy Principal Area,Cornwall,County Durham,Cumbria,Darlington,Denbighshire,Derby,Derbyshire,Derry And Strabane,Devon,Dorset,Dumfries and Galloway,Dundee City Council,East Ayrshire Council,East Dunbartonshire Council,East Lothian Council,East Renfrewshire Council,East Riding of Yorkshire,East Sussex,Edinburgh,Essex,Falkirk,Fermanagh And Omagh,Fife,Flintshire,Glasgow City,Gloucestershire,Greater London,Greater Manchester,Gwynedd,Hampshire,Hartlepool,Herefordshire,Hertfordshire,Highland Council,Inverclyde,Isle of Anglesey,Isle of Wight,Kent,Kingston upon Hull,Lancashire,Leicester,Leicestershire,Lincolnshire,Lisburn and Castlereagh,Luton,Medway,Merseyside,Merthyr Tydfil County Borough,Mid And East Antrim,Mid Ulster,Middlesbrough,Midlothian,Milton Keynes,Monmouthshire,Moray,Na h-Eileanan an Iar,Neath Port Talbot Principle Area,Newport,Norfolk,North Ayrshire Council,North East Lincolnshire,North Lanarkshire,North Lincolnshire,North Somerset,North Yorkshire,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Orkney,Oxfordshire,Pembrokeshire,Perth and Kinross,Peterborough,Plymouth,Portsmouth,Powys,Reading,Redcar and Cleveland,Renfrewshire,Rhondda Cynon Taff,Rutland,Scottish Borders,Shetland Islands,Shropshire,Slough,Somerset,South Ayrshire Council,South Gloucestershire,South Lanarkshire,South Yorkshire,Southampton,Southend-on-Sea,Staffordshire,Stirling,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Surrey,Swansea,Swindon,Thurrock,Torbay,Torfaen Principal Area,Tyne and Wear,Vale of Glamorgan,Warrington,Warwickshire,West Berkshire,West Dunbartonshire Council,West Lothian,West Midlands,West Sussex,West Yorkshire,Wiltshire,Windsor and Maidenhead,Wokingham,Worcestershire,Wrexham Principal Area,York
2020-02-15,-12,-4,-5,-15,-12,-20,-20,-10,-11,-7,-20,-12,-29,-10,-13,-18,-12,-20,-21,-6,-12,-20,-22,1,-13,-7,-17,-9,0,-21,-19,-9,-6,0,-23,-1,-12,-23,-21,-20,9,-8,-11,-26,-13,-18,-1,-14,-6,-11,-14,-25,-10,-16,-18,-15,-10,-10,-21,-16,-7,-19,-12,2,-25,-1,-19,-2,-7,-13,-6,-7,-10,-22,-16,-8,-8,-16,-14,-12,-3,-15,-5,-14,0,0,-20,-17,5,-26,-5,-17,-9,-15,-11,-5,-7,-9,-9,0,-15,-21,-10,24,-20,-7,-22,-12,-13,-11,-22,0,-12,0,-12,-14,-6,-23,-14,-12,-11,-10,-18,-9,-14,-8,-13,-6,-11,-17,-11,-12,-31,-24,-9,-9,-9,-8,-18,-17,-13,-11,-12,-10,-17,-10,-19,-7,-16,-5
2020-02-16,-7,4,1,2,3,-8,-4,2,-32,1,-2,3,0,-4,-8,-14,-9,-10,-18,-7,-7,-9,-5,-10,0,5,-8,-1,0,1,-5,1,9,3,-11,-18,-9,-10,-11,-22,13,-10,-3,-6,-6,0,12,-19,6,-9,-1,-10,-2,-10,-5,-6,-9,-1,0,-18,-7,-22,-6,-2,-18,4,-15,-11,9,-3,-8,3,-4,-5,-5,-24,-7,0,0,0,3,-4,3,-21,0,NA,13,-13,-4,-16,-18,-7,-21,-2,5,0,-4,-15,-6,NA,-14,-6,5,-5,-19,-11,-10,-7,-4,-4,-6,0,0,NA,-14,-12,12,-4,-10,-5,-7,13,-22,5,-7,-10,-2,-18,-5,-16,-2,-14,-16,-26,3,-11,-1,7,-17,-1,-5,-5,-8,-2,-14,-25,-12,4,-10,8
2020-02-17,-2,2,1,2,10,-11,17,7,-5,-3,-1,7,-16,-6,-4,-4,-2,-3,-8,2,-2,4,-6,0,11,6,1,-3,0,7,12,2,14,4,-1,-4,1,-14,9,2,18,3,0,-2,-3,0,6,-5,9,-1,-4,-17,-4,-2,0,7,-3,-2,12,1,4,-2,-4,15,6,11,15,1,-2,-4,-7,4,-1,-13,7,1,2,-15,-7,-9,-5,2,6,0,6,0,4,-4,0,6,-6,-2,-9,10,8,4,0,-2,1,0,-6,6,8,3,-4,3,-1,1,0,7,-13,0,-4,0,2,-8,22,1,-2,-4,-6,-5,-1,11,-5,-3,-6,2,1,1,-2,-7,-1,-17,0,-2,3,5,2,-1,-8,-5,7,-2,2,1,4,13,-10,10
2020-02-18,-3,1,1,3,12,-15,20,12,-10,-4,-12,1,-14,-3,-4,-1,0,-5,-10,1,-4,-2,-5,3,0,4,2,-3,0,2,11,3,8,-1,0,-10,-2,-17,8,-3,10,-1,5,-3,-1,0,10,-3,7,0,-3,-16,2,-1,1,2,-4,-4,6,-2,-5,-5,-6,11,9,9,12,-1,-1,-4,-8,0,-3,-11,7,0,1,-7,-8,-2,-8,2,1,-13,8,0,-1,-6,1,-5,3,0,-2,14,6,1,-1,-3,1,0,-8,5,5,1,-7,7,-4,-2,-3,4,-10,0,-2,0,-7,-8,12,-3,-3,-2,-5,-6,3,6,-5,-6,-8,0,-3,-3,-5,-7,0,-12,-2,0,-4,2,-4,-5,-8,-6,13,-5,0,-4,-6,4,-6,11
2020-02-19,-4,4,-7,4,4,-17,14,6,-9,-6,-10,-6,-21,-3,-10,-8,-2,-3,-15,2,-6,-7,-9,4,-5,3,1,-2,0,-6,4,2,2,7,-2,-6,-3,-17,3,-4,8,5,2,-3,6,3,4,-4,8,1,2,-10,-1,-9,0,1,-5,-3,-2,-5,-3,-6,-6,16,5,4,14,-3,-8,-10,-10,-2,-6,-10,4,-2,-4,-7,-13,-8,-9,1,0,-8,4,0,-10,-4,1,11,2,-3,-7,14,4,1,-3,-7,-1,0,-9,-4,5,1,-7,-2,-7,-4,5,3,-14,0,-4,0,-6,-12,13,1,-4,-1,-6,-9,5,4,-5,-10,-4,-2,-7,-4,-6,-10,-3,-20,-1,-5,1,3,2,-6,-2,-7,7,-5,-2,-6,-9,5,-6,8
2020-02-20,-5,-1,4,8,8,-9,4,4,-14,-5,-11,-8,-21,-6,-4,-7,-4,-5,-15,2,-5,-3,-4,1,5,1,-3,-4,0,-6,7,0,7,2,-6,-4,-5,-12,2,-6,17,-2,1,-1,-1,-4,2,-6,8,-3,-4,-9,1,-6,4,3,-6,-7,4,-6,-3,-5,-10,11,2,3,7,-3,-3,-9,-11,-2,-3,-11,4,-2,-5,-16,-2,-5,-8,-2,-1,-4,-2,0,-5,-8,-3,1,-9,-3,-5,2,3,-1,-5,-7,-4,0,-10,1,5,2,-6,-5,-9,-6,-4,3,-11,0,1,0,-8,-14,9,-3,-10,0,-9,-9,-2,4,-1,-6,-12,-4,-8,-3,-9,-6,-7,-18,-7,-2,-8,1,-1,-1,0,-6,6,-7,-3,-6,-10,3,-11,11
2020-02-21,-3,-3,3,1,0,-18,-3,8,-8,-4,-11,-10,-18,-3,-7,-4,2,-2,-13,3,6,-4,-12,4,9,7,3,4,0,-1,9,-1,3,-2,-7,11,-2,-10,8,1,4,2,-3,-7,-4,-8,5,0,8,-2,-5,-12,-5,-3,0,5,-5,-5,-6,2,-4,-1,-6,2,-10,1,22,0,0,-8,-3,3,0,-9,-5,-2,-1,-3,-1,-13,-6,0,1,6,-2,0,-9,-3,-2,-15,-5,-4,-2,10,6,4,-3,0,0,0,5,4,7,5,-2,3,-2,0,-2,1,-12,0,-4,0,-4,-9,24,-6,1,-4,-5,-6,1,12,-10,-7,-3,0,-1,8,-3,-6,-4,-16,0,22,2,7,18,-8,-2,-2,1,-2,2,-9,-8,12,-2,16
2020-02-22,-2,3,6,-7,-6,-20,-17,16,-2,-6,-8,-6,-16,-4,0,7,0,3,-8,8,30,-4,-11,9,0,7,2,10,0,-7,5,-3,2,11,-3,2,-2,-12,0,-2,10,-5,-11,-19,-12,-7,8,-2,-4,-2,-12,-9,-11,-4,-14,4,-2,0,-5,8,-10,0,2,-3,-16,14,11,4,4,-3,-4,0,8,-8,-5,8,2,-5,-8,0,-7,-16,10,15,-9,0,4,11,4,-19,-1,-15,-1,2,0,7,-5,8,6,0,6,3,-2,20,-1,-2,-7,-1,-11,-4,-5,0,-1,0,-1,-2,12,-10,6,-8,0,7,-2,11,-17,-5,8,1,1,5,10,2,-4,-4,-3,3,0,10,6,-5,-8,-1,2,3,10,-4,-4,14,-9,13
2020-02-23,3,18,9,13,-1,0,9,15,-24,9,-5,-3,0,-3,10,6,17,2,-4,12,18,-9,-9,12,0,14,2,13,0,4,3,3,10,11,0,-1,1,4,9,-5,24,0,10,0,1,0,21,-4,10,-2,7,0,7,-2,8,13,1,6,-1,7,-2,-6,6,7,12,7,18,6,3,3,-5,7,13,2,-2,3,-2,0,19,0,2,1,24,6,0,NA,-8,8,1,8,0,-3,-1,5,14,16,2,-6,8,NA,7,8,15,21,0,1,-2,10,-3,3,-6,0,3,NA,2,-4,20,0,3,0,2,2,-3,25,6,-4,9,-5,10,8,7,10,7,-9,5,38,-3,16,19,9,2,2,-4,9,12,-8,29,24,9,19
2020-02-24,-2,1,-8,-5,13,-11,12,2,-5,-3,1,-7,-11,-5,-5,-5,-4,0,-8,-2,1,-3,-6,-5,0,0,-2,-1,0,1,0,6,-2,2,-9,-1,-5,-6,2,-5,4,-3,1,-7,-8,-4,4,-2,1,-1,-3,-9,-8,-4,-4,1,-3,1,-2,-1,-8,2,-6,7,3,3,6,-1,-1,-4,-3,1,-6,-8,5,0,3,-4,0,-9,-10,-4,-1,8,-4,0,-7,-4,-3,0,0,-3,-5,9,-2,-1,-8,0,-2,0,-1,-6,-2,-1,-3,-1,-14,-1,-2,4,-9,0,-8,0,-9,-9,7,-1,2,-8,-4,-3,1,3,-2,0,-2,-3,-1,-4,-3,-5,-3,-10,0,-3,2,0,0,1,-5,-4,4,0,0,-6,-3,4,-2,4
2020-02-25,1,6,1,8,12,-8,8,10,-4,-1,-2,4,-7,1,-3,-2,-3,0,1,-1,-1,-5,-3,0,2,1,4,4,0,-1,2,6,2,4,2,-2,0,-10,3,-5,2,1,2,-4,1,0,10,2,2,5,-1,-1,3,-4,-2,-2,0,-1,-6,-1,-1,8,-1,6,11,10,4,-1,0,-1,-3,-1,2,-1,9,1,6,9,6,-2,-1,-2,0,4,-2,0,-3,0,0,-1,6,0,1,10,3,2,3,0,3,0,0,0,7,3,1,5,-6,3,7,6,-3,0,-2,0,-8,-4,7,2,2,-4,-1,-4,5,3,5,-2,1,-1,0,-2,2,0,-3,-5,3,-3,-3,-1,0,2,-1,1,12,1,-1,-7,3,5,0,4
2020-02-26,-1,6,-1,4,8,-1,12,5,-5,-3,-1,-5,-9,-3,-5,1,-1,-2,-4,0,-1,-5,-4,1,-2,1,-1,1,0,-1,1,2,0,10,-5,-2,-1,-5,2,-3,1,4,0,-3,-1,-1,8,1,2,3,-2,1,3,-8,-2,0,-2,-3,2,-2,-5,-1,-3,6,7,2,5,-2,2,-4,-2,2,2,2,8,0,0,1,-4,0,5,2,3,6,-9,0,-1,0,-1,9,-4,1,2,12,1,-1,0,-3,1,0,-1,-3,3,1,-2,-2,-6,-3,7,4,1,0,0,0,-16,-6,6,-2,2,-6,-2,-5,2,-2,6,-1,-4,-1,-3,5,-1,-2,1,-5,0,2,-3,0,-1,-1,3,0,9,1,-1,-5,5,7,-2,4
2020-02-27,0,5,-4,12,17,-4,4,6,-6,4,-2,2,0,-2,-3,1,-1,-1,-6,2,1,5,-2,0,13,0,0,3,0,5,8,5,4,4,0,4,0,-4,4,0,7,3,-4,0,0,0,2,-1,3,-2,-2,3,3,-3,3,2,-1,3,0,-1,-1,5,-3,6,1,5,7,-1,2,-2,-4,-1,1,5,6,-1,0,6,0,7,1,1,-1,2,-8,0,4,-4,0,7,3,1,4,8,3,-2,2,2,4,0,1,-1,5,3,7,-3,-1,-2,5,8,2,0,11,0,-5,-5,9,0,2,0,-1,0,0,6,13,6,-1,-4,-1,5,-3,0,2,2,1,9,-4,2,4,5,2,-2,8,2,2,-9,2,6,-1,1
2020-02-28,0,7,2,4,6,-7,6,11,-4,0,2,-4,-9,2,-3,-2,0,0,-12,3,1,-10,-3,-1,8,5,2,12,0,2,-2,5,6,2,1,4,-3,-4,2,-8,7,6,3,-6,4,-5,-4,0,7,-1,1,-9,0,-3,2,2,-2,3,-7,2,-3,4,-2,8,7,1,2,-2,3,-1,0,-1,2,-1,1,2,3,-1,4,0,1,2,4,1,-2,0,-9,3,5,3,1,4,-2,6,3,1,1,2,0,0,8,-10,8,-1,0,5,-4,6,-1,3,-10,0,0,0,-3,-7,11,0,4,-3,-1,10,8,13,5,1,3,2,2,-5,0,1,-9,-7,2,-4,0,5,15,-4,7,2,1,3,2,-6,-3,10,-7,6
2020-02-29,-2,9,6,7,1,-7,7,7,5,-4,0,-3,-12,6,-3,-16,14,-3,-19,-1,-9,-9,-12,3,0,3,3,11,0,-1,-4,5,3,11,-8,6,-3,-11,-6,-3,-1,8,1,-3,2,2,-3,2,5,-4,4,-17,4,-2,-3,-7,-5,-1,-9,1,0,-4,-5,10,-3,-3,-5,-4,11,0,-3,-2,-5,-4,2,6,13,-5,-10,-8,-1,5,2,-1,0,0,-8,-12,4,3,3,1,5,3,-4,3,2,3,-2,0,4,-10,3,-13,-3,-1,-8,2,-3,10,-19,0,17,0,-4,-11,1,2,1,2,1,4,-5,5,9,4,-3,-8,-6,-7,0,10,-4,-8,2,-8,7,3,2,-1,6,2,7,4,-2,-12,-5,7,-6,2
2020-03-01,5,16,5,0,2,5,2,31,8,0,5,-1,0,7,-8,7,10,20,-5,10,6,2,0,8,0,13,8,20,0,16,1,-3,9,-9,16,13,5,3,3,5,12,0,-8,-6,-4,0,6,8,2,1,-5,2,-10,7,0,2,5,5,4,9,-9,2,9,12,-5,1,14,5,12,4,-2,6,6,4,2,16,12,0,-7,0,8,-1,18,0,0,NA,2,5,8,-1,-3,-6,-5,1,5,19,-4,2,7,NA,17,10,7,-19,8,3,-2,11,-9,2,-7,0,2,NA,6,1,16,5,7,-10,3,8,14,23,18,0,14,8,8,2,5,18,-1,-7,1,1,8,18,11,0,-3,7,4,7,13,0,11,17,4,-4
2020-03-02,0,8,0,6,10,-2,27,6,-4,0,2,4,-2,-2,-3,-1,3,-2,1,0,3,1,2,-1,7,8,4,0,0,11,8,9,7,6,-2,5,0,-2,6,4,9,5,3,4,7,3,4,3,1,-2,3,-1,1,1,-1,3,-3,0,8,5,7,12,-3,8,14,-3,12,1,3,0,-1,1,6,-1,5,2,3,13,3,3,5,2,0,3,-2,0,8,0,1,21,0,2,5,5,3,1,2,1,4,0,3,0,5,5,6,12,1,-2,5,3,-1,0,9,0,5,-7,7,5,1,1,0,10,4,10,1,2,-2,2,2,5,2,-1,6,1,0,1,3,2,5,1,1,0,5,1,2,-8,2,9,1,3
