date,GB,Aberdeen City,Aberdeenshire,Angus council,Antrim And Newtownabbey,Ards And North Down,Argyll and Bute Council,Bath and North East Somerset,Bedford,Belfast,Blackburn with Darwen,Blackpool,Blaenau Gwent,Borough of Halton,Bracknell Forest,Bridgend County Borough,Brighton and Hove,Buckinghamshire,Caerphilly County Borough,Cambridgeshire,Cardiff,Carmarthenshire,Causeway Coast and Glens,Central Bedfordshire,Ceredigion,Cheshire East,Cheshire West and Chester,City of Bristol,Clackmannanshire,Conwy Principal Area,Cornwall,County Durham,Cumbria,Darlington,Denbighshire,Derby,Derbyshire,Derry And Strabane,Devon,Dorset,Dumfries and Galloway,Dundee City Council,East Ayrshire Council,East Dunbartonshire Council,East Lothian Council,East Renfrewshire Council,East Riding of Yorkshire,East Sussex,Edinburgh,Essex,Falkirk,Fermanagh And Omagh,Fife,Flintshire,Glasgow City,Gloucestershire,Greater London,Greater Manchester,Gwynedd,Hampshire,Hartlepool,Herefordshire,Hertfordshire,Highland Council,Inverclyde,Isle of Anglesey,Isle of Wight,Kent,Kingston upon Hull,Lancashire,Leicester,Leicestershire,Lincolnshire,Lisburn and Castlereagh,Luton,Medway,Merseyside,Merthyr Tydfil County Borough,Mid And East Antrim,Mid Ulster,Middlesbrough,Midlothian,Milton Keynes,Monmouthshire,Moray,Na h-Eileanan an Iar,Neath Port Talbot Principle Area,Newport,Norfolk,North Ayrshire Council,North East Lincolnshire,North Lanarkshire,North Lincolnshire,North Somerset,North Yorkshire,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Orkney,Oxfordshire,Pembrokeshire,Perth and Kinross,Peterborough,Plymouth,Portsmouth,Powys,Reading,Redcar and Cleveland,Renfrewshire,Rhondda Cynon Taff,Rutland,Scottish Borders,Shetland Islands,Shropshire,Slough,Somerset,South Ayrshire Council,South Gloucestershire,South Lanarkshire,South Yorkshire,Southampton,Southend-on-Sea,Staffordshire,Stirling,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Surrey,Swansea,Swindon,Thurrock,Torbay,Torfaen Principal Area,Tyne and Wear,Vale of Glamorgan,Warrington,Warwickshire,West Berkshire,West Dunbartonshire Council,West Lothian,West Midlands,West Sussex,West Yorkshire,Wiltshire,Windsor and Maidenhead,Wokingham,Worcestershire,Wrexham Principal Area,York
2020-03-03,-1,4,-1,6,8,-5,14,8,-3,0,-4,3,2,-7,-5,6,0,-3,3,-2,0,-2,1,-1,5,-2,4,-1,0,10,9,5,4,3,7,1,-3,0,6,-2,3,4,1,1,6,-5,1,2,3,-2,2,0,4,-3,-3,2,-4,-2,5,2,9,9,-3,12,10,0,7,-1,-3,-2,-4,-2,2,5,1,0,0,12,-1,9,-5,1,-1,4,-2,0,5,5,2,6,8,1,2,4,3,-2,2,-2,2,0,-1,10,11,2,5,2,4,-1,9,2,-1,0,14,0,2,-6,10,0,1,-1,0,-2,0,3,5,-3,-2,3,-1,4,-4,0,1,-2,-2,-2,-5,2,-1,2,-1,-1,8,-1,2,-9,0,4,-2,1
2020-03-04,-2,1,1,3,7,1,20,1,-4,0,0,2,-9,1,-10,-6,-5,-2,-7,0,-3,-8,5,1,5,-1,-1,-5,0,5,-5,6,8,5,0,1,3,3,-3,-8,3,5,5,1,5,5,2,1,1,-1,0,-6,4,-1,-1,2,-4,-3,0,0,3,0,-2,13,7,0,0,-2,-2,-1,0,0,3,6,0,-1,0,4,0,3,-2,2,0,2,-4,0,-1,11,2,20,6,6,4,5,4,-1,-1,-2,2,0,-1,-12,4,0,-2,-3,-8,-7,7,1,-5,0,16,0,-1,-6,2,8,-5,2,0,-6,4,4,2,-2,0,-2,-2,0,-6,1,-5,-6,0,-7,-6,2,-1,1,7,-1,2,0,-5,-9,-5,3,-3,-1
2020-03-05,-3,2,5,1,17,-3,13,3,-7,-5,3,0,0,0,-11,-3,-5,-6,-5,-1,-2,1,3,-1,13,1,0,-3,0,7,5,4,9,-1,7,12,-2,0,-2,-6,9,7,4,-2,4,1,2,-4,0,-6,-2,4,3,-3,-2,6,-6,-3,9,-4,11,7,-5,11,4,10,-2,-3,-3,-2,-5,0,2,5,-1,-6,0,11,3,12,1,2,-3,3,-6,0,-3,-6,1,12,-3,4,6,2,4,-3,8,-1,2,0,-1,7,6,3,3,-8,2,-8,8,1,-2,0,30,0,4,-8,7,2,-4,5,-1,-5,-2,6,13,0,0,-5,-3,1,-7,-6,-7,-8,-1,-1,-5,-1,0,1,4,-3,1,0,-5,-13,-7,1,-1,1
2020-03-06,1,2,1,2,13,-3,16,8,-1,-5,1,11,0,4,-7,-1,5,0,-1,3,4,6,7,3,9,9,4,2,0,16,2,7,13,7,10,7,4,0,4,4,13,11,4,-2,4,-3,7,8,4,-3,-1,-1,3,-3,2,10,-3,1,7,3,14,1,-2,9,8,5,15,4,4,4,-1,5,6,2,-3,7,7,12,0,0,4,6,2,4,-4,0,1,2,3,9,1,7,3,9,11,4,3,9,6,0,4,3,11,9,1,2,5,-1,12,0,-2,0,25,0,4,-3,14,3,5,0,2,1,6,16,6,3,5,4,2,7,-2,-1,1,-1,2,-1,6,8,10,1,4,4,0,4,2,-8,-3,11,2,10
2020-03-07,-1,3,0,0,-1,-4,3,11,-2,-6,0,9,-6,5,0,-3,2,-2,-6,9,-1,-4,-6,3,3,7,3,5,0,18,8,3,4,22,5,1,2,-6,1,1,6,15,1,-4,6,-5,5,4,5,-5,0,-8,5,-3,-1,6,-4,1,3,4,14,9,4,7,5,-1,6,2,4,3,-7,5,11,-2,-6,6,11,-2,-3,-3,4,-1,-2,3,0,0,-4,-3,9,-5,11,-1,15,3,6,4,3,3,5,0,6,9,2,26,1,-2,1,-4,6,-2,-8,0,26,0,8,-8,9,3,1,2,7,10,5,11,4,-1,0,3,2,1,8,7,5,1,0,-5,4,12,3,-2,0,3,2,8,3,1,-3,10,-2,15
2020-03-08,2,10,18,7,4,8,20,16,-12,-6,10,15,0,4,-2,9,6,6,-1,17,4,1,2,-6,0,15,8,12,0,23,5,5,14,15,12,19,7,-7,3,-5,15,11,-2,10,15,0,12,2,20,-6,14,2,16,-1,8,13,-4,5,2,1,2,18,4,18,15,3,9,1,9,8,-6,7,10,4,-5,-1,5,0,6,0,9,3,3,0,0,NA,0,24,12,24,6,6,0,6,13,3,4,-2,11,NA,7,6,20,12,-2,1,4,12,5,3,-10,0,27,NA,9,-5,15,20,6,-4,3,11,3,17,17,6,11,1,2,9,0,12,5,-6,5,-4,4,12,13,6,10,0,-5,9,6,-16,9,19,4,12
2020-03-09,-3,1,-5,6,13,-6,18,-2,-3,-9,-3,2,-2,-1,-1,-3,-2,-5,-6,-1,-3,-4,-6,-3,2,-2,-3,-4,0,7,4,5,5,6,-6,0,-3,-7,1,-1,13,9,3,-2,-4,-4,1,3,4,-4,2,-6,-1,-8,-3,9,-6,-4,0,-2,14,4,-7,13,10,2,10,1,-1,-3,-4,-1,2,-11,-4,-1,-2,3,0,-5,-3,-1,-4,11,-4,0,-2,-2,0,5,0,1,-4,4,1,-2,6,0,-1,0,-1,-9,3,-1,-3,0,-4,-6,5,-2,-6,0,17,0,0,-10,9,1,0,-3,-4,1,1,6,3,-1,-6,-1,-3,-2,-2,-1,-1,-6,-1,-6,-2,2,6,0,-3,-4,-2,-2,-5,-9,-10,7,-1,3
2020-03-10,-4,3,-1,10,11,-6,13,2,-6,-8,-3,3,-4,-2,-7,-2,-4,-6,0,-5,-2,-4,-3,-5,5,0,1,-2,0,7,-1,3,4,-1,4,-1,-2,-11,-1,-4,4,3,3,-10,0,-11,6,-3,-5,-4,-8,1,-1,-3,-7,20,-7,-5,-2,-5,3,6,-6,7,3,2,7,-4,0,-3,-7,-3,0,-5,-4,-4,0,4,0,0,-4,-6,-1,2,-4,0,-7,-1,1,-12,3,-3,2,0,1,0,-3,-1,1,0,-3,-4,3,0,-6,3,4,-7,3,-4,-8,0,12,0,0,-11,2,2,1,-6,-3,-3,-3,3,3,-4,-5,1,-5,-3,-7,2,-5,-4,-4,-6,-7,2,-5,-5,-5,-4,0,-4,-4,-14,-8,6,-2,0
2020-03-11,-6,-4,-4,3,7,-7,7,0,-7,-12,-4,-3,-10,-1,-11,-4,-5,-7,-8,-4,-5,-6,-15,-4,6,-6,-1,-5,0,1,1,-2,-5,-3,-1,-4,-2,-15,-3,-2,-1,6,-1,-11,1,-5,3,-3,-6,-5,-6,-11,-4,-9,-8,17,-10,-7,0,-7,-5,-8,-9,5,1,1,3,-2,-2,-5,-9,-4,1,-5,-9,-1,4,3,-5,-2,-2,-7,-12,6,-2,0,-5,-1,1,-1,4,-1,3,7,2,-6,-3,-6,-2,0,-6,-1,-1,-2,-2,-5,-4,-11,3,-7,-6,0,9,0,-1,-12,4,-2,-5,-5,-4,0,-4,2,1,-9,-4,-1,-8,0,-7,0,2,-3,-6,-4,-3,-2,-4,-5,-1,-5,-4,-4,-6,-16,-8,2,-5,-4
2020-03-12,-8,-8,2,-2,7,-9,1,0,-12,-15,0,-8,-11,-2,-17,-6,-6,-9,-9,-7,-9,-3,-15,-8,5,-5,-4,-7,0,-6,3,1,2,-7,0,-9,-3,-12,-4,-3,7,0,-4,-5,-6,-12,12,-2,-10,-13,-10,-3,-3,-9,-7,22,-13,-9,-2,-9,7,-1,-12,5,-8,8,6,-4,-1,-7,-9,-3,-1,-5,-16,-5,-2,1,-6,-2,-1,-8,-14,12,-8,0,-3,-13,1,-6,1,-5,3,-4,-1,-7,-2,-6,-2,0,-7,3,-3,-5,-2,-3,-7,-16,2,-7,-7,0,13,0,-1,-17,4,-6,-6,-1,-5,-1,-10,2,1,-4,-7,-5,-10,-5,-13,-3,-5,-1,-7,-13,-9,-3,-3,-5,-8,-9,-6,-5,-6,-19,-11,1,-7,-4
2020-03-13,-9,-7,0,-1,-5,-9,20,-3,-11,-18,1,4,2,-1,-15,-2,-8,-11,-6,-9,-5,2,-7,-7,11,1,-2,-7,0,9,-1,-2,9,1,1,-6,-2,-8,-2,-6,9,2,3,-12,-5,-12,14,-1,-12,-18,-7,-16,-2,-5,-10,23,-18,-10,5,-7,13,-3,-15,8,7,4,7,-6,-1,-2,-11,-3,3,-11,-25,-8,-3,3,-8,-9,-3,-7,-11,18,-5,0,-3,-5,-1,12,-2,-2,0,-5,2,-6,-3,-8,-3,0,-7,4,2,-7,-4,0,5,-12,5,-12,-8,0,15,0,1,-17,14,4,-4,0,-4,-2,-10,9,-1,-5,-4,-4,-11,-1,-7,-9,-5,-9,-5,-8,-9,-2,2,-3,-6,-7,-16,-4,-6,-22,-14,9,-6,-2
2020-03-14,-15,-11,-12,-9,-21,-19,6,-4,-21,-29,-12,-1,-20,-3,-21,-11,-15,-18,-14,-16,-16,-12,-13,-11,0,-11,-8,-12,0,7,-4,-4,-1,6,-5,-13,-6,-32,-9,-5,-3,0,-9,-22,0,-20,5,-5,-19,-25,-9,-22,-6,-7,-23,-2,-22,-15,-1,-11,3,-9,-16,4,-7,5,0,-13,-8,-8,-18,-10,-4,-32,-30,-12,-7,-5,-26,-19,-10,-9,-22,15,0,0,-18,-20,1,-8,-5,-9,-3,-13,-3,-11,0,-14,-7,0,-13,-6,-9,-1,-9,-7,-3,-25,-3,-14,-16,0,28,0,-2,-22,1,-5,-5,-4,-10,-1,-14,1,-13,-6,-10,-14,-18,-13,-14,-4,-3,-14,-9,-13,-7,-6,-11,-11,-12,-16,-13,-7,-9,-18,-18,-4,-14,-5
2020-03-15,-16,-4,2,7,-19,-2,15,18,-30,-24,-2,3,0,-8,-8,-5,-11,-21,-14,-18,-8,-10,-9,-14,0,-7,-7,-12,0,9,-6,-3,8,-11,4,-16,-9,-24,-12,-17,6,-9,-5,-8,-3,0,22,-3,-18,-30,-6,-23,-3,-6,-16,-5,-24,-16,7,-15,4,-2,-13,8,10,-4,2,-11,1,-2,-20,-15,2,-14,-40,-11,-13,0,-6,-16,-3,-7,-15,13,0,NA,3,-8,3,4,-10,-10,-16,-28,6,-12,0,-24,-9,NA,-17,6,-2,-6,-11,-10,-4,-25,-9,-21,-16,0,22,NA,-4,-22,4,9,-9,-6,-10,-7,-17,-2,2,-9,-3,-11,-11,-11,-17,-5,-5,-17,-8,-17,-9,-12,-11,0,-3,-20,-25,-3,-7,-30,-10,2,-9,-4
