date,SI,Administrative unit Maribor,Ajdovščina,Brežice,Celje,Cerknica,Črnomelj,Domžale,Dravograd,Gornja Radgona,Grosuplje,Idrija,Ilirska Bistrica,Izola,Jesenice,Kamnik,Kočevje,Koper,Kranj,Krško,Laško,Lenart,Lendava,Litija,Ljubljana,Ljutomer,Logatec,Metlika,Mozirje,Municipality of Hrastnik,Murska Sobota,Nova Gorica,Novo Mesto,Ormož,Pesnica,Piran,Postojna,Ptuj,Radlje ob Dravi,Radovljica,Ravne na Koroškem,Ribnica,Ruše,Šentjur,Sevnica,Sežana,Škofja Loka,Slovenj Gradec,Slovenska Bistrica,Slovenske Konjice,Šmarje pri Jelšah,Tolmin,Trbovlje,Trebnje,Tržič,Velenje,Vrhnika,Zagorje ob Savi,Žalec
2020-03-03,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,6,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,-16,6,0,0,0,0,0,7,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,5,2,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,-16,10,0,0,0,0,0,8,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-17,-2,0,0,0,0,0,2,0,0,NA,0,0,0,-16,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,7,4,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,13,0,NA,0,0,0,7,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,NA,-5,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,18,9,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,NA,0,2,0,NA,NA,0,NA,12,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0
2020-03-09,0,-5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,-7,1,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,2,2,0,0,0,0,0,7,0,0,0,0,0,0,-26,0,0,0,-1,0,0,0,0,0,-4,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,2,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0,0,-6,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,-5,-2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,-16,-3,0,0,0,0,0,-14,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,-29,-32,0,0,-2,0,0,-28,0,0,0,0,0,0,0,0,0,-42,-26,0,0,0,0,0,-41,0,0,NA,0,0,0,-37,0,0,0,0,0,-11,0,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,0,0,0
2020-03-14,-30,-33,0,0,0,0,0,-48,NA,0,0,0,0,0,0,0,0,0,-16,0,0,0,0,0,-36,0,-67,NA,0,NA,0,0,0,0,0,0,0,0,0,-39,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,-28,-43,0,0,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,-28,0,NA,0,0,0,-36,0,-72,NA,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0
2020-03-16,-53,-70,0,0,-43,0,0,-48,0,0,0,0,0,0,-45,0,0,-56,-32,0,0,0,0,0,-68,0,0,NA,0,0,-54,-41,0,0,0,0,0,-50,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54,0,0,0
2020-03-17,-55,-70,0,0,-33,0,0,-57,0,0,0,0,0,0,-64,0,0,-56,-58,0,0,0,0,0,-69,0,0,NA,0,0,-42,-49,0,0,0,0,0,-56,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53,0,0,0
2020-03-18,-56,-71,0,0,-39,0,0,-54,0,0,0,0,0,0,0,0,0,-50,-58,0,0,0,0,0,-71,0,0,NA,0,0,-41,-50,0,0,0,0,0,-53,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51,0,0,0
2020-03-19,-57,-67,0,0,-42,0,0,-59,0,0,0,0,0,0,-56,0,0,-57,-64,0,0,0,0,0,-69,0,0,NA,0,0,-49,-45,0,0,0,0,0,-53,0,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,0,0
2020-03-20,-59,-72,0,0,-41,0,0,-60,0,0,0,0,0,0,-55,0,0,-62,-66,0,0,0,0,0,-73,0,-71,NA,0,0,-42,-58,0,0,0,0,-51,-50,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49,0,0,0
2020-03-21,-51,-65,0,0,0,0,0,-62,NA,0,0,NA,NA,0,-67,0,0,0,-60,0,0,0,0,0,-60,0,-81,NA,0,NA,0,0,0,NA,0,0,0,0,0,-61,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,-64,-72,NA,NA,0,NA,NA,-65,NA,NA,0,NA,NA,NA,-68,0,NA,-66,-79,NA,NA,NA,NA,NA,-68,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,0,NA,-74,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0
2020-03-23,-66,-78,0,0,-52,0,0,-66,0,0,0,0,0,0,-76,0,0,-67,-70,0,0,0,0,0,-77,0,0,NA,0,0,-49,-56,0,0,0,0,0,-61,0,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63,0,0,0
2020-03-24,-68,-77,0,0,-51,0,0,-62,0,0,0,0,0,0,-69,0,0,-66,-68,0,0,0,0,0,-79,0,0,NA,0,0,-61,-59,0,0,0,0,0,-60,0,-59,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,0,-66,0,0,0
2020-03-25,-70,-79,0,0,-55,0,0,-70,0,0,0,0,0,0,-64,0,0,-75,-69,0,0,0,0,0,-80,0,0,0,0,0,-62,-61,0,0,0,0,0,-63,0,-68,0,0,0,0,0,0,-65,0,0,0,0,0,0,0,0,-59,0,0,0
2020-03-26,-72,-80,-70,0,-58,0,0,-70,0,0,0,0,0,0,-64,0,0,-77,-71,0,0,0,0,0,-80,0,0,0,0,0,-67,-68,0,0,0,0,0,-58,0,-68,0,0,0,0,0,0,-68,0,0,0,0,0,0,0,0,-67,0,0,0
2020-03-27,-65,-74,-65,0,-52,0,0,-69,0,0,0,0,0,0,-61,0,0,-73,-70,0,0,0,0,0,-76,0,-71,NA,0,0,-44,-60,0,0,0,0,-51,-61,0,-57,0,0,0,0,0,0,-62,0,0,0,0,0,0,0,0,-59,0,0,0
2020-03-28,-45,-56,0,0,0,0,0,-55,NA,0,0,NA,NA,0,0,0,0,0,-48,0,0,0,0,0,-54,0,-81,NA,0,NA,0,0,0,0,0,0,0,0,0,-48,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-29,-54,-69,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,-75,NA,NA,NA,NA,NA,-58,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,0,NA,-61,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0
2020-03-30,-72,-80,0,0,-57,0,0,-71,0,0,0,0,0,0,-76,0,0,-69,-77,0,0,0,0,0,-82,0,0,NA,0,0,-59,-67,-61,0,0,0,0,-57,0,-74,0,0,0,0,0,0,-74,0,0,0,0,0,0,0,0,-71,0,0,0
2020-03-31,-65,-77,0,0,-51,0,0,-68,0,0,0,0,0,0,-69,0,0,-73,-69,0,0,0,0,0,-77,0,0,NA,0,0,-50,-64,0,0,0,0,0,-53,0,-64,0,0,0,0,0,0,-62,0,0,0,0,0,0,0,0,-61,0,0,0
2020-04-01,-62,-76,0,0,-43,0,0,-62,0,0,0,0,0,0,-55,0,0,-57,-65,0,0,0,0,0,-74,0,0,0,0,0,-51,-50,0,0,0,0,0,-60,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,0,0
2020-04-02,-61,-76,0,0,-42,0,0,-61,0,0,0,0,0,0,-53,0,0,-55,-70,0,0,0,0,0,-72,0,0,0,0,0,-51,-50,0,0,0,0,0,-49,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,0,0
2020-04-03,-61,-76,-62,0,-43,0,0,-63,0,0,0,0,0,0,-58,0,0,-65,-68,0,0,0,0,0,-73,0,-74,NA,0,0,-50,-51,0,0,0,0,-46,-50,0,-64,0,0,0,0,0,0,-59,0,0,0,0,0,0,0,0,-24,0,0,0
2020-04-04,-51,-65,0,0,0,0,0,-62,NA,0,0,NA,NA,0,-55,0,0,0,-65,0,0,0,0,0,-56,0,-81,NA,0,NA,0,0,0,NA,0,0,0,0,0,-73,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,-51,-66,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,0,-76,NA,NA,NA,NA,NA,-55,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,-66,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0
2020-04-06,-58,-73,0,0,-43,0,0,-56,0,0,0,0,0,0,-38,0,0,-56,-68,0,0,0,0,0,-70,0,0,NA,0,0,-56,-54,0,0,0,0,0,-50,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,0,0,0
2020-04-07,-56,-73,0,0,-40,0,0,-53,0,0,0,0,0,0,-56,0,0,-49,-67,0,0,0,0,0,-69,0,0,NA,0,0,-39,-51,0,0,0,0,0,-47,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0
2020-04-08,-57,-71,0,0,-48,0,0,-52,0,0,0,0,0,0,0,0,0,-55,-65,0,0,0,0,0,-70,0,0,NA,0,0,-54,-39,0,0,0,0,0,-53,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,0,0,0
2020-04-09,-57,-70,0,0,-51,0,0,-56,0,0,0,0,0,0,-44,0,0,-57,-65,0,0,0,0,0,-68,0,0,NA,0,0,-62,-48,0,0,0,0,0,-49,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49,0,0,0
2020-04-10,-59,-71,-62,0,-48,0,0,-63,0,0,0,0,0,0,-47,0,0,-54,-67,0,0,0,0,0,-69,0,-68,NA,0,0,-56,-56,0,0,0,0,-46,-52,0,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59,0,0,0
2020-04-11,-47,-54,NA,0,0,NA,NA,-57,NA,NA,0,NA,NA,NA,0,0,NA,0,-60,0,NA,NA,NA,NA,-49,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,-66,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0
