date,total,Oslo,Rogaland,Troms Og Finnmark,Trondelag,Vestfold Og Telemark,Vestland,Viken
2020-02-29,2.0002748366900263,-21.76096783243309,1.3331518933478492,23.65355869047134,53.26494810654276,-25.019930103561446,15.375352996199396,-19.28881416034719
2020-03-01,-25.319832818852436,-44.200942583599705,-39.89001280879899,67.02514533587026,26.928694493681466,-54.95219038988572,-6.086317527627817,-56.03468547588479
2020-03-02,3.268545611159708,0.4440031057250445,9.075455273963582,22.856647361754735,-2.857543049142308,-10.91799730039445,2.185768486706516,-7.098996795087643
2020-03-03,5.426348794572978,-11.777158301097273,0.6713279462937647,57.97265561026802,13.639583001702448,-19.48407121189717,19.010610875145762,-7.864731280849906
2020-03-04,7.250325949611034,-11.191575029338429,29.779485617641168,43.215857290450685,15.845153023167462,-13.94533006117788,16.475926838450476,-17.545266765069883
2020-03-05,21.822703521596452,13.578212113908192,22.340446212764316,27.30935336249696,32.99617249352361,28.121240846756912,21.939386855354538,26.201069334519772
2020-03-06,15.230644961271478,4.978420940331355,49.27046005836323,26.531667880070266,23.972251265082953,12.066097157308509,20.93877779877517,5.190290981312591
2020-03-07,24.416893742102616,-3.956539605896925,39.33359685331227,42.5765979013113,63.91832180621813,16.490364806755576,31.875309831205573,16.67349306743123
2020-03-08,-31.41785567051771,-45.84596927465909,-45.164732386821434,65.41017424751814,35.39186130656463,-64.05052147354776,-26.477211404933016,-63.0914542662429
2020-03-09,9.389359798095576,14.205209992057876,24.958366003330735,11.972895777038953,3.810057398856411,4.549165541831021,9.18138108400204,7.098996795087643
2020-03-10,-3.3127876149202784,-10.469227243451698,-10.07423919406087,17.91848874219238,17.275844939572718,-22.141514060620423,-1.689789357796858,-15.729462561699812
2020-03-11,8.633894067214325,17.986459868579622,1.9854718411622538,15.810374696504189,17.825077004125607,15.586296216499397,-1.2678226182787573,15.539905740469447
2020-03-12,-0.9297524123622878,2.2633563957784264,-9.574847234012228,5.05735886655977,10.311543953205392,-2.4816250463673764,-8.376856799317187,-1.5117625693174082
2020-03-13,2.481574210933806,5.360783701660732,39.415676846745875,-9.413935635852466,-13.22573856145368,-0.7099964805518741,13.705748835509327,3.459881187506694
2020-03-14,22.125023880627015,8.478436745547867,51.99983584001316,11.82677934523567,29.592277967579566,42.646865731011026,2.999904770013648,52.30736025842437
2020-03-15,-41.79126488559082,-67.22650060652516,-31.978365441730784,-16.150672175835524,25.3895004386495,-66.96160311911228,-31.041949550653882,-68.48725487057257
2020-03-16,18.184804212375013,31.07443861846602,48.403004127759694,-35.917726038802364,44.77105502431398,26.384199389601584,-5.683574785354278,43.68721689296831
2020-03-17,8.510552723396975,30.970420537298327,28.20873374330132,-18.97302641119372,-7.274444267574639,36.311660328089424,-18.165716196247335,49.43679433692098
2020-03-18,15.385491974433474,34.77478554296845,39.70598082352156,-22.134716833568763,8.912538502062803,41.835990183533646,-10.984592025541804,56.14353988807648
2020-03-19,20.45589373875095,32.81385208688127,7.6593593872512535,-13.148556277666707,18.560587076586295,54.58806499593557,-7.9779588564925605,64.99828327980775
2020-03-20,25.886934867056112,39.057826348086174,104.45240764380746,-21.396444336036375,-4.132683226985382,43.296334771407594,33.121024852653086,53.63238120682671
2020-03-21,67.41676973042539,53.6954818812949,168.66661050667128,-23.65355869047134,105.93841552818242,91.54919436442157,79.87474735128617,115.40350652519277
2020-03-22,-6.87560958442681,-25.9033916018982,11.867903050567763,-36.33877207255131,67.70629469898239,-3.275207039514667,-14.91205466260549,-1.0378705162414983
2020-03-23,-0.8915434091145226,-3.9950648211442172,16.638910668887156,-33.74136023878501,17.1462184907709,0.9098331083662041,-15.740608943846045,9.829741100931006
2020-03-24,-6.396991543744276,-14.39494667715079,10.746431140285516,-26.350944924945146,-8.183749801021468,NA,-21.96822285122138,8.98893460676068
2020-03-25,0.22121001880285146,3.1975928655252654,15.882046729436272,-18.97302641119372,-4.951730344229463,20.508233929445613,-38.022182950153756,25.565772463366525
2020-03-26,24.22987072620566,14.33234320237394,33.829917293606634,-24.275514817949794,109.30102162969328,47.144150609851785,-9.174652684966443,47.363868504753285
2020-03-27,13.81959317466541,17.231365649732687,64.37922684966189,-23.10754465583801,19.011879157600035,29.810244652995333,10.279071326666438,31.141745887875548
2020-03-28,24.291541398114337,33.34742631805627,105.33368757330506,-44.94233828728424,-27.815915521036132,39.23523176289234,34.12451750881914,71.59617441877157
2020-03-29,-3.975747337938521,-6.579143633856353,3.6262077099033854,-24.226488909910536,-14.618022641176916,13.100828158058668,-31.345688707117933,23.244170603347115
2020-03-30,31.021018303453204,34.18149722816015,85.4625531629958,-17.414771569396844,20.95627588962731,51.85856567083696,43.28571339571439,56.792912760806246
2020-03-31,19.648812336815702,60.19564882389431,28.880925689525963,-41.10774324476249,-27.278205807487847,81.47954197921969,-10.139697346643374,96.62612042212551
2020-04-01,14.943071936827772,29.57773400610871,0.6618239470540846,16.864912365505532,NA,36.91405247058743,-18.588644135627664,48.123034189779844
2020-04-02,-6.180473858673608,-6.789106056954096,-13.404094927672412,12.137276762817649,19.59183749149854,-0.8272083487891254,-36.30067399690337,10.07747872867762
2020-04-03,10.802422584872579,41.35585543758717,21.67862226571023,2.5676117720169445,-14.052467246034167,32.64926982218449,-14.086383980951622,39.35931560824336
2020-04-04,26.708093270187913,33.91278385181028,80.0003455999724,21.2887795968129,-0.5914806849031121,27.862798284823956,32.999913670012354,62.76958303019332
2020-04-05,11.867582342077824,-26.725904947427892,51.09868391210532,18.57312880836368,100.02072809140014,8.005954901811593,25.259371179490117,1.6600297859233364
