date,total
2020-02-29,7.552727377353798
2020-03-01,7.0309611363596325
2020-03-02,-6.559922168795457
2020-03-03,-35.14916931808372
2020-03-04,-6.462493596017225
2020-03-05,-6.812753341129049
2020-03-06,-0.8961818305964581
2020-03-07,2.9735844567769267
2020-03-08,8.325714401048856
2020-03-09,-11.11088327080011
2020-03-10,-10.031117022076078
2020-03-11,-11.569844316119053
2020-03-12,-12.952363815790317
2020-03-13,-9.874909227704368
2020-03-14,-5.399636438436521
2020-03-15,0.8784675446367796
2020-03-16,-23.95535098119966
2020-03-17,-30.508831591464325
2020-03-18,-37.06553298099439
2020-03-19,-37.70888363925725
2020-03-20,-37.23945506132578
2020-03-21,-33.69820825902279
2020-03-22,-31.915506935626063
2020-03-23,-52.0284682532082
2020-03-24,-55.192078686643505
2020-03-25,-55.74605272029163
2020-03-26,-55.374857909954734
2020-03-27,-51.61540331242115
2020-03-28,-41.558520056221916
2020-03-29,-37.92870182412053
2020-03-30,-58.09641638921441
2020-03-31,-61.925922935770345
2020-04-01,-62.3655593054969
2020-04-02,-64.10880608289254
2020-04-03,-59.93306576530653
2020-04-04,-51.87950721218363
2020-04-05,-43.43301358868243
2020-04-06,-62.09581904201999
2020-04-07,-64.82865024870857
2020-04-08,-63.79961127341451
2020-04-09,-70.14937759514287
2020-04-10,-59.335611211575554
2020-04-11,-50.00018251082503
