date,total,Auvergne-Rhône-Alpes,Bourgogne-Franche-Comté,Brittany,Centre-Val de Loire,Hauts-de-France,Normandy,Nouvelle-Aquitaine,Occitanie,Pays de la Loire,Provence-Alpes-Côte d'Azur,Île-de-France
2020-03-23,-40.532575323966455,-42.120695237457575,-40.6181444531377,-44.112264665910466,-39.41804241019084,-39.361170027541235,-40.29084057278307,-40.80283723778466,-41.59329453493972,-42.74909770841857,-41.39314905385597,-38.36695029198563
2020-03-24,-44.64600610855248,-45.2901904483014,-46.16953375498993,-45.84738866277691,-43.90809681535275,-43.5721295387635,-44.01246148685284,-45.39377193089807,-46.27283928194974,-45.83028489660977,-46.19478849921491,-40.47986527427421
2020-03-25,-48.21342034549415,-49.40678049287446,-51.514783385011704,-50.29460359722331,-48.495280262048446,-47.067016999588475,-48.45741282473413,-49.25189496637256,-49.021796637935175,-51.3116447187588,-48.307661655669044,-44.923541400346465
2020-03-26,-45.61228029053534,-45.93313694111758,-47.44855850950993,-46.50093923903025,-43.821546184283015,-44.62249517237013,-44.877022653044435,-46.17872038631368,-47.733462166780434,-46.319437609901534,-46.21945607984706,-43.64827382663853
2020-03-27,-45.55895214375374,-46.327759788504764,-46.93848267037602,-45.38001842689529,-46.100712802452584,-43.80100667954035,-44.96958604500976,-45.85527914084722,-46.26231054555843,-46.63192545975199,-45.19575148361267,-42.18696948669807
2020-03-28,-55.35939201422738,-57.80743466847269,-59.435340729156984,-57.28500359344852,-57.49077585122909,-53.01877235746621,-56.334843759515145,-55.25728167324226,-55.29883784286291,-58.41718151125522,-52.2127294203593,-52.78720947767779
2020-03-29,-72.10920575858269,-73.99659635884416,-76.71368038523276,-76.40591648812055,-74.63453251878556,-71.01839247839439,-72.59355584513585,-76.27613514728623,-71.54180662109158,-77.53497920666602,-67.17456582686205,-69.29532169787592
2020-03-30,-46.36205811543473,-48.56074760786635,-48.10053514599689,-49.11706092899592,-46.035318992311005,-44.05647535534522,-45.89044865579882,-50.18166786005673,-48.533646132519934,-48.509701992136094,-46.010730397574996,-41.84863319163269
2020-03-31,-37.46501297029104,-37.27164668834393,-40.32283738837596,-40.51725665027899,-38.27172738535619,-36.174934312577165,-38.343192294419886,-38.52330057943749,-39.088412431661915,-38.85487222395989,-38.67971518431901,-31.273455148435595
2020-04-01,-38.851544786612415,-39.63168381466919,-43.17427638383512,-43.3042036009981,-40.4508799409563,-37.268986039444115,-39.60186357279374,-39.8450649527019,-41.482264223904096,-42.45180683606842,-37.46815747403974,-34.03412508879805
2020-04-02,-35.563506363407136,-35.25522018767043,-39.1646200694403,-38.30900426267407,-36.02237265122176,-33.72186520624268,-36.365961901098714,-35.905840231797015,-37.37988566270857,-36.73394405157056,-35.54788119713667,-32.53137214290941
2020-04-03,-37.64330408788919,-37.74519410520854,-39.85974221863596,-37.607469062613575,-39.76328326079121,-36.145493684510434,-36.87840047311294,-37.18415727358085,-38.29875720231373,-38.82922732442808,-36.036489044273566,-34.367641778520614
2020-04-04,-45.06785562786954,-48.27488666719807,-49.53776011378213,-47.36082369765433,-48.00194166495099,-41.00224761784166,-44.362675557484536,-45.02688335395105,-45.972291715870554,-48.29219525166267,-42.16448532516141,-41.78694224324471
2020-04-05,-61.28916355934461,-64.00590085670052,-66.85157496919616,-66.77924125993067,-63.94937627638808,-54.263826015385106,-58.31875398524618,-67.23136622928698,-64.02141736413562,-68.69413754585105,-59.72590522905272,-56.621687488418665
2020-04-06,-36.62051798916763,-36.7278371547494,-37.69767263734464,-39.57387894623047,-39.67577095604293,-36.39146538351959,-35.456550431583715,-38.35240774228058,-37.332984927874556,-39.48174754584835,-35.49759728277112,-34.96141715675499
2020-04-07,-35.174290486150454,-36.192690073902405,-37.74657088508116,-39.78501129098193,-35.36554952877036,-33.94694355630124,-33.93259438036078,-37.508564015302426,-37.16165367205235,-37.611569502214415,-36.01087271054018,-30.04638362815577
2020-04-08,-37.26443546299311,-38.773138497914644,-41.37462910929684,-41.83491442002325,-39.48247454665387,-35.55003323941879,-36.899394232115384,-39.56989851999163,-39.92879702725913,-41.52764064182982,-37.440643634103886,-34.38981196309754
2020-04-09,-32.30650969728369,-34.23305076346267,-35.36014463770462,-34.21879492935284,-31.622715571843806,-30.564120421665773,-30.550690657421487,-33.95843428521241,-34.41173915821316,-33.84936775978983,-34.95396175576249,-32.02531358191419
2020-04-10,-33.82039231188946,-31.677627202943274,-33.60172529753243,-31.342596578352435,-31.98622822233667,-28.52037101522682,-29.093532930297243,-31.621933347812952,-31.81018411170606,-31.56887132364708,-30.369586770586757,-27.48524534898571
2020-04-11,-39.00038603210731,-42.00038339374197,-43.99979386032817,-39.999982405637944,-42.00013623710447,-36.000189939535915,-37.99965805619806,-38.000001609160414,-39.99962670843703,-40.99954567369347,-36.000436426426575,-37.99969636486339
