date,total,Auckland,Bay Of Plenty,Northland,Otago,Southland,Taranaki,Tasman,Waikato
2020-02-29,5.329974774664636,9.335752885545807,1.5979834869253382,6.20829879317984,0.7734133810639876,0.6952871575629608,1.9283738943723137,4.406644606107637,4.024132381411349
2020-03-01,0.9537430590064576,0.3853279612426583,-0.8303342077505831,1.0404383999015676,-0.6062407993184797,3.5456760026758456,1.5548296751928539,3.840952630998084,1.6096529525645398
2020-03-02,33.602326406130686,22.854100758916058,20.753533276181823,19.97813385842158,15.696928968724757,24.618743061703732,23.50440352331786,19.857705926260937,23.514010335730738
2020-03-03,16.847337741815238,16.711065266523704,17.959714228733,17.098093558052433,13.100950141849111,22.655013634672517,18.365282281101475,16.645726067588054,17.789838276819925
2020-03-04,15.830701776580478,15.9153002538321,18.12655257709635,14.892287857802824,13.081734902568018,20.253724516505557,17.92530880644938,12.691635041568057,17.7254136962812
2020-03-05,19.822411040235217,20.76908053755541,19.62424017830037,15.71243178439801,18.31692684470177,21.366376302536466,20.157909436029705,17.420436433500797,21.34280581548538
2020-03-06,18.921211421875192,19.15727009315943,18.98292513979382,16.494429481849235,17.176502393368906,24.14944827209,10.935795839328563,18.26993319612294,21.092799980558986
2020-03-07,5.841079151861753,9.379210926287461,3.88164365411858,4.87794905178416,2.0637166987893734,-6.9567182542329995,-4.499860001146378,5.874567341519036,3.2789226811499885
2020-03-08,0.6297251750201236,0.936762211542302,0.5535561385003888,-1.5601807719880518,-0.30360078064126717,3.5456760026758456,-1.5548296751928539,1.920476315499042,0.35770065612545326
2020-03-09,30.340652522366533,21.262570733532847,20.126683990423544,19.061670703237887,15.918864982421379,21.223087524560142,-64.50665803526117,17.52206922902895,21.196648558143796
2020-03-10,16.269359894704483,15.98676458749615,16.36558827587386,17.098093558052433,13.422805399807418,21.29040440011949,17.6403369279001,17.756016418735275,17.106168474386596
2020-03-11,15.821148423735671,14.87713594722594,18.973281304628305,15.738180489070185,13.507352452644225,22.443446311486003,19.379050484183875,17.105950047338197,17.513870297497327
2020-03-12,18.840804035431407,19.289575683861795,19.10540184639582,17.633094421796503,17.323498973869267,22.19918222017066,23.433160553680537,19.742649931323403,20.30528160054085
2020-03-13,18.230981678837963,18.075647745811615,17.80251971553515,17.2363736386993,15.572990675361707,21.763545868336607,21.60394917110071,20.70624388892527,20.05527576561446
2020-03-14,6.016223954016528,9.030580866115534,8.219440711565877,5.76484887938128,-0.5159291746973433,NA,2.5714861067740635,2.937763070738425,3.577006561254533
2020-03-15,1.2236252768722249,0.22018740642437615,8.579155763239475,1.5601807719880518,0.30360078064126717,3.5456760026758456,1.5548296751928539,-5.762387746454938,0.35770065612545326
2020-03-16,30.306419674672647,18.67536870804643,20.306059324502066,19.061670703237887,13.469882736046094,20.657625769861635,20.370675602108726,21.026483074834744,20.46201602782163
