date,total,Banská Bystrica Region,Bratislava Region,Košice Region,Nitra Region,Prešov Region,Trenčín Region
2020-02-29,10.648294253528022,14.323377515944628,13.73570067237238,10.66656,14.451363446782146,-9.065741432444463,18.000232265166925
2020-03-01,8.229059077959944,12.525551953385753,5.202302490000167,12.1104,14.603412598981615,3.396406684133835,27.709552585523163
2020-03-02,3.7851762464166105,1.8599183689171797,9.65245322801256,-7.2614399999999995,0.9228140369338784,-1.8727849940551053,4.944384512332414
2020-03-03,-1.0588628801976687,-3.8831885822538963,2.030520069872003,-7.94976,-3.27718518608539,-2.8356292565354138,NA
2020-03-04,-0.9665803151316061,-2.3356447930161806,4.786156912199485,-15.33696,2.891802743718185,-13.866496391524603,3.9774614407121947
2020-03-05,3.342060826228705,7.0078896529925165,6.169768543263004,-7.0992,7.931419297750868,0.4376564829455947,6.520287761340294
2020-03-06,-5.2235113984807615,-2.3595266416155285,-3.1379886957127954,-17.49504,-1.6935789216682886,-13.927094981470914,1.9596180316251826
2020-03-07,-2.2911533395712143,-3.769510982921002,-2.304732005128136,-4.000319999999999,1.5482237573015016,-13.836678037741494,2.5714617521667034
2020-03-08,7.953802461469792,9.741883680645813,9.282653329410097,4.152,9.38783979334703,-1.6986842832569677,12.224465723830352
2020-03-09,-2.018283341143115,5.11453669603625,-9.466104976236384,8.71392,2.1525952301949847,6.555228420382919,6.591876340186805
2020-03-10,-10.734212503761944,1.9420719280989347,-17.577564370908135,-13.598399999999998,-0.9830599274280073,-0.4722842486292022,-2.874042812091293
2020-03-11,-21.429443579177015,-8.409276528802225,-28.476523262356146,-24.13056,-8.033741683193277,-11.18284455104502,-16.476827307313155
2020-03-12,-23.58694630727324,-18.21993993341416,-29.83116884392078,-26.571839999999998,-8.247949293839069,-14.00115992473863,-15.213050262076065
2020-03-13,-44.14288767573873,-38.54434836540281,-51.53736080340366,-44.38272,-34.9913869693757,-39.84597759565112,-34.286156695556045
2020-03-14,-49.721209626111424,-40.70804384850369,-54.759351042663226,-49.99968,-38.70941906844193,-63.45730437997093,-36.85761844772274
2020-03-15,-56.18098918073582,-50.79764724475601,-60.99863810472356,-55.0176,-50.06720385254937,-63.96710204142404,-52.15943854756849
2020-03-16,-57.33293016535357,-48.35883286579064,-64.14435108030273,-55.393919999999994,-52.57362415390034,-51.97050499681425,-50.538673122483466
2020-03-17,-59.74023225061137,-52.90880266093832,-66.69143236623822,-58.99584,-52.75531810935883,-56.71450889546848,-49.42666386440097
2020-03-18,-60.39416559961399,-55.125993484901734,-66.40466847619923,-59.713919999999995,-53.984143018643834,-57.70236209983139,-48.86159134870584
2020-03-19,-59.83012819761538,-52.32321973328232,-66.13238761090969,-60.446400000000004,-52.0275860035488,-59.067273197193586,-52.702557232417355
2020-03-20,-62.80464984228787,-61.3562901474995,-67.68979553896654,-61.6944,-56.155863928360766,-63.44479990902963,-55.83718247150995
2020-03-21,-69.23658551952165,-64.07691033993716,-72.55126417986314,-70.33344,-60.90285758570768,-79.67945072036095,-63.428435372394055
2020-03-22,-69.00747018556453,-66.8023069020947,-71.5055897929533,-70.58784,-65.191791218504,-76.42059321658144,-67.64357089487667
2020-03-23,-65.26684414297291,-58.58886153180712,-70.49660573540872,-65.35296,-56.87785833031422,-62.73974012441618,-58.778041290524655
2020-03-24,-62.71714051334592,-56.30671207965347,-67.70717516866587,-63.59808,-55.70449789164285,-61.91348315991011,-55.7493671481249
2020-03-25,-64.67496286358369,-58.396851469068366,-71.25165409234639,-63.599039999999995,-57.19725717833071,-63.06966578079056,-54.54381548034964
2020-03-26,-63.144345146453475,-56.99546459325866,-70.02639019854344,-60.446400000000004,-56.46856878854458,-60.81789912897597,-53.78879460211509
2020-03-27,-61.46098387335184,-57.02985445524172,-66.93474718202887,-59.6688,-55.59165638246338,-61.89713115944839,-54.85689619850505
2020-03-28,-53.24226680699413,-54.27675494870894,-57.155808871204506,-49.99968,-41.290429519928495,-67.75210920711837,-42.856741355060436
2020-03-29,-61.0075264415617,-58.45225735781885,-64.36449305649427,-59.51519999999999,-57.89056306100124,-70.75991540969171,-56.23426045551194
