date,RO,Alba County,Arad County,Argeș County,Bacău County,Bihor County,Bistrița-Năsăud County,Botoșani County,Brăila County,Brașov County,Bucharest,Buzău County,Călărași County,Caraș-Severin County,Cluj County,Constanța County,Covasna County,Dâmbovița County,Dolj County,Galați,Giurgiu County,Gorj County,Harghita County,Hunedoara County,Ialomița County,Iași County,Ilfov County,Maramureș County,Mehedinți County,Mureș County,Neamț County,Olt County,Prahova,Sălaj,Satu Mare County,Sibiu,Suceava County,Teleorman County,Timiș County,Tulcea County,Vâlcea County,Vaslui County,Vrancea County
2020-03-09,2,-3,1,-2,-1,2,2,5,3,-4,8,2,3,-8,0,5,-3,-5,1,3,3,-4,-4,2,2,2,12,2,2,2,-2,0,-1,1,2,-5,-3,-1,0,3,-1,2,6
2020-03-10,12,12,9,11,4,13,22,10,11,6,14,13,12,3,12,13,11,11,10,10,11,3,8,10,10,8,23,10,8,13,4,13,11,14,17,12,3,6,7,7,8,6,9
2020-03-11,19,17,13,21,9,11,18,10,14,9,32,13,28,12,14,22,10,18,22,15,30,3,7,16,23,11,49,9,17,12,3,19,18,12,6,15,2,19,15,15,13,6,8
2020-03-12,14,11,9,15,8,12,12,10,15,8,20,12,20,6,13,23,14,15,15,17,23,1,5,10,15,8,32,8,16,13,5,18,13,15,11,13,-5,14,7,10,12,2,7
2020-03-13,8,8,4,12,-1,7,-4,4,15,0,5,11,17,-1,3,18,10,11,9,14,19,8,1,8,21,1,14,-7,12,8,-2,19,8,15,-1,4,-13,12,0,15,7,0,7
2020-03-14,1,7,6,3,0,5,0,17,6,-4,-4,1,13,1,-4,10,5,7,2,4,15,2,-4,3,13,0,7,0,8,7,-2,8,-2,10,6,-2,-7,4,-2,8,2,2,2
2020-03-15,5,9,14,5,1,-1,0,25,11,-4,-3,6,7,11,-1,13,3,12,-1,7,21,17,3,8,28,3,7,-1,14,13,3,12,5,28,8,-6,-1,7,2,17,13,9,1
2020-03-16,-13,-5,-4,-11,-11,-9,-15,-5,-7,-15,-18,-13,-8,-14,-19,-11,-3,-14,-10,-11,1,-9,-5,-12,-7,-18,-9,-13,-2,-10,-18,-3,-9,-5,-5,-11,-17,-8,-14,-3,-4,-12,-12
2020-03-17,-17,-12,-10,-14,-18,-14,-19,-15,-12,-20,-22,-17,-12,-17,-25,-17,-11,-17,-17,-15,-6,-13,-12,-16,-11,-23,-12,-18,-11,-17,-24,-10,-13,-12,-12,-16,-22,-14,-20,-11,-10,-16,-17
2020-03-18,-15,-5,-12,-7,-17,-13,-22,-12,-9,-23,-18,-15,-5,-15,-26,-14,-11,-11,-15,-12,1,-13,-15,-16,-7,-21,-6,-18,-9,-17,-22,-8,-14,-14,-14,-16,-22,-10,-20,-8,-9,-16,-17
2020-03-19,-21,-20,-18,-15,-22,-21,-26,-19,-16,-28,-23,-22,-13,-23,-30,-18,-22,-17,-18,-18,-6,-20,-27,-23,-15,-26,-9,-25,-14,-22,-28,-12,-19,-22,-19,-21,-30,-16,-24,-17,-16,-22,-21
2020-03-20,-17,-16,-14,-15,-22,-21,-28,-19,-10,-29,-20,-14,-6,-25,-27,-15,-22,-9,-16,-10,2,-15,-30,-18,-8,-21,-7,-27,-12,-18,-26,-9,-19,-16,-20,-18,-30,-13,-17,-11,-14,-19,-15
2020-03-21,-24,-21,-19,-22,-23,-27,-31,-19,-16,-36,-25,-22,-8,-26,-36,-21,-26,-14,-24,-20,-1,-19,-35,-23,-12,-28,-12,-26,-18,-26,-23,-14,-26,-22,-22,-30,-32,-16,-22,-15,-19,-18,-18
2020-03-22,-21,-20,-15,-23,-27,-24,-29,-22,-15,-38,-23,-21,-14,-19,-35,-18,-30,-15,-20,-17,2,-6,-37,-18,-6,-28,-14,-24,-6,-28,-26,-9,-24,-6,-15,-33,-33,-15,-16,-12,-16,-18,-20
2020-03-23,-39,-35,-31,-44,-36,-37,-40,-35,-36,-42,-43,-40,-32,-40,-47,-39,-38,-38,-42,-37,-25,-40,-39,-39,-36,-40,-32,-35,-37,-41,-41,-37,-36,-37,-37,-40,-44,-39,-34,-31,-37,-34,-36
2020-03-24,-30,-25,-24,-32,-28,-28,-35,-29,-28,-35,-33,-32,-25,-29,-37,-28,-30,-24,-42,-28,-23,-27,-27,-30,-28,-31,-20,-27,-33,-32,-31,-35,-29,-27,-22,-29,-39,-40,-28,-29,-24,-27,-29
2020-03-25,-48,-44,-45,-47,-48,-49,-56,-48,-45,-54,-49,-49,-40,-45,-56,-47,-52,-44,-49,-47,-35,-47,-54,-46,-44,-50,-38,-53,-48,-52,-52,-42,-47,-48,-49,-49,-58,-42,-48,-43,-43,-47,-48
2020-03-26,-52,-52,-51,-55,-56,-54,-60,-57,-49,-57,-51,-56,-47,-54,-58,-49,-57,-52,-52,-52,-42,-53,-59,-52,-50,-55,-42,-56,-51,-55,-59,-47,-54,-56,-52,-54,-64,-48,-52,-52,-50,-56,-55
2020-03-27,-45,-46,-45,-48,-50,-48,-57,-53,-40,-54,-45,-48,-42,-48,-51,-42,-52,-42,-46,-43,-33,-47,-56,-45,-44,-48,-36,-53,-45,-49,-53,-41,-48,-45,-49,-48,-61,-43,-45,-43,-44,-52,-46
2020-03-28,-49,-48,-45,-52,-49,-49,-57,-48,-44,-57,-48,-53,-41,-51,-56,-46,-54,-47,-50,-48,-37,-47,-60,-46,-48,-50,-45,-51,-44,-50,-49,-44,-55,-50,-47,-52,-60,-44,-46,-44,-46,-50,-48
2020-03-29,-53,-58,-55,-54,-55,-59,-64,-51,-47,-61,-50,-56,-50,-56,-62,-49,-61,-52,-53,-51,-38,-48,-65,-53,-49,-53,-47,-58,-48,-58,-55,-46,-56,-50,-58,-63,-65,-47,-54,-53,-52,-53,-56
2020-03-30,-43,-42,-40,-46,-43,-45,-48,-46,-41,-47,-43,-44,-37,-46,-51,-40,-46,-43,-42,-41,-29,-40,-51,-42,-40,-47,-33,-47,-40,-47,-46,-39,-42,-45,-47,-45,-51,-38,-45,-39,-36,-47,-46
2020-03-31,-44,-41,-41,-47,-44,-43,-47,-45,-41,-50,-46,-46,-36,-42,-50,-40,-48,-43,-43,-43,-30,-40,-48,-43,-37,-45,-33,-45,-44,-47,-46,-39,-43,-44,-41,-49,-55,-40,-44,-42,-42,-44,-46
2020-04-01,-42,-40,-43,-42,-44,-42,-46,-44,-39,-48,-42,-44,-35,-42,-49,-38,-45,-41,-41,-41,-27,-42,-49,-41,-39,-45,-32,-46,-42,-46,-47,-38,-41,-45,-44,-45,-54,-37,-45,-39,-41,-45,-45
2020-04-02,-42,-43,-43,-42,-45,-43,-46,-45,-37,-48,-40,-45,-37,-44,-49,-36,-46,-40,-39,-39,-31,-41,-50,-43,-38,-45,-30,-47,-41,-46,-48,-37,-42,-42,-42,-46,-56,-35,-44,-41,-40,-46,-46
2020-04-03,-37,-37,-38,-37,-42,-39,-47,-43,-34,-48,-38,-40,-29,-44,-43,-33,-43,-34,-36,-34,-23,-37,-47,-37,-33,-40,-23,-49,-38,-41,-44,-32,-40,-43,-40,-41,-56,-30,-40,-39,-39,-45,-40
2020-04-04,-43,-43,-40,-44,-44,-40,-47,-39,-40,-51,-43,-46,-35,-44,-48,-39,-48,-42,-42,-41,-30,-42,-50,-40,-42,-41,-33,-46,-41,-44,-43,-39,-47,-48,-39,-46,-56,-34,-41,-43,-42,-43,-44
2020-04-05,-48,-53,-49,-49,-49,-52,-56,-42,-45,-59,-48,-51,-45,-52,-53,-43,-55,-49,-46,-44,-35,-43,-61,-47,-48,-45,-40,-52,-45,-53,-48,-42,-51,-46,-47,-58,-62,-39,-50,-50,-46,-44,-51
2020-04-06,-39,-38,-37,-40,-39,-37,-43,-40,-36,-43,-40,-40,-33,-42,-44,-34,-42,-38,-36,-37,-26,-36,-43,-39,-39,-42,-27,-44,-35,-43,-40,-33,-38,-41,-36,-42,-49,-31,-40,-38,-34,-42,-40
2020-04-07,-36,-35,-34,-36,-37,-34,-39,-35,-32,-43,-38,-38,-26,-36,-43,-31,-35,-33,-34,-35,-23,-33,-40,-34,-31,-38,-24,-39,-33,-41,-36,-29,-34,-37,-31,-39,-48,-32,-37,-36,-32,-35,-35
2020-04-08,-34,-34,-35,-33,-37,-33,-40,-36,-30,-43,-35,-37,-25,-34,-44,-30,-34,-31,-31,-33,-19,-34,-36,-33,-30,-37,-20,-39,-31,-39,-36,-28,-33,-33,-30,-39,-48,-27,-37,-34,-31,-36,-36
2020-04-09,-34,-36,-35,-34,-36,-31,-40,-37,-31,-42,-35,-38,-31,-37,-42,-28,-32,-31,-31,-33,-20,-33,-32,-34,-33,-37,-19,-40,-31,-37,-39,-28,-34,-34,-26,-39,-49,-28,-38,-38,-31,-37,-36
2020-04-10,-26,-27,-24,-24,-31,-25,-35,-31,-20,-39,-29,-27,-18,-31,-35,-22,-28,-19,-24,-22,-9,-24,-38,-27,-20,-30,-11,-35,-21,-29,-31,-16,-28,-25,-22,-30,-45,-19,-28,-29,-26,-31,-28
2020-04-11,-29,-31,-27,-29,-29,-29,-37,-27,-22,-41,-30,-28,-18,-30,-41,-23,-39,-21,-25,-23,-9,-20,-47,-27,-21,-31,-17,-33,-23,-33,-27,-17,-30,-33,-27,-34,-43,-15,-29,-30,-20,-28,-26
