date,total,Abu Dhabi,Ajman,Ras al Khaimah,Sharjah,Umm Al Quawain
2020-02-29,1.5940133267798022,3.1591533621863466,3.5593040745813282,2.9878081201461213,3.865655249930339,4.299468680028427
2020-03-01,3.1052207664541607,2.148724213173002,3.9358695069976273,5.004530811607515,7.534475098411171,4.170291818341474
2020-03-02,0.2651380808280091,0.5451125856237548,2.9982596171934084,2.134285199067911,3.27706939096181,4.485521921114859
2020-03-03,-0.2993751303042986,0.034610322896746336,3.04485483484088,1.289364412692616,2.840190817012902,3.106028719069864
2020-03-04,-1.2946381964755038,-0.6970134472261416,2.0549441905343975,2.3684544215361774,2.092216291504771,0.3402942699663755
2020-03-05,-2.7700161657676987,-2.1939099125104207,1.2171811956890464,0.9252073769358431,1.0965172119772595,-1.7515996842178594
2020-03-06,-6.716035170523294,-5.029072196468892,1.0850029252196889,-2.5968888875358327,-1.0321856417474204,0.2882379227193946
2020-03-07,-2.5351340821512944,-1.8247331349451263,2.7025226235533357,1.673593096089526,1.7907220668455248,3.685396583800152
2020-03-08,1.0382584306298015,-0.7354693615558597,3.9358695069976273,4.070721299968756,5.9549910233651175,1.6041067003514131
2020-03-09,-2.6553618605447755,-2.849583251832115,2.2774601278713016,1.7901998109512751,0.8977614651477565,-1.3804572084754951
2020-03-10,-3.5367668319459953,-3.485067236130708,2.255588903261264,1.560809552206851,0.14882676694962807,-1.3804572084754951
2020-03-11,-4.2828160263479305,-3.9128892830488224,1.6812315265454951,2.639899561050412,-0.2630873170593425,2.042729626228753
2020-03-12,-8.215299453403597,-8.292056527345476,-1.8752197796084369,-1.8504147538716862,-0.9937787341475164,-4.670611155770791
2020-03-13,-15.572284038541147,-13.050975925648098,-5.581916889605235,-7.071910518541636,-5.770637866885578,-3.750949021074128
2020-03-14,-11.512406939015566,-10.322528803954595,-5.107406407848335,-3.5861343783711606,-4.27756933393931,-0.30751805132938753
2020-03-15,-6.455674352412906,-8.545865561921616,-2.317398885854848,-0.06690549213379032,1.7599965407656015,-0.6420282827127652
2020-03-16,-11.191534126481969,-12.15014613247445,-2.8461119677322775,-5.8523189762171155,-3.6428951858508962,-4.141371625426485
2020-03-17,-16.00940357720354,-15.819801757387804,-7.744315357571557,-10.926622658192727,-7.859973640320357,-5.865979129590355
2020-03-18,-18.60027239106042,-17.189793705384016,-11.358772955082545,-10.694365021213997,-9.668938988275837,-12.254449744511518
2020-03-19,-23.844910644556204,-21.531466433209197,-15.363108904337679,-17.056121530392687,-14.033884037004928,-20.434044307301026
2020-03-20,-37.29529382602034,-31.30695985582355,-25.430528684618878,-26.907477350720928,-27.108555556702253,-23.37329991389445
2020-03-21,-31.499677939092177,-25.5491480828065,-23.198712851585917,-19.18371618024722,-23.63273041891094,-18.118500861240875
2020-03-22,-30.16522921996983,-26.957595945132425,-26.740900315602865,-29.427902818675285,-23.145922865082156,-21.495415387281135
2020-03-23,-26.60059502217104,-21.633374606182947,-17.04053673964665,-16.52470076430144,-17.647974042155894,-14.4928726761317
2020-03-24,-39.254767750698214,-33.86908514804102,-30.374376369296495,-27.1473813296578,-30.548854304963655,-23.119766222673043
2020-03-25,-49.93911581865933,-46.0153856890825,-40.05477056626094,-35.26301752548657,-40.06032497207988,-30.636124361278796
2020-03-26,-54.28324004988342,-48.69191732643088,-44.77324954517427,-43.99896321267004,-45.50642446974627,-41.15921855661294
2020-03-27,-79.87264779682451,-76.01003746840442,-73.65467710413341,-72.43379736953094,-77.08074320762738,-70.98461350984154
2020-03-28,-71.99573778591912,-66.32395404660666,-63.268698182792974,-59.40251908735811,-69.08058435456736,-58.346489205991155
2020-03-29,-55.16623744219051,-51.222316489326346,-46.56668996319734,-44.442451046242596,-45.139638502167195,-40.10266750878533
2020-03-30,-56.30959565260798,-51.64917713838621,-48.27454732839853,-45.5808002052618,-46.50788458541377,-36.23314569675975
2020-03-31,-55.65511066029381,-50.764691108802694,-46.46303937700194,-43.70649063277091,-44.60098162307854,-37.95871720735411
2020-04-01,-55.410674051242154,-50.44742981558252,-45.2487109497403,-42.30147529796131,-43.48622112999132,-38.8051148533328
2020-04-02,-57.71809194385347,-52.948987042730685,-47.43868617917145,-46.0806798107757,-45.72630401575572,-42.32663034394802
2020-04-03,-69.09355068496389,-63.41572552542173,-59.140742268350664,-56.13466369299484,-60.88839096350783,-52.517142320759795
2020-04-04,-58.21015000376851,-52.19909671330118,-47.45104817569016,-43.02787778398532,-46.570295810263616,-40.22798834475028
2020-04-05,-61.090043212041515,-50.12728432878762,-44.138984031483176,-38.303394246594955,-44.82758237791797,-34.32826899009245
2020-04-06,-62.69361106425656,-51.89144939866344,-48.19847350366797,-42.27566889385256,-47.78875495387057,-38.648945811591865
2020-04-07,-62.513667501892805,-53.062431990003354,-48.15473105444789,-44.520826051313605,-47.127195970462225,-36.57825999887862
2020-04-08,-62.62274833394517,-53.6027375863359,-49.13513247066305,-43.926322964067644,-46.96204626778263,-39.48570339326556
2020-04-09,-64.16182313947233,-55.90240126325304,-49.87304857054954,-47.988442129333485,-48.10849245963977,-44.370323976607274
2020-04-10,-73.86842477122686,-65.5413761899969,-61.374459947001895,-58.731552580530675,-63.99935047910005,-53.960259947217764
2020-04-11,-64.00019241752612,-53.99979490179023,-49.0001014317663,-44.9996782164426,-48.99953271595754,-38.99984415229374
