date,total,Akwa Ibom,Anambra,Imo,Jigawa,Kaduna,Kano,Oyo,Plateau,Taraba,Yobe
2020-02-29,1.3000491102864273,-3.597841503426925,-6.396929273422696,-5.905504864864864,NA,6.301870060128557,-1.5743539346148807,-5.535525343939765,NA,NA,NA
2020-03-01,1.1231716803154848,NA,-14.347849897057191,-4.735861621621622,NA,0.4791744515765954,1.9008022489654046,-2.1938292523220815,NA,NA,NA
2020-03-02,-1.1633710962179717,-6.331551754040324,-9.292351234630633,-6.068777513513513,NA,-2.29132510481172,-3.468513339974315,-11.263323190274104,NA,NA,NA
2020-03-03,1.3048730401947257,-2.1216570649189563,-12.617682078306284,-6.427786378378379,NA,-2.030925251328681,-0.8759063783300391,-5.451886805398126,NA,NA,NA
2020-03-04,0.9961415260636262,-0.2664006845690319,-9.455122971867853,2.9933318918918914,NA,-1.6969551790177206,2.804228979377319,-5.328832403865599,NA,NA,NA
2020-03-05,3.461973697522174,2.0720053244258034,-2.8054187653238287,2.360292324324324,NA,3.0037945924084357,0.17081597843922755,1.4958800686297804,NA,NA,NA
2020-03-06,1.202766523802409,-2.4615805190643876,-6.1786236493633675,-4.618419891891891,NA,-1.3058713841956104,-1.1036610162490093,-8.762819296632678,NA,NA,NA
2020-03-07,4.204054915082083,0.25685227293573326,-8.141459304282769,-3.729491027027027,NA,9.25242304680626,0.4725908736818629,-0.08363853854163938,NA,NA,NA
2020-03-08,1.8684688511475924,0.6120531856944424,-16.09812481276093,-5.46438227027027,NA,-0.7986240859609923,-0.34542786751043797,1.5352959316206678,NA,NA,NA
2020-03-09,0.5957553436748563,-4.484888944160368,-13.009291728482888,-5.7317292972972975,NA,-3.0076667091888525,-1.7337821811581597,-3.5022436311171523,NA,NA,NA
2020-03-10,0.6882140002505762,-3.447931440784137,-11.715735157850638,-2.0299277837837835,NA,-2.756947147656856,-5.608457958754638,-6.3123062536138415,NA,NA,NA
2020-03-11,-1.091816135911545,-2.93327205374934,-10.370474623625388,-1.6632804324324324,NA,-5.515830353703921,-2.804228979377319,-9.738602246285138,NA,NA,NA
2020-03-12,0.021707684587342943,-5.698492062752624,-7.168658804088568,-2.0232441081081083,NA,-5.0056789678839895,-3.749410726741045,-4.955823749220127,NA,NA,NA
2020-03-13,0.1672295701543456,-9.109184698166896,-6.1786236493633675,-4.310970810810811,NA,-6.139241155351046,-5.044765229905187,-8.011033812269897,NA,NA,NA
2020-03-14,0.7999683764594899,-7.453490120952913,-11.340402681397755,-3.4191775135135134,NA,0.9389883192511062,-3.935410347708204,-2.3486086167497127,NA,NA,NA
