date,total,Capital Region of Denmark,Central Denmark Region,North Denmark Region,Region Zealand,Region of Southern Denmark
2020-02-29,-0.14237810446574276,0.2942444205526489,-0.35474774597720704,-0.07945382849743987,-0.09494034060281906,-0.6108053228402699
2020-03-01,-0.459633663329626,-0.42816962193375485,-0.33189284917755507,-0.3429589306028734,-0.7777804826307869,-0.5522487794935994
2020-03-02,0.06112972963474824,0.17889278724629482,-0.09936911652022606,-0.16795935897560074,0.2912112370413392,0.17062165216529854
2020-03-03,0.18803195318030155,0.2825137459791213,0.323943319855937,-0.09152276447173453,0.2053997753426374,0.15143933624138922
2020-03-04,0.2623161815972108,0.624658421040341,0.09440066069421477,-0.16997084830464987,0.48930790926068285,0.001009595574942595
2020-03-05,-0.18880574722631102,-0.004887781072303137,-0.15501582177155265,-0.45157935437152535,0.24191529095910627,-0.3725407671538175
2020-03-06,0.4031466979709346,0.7605387348503682,0.1967508507100476,-0.2926716973766456,0.7467422943567883,0.3412433043305971
2020-03-07,-0.7126643163747233,-0.3235711069864677,-0.9479813716029566,-1.3054565745528728,-0.36789381983592384,-1.1206510881862803
2020-03-08,0.23600718403288878,0.04496758586518886,0.6091326842689858,0.5199699915591951,-0.11867542575352383,0.2887443344335821
2020-03-09,0.9966467312601992,1.5963492982142047,0.8913409751864279,0.5702572247854228,1.180364042302356,0.7884941440301666
2020-03-10,1.7162751940490075,2.2552221867606677,1.646546260740146,1.3165197658626429,1.578383162521867,1.7920321455231059
2020-03-11,1.8129994498001916,2.821227234933371,1.7081551129826862,1.6122086972328622,1.7290096644398008,1.2397833660295066
2020-03-12,11.222335049275364,14.339772109922945,12.151849259258444,10.893220461465459,10.04815700976182,10.459410156405282
2020-03-13,15.637603875805407,20.102465994168345,16.304484638638694,15.181715710998164,13.80195201513482,14.7996615330835
2020-03-14,7.370388288240216,8.29163181105504,8.135349569510907,7.436476049494562,6.9105613304167335,7.631532950991075
2020-03-15,7.791332249269368,8.947572030958124,8.678898636876545,8.56190432909754,6.5947021203342775,7.970757064171786
2020-03-16,16.139796211665555,20.335124373209972,16.921566852229297,15.829415274951977,14.77143895475207,15.3993613045994
2020-03-17,17.078408389475044,21.00377282390104,18.345526291964134,17.06446972298813,15.204147814807225,16.50083007686177
2020-03-18,19.522049986772956,24.156391615536563,20.383586871793973,19.220786283728778,17.805878302480632,19.03390537439274
2020-03-19,18.845753990560677,22.99505483275734,20.24546379983086,19.070930328714617,17.32296060845283,18.211084980814526
2020-03-20,19.974719503688497,25.094845581418767,20.85658386643025,19.72265287132653,17.9592434680698,19.2368340849562
2020-03-21,10.636572956446194,12.268330491480876,11.278394725045658,10.760462165748217,9.836367019186302,11.080311434994979
2020-03-22,8.63786293560373,10.23501356540277,9.097242617426696,8.884748366409921,7.598878799787172,9.032851609011395
2020-03-23,18.044877152940874,22.51409717524271,18.971551726041557,17.826824178697745,16.376295866095877,17.498310504905056
2020-03-24,18.44415488068176,22.895344098882354,19.61745098342303,18.06619140885459,16.593563184013863,17.80825634641243
2020-03-25,18.47742802466017,23.185678294577162,19.300463501723506,17.990760559015246,16.756057228507153,17.778978074739097
2020-03-26,18.424810029531525,23.034157081335763,19.524044013894017,17.705129074290273,16.97332454642514,17.8668128897591
2020-03-27,18.718077972969116,23.637309265657972,19.53398092554604,18.19492672591373,16.73597369491809,18.17473954011659
2020-03-28,9.908432759151282,11.543961336565548,10.4168644848153,10.040348985948636,9.36440397984344,10.149464314897907
2020-03-29,8.573638029784943,10.052210553298632,9.110160602574325,8.607162839001145,7.641784530636523,8.99549657273852
2020-03-30,17.49548338027415,22.034117073942543,18.25013194010472,17.12179716886603,15.866904423246135,16.917793049313065
2020-03-31,16.68918998433228,21.15920426200028,17.96096781103086,16.416770159034318,14.420890004833968,15.806228321301266
2020-04-01,18.0224371256066,23.04099997483699,18.727103699401805,16.97596419250997,16.26218487979441,17.244902015594462
2020-04-02,18.88289610476913,23.573768111718028,20.062624625433642,18.853689481177312,17.127602599904723,18.201998620640044
2020-04-03,18.625222687447977,23.908092337063568,19.49522697010315,18.233145023165665,16.34343190204105,17.669941752645293
2020-04-04,9.36755072099066,10.824479962722528,9.798788580059492,9.59279261023521,8.663306080007239,9.895046230012372
2020-04-05,6.299457328563107,7.572150437212021,6.819702466783116,6.465932448228367,5.400644759675746,6.333193041614898
2020-04-06,15.391537369174396,19.44848088669418,16.093822111615815,14.754274228575227,14.195406695902273,14.795623150783728
2020-04-07,15.391537369174396,19.371253945751793,16.30349094747349,14.877980822311747,13.940710974477403,14.623991903043486
2020-04-08,14.25947667986254,18.471902228448016,14.608253819638435,13.212467657859085,13.226832644175436,13.475072138758813
2020-04-09,21.253801061742152,23.917867899208172,22.98507034229349,21.73615368970469,21.099577811086125,21.67500739844257
2020-04-10,23.078407422232484,26.642317068909943,24.570007750791095,23.107989412116183,21.99877238314167,23.64371876958063
2020-04-11,8.000256641691925,9.000360066538997,8.999860883236876,9.000409002830246,7.000024343677082,8.000035335845123
