date,total,Australian Capital Territory,New South Wales,South Australia,Tasmania,Victoria,Western Australia
2020-03-22,-11.709323438010639,-7.988197370377724,-11.631742197913116,-8.177961556461161,-8.826341533402807,-13.541802314053873,-9.234425475688445
2020-03-23,-5.87811919204361,3.6762029713522577,-10.656614476988066,1.7400120177589447,4.687232461528489,-10.682987948154166,-0.9077877431651552
2020-03-24,-18.880030282302176,-17.62470774055898,-24.150404738417105,-8.639306805032273,-3.27999368809012,-27.304244991676853,-8.283682476537559
2020-03-25,-22.970528253151844,-22.581982991551286,-28.432824490948782,-11.716840335623925,-6.184853283260896,-30.977146216262575,-12.719528577997574
2020-03-26,-27.288321048958746,-27.64364190977352,-31.83026252458924,-16.601784058148493,-9.09262842837664,-34.54353140326321,-17.550563034526334
2020-03-27,-26.718061790614076,-26.892079505718023,-30.989869150790017,-15.27755232613882,-11.765215877931553,-35.19308902532226,-18.214937660439006
2020-03-28,-27.103896778174942,-23.246242692105383,-29.000841234946876,-23.3890649784848,-24.195177143316037,-29.136891459770244,-22.771058478659075
2020-03-29,-33.03621082172081,-30.453460443117358,-35.06291754375926,-27.402578787041712,-28.821183056000176,-36.243983860425104,-25.90488304312932
2020-03-30,-32.30498476563062,-33.93418127402084,-36.77472227055214,-19.75905627367836,-16.738172234067,-39.68768539699292,-24.39285803243152
2020-03-31,-36.646235034475815,-41.39476665367274,-40.42805863254669,-24.990483567660654,-24.599466735685073,-43.81137770921552,-27.514273300728114
2020-04-01,-37.61769796961334,-44.13626133210244,-41.23355677975217,-26.040376252680506,-25.75013711396617,-43.912187530501406,-29.011979892764
2020-04-02,-38.64092912111123,-46.50671952065121,-41.67459367142304,-27.44339739956961,-27.08545898876197,-45.334937461102186,-30.359820369471883
2020-04-03,-36.35908320935191,-43.051620135340535,-39.47813301971711,-24.43041423297556,-25.657811365708817,-43.72673550077737,-28.165284069223
2020-04-04,-33.63235418824567,-31.204073904743495,-35.246117483376395,-28.1335167323087,-34.43750409999212,-37.491743157850394,-26.67139572216362
2020-04-05,-36.48203272320777,-35.4458465639961,-37.78862246547023,-29.208090438857045,-33.50452811760204,-41.360557808708684,-28.913660084618876
2020-04-06,-37.00214152195334,-44.17991268385314,-39.36084628588816,-24.694311309318703,-24.50519728746441,-43.07337373451885,-28.627291711380657
2020-04-07,-39.84292239472851,-45.91647732958743,-42.1301702408413,-28.290146292008767,-27.878488573793536,-45.61929724001238,-30.671007335057418
2020-04-08,-39.59055233997172,-46.30839055291434,-41.828714255545385,-27.88860505714132,-27.202080986560727,-44.88985258976451,-30.31400142975377
2020-04-09,-40.79011897844711,-47.1301746967427,-42.903681097002526,-30.727871802977106,-27.46933973151622,-45.88558733397508,-31.044240781511228
2020-04-10,-82.49669716214886,-85.73789743537631,-83.137877359584,-77.28577110630782,-78.76746916326405,-83.19663364235079,-76.5004472268579
2020-04-11,-40.999618479030474,-39.99982128250913,-42.999642970135305,-34.99958706752443,-38.00030613274423,-45.00017277154906,-31.999756586882757
