date,total,Australian Capital Territory,New South Wales,South Australia,Tasmania,Victoria,Western Australia
2020-02-29,7.117024948613254,12.086188333773022,7.812363284004082,2.119563985612707,-3.4701193142027185,5.755806833489814,8.09341208093412
2020-03-01,8.670288356588228,20.482206900485558,7.8409990707831705,3.6920838979482937,-2.0548167944689872,7.121751172043042,8.365905083659051
2020-03-02,5.432223918701663,13.00382884970517,4.158263340769472,4.578480735326136,-0.07689745464853148,6.252256948260539,4.08246304082463
2020-03-03,8.600321536409174,5.374471483269282,5.527574599478618,4.165879697006952,0.9091420587560558,7.2583456058983655,19.50236119502361
2020-03-04,14.534440778528575,5.903879473230138,12.805403196939713,7.935847835896395,5.715719667040213,14.911402024109698,23.07559523075595
2020-03-05,10.649882922187563,6.2068184897077385,6.613131243740432,11.837477429710162,-3.537282913832448,10.626104923365808,17.72560817725608
2020-03-06,16.57933770962836,14.944991479561644,12.479128777881007,10.526426040534147,3.888675080011181,15.319301264519043,19.12259719122597
2020-03-07,14.268566861848175,8.419547810710796,13.844101281017563,10.67384978231561,-2.428596827190963,13.584080939267285,17.437086174370858
2020-03-08,9.552803181780014,7.591122344938718,10.000831594818067,10.489338306752648,-4.900022616464652,7.389287856283813,11.14262111142621
2020-03-09,3.630811521824982,13.350885198679512,7.678729612368335,-18.272199240800358,-10.391863618072433,6.067618954911275,9.956475099564749
2020-03-10,10.059362959876356,10.117574919251913,5.510219577188261,17.067775086246158,1.7433334338673403,10.927554708425832,12.1573801215738
2020-03-11,9.633031802251995,12.925398036377636,6.571479190243576,7.045742225140403,-0.37085987621633537,12.399948502328382,12.33369912333699
2020-03-12,12.64720241556559,13.59696187549465,9.308366205432833,9.054970202753148,1.8426187550591153,15.208141656278157,17.16212717162127
2020-03-13,20.124323265367035,20.07338628601579,12.955524139751299,11.278379842954054,-0.35333893718249276,21.472645002056762,23.48495123484951
2020-03-14,22.974305073993786,26.75275042602192,12.273471763740279,17.255995335187265,1.9428774617527702,29.491209284653372,30.09383130093831
2020-03-15,27.842129976584424,29.50567197381837,19.178167381958705,20.55865802842981,5.1365552934215275,31.339473279302638,34.30575934305759
2020-03-16,38.900619128617656,41.09186387262836,26.242529205248413,33.77394476812269,12.98982952259054,44.57311884343765,43.30172743301727
2020-03-17,40.49119817402146,33.35564452303371,31.831714133857794,38.746482674877264,14.39831834381111,36.478250083997715,49.28917549289175
2020-03-18,37.07588445834796,42.764400966838025,32.774091844224166,36.23286151783612,12.025204490227315,29.73613723501464,52.915428529154276
2020-03-19,29.249862398586966,37.53894802889106,26.909829812312626,30.02530207615761,9.800045232929303,21.09583277073173,36.25883136258831
2020-03-20,23.34839433921779,32.380161282272496,18.38677836551844,21.429292578950516,2.757601126826452,15.496403013241805,32.62024832620248
2020-03-21,12.483013610878746,25.93805035258216,14.023725761722757,13.574110564028885,-10.826966937412857,7.099142438163541,19.96843519968435
2020-03-22,11.330893305263677,25.92432496024984,15.699353163856697,9.482406334584933,-11.301005676828487,8.242767560235002,12.89964612899646
2020-03-23,20.332357944032754,33.80956285516681,17.148497525101487,25.179789657604672,-0.07689745464853148,14.186038478809017,26.145765261457647
2020-03-24,4.775468699954286,8.852878054345423,3.5638538273247544,15.571285028162643,-6.516815935087574,-5.437400498020164,17.40872717408727
2020-03-25,2.222146208886718,12.605792472067936,-0.41391728162500796,12.735927780566993,-5.121954510893325,-4.23442744951501,16.67385916673859
2020-03-26,1.982393238406497,9.458756087300625,3.1429945367836036,9.211665877979986,-9.947999829215087,-5.1821102112974575,6.11937906119379
2020-03-27,2.5738460916534236,15.824396973996619,2.8470914067330217,6.954877277375729,-11.030404507305809,-5.9093578177547625,6.3746100637461
2020-03-28,-9.913831973903926,4.346047443511989,-6.422225998546508,-2.9382757088393125,-24.84566493549071,-14.042849830905507,-5.3438220534382195
2020-03-29,-21.841775478028854,-2.864685456788187,-11.620055174508348,-14.558789895927701,-30.821278531532926,-25.322723975620242,-20.35189820351898
2020-03-30,-14.892670897845326,0.866660487269253,-11.688607512555258,-5.462095992670366,-13.98268273450829,-15.57459155124175,-13.60985413609854
2020-03-31,-15.662305919814909,-4.900945447804293,-11.75542434837313,-5.297982770687231,-25.613666096474144,-19.477424237190732,-11.16481511164815
2020-04-01,-15.089510885282396,0.7980335256076605,-10.947548060757025,-5.187646762687268,-23.67857571873642,-17.74314594251729,-11.718432117184319
