date,total,Administrative unit Maribor,Celje,Kranj,Ljubljana,Novo Mesto,Ptuj,Žalec
2020-02-29,0.21871058487912143,NA,NA,NA,-0.14432413681928166,NA,NA,NA
2020-03-01,2.017525902544359,NA,NA,NA,2.8864827363856334,NA,NA,NA
2020-03-02,0.48892909735658663,NA,NA,NA,0.2364257241315864,NA,NA,NA
2020-03-03,0.8447300126128385,NA,NA,NA,0.7472572083998333,NA,NA,NA
2020-03-04,0.12282659658066601,NA,NA,NA,0.06456606120862601,NA,NA,NA
2020-03-05,-0.6046238270390204,NA,NA,NA,-0.42442690235670333,NA,NA,NA
2020-03-06,1.1078166581920714,NA,NA,NA,1.3359477664784822,NA,NA,NA
2020-03-07,-0.13075089313425736,NA,NA,NA,-0.10539459991408069,NA,NA,NA
2020-03-08,-2.397099707461385,NA,NA,NA,-3.2064645397283824,NA,NA,NA
2020-03-09,0.7314125718964821,NA,NA,NA,1.1507950909537459,NA,NA,NA
2020-03-10,1.0824589092205792,NA,NA,NA,1.758475667034932,NA,NA,NA
2020-03-11,0.8051085298448818,NA,NA,NA,1.5334439537048676,NA,NA,NA
2020-03-12,2.0016773094371763,NA,NA,NA,3.5758203898777285,NA,NA,NA
2020-03-13,10.506032370751418,NA,NA,NA,13.202810016263891,NA,NA,NA
2020-03-14,10.516333956271088,NA,NA,NA,11.49560739783581,NA,NA,NA
2020-03-15,8.216703096418877,NA,NA,NA,10.002042481936272,NA,NA,NA
2020-03-16,19.37965965146302,NA,NA,NA,22.412968747494368,NA,NA,NA
2020-03-17,21.535068314039865,NA,NA,NA,24.9528836553337,NA,NA,NA
2020-03-18,22.615942363949728,NA,NA,NA,25.6707063358296,NA,NA,NA
2020-03-19,22.91865049229692,NA,NA,NA,25.665958831328965,NA,NA,NA
2020-03-20,25.963957657842077,NA,NA,NA,28.515411032609652,NA,NA,NA
2020-03-21,15.862064411323816,NA,NA,NA,16.310526462379084,NA,NA,NA
2020-03-22,14.680551795183346,NA,NA,NA,17.28566388680936,NA,NA,NA
2020-03-23,26.151763486162192,NA,NA,NA,28.34639987238707,NA,NA,NA
2020-03-24,27.380821881624207,NA,NA,NA,29.669054626263776,NA,NA,NA
2020-03-25,28.10272529765638,NA,NA,NA,30.59481800388746,NA,NA,NA
2020-03-26,28.94270073233707,NA,NA,NA,31.575652433718503,NA,NA,NA
2020-03-27,29.14160057583221,NA,NA,NA,31.355368224889073,NA,NA,NA
2020-03-28,14.559310057913398,NA,NA,NA,14.888174113989056,NA,NA,NA
2020-03-29,12.49423837604749,NA,NA,NA,14.79607252667675,NA,NA,NA
2020-03-30,27.709680188598256,NA,NA,NA,30.69831360200129,NA,NA,NA
2020-03-31,26.33402230689479,NA,NA,NA,29.087010574486015,NA,NA,NA
2020-04-01,25.73415305778793,NA,NA,NA,28.86672636565659,NA,NA,NA
2020-04-02,25.242054241809903,NA,NA,NA,28.16599470136297,NA,NA,NA
2020-04-03,27.343577687822332,NA,NA,NA,29.726974181171517,NA,NA,NA
2020-04-04,16.040361083779622,NA,NA,NA,17.16222876979287,NA,NA,NA
2020-04-05,12.6685729002265,NA,NA,NA,15.952564623031257,NA,NA,NA
2020-04-06,23.235622354440572,NA,NA,NA,25.936566587865116,NA,NA,NA
2020-04-07,22.99789345783283,NA,NA,NA,25.9147280671622,NA,NA,NA
2020-04-08,22.41466523148851,NA,NA,NA,25.679251843930743,NA,NA,NA
2020-04-09,22.217350247304083,NA,NA,NA,25.315592999182154,NA,NA,NA
2020-04-10,25.753963799171906,NA,NA,NA,27.654213716194594,NA,NA,NA
2020-04-11,14.999900946293076,NA,NA,NA,15.000215220204025,NA,NA,NA
