date,total,Maldonado Department,Montevideo Department,Salto Department,San José Department,Soriano Department,Tacuarembó Department
2020-02-29,-0.2618118786356492,-24.69201275288463,10.905690382181882,3.599768943402145,2.571132677304739,NA,5.499964550081608
2020-03-01,-5.093431093457175,-32.47210764850334,4.792520498215644,2.024631950707132,-2.8595112291021354,NA,4.1998174091602944
2020-03-02,5.7606546993134815,-26.325191280253343,13.940625334234664,8.097575483002233,11.413770627536708,NA,15.031525716967465
2020-03-03,11.130178319331886,-24.20473967525821,22.574050864182475,17.08937928289722,16.965785978302755,NA,23.697272523195927
2020-03-04,11.41182443119751,-19.612502045839854,20.553713167501424,15.685659858935642,16.472532428427073,NA,24.344494893786138
2020-03-05,4.325449582792604,-24.055398614138912,13.883548088054683,7.348099779706601,3.7120242542809727,NA,16.499893650244825
2020-03-06,5.968517463563603,-24.97920710119097,16.939148939586424,10.400284822988048,8.8086539458114,NA,26.86400517929959
2020-03-07,3.094933753205053,-28.559563310076655,18.604229983319662,3.199794616357462,9.142668160687847,NA,27.49982275040804
2020-03-08,3.2028319819761086,-31.522451670103713,20.156140625144314,3.6445279752380975,10.006832844525164,NA,21.599739818507814
2020-03-09,3.7685043136949505,-29.978303390709968,15.533867775017237,3.2388397292356332,6.341415224878115,NA,13.476671387620046
2020-03-10,3.22425295386448,-29.37136600128924,15.730685865293031,5.001583727711128,4.567450194124429,NA,12.111897049635392
2020-03-11,0.5807463489736219,-26.476446970361348,10.737410914996076,3.8149932241452365,-1.6477387286201441,NA,5.950454129611361
2020-03-12,0.29116654381600987,-29.012373065906317,11.90552628078293,0.8161380911364122,-0.30973992600461164,NA,1.547251129692908
2020-03-13,9.092805881949017,-27.937308888746255,25.10414741467784,14.80000242047956,10.023339360958012,NA,6.9645308835317135
2020-03-14,-2.175418700663485,-34.2115480847454,13.792027676076438,8.000438860719951,1.714735765906408,NA,1.4997311318522166
2020-03-15,-5.744787312729502,-40.064568903228576,11.55519008009201,-38.465150103956624,8.577562715751533,NA,-10.800345109232314
2020-03-16,-8.737376422467893,-39.41933893403367,-0.27160896458059913,-22.674735064128324,-6.975459650210439,NA,-1.0368863528838836
2020-03-17,-18.71875595311972,-43.66694334548441,-10.398883799721707,-33.34452639795839,-16.965785978302755,NA,-11.585375473560532
2020-03-18,-16.893213126632965,-41.713064462506956,-11.915367185296718,-19.924435405782983,-13.178025942741657,NA,-9.19702038208739
2020-03-19,-22.830789186357812,-47.965285425135946,-16.510085502785188,-26.94303252559087,-22.88871246303044,NA,-13.921458567408916
2020-03-20,-21.23453009600955,-49.36679384487088,-13.712316349514738,-21.19959165319448,-13.364452481277349,NA,-16.417208854002023
2020-03-21,-30.009194876949795,-56.64334131645914,-19.24487286716738,-25.60026157051229,-22.856670401719615,NA,-27.99973312769211
2020-03-22,-41.525744059601564,-62.97789132560262,-34.22863407986376,-46.56367790678515,-34.31025086300613,NA,-43.80013240972196
2020-03-23,-29.883049153607157,-53.27167966734273,-25.835326620052424,-31.58178239948289,-26.950286477065834,NA,-18.66015275208265
2020-03-24,-38.23008786610917,-57.821795459009486,-34.00426145694936,-39.596506057597296,-30.016614647356,NA,-31.069524988200772
2020-03-25,-36.97973780329165,-55.74346569176595,-34.0160705423659,-40.69738777679647,-33.2751951855111,NA,-31.37745457420845
2020-03-26,-40.816471879297715,-57.66000930946358,-38.114807272359364,-42.45632249596678,-37.734867537044586,NA,-37.12452311306165
2020-03-27,-37.62633380658879,-59.09598105099528,-32.658025719462906,-32.3998251302719,-34.92875974346048,NA,-33.33147688541767
2020-03-28,-40.251592916908066,-63.18754319986624,-31.320646796038872,-29.89998558624263,-35.14334445708751,NA,-35.50028958686683
2020-03-29,-44.65717280194976,-65.07919664071065,-37.81761195604292,-48.587357537665994,-40.385619881848946,NA,-42.5997772642661
2020-03-30,-37.163799487665806,-57.95773411720782,-34.72461566735877,-35.22631037472099,-33.29170170194394,NA,-26.953342775240092
2020-03-31,-35.13277400491653,-56.61940845410028,-32.386416754882305,-29.072419657190654,-27.732889550293788,NA,-22.116757395014535
2020-04-01,-32.99861050937139,-53.78288560732801,-33.1687686637286,-19.924435405782983,-26.68618221414027,NA,-14.065919360844617
2020-04-02,-25.48857643917425,-51.828049409856206,-23.512873154798026,-15.512337650549615,-13.918877239110056,NA,-8.250422025100818
2020-04-03,-19.96513916929125,-46.60589884315261,-15.561422307655848,-10.400284822988048,-10.023339360958012,NA,-5.472402951334007
2020-04-04,-23.706668925793437,-54.44151797944388,-12.77349405889919,-8.400413187764634,-12.000237446680236,NA,-13.500431386540392
2020-04-05,-35.8253854293072,-60.53673936499874,-27.5968485280208,-33.201678424013856,-22.15854185376565,NA,-35.39954719144456
2020-04-06,-25.354497022539626,-50.376760636414836,-23.771688943510696,-15.791367359654595,-13.950919300420878,NA,-11.402898681852278
2020-04-07,-25.01652168830088,-49.32945857959106,-22.361487326684614,-16.255147115061167,-11.09335001442849,NA,-7.372252465004844
2020-04-08,-22.101682772823988,-45.484883570263534,-19.66901585171172,-12.294448957492511,-14.16647498560277,NA,-11.36108108375247
2020-04-09,-25.960631190047618,-47.308567682008785,-24.826633907388967,-15.104744764894557,-18.86791925429973,NA,-15.468709697101824
2020-04-10,-41.58762686727908,-56.99276110689852,-36.548135273764025,-47.59980187779614,-42.2188141774499,NA,-43.779223610672055
2020-04-11,-29.00002909020874,-57.00041962285336,-18.999834344774012,-15.999925401613606,-22.000273490321288,NA,-25.00027086398768
