date,total,Blagoevgrad Province,Burgas,Dobrich Province,Gabrovo,Lovec,Montana Province,Pazardzhik,Pernik,Sliven Province,Smoljan,Varna,Veliko Tarnovo Province
2020-02-29,0.3085597310729555,2.909448403432996,-0.35401270524771455,-4.693393108957851,-4.071151295538723,-3.546512925765338,NA,9.40758187026388,NA,-5.661596260360683,-6.49240125162871,-8.709304205230893,1.3394741502032106
2020-03-01,14.063785778800675,15.919751087800428,13.814149833422983,12.168232184694325,34.73690385563274,33.0322233039924,NA,23.254632311354452,16.359287597620835,14.25687631663856,1.269588092423757,-3.160665477294105,21.915954122555622
2020-03-02,7.371946443153867,17.43057502601929,11.168622455017763,9.060842942683358,19.72062997159234,9.966017034717433,NA,12.87484123856457,8.626291015208379,13.27128933177618,-7.211927107072371,1.8584827904961703,15.274434917701889
2020-03-03,3.2035994817858784,2.161774329013546,7.925100642072485,2.898329415331331,-11.317935121583814,7.9406682718781525,NA,5.904952059000101,7.293968081859236,3.8808088496629947,-32.4721925958654,0.11011103601600185,20.427221530022077
2020-03-04,-2.96041933197386,-12.870053343111518,10.18599800018154,2.5144195517923613,-7.387068954472905,-6.8308881278566265,NA,0.16538071980039135,-10.010992619990116,0.7278920463812902,-13.006101209403113,1.2916503268311867,0.6268854577874121
2020-03-05,0.9519904881165603,-3.5004301103803237,6.526272060796381,2.270199663352967,-5.760337978936664,-1.2456325409620908,NA,0.16538071980039135,-7.877752183462542,-1.9307889420523525,-8.298161120502762,-0.2250095083805255,2.018359323383127
2020-03-06,2.1631073653770754,-6.487257460713134,11.254733653591531,6.036127359404793,1.2471924431459198,NA,NA,-0.9941962346381908,-6.042594004360472,3.6692682285218012,-18.453939829190833,3.711220657374114,7.203886497246742
2020-03-07,5.385842334361277,-2.6028343263424842,10.751461537482617,17.27974494701145,11.87523220711897,2.1277164140550613,NA,8.539572080791306,-7.898703652035581,8.709704301349705,-17.622364258806783,5.624280222243433,22.472543668793907
2020-03-08,12.73626135441703,-10.683130856355533,24.382864271710158,46.69826364859419,-4.121115861828081,15.676601241324745,NA,16.099287295713243,9.39768599448844,30.340694361314704,-27.923529787706762,9.48103894461261,27.8169588619124
2020-03-09,-9.379577975044569,-20.016966326145564,5.739789780489296,4.303781613782164,-25.301287683296117,-15.546489086508428,NA,-14.830731138631627,-14.47936946293091,5.0077434313788105,-21.635781321217113,-2.759478311287977,-11.022976705518442
2020-03-10,-12.037816071678249,-18.891102648753275,-0.2994756128176613,-9.80965723097224,-28.293396518393497,-17.072436784538024,NA,-12.287883076960869,-13.421320299992457,-8.002966317082535,-21.01163662807808,-10.337032563728311,-16.006282763966762
2020-03-11,-4.50002873947225,-7.779485873940023,6.73867968394501,1.3712424086305282,-16.250975185613978,-4.8218033843693835,NA,1.1576650386027396,0.3037962943090608,-4.607739347766371,-5.419131668026131,-2.9203361725983097,-6.425816681744087
2020-03-12,-1.7182072880160697,-8.041607056563143,6.833402002376156,4.994629313764419,-12.601640132402727,5.397741010835727,NA,-0.49518620148325276,5.543568116529914,1.4480917065392642,-3.1114631586752908,-0.6750285251415764,-3.881682458281195
2020-03-13,-14.136341167760984,-14.862561225781722,-4.105590589778226,-3.4200287100909708,-23.073060198199517,-13.938264584697928,NA,-9.091159799431917,-10.826195215377439,-9.06643871245599,-3.355009233297791,-13.452696139346312,-16.85368553332609
2020-03-14,-51.60442241404366,-51.21905942665921,-44.98736050822241,-42.4533988950581,-52.25044519709705,-51.7788973747698,NA,-44.14518069168944,-49.25214091781096,-41.15330474646346,-19.478129785588113,-54.5470922677879,-50.30298393840066
2020-03-15,-67.59770315200855,-71.5329674615328,-66.93806181577123,-60.83926037959272,-65.94073636038138,-64.9450993937562,NA,-62.8083471232677,-59.86882144745802,-55.92941713317586,-46.9617949898512,-73.31863019034195,-68.2765892680505
2020-03-16,-49.8607011430965,-53.63328256993339,-45.062947004748274,-39.866758675867324,-44.27725344576821,-45.0446366560047,NA,-46.44808331596194,-43.43906072827332,-37.30999627963913,-33.35562588556071,-53.783017426563816,-45.98122981466809
2020-03-17,-53.87676151884449,-60.433924765590774,-48.89872250566202,-44.36534603723733,-52.697243722569205,-52.0123338878226,NA,-51.06631601743992,-47.26651310077525,-44.62353248145696,-37.24773292601078,-58.50151469166692,-52.746007604155906
2020-03-18,-55.108608507236525,-63.10349843363434,-48.89298175909044,-45.035287754551625,-50.967701043322165,-53.043664056146056,NA,-50.61701579601689,-48.235994692018586,-45.10911436180378,-34.68262788150764,-57.90021268629258,-52.19134397330252
2020-03-19,-54.1255228524227,-63.19538593307787,-49.21829073148023,-45.633959076406946,-51.48464213300822,-51.073804300507845,NA,-49.541563138355386,-49.01786540558516,-44.409107215482024,-41.48895354110984,-56.44674701088136,-53.25926405423377
2020-03-20,-55.88120380286881,-64.70620987129674,-50.1865633198875,-46.87786504515079,-57.06049555949187,-55.752101631771,NA,-53.98007575126415,-49.34927954483142,-48.35337825148737,-48.64994895957294,-57.83318857741328,-54.91073649679201
