date,total,Capital Region of Denmark,Central Denmark Region,North Denmark Region,Region Zealand,Region of Southern Denmark
2020-02-29,4.542408469729037,2.17579912030616,8.57097549512873,7.851033975194795,4.189418427749065,6.188286642177822
2020-03-01,4.539231404878728,4.589063450725592,5.448209507645944,3.8915650194990405,7.320719298729357,4.157606193381866
2020-03-02,1.0118951548233597,-0.11294077066362944,2.8441369753239316,4.449142411086148,0.4113838602265582,3.4000318354312395
2020-03-03,-1.4090282611119622,-3.0716028397578534,1.1935734154071278,2.4301958010683364,-1.2465887671516402,-0.09529237206926121
2020-03-04,0.8053859395532862,-1.0589403881880468,2.306161235584693,3.333987627911933,-0.10236761173079471,2.005904432057948
2020-03-05,-0.5424838231902313,-3.328374164514481,1.8858074317741051,5.5987273590925,1.906716356817513,2.3346631156968995
2020-03-06,-1.6743131761127488,-3.8496392598850786,2.7612231516365218,4.0991024019594215,-2.854812648641976,2.9435813732194784
2020-03-07,6.688515776112645,1.934472687264217,14.571622455947765,7.309715272556197,7.9310981425073654,11.112996430717242
2020-03-08,-0.8117400692539039,-1.8205666108684198,1.767221381616531,-2.3345564543124007,1.497245909894334,2.078326634830587
2020-03-09,-2.771989081894447,-5.087161208524163,0.3923944911718102,0.966913795702514,-3.496762811925745,1.4169975726699142
2020-03-10,-7.421623490321406,-9.56231858285396,-4.673061667591559,-5.2649460389142835,-6.96291101099742,-4.681714239762803
2020-03-11,-10.342934620180367,-14.26914933290402,-10.283242365696628,-8.628581864320557,-8.262118643991991,-5.923373847825276
2020-03-12,-35.512436630539426,-35.38135100114538,-38.8509110829249,-35.910661919918894,-37.735380462595664,-33.15031039545458
2020-03-13,-47.7123656557253,-49.56748404108297,-50.73169072594755,-44.554546079720396,-49.96209147118965,-44.80742627068731
2020-03-14,-35.97469956625936,-41.31218941958417,-36.28540311975983,-30.320542102034427,-33.817666723926465,-33.97173064269162
2020-03-15,-49.454191459907115,-52.49525632674783,-50.65648981609153,-50.84952788319612,-48.41414010875576,-47.163053708239445
2020-03-16,-51.797276787009864,-56.23967726182662,-49.919906545194074,-45.846633654393095,-53.582269441183364,-47.790077516455185
2020-03-17,-54.379436244098365,-58.274541745236284,-55.48477387453975,-49.407286534116594,-54.140986125770134,-50.44397007858411
2020-03-18,-60.19664198501381,-65.13110836082397,-59.48874026725849,-54.51920961822139,-59.467928762378214,-57.322173494543385
2020-03-19,-57.17366477994497,-61.433987406621405,-56.673526718802265,-53.28737483200492,-56.10127805508227,-54.9074647863083
2020-03-20,-61.96864990527356,-66.35994255787355,-61.257889877332865,-57.56436641893039,-61.828124072096635,-59.68828309302314
2020-03-21,-54.242028189322504,-61.692689342842364,-48.28573292716897,-46.02165365895646,-48.93076170066819,-53.41995085830713
2020-03-22,-59.07434382664223,-66.22576506110222,-53.74840414824877,-53.18504073097608,-53.23881175322678,-58.4666348830952
2020-03-23,-59.848753383905,-65.00079208698133,-59.13876680215931,-54.93810995701238,-56.87334032299583,-56.29015710503328
2020-03-24,-59.38728471439764,-64.64942080047226,-57.47277741457973,-54.8740315946859,-57.67410379046008,-56.46263629847865
2020-03-25,-59.01000826342347,-65.18613078755753,-57.758155226341046,-52.55764661625713,-56.20364566681306,-55.22002376669548
2020-03-26,-58.80191051572824,-64.78939013163658,-57.144978576745785,-51.74279938189655,-55.19814697588721,-56.12148960647069
2020-03-27,-60.50402300928119,-65.70160404853513,-58.841819619650906,-53.999887965336654,-59.59804086700801,-59.19752737686644
2020-03-28,-55.402451125897805,-62.8327154125325,-49.42820828844316,-47.91722551165911,-51.474644687511024,-53.54668971315925
2020-03-29,-59.928180005162716,-67.32621359577348,-54.926551735993115,-54.222727643277985,-54.40408045498479,-58.4666348830952
2020-03-30,-58.61684648819775,-64.01135371150936,-55.8048597985423,-53.19747384605434,-56.66764839288255,-56.667514898427555
2020-03-31,-53.18009426310678,-58.88268435650198,-51.60614233158105,-48.19266683031621,-50.81547380449684,-50.53926245065337
2020-04-01,-57.823374541833125,-64.57316164763101,-56.22039303120828,-49.419719649194874,-55.48994250465256,-53.40470407877606
2020-04-02,-60.55803311173644,-66.39855478716026,-58.18236548706733,-56.56971721266866,-56.50213814214023,-57.335514426633075
2020-04-03,-60.16407707029815,-65.92941620132673,-58.41086055932217,-54.17873354377025,-58.17063454268702,-56.90860459976279
2020-04-04,-52.289721838807736,-60.44937555981028,-44.85734272911748,-43.044400794444165,-45.9381832941829,-52.28311285952085
2020-04-05,-48.64245139065321,-58.22241523569922,-40.495689957468166,-41.76952830218754,-41.925755596996424,-47.42224896026784
2020-04-06,-51.3429565134157,-58.839245598554434,-47.46816406104195,-43.525466708626524,-48.439971188351386,-47.03440900594594
2020-04-07,-50.166648252588864,-57.462719624483185,-46.137686425127704,-40.294769575211,-48.1137342201252,-47.290745486812256
2020-04-08,-50.205567297005146,-58.274541745236284,-47.474912860644416,-40.791137784874316,-44.88102244406581,-46.718038330676
2020-04-09,-61.57151679898495,-67.13508306080428,-59.78568744976689,-55.60471620390126,-59.01157968952224,-58.26937967291184
2020-04-10,-65.02895762233354,-70.13332266491737,-63.414613407434445,-58.27783594572968,-63.70231240275669,-64.43098445091027
2020-04-11,-51.99981467121705,-59.999543088620094,-48.00035511540765,-48.99986291693631,-40.99966355816082,-49.0002906417348
