date,total,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico City,Michoacán,Morelos,Nayarit,Nuevo Leon,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosi,Sinaloa,Sonora,State of Mexico,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas
2020-02-29,8.26664801350119,12.529210997966603,6.450864121111948,11.614385854846656,7.760071463607604,5.142906766186969,7.669019706270542,13.445507279781797,6.0963312391115085,8.217246064871379,9.835725170179089,3.6885474887754692,8.002784153526179,9.625303099975039,9.045536263797144,6.000240430991143,9.782655319002917,4.463045827184598,15.371293866236261,3.659373381493544,10.040870052446486,10.794500218967281,9.419117558292141,7.858582644901843,5.250790078192608,8.391890086534772,9.462794947385161,7.035142629410218,9.714966720209524,8.547603265621133,8.551704889503055,8.742883838433196,3.1462249397370217
2020-03-01,8.562167642353174,9.42153142648623,2.8779343186739497,11.054218767526478,11.316649648465631,7.531029514088047,4.465673596933442,9.699012715608312,9.513051734431471,7.831987597431482,9.408467526106696,4.188058192201043,7.4175187976155,7.931443227808577,9.699841748860571,4.997824967064673,8.66007160079703,7.527184106922932,13.517445055022465,4.051241763171197,9.549345371883547,11.050298620592697,7.04794428536924,9.475929030056324,8.045153213369206,7.6931197387929915,8.021396588020915,7.568079038208875,9.903387331540198,8.492588203952163,10.173874187279077,6.594217100496041,3.4218557571071457
2020-03-02,5.882736996799499,4.49408174674388,0.44125216620187296,7.001132674970938,5.91922461472281,2.4228590787796396,2.955253131729687,6.759248588221736,5.337060017929295,4.009185996575267,3.7915449512877237,-0.9207042411132967,2.463871203243643,3.9874873746831265,6.892017776001431,2.1312017872863236,4.519747546663004,3.457462556289959,9.739754189591519,1.4233046653032795,6.115458944755474,7.244095336256618,4.420171099144057,5.361508100458313,4.57491769387144,3.562209707509725,3.7119196688052742,7.092447619603623,7.091209707429897,3.56825759631903,5.2248831093183306,7.824895378967388,-2.042741284133286
2020-03-03,2.5245593962087844,-1.0740395742061661,6.64863464803541,4.575016518625192,2.5789313862932906,-1.254367503948041,-2.5617263396627554,0.5176520302715992,2.6998451291276195,-4.282037379999033,1.0764546135553852,-1.418304769764778,0.6984806214802851,2.1465876963662924,5.310305386022016,1.1031320887380391,4.561905712499557,0.4899967493426285,8.349610613274933,-0.3918683816776534,4.400454684566439,5.877593348626105,1.852271226022741,4.191759668876172,0.11832499725510656,-0.09209337463444653,4.36834955472405,3.9253918282481672,4.184821777654259,1.9322833940575326,2.20998049860661,6.120879301083985,-4.2938863570098365
2020-03-04,4.250267603194695,1.0637212900871547,5.4153674942957135,3.5693923277364124,1.5993448123345757,-0.06657796751724218,2.3497541787184906,3.214436633244977,2.290339711611831,3.7257664257653693,3.041644235032519,2.1565873199521,1.0362075153828405,2.9495024273189845,4.4635013307152915,2.84381941567007,3.761880984066366,1.9334494558200428,4.747874983727416,0.05998972756546793,4.398515731191437,4.843821612733915,1.3609299105513417,2.771627068880992,0.06058239859461456,3.6637972444776197,4.448808823252211,0.21202846371559442,3.9097276851114753,2.5606133089084087,2.6574754773034437,5.611204458484742,-3.441063479571963
2020-03-05,3.171699973828501,1.009315792005096,4.923739816518997,4.397216043810256,1.2346670382667766,-1.2119119884297997,3.4618951128206885,2.6141907725404323,1.1610683014271168,2.1645569255413557,1.778447722122839,-2.7678432476621726,0.5670357792511654,3.9391190173968202,2.0975706274786967,0.46082606635482254,2.7255744424562147,0.9231273382199616,4.1315455939478944,-2.8185496193259367,4.94917848969193,1.7588544232063392,1.6916586876965003,2.7087893432174885,1.0990025745054297,4.239143481884574,4.27219091672698,-0.8013147795377644,3.8758119750719535,1.0491468777924764,0.8286241766547306,3.5753738020235932,-1.9207722464816983
2020-03-06,0.39112892053938914,-0.3874046673774206,6.150476811350843,3.3390164437020053,-1.6168027908803746,-2.929430570758656,2.939093819011963,2.202182013752833,-0.42106792342211624,1.2643395091044936,-0.29624500264058284,-3.6646703040992947,-3.5624430598300805,2.6544554478725133,2.1042085092112237,-1.7910456393378156,0.4176599685202689,-0.31371165190021283,5.329207752005261,-3.671951872757271,1.303946144688667,2.31949528090415,-1.954911191343652,-1.0179711557487563,-4.28525810059094,3.3049179082732816,1.1803963419436283,-1.2903173625214777,3.2672134004738784,1.1099529985844967,0.5726418795188298,4.209359581842166,-6.202173583889404
2020-03-07,1.8908515289914307,2.4172925613356244,4.214751135095269,5.144742771258,-1.3093483909349164,-2.7345211586067295,2.377320065119314,3.1990703392109405,-0.403724164562624,-1.5765814091492962,3.6204463524028987,-1.6628071408488068,0.2456195592018585,3.7766013369148292,2.1819665523636895,0.5064335945713824,2.187322511194178,1.135427670623731,6.3431376471788266,-3.677757330263607,3.445520147378084,3.7427345079929317,2.153538531640601,2.0533435278350987,-2.3920581445092344,3.1558595596381465,3.636366453236148,-1.7764546959955207,3.507449679920487,2.2450005867022083,1.0210849407976486,5.202890841618179,-3.11069065317711
2020-03-08,3.0958446680269227,2.4276108454546357,3.343441360819266,4.413466624841729,1.9679021371903298,-2.5415415426147234,-1.6035741502824004,2.2434789289693056,2.4926835649725736,3.1819851475334975,4.039882346240556,-2.071584542504918,2.086806801812665,3.5589437291264487,3.626179963597891,1.7055315239317659,4.106989690449311,3.325722617878691,5.399200995008614,-1.7871133357003108,4.608892172379125,4.853438093998029,0.4685324342889745,3.97134426193342,1.0299007761084475,-0.9854940502119123,4.133840223282216,-0.4660805869063517,2.93182471230528,2.0654777538876723,1.4439297723628772,2.817077084985693,-0.9882373208148337
2020-03-09,-5.762632762613667,-9.492821389490306,-2.114838606299463,-3.423137098453158,-5.367358515136168,-4.804227540120998,-6.056890625725817,-6.735238753793553,-6.60989920978425,-9.52481906782823,-6.9514916461206075,-7.16411049023946,-5.116754332904342,-10.15058346010433,-11.24836473017735,-5.056734691011063,-5.117805248065267,-6.713050242928119,-6.519092883062255,-5.141700198111235,-5.537650839004956,-8.125926668175815,-6.429253383295968,-8.366118121414756,-10.225172962797288,-4.910380758859355,-5.418244887957369,-3.1278973813899626,-2.417436443372541,-3.1319978090492975,-4.844701993942419,-6.304476992977147,-9.645157835707847
