date,total,Alytus County,Kaunas County,Klaipėda County,Marijampolė County,Panevėžys County,Tauragė County,Telšiai County,Utena County
2020-02-29,0.16177272513079843,1.904162580537995,3.380587376649708,4.1353070512505425,-3.201399135405445,1.953183679685387,NA,-8.116644940101795,8.166741178467722
2020-03-01,-1.21572202935795,-0.382365812599225,0.14163108050107126,14.496274916635576,2.1507322381477527,-0.5817787290559655,NA,-8.963673593373134,9.050794495036786
2020-03-02,-1.4947799802085775,-3.907989433031678,1.8226454911379242,0.4230937837999855,-5.2951331693620025,1.2130912063287163,NA,-12.285242745483192,NA
2020-03-03,1.1841763479574443,2.801141028139184,0.9611378152624422,0.5583292398091132,-6.058909105524014,-0.46425748328673044,NA,-3.1437977063617515,2.393156221285334
2020-03-04,0.6737834001697753,-0.3440334003085758,0.6544332685221914,0.4028084653986163,-6.308751233895418,-0.23407124157343523,NA,-5.415849873947051,3.4674004675811467
2020-03-05,1.4834558894494214,1.3052186384966025,3.148117051413467,0.13426948846620546,-5.0908896043435545,0.45163123374127545,NA,-9.162359326856535,15.054711181184738
2020-03-06,5.843230831724439,1.0196421669312665,7.472260454022036,3.792388573513112,-7.126675464039065,5.3457598075526445,NA,1.9678443459839206,11.150540588552712
2020-03-07,6.839750818530156,8.16001226637193,6.760197987226995,6.202477593104354,NA,8.593619690629689,NA,4.545054984613103,13.99958160119312
2020-03-08,17.86698862707103,18.35835055629913,15.882216337568408,39.39602027054477,14.62858910567016,26.165474058042925,NA,19.634713585484008,35.59819879161934
2020-03-09,0.910780442486395,1.0656410616800456,2.976206222667339,NA,-8.604828892730717,-0.24281249125875023,NA,-4.83975631178944,6.503765210002674
2020-03-10,17.52807476792201,20.032518663093228,18.390551611545998,12.978739906704577,11.107050056724173,17.63498561514051,NA,15.325419662611973,24.88920699469356
2020-03-11,-10.261243955046544,-9.293693359867879,-10.471909062427484,-7.657224712745399,-22.580788560411698,-19.392948051853864,NA,-18.95404858465092,-13.373576279730703
2020-03-12,10.719060767166702,9.460439353332202,11.54439820994594,3.8802916199190456,4.1361696841410405,10.388489626014369,NA,6.343683729831257,20.882772937334085
2020-03-13,8.740580338817038,5.0962942140418,9.4765844346303,4.1478646293085335,1.096265460610648,9.107410922133205,NA,2.950815869533377,20.70787374065069
2020-03-14,1.3305806642008169,0.8155220714835599,4.901412151409487,-3.2166719179313965,-4.65675328242062,4.2968098453148444,NA,-5.194348553843548,11.277653119475616
2020-03-15,12.922405283448178,16.828887305902228,12.053293333677376,15.69021079968759,10.326174659304803,26.165474058042925,NA,6.4026239952665245,41.632698943854
2020-03-16,-18.20590248622005,-18.117814669175303,-19.741419089704493,-23.990769896019266,-19.195095231454722,-17.226089379860777,NA,-25.31484400444726,3.5018068669286997
2020-03-17,-23.169089693232948,-26.82310550038172,-24.159332035265496,-26.097545107132895,-24.570975856754252,-25.06116284779813,NA,-27.507041618862193,-6.700646272935893
2020-03-18,-27.45606690919911,-26.160913078060755,-27.906206689073148,-33.58572549986688,-30.550087476410592,-28.973357706959114,NA,-33.266075941553304,-8.915080364276994
2020-03-19,-27.72056531478796,-28.707143564467124,-26.879625546958483,-26.09174930187536,-38.182147017611584,-28.45471022563042,NA,-33.47807076723176,-5.8280617561493475
2020-03-20,-13.58971777461272,-12.027752666498426,-14.62023457200024,-6.162872923844538,-22.75178317298528,-10.295249629371009,NA,-13.772058473559932,3.583999932036742
2020-03-21,-25.009254441595782,-23.663556417324966,-23.83113863493198,-17.45986333832132,-31.432609671304263,-23.632454149231645,NA,-24.025763360411414,-15.55551543835467
2020-03-22,-27.741595769054964,-25.24285180369971,-29.99257901976479,-15.349224257036004,-30.547237566201034,-21.222782985979805,NA,-29.452070378226015,-0.6030677218973824
2020-03-23,-22.120802434385375,-18.117814669175303,-24.115377562006543,-11.149197380409664,-27.79992412418544,-14.557094475944593,NA,-20.47508769265782,-5.5031124289780164
