date,total,Andalusia,Aragon,Asturias,Balearic Islands,Basque Country,Canary Islands,Cantabria,Castile and León,Castile-La Mancha,Catalonia,Ceuta,Community of Madrid,Extremadura,Galicia,La Rioja,Melilla,Navarre,Region of Murcia,Valencian Community
2020-02-29,5.584946838216185,10.167193713565817,3.9597769912600196,5.329284058648565,20.095943920043805,1.8472594076051798,19.310177654918636,-3.197206043403476,9.126269633947905,9.9453835501103,4.70356406869723,NA,-2.549302325581395,17.2010950338596,0.3291091913032522,13.762495079273034,NA,-29.536256053843513,15.827296896990317,12.262159248944304
2020-03-01,5.031879081873827,13.325222215096264,2.5670013998049703,4.119220824956143,21.23566785970591,10.426284685456206,15.160954344246184,2.2450300442456013,10.616077690286005,6.6046562572161065,5.435357136127245,NA,-4.185249169435216,9.271056407665236,3.034155789997527,24.340200842423034,NA,-24.608267409326512,25.748871729016805,14.903578468794189
2020-03-02,-2.579386707790041,7.101708171787179,1.1368422928187807,-2.5712640391348116,7.320052826333612,-5.40668300680292,-0.6869195395748318,-10.154311082476589,6.75959765741594,1.861399488770644,-2.200162163515076,NA,-5.0253820598006635,5.05423654547213,6.445536150143811,2.791272041447625,NA,-36.768900081197536,4.326529308194611,1.2733191599856282
2020-03-03,0.6145197292692858,7.004345266214965,-4.351824628496851,2.705073736416631,9.37598764225832,-5.289792110678526,1.353776060608535,-4.014450569313853,1.5969059397205572,-3.4991238455745215,-0.7231837372249554,NA,-0.4663122923588039,-8.0058186009699,-2.3451435649298995,-2.4151158230078966,NA,-41.239989116289124,5.380917692405538,1.8812572551667361
2020-03-04,1.607328226945898,7.588522699648252,13.530915518912233,8.077677481235568,13.036014055425126,-1.1593277402501387,-1.1789411847501285,-1.281370515449642,3.4663377434054015,-0.0748783703579733,0.18749208002128476,NA,1.1147176079734218,-2.053733240435724,-0.5667991628000454,7.460431665721278,NA,-37.19604362362256,6.148527730956196,5.777805361288169
2020-03-05,0.24341365899627554,7.315713766213236,-18.966862097812154,-4.52642587495765,11.567764449300826,-3.3907941097068113,-1.7521702859252317,-5.4192690283729075,2.6286792983783305,-0.8812608203669166,0.22671236206655349,NA,-1.9008970099667772,1.1309441805108449,1.6493951868239014,-0.4591034871213094,NA,-35.73415684808704,7.921773834955535,5.616965046342616
2020-03-06,-0.25458674498298983,7.232810698102241,-21.344070264920564,-2.4278277449262426,11.531154550985391,-7.956245913253846,-2.6225231378760965,-12.488338481417347,2.9442355619159257,1.7970808885913594,-2.263297251685509,NA,-0.7755813953488372,7.723801985982461,7.46269525893778,-3.115345091180314,NA,-38.464995900220046,5.982196290473238,6.233519586967236
2020-03-07,4.146811056211959,12.213742708910488,-14.083999838437053,2.199677397762278,17.37525042418093,-6.455826705624327,-3.1670907839924443,-5.839374820966181,10.059551189137881,4.249827507368561,2.7922927631741334,NA,2.412491694352159,10.320465172278354,2.359578178583551,2.293588429358138,NA,-28.731882371703804,4.37432569913799,12.856693984546617
2020-03-08,8.212218200235,15.771826713534686,11.450858372692373,1.3554248472863402,19.779942692478993,5.007146091361343,-0.6850087759042481,-5.23840343657307,11.671756826484504,8.185741846697926,9.970560969703321,NA,2.03,5.885897787628959,11.832533965686517,16.05415450238276,NA,-20.5931181105313,16.566229100974947,24.604738655361384
2020-03-09,0.43575035348185726,6.460655377673093,0.31823915785483575,6.106150430637256,14.321214169972249,-3.5325961804150925,-2.0980185103008773,-2.7244674066356467,7.5876937914267195,0.14303688696587208,-1.037902585832112,NA,0.15222591362126245,1.7323877777799708,9.572073467524707,-2.3254170324568846,NA,-36.53181141832342,5.4640834126470175,6.1100172022769
2020-03-10,-1.2841068109016633,5.668256284798237,1.943942807619298,6.2813544947040985,10.95695719845909,-2.682741878264784,-0.9209880892213322,1.8727722918110152,4.01521439574049,-1.1913340719774983,-2.831513045219402,NA,-7.4099335548172744,3.854227071494974,-0.23480304876606298,-2.4151158230078966,NA,-35.36556556653376,2.5064427410707624,2.5552547654147677
2020-03-11,-8.52586268543348,1.754460278628026,-2.871820834135807,4.726659091034041,8.888497943636999,-4.623897251609231,-2.3779453880413857,-1.6660687583254867,3.8306617931260796,-6.801451974182575,-5.47553401041752,NA,-21.46674418604651,NA,-1.6522821095546318,-4.973942611522253,NA,-36.2860838972879,1.1996894126787974,-2.1234751104121226
2020-03-12,-15.961551409591838,-3.6631588235090646,-11.886040835542058,-15.146487604547781,1.2514804713618533,-12.01293488202995,-7.157720710006453,-15.752531781042984,-6.325468737276339,-11.902780949596293,-10.503382850171972,NA,-33.366378737541524,-2.543904976009127,-7.25772374505593,-24.773262745190824,NA,-39.22617529155272,-6.589210455454144,-9.634143388673214
2020-03-13,-32.2702665623423,-22.72411656488926,-29.482174030545735,-25.110978083426268,-8.843217279931064,-30.319773834888963,-23.876902827613627,-23.739326644331044,-24.136229236219513,-31.706189951065923,-31.301611441104487,NA,-45.75063122923587,-15.447603971964922,-26.28639377087613,-40.109826923165485,NA,-48.84026455206738,-24.196444951175874,-25.857952775978816
2020-03-14,-51.820772806380866,-44.04562889604018,-56.24685404748165,-36.86409027129482,-20.466859995081766,-50.40105491580025,-35.036718045657594,-44.90634264973107,-45.21443140942924,-47.829039055709025,-50.07856061833815,NA,-65.10933554817274,-38.780162281333695,-49.379851001564575,-55.96915179445896,NA,-60.22148024315388,-45.01559691829263,-53.291757685293234
2020-03-15,-70.46625908549557,-67.89664879374052,-76.40423733220858,-66.56214179031727,-49.15264216197875,-72.61032517943515,-50.49957304985599,-70.64667433349841,-72.35513876696731,-73.39328267920683,-67.90944006526033,NA,-77.59764119601327,-72.10800333957694,-71.96424752406757,-76.12823159345578,NA,-77.8389916536457,-70.31518257244169,-70.494969704678
2020-03-16,-70.48222063690515,-68.58300907856642,-70.38549133169498,-62.168562952948754,-59.03635128876955,-67.31957494665724,-59.36933800870543,-71.32611650375178,-71.50983047312721,-72.1529896727645,-70.74382288721475,NA,-75.3576079734219,-69.59767177011395,-68.15735874981124,-77.6772236109281,NA,-77.80731584038722,-64.96676642587764,-70.34657536648419
2020-03-17,-74.1406082199836,-74.75446770701511,-75.9748061794406,-65.56771432778403,-66.28607457360246,-72.48672742861508,-62.26032344229853,-72.78930957180442,-73.7359364777197,-74.08638759457166,-73.3916702213929,NA,-79.31355481727574,-71.16027403478923,-72.37803978213891,-77.28370633625269,NA,-78.83821958098154,-68.47215373766501,-75.80557224636243
2020-03-18,-76.03205206202024,-77.30325505684617,-76.66017063084485,-65.718851899534,-69.86710067987806,-72.80578208770872,-66.23375649527728,-74.95491186938659,-75.52695733107095,-74.66237505886377,-75.63105266695325,NA,-80.8541196013289,-72.18953875547469,-73.9408272870409,-77.5904183297497,NA,-79.96703038073845,-68.68341378563474,-76.4230841698141
2020-03-19,-79.4438336758205,-78.39159882309399,-77.76346361485363,-68.59239108216875,-74.76608312550934,-87.16228362482283,-68.01267747259068,-77.12529897098464,-76.66582857311118,-84.71527626897526,-77.12237997691847,NA,-82.04013289036544,-74.34015525480064,-87.89332484466036,-80.74241453964977,NA,-87.99732897832887,-83.88075424999134,-87.5114920727867
2020-03-20,-79.3185354972552,-81.15535575651516,-80.04098240721233,-70.68810123312214,-76.02430752550825,-78.01413381993993,-70.77373097658409,-78.19422418812972,-80.58446362758714,-79.97297947963695,-78.91216406732572,NA,-83.22518272425249,-78.71045354691888,-79.23640588277716,-84.11335295874427,NA,-83.32274683987974,-74.116907508078,-80.35697020619075
2020-03-21,-83.62336591242213,-84.87924589736136,-85.67534918393137,-75.3906938318393,-82.11503850314462,-83.93053778361316,-77.34962414889782,-82.86132202520807,-84.05175760209417,-83.27146769181638,-82.9948997690137,NA,-86.87956810631228,-81.9382967762819,-83.56101613341112,-86.70593735660579,NA,-87.68920970390543,-79.85151849346454,-85.39184649368279
2020-03-22,-87.13410914496185,-88.7602662719528,-88.84240393559517,-80.33010071495451,-88.11713499012255,-86.86526577401496,-82.78861293721425,-86.81165622070927,-87.30198711653141,-88.64927065009032,-86.8920565751704,NA,-88.66388704318936,-87.26495753487114,-86.76934959482938,-89.59365971047386,NA,-89.23652518792596,-86.79155445844309,-89.41955604711103
2020-03-23,-80.47973836230301,-81.67590990511908,-77.52382569478222,-68.96301506384862,-79.45696720176866,-76.36616380900584,-78.38621344018947,-78.6325122359833,-78.03993266615217,-79.88370142267166,-81.33999518515238,NA,-83.5806976744186,-76.24041006531124,-78.16247062694549,-81.86413167309954,NA,-80.7723639360072,-73.92285416084788,-81.30669397063116
2020-03-24,-81.15970045235163,-82.84908471780608,-80.32758935961775,-69.1439950860715,-80.4049708844631,-77.53219840395165,-78.25819227426035,-77.87364231906652,-79.43985499893712,-80.26673308642592,-81.18311405697129,NA,-84.67036544850498,-76.9416146420317,-79.17866742816256,-81.63072191704207,NA,-82.24576918909126,-79.82284065889851,-83.4962284961102
2020-03-25,-81.7119701311235,-83.17491305526556,-80.61898907042459,-69.16132296053965,-81.12560783025114,-78.44049815416415,-78.79511686569437,-79.56746294068404,-79.76784226679591,-79.81842284338524,-81.7848105790804,NA,-85.06923588039867,-76.8850194709968,-79.41828201481316,-80.57459099603821,NA,-83.26515445213704,-74.7564232189004,-83.2300760701884
2020-03-26,-82.05115309857733,-83.32915132151857,-81.42992379194624,-71.46496760511081,-83.58039785413875,-78.24791561218872,-80.00271950550326,-79.77225255256323,-80.45250373556233,-80.30705220892636,-82.22579960402842,NA,-85.63382059800664,-77.87303686363987,-79.88115195930692,-84.41234892724765,NA,-82.52701201590145,-74.84819228951169,-83.06636360676167
2020-03-27,-82.64572088858462,-84.80598272089118,-82.19005527441276,-70.8969983864326,-82.47343013928518,-78.44433064256167,-81.09281017957125,-80.44403903639119,-82.67669727795156,-83.4385040564611,-82.38937687792455,NA,-85.9074418604651,-79.93636250594591,-81.37465331867138,-84.89267148310144,NA,-83.74125152414337,-77.8392904347483,-84.50148046451991
2020-03-28,-85.30012688799975,-86.60671447939511,-86.79973030490645,-75.43978947616573,-87.06219186761197,-84.51211789793699,-86.25378285381775,-84.80778029886346,-84.77753700823064,-83.99433195950297,-84.54266602143431,NA,-87.56169435215945,-81.78194062579567,-84.932304430508,-88.54138680196681,NA,-87.80439447939082,-80.01020251139654,-87.65892902815345
2020-03-29,-87.9888502229455,-90.07803945925198,-89.58240583277569,-80.49279020301657,-88.77900341493056,-87.37594485298463,-86.98751610332188,-88.90644341885661,-88.62254226788116,-88.92862457027198,-87.45835918421429,NA,-89.37973421926908,-87.26495753487114,-87.98378175688991,-90.62953606586942,NA,-90.27318816729455,-85.98092766804338,-89.77091554464089
2020-03-30,-83.96175080230547,-84.38471945618764,-80.97940450221198,-74.38086381422328,-84.86752480543932,-81.81883667657901,-81.48738287754678,-83.5857413532106,-82.1326017811246,-83.1764297602082,-84.44700679693365,NA,-87.04046511627905,-80.28360745365153,-82.15508476354547,-84.65443921142295,NA,-84.6867265562527,-76.04788170219048,-84.68051105317954
2020-03-31,-84.00484699111136,-84.9023816372993,-82.7354711804953,-73.22470952332064,-84.71145102841035,-81.5419393898581,-81.05841643350072,-80.81725374962895,-82.131645550023,-82.79819799198971,-83.63581657316809,NA,-87.92877076411959,-78.72100518897624,-81.8057671131271,-85.49548593572922,NA,-85.77042331894448,-76.72754638140532,-85.97489263536043
2020-04-01,-84.13014516967667,-84.01358362801632,-82.35876037014303,-72.18985035369506,-85.81167481462684,-81.51798633737361,-81.67845924460514,-81.23257473820635,-81.9576114895265,-81.76238053537108,-84.82294754922123,NA,-87.42970099667772,-78.35169771696887,-82.0145878573166,-85.54756910443625,NA,-85.54005376797369,-76.03163092926974,-85.2118585221961
