date,total,Brussels,Flanders,Wallonia
2020-02-29,-4.579706719497144,-2.0173377084631783,-5.409355891870525,-3.598520499067733
2020-03-01,-0.5941284724994534,-3.833325170359214,-0.2545465377638125,-0.14812311981634735
2020-03-02,3.1165545111029678,1.8380401079486275,2.8513083659779146,1.87235368447592
2020-03-03,3.5776691464756776,3.1880455706464197,3.836587360059896,3.1822267636361685
2020-03-04,3.5510663790503294,2.7048049788852784,3.926598112957366,3.4484611293191456
2020-03-05,1.8331725189467534,1.6980537460495666,1.8321543573646275,2.075659927361103
2020-03-06,1.8234987853375355,0.46694080989618236,2.2947902701064615,1.3737693269241629
2020-03-07,1.5606956889537882,0.5762452294612025,2.024758011414052,1.2740524554138113
2020-03-08,-0.7545512215189802,-5.004033032542456,0.3919823110051105,-1.477358698298994
2020-03-09,2.0379332136751946,0.47077605268793743,2.149611636400865,0.1006849964764714
2020-03-10,0.7182747204844139,-0.37968903638375406,1.4837256364711957,-0.5189149818402757
2020-03-11,0.5820363054879313,-1.308776602686425,1.2562791103324282,0.1936249932239835
2020-03-12,-1.3107909040489976,-3.735526479169459,-1.0530290231445931,-0.7890218473877326
2020-03-13,-7.475377646522974,-13.556624458156309,-7.32474599922636,-5.592857929274762
2020-03-14,-27.009870381403243,-32.71557982436887,-27.33132958141559,-24.262179775931248
2020-03-15,-28.787418932096994,-36.94777024507061,-29.446098345727112,-24.71332601014313
2020-03-16,-36.164446953592915,-46.8168087589544,-36.07495476072465,-33.86791568977306
2020-03-17,-45.00946405028763,-55.18434971986607,-43.67166873375949,-44.111645956287916
2020-03-18,-52.25670281252655,-63.82131648689854,-50.41086091037328,-51.60783756895444
2020-03-19,-61.54509936631041,-71.81875651840583,-59.3325718803612,-62.3675784424112
2020-03-20,-62.643068130956614,-72.07380016405756,-60.537554540117654,-63.537073401484065
2020-03-21,-51.124875980248085,-59.59392011968649,-48.72388518671425,-52.39685941634217
2020-03-22,-48.61212367525379,-57.710815908934734,-46.68654502704571,-48.90870516341211
2020-03-23,-65.2759359615987,-74.71436482618094,-63.26691285378286,-66.8693595348688
2020-03-24,-66.25540148953199,-75.78823280787236,-63.83794881302487,-67.86168762514173
2020-03-25,-65.37751016449549,-75.25034000632871,-62.70845904279533,-67.13172140068731
2020-03-26,-66.82695791694327,-76.2120271363613,-64.3286525949498,-68.57132322530762
2020-03-27,-65.81605275478003,-75.09597148396057,-63.2911092927338,-67.66709450695163
2020-03-28,-51.721422886149846,-61.899859848229234,-49.416871198268964,-52.32231379395094
2020-03-29,-52.29297931356112,-62.076281016649965,-50.50764666617701,-52.048334428539
2020-03-30,-66.0216195939759,-75.95506586931371,-63.75471306303367,-67.9139663733122
2020-03-31,-66.41179351621435,-76.25325599637266,-63.744066629895265,-68.4193276056268
2020-04-01,-64.9655703416363,-75.4037497179989,-62.09967663878987,-66.88969015915733
2020-04-02,-66.51578615251343,-76.48816461736766,-63.79052379268106,-68.49484135298415
2020-04-03,-65.22595500461775,-74.85147475598617,-62.54198754281292,-67.20142639824795
2020-04-04,-50.2937410343228,-60.67545858696142,-48.017349169347014,-50.72297134992083
2020-04-05,-46.80555392373238,-56.5401080467515,-45.39348732950787,-46.10114276166435
2020-04-06,-66.10223404071938,-75.20623471422353,-63.96860958335992,-68.01465136978868
2020-04-07,-66.14576584196087,-75.0921362411688,-63.65792730722995,-68.0833882423832
2020-04-08,-64.85351626066286,-74.33467578979719,-62.2535659905178,-66.58376266986343
2020-04-09,-66.42066110535613,-75.29923935192359,-64.08184891765028,-67.9817351209406
2020-04-10,-66.3061885909804,-74.98474944299967,-63.98990244963673,-67.87620949963353
2020-04-11,-46.99983474038417,-57.000337181762106,-44.99956930338668,-46.99956273022362
