date,total,Oslo,Rogaland,Troms Og Finnmark,Trondelag,Vestfold Og Telemark,Vestland,Viken
2020-03-16,-38.9283650968234,-46.41621122194905,-36.88232574347279,-47.72175483355916,-38.106320386567674,-33.70671330905483,-39.35402158467882,-34.599028365026534
2020-03-17,-44.12908916563857,-51.78766738403201,-43.542429545165206,-49.064777538894276,-44.86373069840351,-40.17114502501411,-46.238471318689896,-38.10138103091418
2020-03-18,-45.63623453052437,-52.761607490849045,-44.934599822722184,-50.63147804711084,-47.127443879022785,-41.14023804611238,-46.65724275186585,-39.91057535390585
2020-03-19,-43.6063154966376,-53.11646128099198,-43.68019134266562,-49.040880337731735,-45.19909561405081,-36.140404140800115,-46.0591341217945,-36.53973013212662
2020-03-20,-43.863729886844766,-53.03728691383643,-42.44033516516192,-50.8159644400857,-47.19201126220775,-38.17197377795005,-44.71315122381893,-35.43352045521456
2020-03-21,-48.98103262550021,-56.63065849305265,-49.84357655055374,-58.90182142544498,-52.264887457516345,-43.70161665054908,-47.23054942917507,-40.82725959666165
2020-03-22,-64.93436890747526,-71.65566399988425,-61.29235804564073,-75.7187598275523,-64.02964288918945,-60.563072902597966,-67.01964596957411,-60.041850934003875
2020-03-23,-40.754894982892154,-51.00164716070466,-38.544198695009435,-46.02122999883234,-40.903919093820875,-34.4814159896378,-41.27235723870352,-35.91603673911239
2020-03-24,-44.44767919796288,-55.449720341985575,-42.294812139633315,-47.86131448834843,-45.14223776915659,-39.94530918823901,-46.368204610061035,-38.44562110519801
2020-03-25,-44.213304984656965,-54.61123517656719,-42.454887467714784,-47.85271149592991,-44.499455014165925,-38.67319593045516,-47.34406605912482,-38.50460606174664
2020-03-26,-43.041433918127424,-54.84017310569167,-41.09279194876705,-46.405496993526086,-42.41402490652007,-35.35236094665237,-45.93894004302418,-36.83755581437217
2020-03-27,-41.79408641002479,-54.03698253767997,-39.89368221841136,-46.30321697255039,-42.088296913736194,-34.995978655707674,-42.55061172721327,-34.5758211690074
2020-03-28,-46.294071305498235,-55.733031029277114,-45.96587299696822,-59.402706761811956,-52.22248499691726,-39.54509378129577,-43.900410310229155,-36.506853271099516
2020-03-29,-64.14305800424583,-67.80187552628895,-61.97825657263222,-74.05455873859256,-73.9672377459566,-58.67539023318237,-70.1189361435802,-55.940946004122715
2020-03-30,-36.28271719747195,-46.41621122194905,-32.27991752275483,-44.32166105215202,-39.95275480720051,-27.817829464032954,-34.71414857564045,-29.771931593046645
2020-03-31,-35.35872665484562,-46.48203087657233,-32.81253179618952,-48.4625680695981,-39.06037575004706,-25.62522077027966,-38.35145034033274,-25.679729361672663
2020-04-01,-36.034042184710096,-48.371722699887265,-34.95560088547408,-39.03082071476419,-36.39865765516821,-29.60355249406062,-38.41631698601831,-28.82527138876613
2020-04-02,-36.68552304881465,-51.71135474099052,-34.390971546423096,-36.55124712213835,-33.058500190704,-28.196128312976914,-40.49204964795653,-29.067013013965443
2020-04-03,-34.54199210813892,-47.30334569730638,-33.203503658109696,-38.651333160302954,-38.23738253751029,-26.340844033647205,-37.49387512751911,-24.302769064537376
2020-04-04,-39.41697574490182,-51.860164394921426,-37.31113359203041,-50.68691955380795,-45.12778238486144,-32.516548920311735,-37.204836985714294,-27.63300169328312
2020-04-05,-60.04667344897374,-72.17554388060442,-49.77469565180353,-75.7187598275523,-59.62653283288912,-53.32679718753386,-54.04154722615984,-56.1594804333029
2020-04-06,-15.408316924931485,-31.85289720551846,-10.291388365382838,-25.743020980341754,-15.163698125604228,-4.881675070881403,-15.393427373941634,-5.120087621721458
2020-04-07,-11.49704827372814,-32.00647639963945,-5.614278324893522,-21.285715019503552,-11.99700527268173,-4.597712710716918,-10.573263246747787,2.189212157804982
2020-04-08,-11.40409307726444,-30.97720962661734,-4.778006004855814,-24.893236507001596,-12.64364279681776,-0.36305254772707685,-12.061380412475554,4.476087932190487
2020-04-09,-79.24072978543965,-76.71805395764919,-81.89259753946985,-89.94715339973258,-86.08855932357653,-74.49819221483095,-81.0232100675764,-76.266581850881
2020-04-10,-80.4324630734358,-78.37880785183964,-82.28453955489356,-90.84090872321183,-87.89259128361029,-76.65554383702019,-79.27753416162653,-77.95393839477221
2020-04-11,-43.00012049747689,-59.999861683334494,-40.999657212428744,-58.00041899759372,-44.999611310777844,-36.00032874836998,-40.99953575832009,-30.999979049059153
