date,total,Australian Capital Territory,New South Wales,South Australia,Tasmania,Victoria,Western Australia
2020-02-29,17.79913895376128,87.99955851381468,12.82905991482511,29.0553070154737,-4.894314051511261,22.071926819277213,5.071858130140723
2020-03-01,19.713688389174862,69.56231632101536,27.227908256587735,5.031133850678848,-12.751656750766568,8.244496860561826,17.843614386346392
2020-03-02,-0.5778108593274147,13.023517845146065,-6.724647181816724,-12.272902733068578,-26.78125731533545,8.45137907636724,31.21505118196522
2020-03-03,-14.030946636760579,8.504776889378643,-26.72096740678773,-12.90506678599643,-6.444323864653798,-5.376050882348147,-5.2647153916159946
2020-03-04,-15.168136108862662,-36.88909238437806,-30.194664366212763,-0.254998690061387,-5.274631663265023,-10.72515896449838,-6.0745239920395235
2020-03-05,-18.646220893163605,-31.367268845757096,-38.149219177942,4.578341499885435,-34.481491479760486,-28.150414992499556,-7.155867940709329
2020-03-06,-6.480136766326597,20.429773226312285,-10.862743891358427,12.63358529087404,-2.8787265071034134,-6.400839532733108,-8.491476438090313
2020-03-07,9.762679456763616,83.72233647120034,-0.8525823383000074,17.8983871427118,-10.895093698930822,17.930433531712076,3.381238753427149
2020-03-08,13.54209140210077,48.693329264735155,-1.0532464246791757,44.89528267909682,-3.5588915054539703,27.715481217876082,3.4368891074846895
2020-03-09,5.021585082587491,76.76892905219614,-16.59271167849181,54.12080562941658,-2.7513153172715485,88.52923023602587,-8.575911458039688
2020-03-10,-11.448829315327943,0.6076927492238948,-14.648478305679292,-1.8431654365273638,-7.275849524609126,0.025980557333703233,-0.9067169755926945
2020-03-11,-1.6364629330743146,18.444059258896385,-5.032924118658377,5.705959281411644,-3.3759175411089615,6.270936746064592,-4.104693356175182
2020-03-12,2.1717994851280085,17.352354816781023,4.4789376218125385,7.748857532207623,4.795642227806884,8.139612388362801,-6.191581633332971
2020-03-13,-8.248029631342236,30.997199543345108,-0.5943113371708385,-2.3919458873819077,-29.55269018889624,-20.328342749326463,-7.498405464822125
2020-03-14,-15.402145499880145,13.444228209993376,-34.534385277379464,-3.1375504222001838,-20.999854829355716,-10.689555978522563,-20.700972220542205
2020-03-15,-7.694260832735797,47.534428028234466,-15.774693489041802,9.361263697880956,-21.796893249958057,-14.328758490969438,-17.93284685061107
2020-03-16,-17.638057146930752,0.685602076047471,-33.65972028842529,-12.017904043007192,-26.415309386645433,9.376094468874234,-16.122291366014863
2020-03-17,-20.65132875729286,-7.289391390930853,-26.08825145978356,-19.31784753149458,-13.72113136813384,-10.106436802810558,-30.467609357640658
