date,US,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-02-26,7,16,12,9,16,5,7,5,7,3,5,9,2,9,0,1,7,12,9,19,12,3,5,-8,6,22,13,9,10,9,8,3,12,4,9,7,6,15,11,7,8,10,6,10,10,10,6,7,9,14,4,8
2020-02-27,8,12,10,9,16,5,7,3,6,5,8,10,3,10,6,7,5,8,9,14,-10,3,4,1,3,18,8,12,6,8,1,2,13,-1,11,8,2,15,10,3,7,13,7,11,11,10,-5,6,9,5,5,9
2020-02-28,8,12,12,7,18,4,7,4,7,3,5,9,2,10,6,8,11,17,10,11,8,2,5,2,5,15,17,11,12,6,2,2,12,1,12,8,4,15,8,4,8,12,12,9,10,8,3,6,7,8,5,10
2020-02-29,12,15,13,6,17,4,5,9,12,-6,6,13,1,10,14,18,14,11,17,12,10,5,9,13,8,20,15,14,14,7,4,7,12,7,13,12,11,14,7,9,7,15,14,16,10,5,6,6,7,13,14,13
2020-03-01,13,16,18,12,18,5,8,10,12,2,8,13,2,21,17,18,20,24,18,16,19,8,10,17,15,23,21,18,17,7,10,8,17,10,14,12,17,19,17,16,13,16,19,16,14,2,15,10,18,22,19,0
2020-03-02,7,8,6,8,14,6,3,7,10,0,7,4,0,9,8,9,6,8,8,12,7,4,7,9,6,17,9,9,9,6,6,6,12,6,10,6,7,10,8,8,9,10,6,8,8,10,10,7,4,12,5,5
2020-03-03,11,20,11,9,22,8,9,6,11,8,8,10,1,11,10,14,8,14,16,16,20,7,11,12,10,22,14,10,10,9,8,4,14,4,13,6,12,17,10,9,9,10,8,17,12,10,16,14,6,20,7,11
2020-03-04,8,7,11,8,15,4,8,6,10,14,6,3,-1,9,9,14,9,13,13,7,8,7,4,11,7,12,18,8,12,7,5,8,13,7,9,7,12,14,10,9,9,7,8,12,6,9,3,9,5,16,8,9
2020-03-05,8,7,9,9,17,5,8,7,9,8,5,1,1,10,7,12,3,9,12,12,9,6,7,10,1,16,10,12,8,6,6,7,12,8,6,6,11,14,7,9,8,2,5,11,11,10,6,6,2,13,4,11
2020-03-06,5,9,9,6,13,2,6,2,1,2,3,7,-1,7,6,5,13,15,5,8,5,1,2,2,6,10,16,9,11,3,1,-2,8,-1,6,7,2,9,1,1,4,9,10,5,6,7,3,3,-2,1,5,8
2020-03-07,10,12,12,4,12,0,6,10,12,1,4,10,0,8,14,18,13,10,15,11,9,6,7,14,7,14,12,11,11,2,7,9,10,10,9,15,13,10,5,10,5,11,13,12,5,5,10,6,-3,12,14,13
2020-03-08,10,12,13,9,16,2,8,8,10,11,4,8,0,17,15,15,18,19,13,15,18,7,9,17,13,16,20,11,13,4,9,8,9,10,9,10,15,7,10,15,11,12,18,13,9,11,13,7,7,18,18,9
2020-03-09,6,10,7,9,6,3,6,9,10,6,5,7,-2,6,-1,7,-1,2,8,8,8,6,10,6,4,12,3,8,2,4,9,8,12,7,8,5,9,7,6,9,13,9,6,8,6,8,9,7,2,13,0,9
2020-03-10,6,9,13,6,13,-1,6,4,8,5,5,5,-2,9,7,6,5,9,6,11,5,5,5,11,6,16,11,8,5,2,8,5,12,1,7,5,5,10,8,6,8,9,9,8,10,8,1,6,1,11,6,9
2020-03-11,8,10,12,5,12,3,7,5,7,0,6,6,-2,8,6,8,8,15,9,14,10,4,5,7,7,15,19,6,9,5,7,6,12,3,8,8,8,15,8,7,7,10,7,8,12,8,3,7,1,10,5,8
2020-03-12,6,10,12,6,14,-3,6,5,9,-4,5,8,-2,9,7,7,5,10,2,11,9,8,5,7,3,14,8,10,8,2,7,5,13,1,9,9,9,15,4,8,6,11,3,7,11,10,3,7,-1,12,6,6
2020-03-13,2,7,7,0,5,-3,-6,-4,6,-12,1,3,-4,6,5,5,10,8,3,5,-4,1,-5,-5,2,5,12,0,3,1,-1,-1,1,-6,5,3,-1,3,-4,1,-1,8,1,2,1,-2,-3,3,-9,7,2,-3
2020-03-14,-6,1,0,-5,-7,-13,-14,-7,-1,-28,-6,-4,-6,-6,-7,-7,-7,-11,-8,-4,-1,-7,-11,-13,-7,3,-6,-15,-17,-6,-5,-7,-5,-9,-1,-2,-12,-5,-18,-7,-9,4,-21,-4,-8,-13,-6,-7,-19,0,-5,-7
2020-03-15,-9,-7,5,-2,-5,-16,-14,-13,-7,-35,-9,-12,-8,2,-8,-7,0,-6,-11,-5,0,-13,-15,-11,-5,2,-2,-14,-12,-6,-6,-14,-7,-14,-8,-8,-9,-5,-11,-8,-13,2,-8,-8,-9,-6,-8,-14,-10,-3,-5,-4
2020-03-16,-8,-2,1,0,-6,-12,-7,-7,0,-31,-6,-8,-10,2,-10,-5,-3,-7,-8,-3,-7,-7,-12,-17,-5,4,-2,-2,-5,-5,-1,-10,-2,-15,-4,-4,-16,-2,-5,-6,-8,-1,-7,-4,-4,-7,-5,-7,-13,-1,-10,1
2020-03-17,-18,-11,-14,-9,-10,-23,-24,-27,-17,-40,-11,-14,-18,-7,-23,-21,-21,-13,-19,-18,-24,-20,-32,-29,-18,-3,-10,-19,-17,-12,-22,-27,-11,-31,-13,-10,-25,-10,-22,-28,-31,-8,-8,-10,-12,-18,-24,-13,-26,-5,-20,-7
2020-03-18,-24,-13,-19,-23,-12,-29,-26,-27,-23,-45,-19,-18,-20,-12,-34,-27,-32,-16,-24,-20,-25,-23,-31,-33,-34,-5,-12,-27,-22,-27,-23,-30,-15,-33,-22,-19,-29,-12,-25,-33,-28,-19,-14,-15,-16,-26,-30,-21,-28,-18,-34,-13
2020-03-19,-28,-20,-26,-22,-18,-32,-46,-33,-26,-46,-23,-21,-23,-15,-34,-28,-37,-23,-28,-25,-35,-24,-39,-34,-41,-13,-25,-29,-33,-36,-33,-35,-24,-39,-23,-30,-32,-20,-28,-35,-36,-22,-29,-17,-22,-30,-37,-23,-31,-22,-39,-31
2020-03-20,-32,-27,-28,-28,-23,-40,-42,-32,-25,-50,-29,-24,-31,-21,-33,-30,-35,-24,-29,-32,-38,-27,-34,-41,-38,-23,-24,-33,-33,-38,-33,-35,-28,-40,-25,-40,-35,-26,-32,-39,-32,-25,-26,-27,-30,-33,-41,-26,-33,-30,-40,-38
2020-03-21,-40,-35,-37,-36,-33,-48,-43,-38,-34,-60,-39,-31,-40,-29,-46,-39,-44,-38,-38,-42,-41,-36,-42,-46,-49,-30,-37,-41,-38,-46,-39,-42,-37,-46,-32,-52,-44,-35,-40,-48,-39,-32,-33,-33,-40,-40,-46,-37,-43,-35,-48,-39
2020-03-22,-44,-40,-30,-37,-41,-50,-41,-43,-38,-60,-43,-39,-42,-22,-63,-46,-46,-35,-40,-40,-38,-40,-46,-47,-48,-36,-40,-39,-40,-46,-41,-57,-36,-54,-39,-49,-38,-38,-37,-47,-42,-39,-31,-37,-41,-33,-47,-38,-38,-40,-50,-38
2020-03-23,-38,-33,-36,-31,-29,-41,-31,-47,-31,-59,-37,-35,-38,-24,-50,-30,-39,-28,-30,-35,-37,-35,-40,-34,-39,-26,-33,-32,-30,-41,-38,-56,-26,-62,-32,-37,-33,-28,-38,-50,-42,-34,-23,-32,-31,-31,-44,-34,-36,-34,-36,-28
2020-03-24,-39,-32,-37,-32,-30,-42,-35,-43,-42,-55,-38,-35,-45,-26,-47,-34,-41,-36,-39,-43,-43,-38,-49,-59,-41,-28,-44,-35,-32,-40,-42,-46,-39,-53,-31,-41,-51,-25,-47,-45,-40,-36,-28,-39,-30,-33,-46,-31,-41,-36,-47,-31
2020-03-25,-40,-28,-40,-33,-25,-42,-35,-46,-47,-61,-38,-33,-50,-27,-43,-45,-39,-34,-33,-39,-40,-44,-52,-53,-37,-24,-33,-37,-30,-41,-38,-51,-41,-56,-28,-39,-43,-21,-45,-49,-43,-30,-35,-33,-39,-34,-39,-39,-44,-46,-52,-35
2020-03-26,-40,-30,-40,-34,-24,-42,-50,-41,-38,-58,-40,-34,-51,-40,-47,-43,-40,-40,-33,-39,-40,-36,-47,-56,-37,-26,-39,-33,-34,-42,-34,-46,-41,-52,-35,-38,-42,-29,-46,-44,-38,-31,-37,-31,-38,-36,-53,-35,-49,-40,-51,-36
2020-03-27,-42,-30,-42,-38,-28,-44,-53,-42,-40,-59,-44,-35,-52,-43,-48,-45,-40,-37,-36,-42,-44,-39,-48,-58,-40,-29,-37,-35,-34,-43,-37,-48,-43,-54,-35,-40,-46,-34,-50,-46,-39,-32,-36,-34,-41,-38,-53,-37,-51,-43,-51,-42
2020-03-28,-48,-36,-47,-41,-39,-50,-56,-48,-51,-68,-49,-39,-56,-47,-53,-49,-48,-45,-38,-47,-46,-48,-52,-63,-65,-34,-46,-59,-44,-47,-51,-59,-47,-61,-40,-48,-50,-37,-55,-58,-46,-35,-49,-38,-47,-46,-59,-42,-55,-42,-58,-44
2020-03-29,-47,-41,-48,-40,-29,-50,-51,-56,-47,-64,-50,-42,-56,-42,-53,-48,-43,-36,-37,-45,-50,-45,-59,-58,-58,-32,-38,-51,-34,-47,-58,-59,-44,-62,-40,-44,-43,-36,-51,-50,-55,-38,-35,-35,-45,-41,-62,-39,-48,-38,-55,-37
2020-03-30,-40,-33,-40,-30,-31,-40,-44,-43,-37,-57,-42,-34,-49,-38,-43,-38,-34,-41,-33,-40,-46,-26,-49,-54,-44,-26,-36,-42,-30,-40,-43,-49,-37,-55,-34,-37,-41,-37,-44,-45,-45,-30,-31,-31,-41,-36,-51,-32,-45,-34,-45,-31
2020-03-31,-40,-36,-37,-33,-26,-40,-40,-42,-39,-61,-42,-37,-48,-38,-44,-41,-37,-35,-37,-37,-38,-48,-46,-53,-42,-26,-34,-45,-29,-37,-39,-49,-34,-55,-40,-40,-41,-29,-41,-45,-41,-32,-32,-36,-35,-34,-47,-40,-42,-37,-47,-31
2020-04-01,-37,-25,-35,-38,-19,-39,-41,-40,-36,-58,-37,-30,-48,-35,-41,-37,-34,-33,-32,-32,-33,-43,-46,-50,-41,-15,-27,-47,-27,-37,-39,-47,-33,-52,-38,-41,-37,-22,-39,-43,-41,-30,-32,-31,-33,-34,-47,-38,-40,-34,-43,-33
2020-04-02,-40,-32,-42,-38,-24,-41,-48,-44,-37,-61,-39,-29,-50,-38,-42,-36,-39,-41,-33,-38,-56,-42,-50,-49,-46,-21,-36,-45,-40,-40,-44,-51,-34,-54,-37,-55,-37,-30,-42,-45,-44,-33,-50,-33,-39,-37,-54,-38,-44,-35,-44,-44
2020-04-03,-42,-29,-42,-38,-28,-42,-47,-46,-40,-60,-47,-37,-49,-39,-43,-36,-41,-42,-32,-39,-53,-41,-54,-52,-50,-28,-36,-44,-40,-41,-47,-62,-35,-57,-34,-49,-38,-37,-44,-46,-49,-32,-41,-37,-41,-38,-54,-38,-45,-35,-46,-37
2020-04-04,-48,-41,-47,-44,-42,-50,-50,-47,-47,-67,-53,-50,-55,-46,-51,-45,-45,-50,-39,-50,-54,-47,-53,-60,-51,-47,-48,-49,-43,-48,-48,-64,-44,-58,-41,-53,-43,-46,-51,-53,-50,-40,-45,-45,-52,-49,-58,-45,-50,-40,-51,-42
2020-04-05,-49,-50,-41,-43,-36,-53,-47,-50,-47,-66,-57,-50,-55,-40,-50,-45,-39,-43,-39,-46,-50,-47,-53,-55,-46,-43,-43,-45,-40,-49,-48,-66,-41,-59,-43,-50,-46,-41,-46,-50,-50,-42,-38,-43,-48,-42,-58,-44,-46,-40,-47,-39
2020-04-06,-42,-37,-37,-38,-29,-46,-41,-39,-37,-60,-47,-40,-51,-34,-44,-36,-39,-40,-33,-40,-42,-40,-44,-51,-43,-32,-43,-37,-33,-43,-36,-58,-34,-53,-36,-40,-37,-33,-40,-43,-39,-33,-32,-35,-41,-37,-46,-38,-40,-35,-45,-32
2020-04-07,-42,-39,-38,-38,-30,-47,-41,-41,-39,-63,-46,-40,-50,-33,-41,-35,-38,-35,-33,-41,-43,-41,-46,-54,-41,-35,-39,-38,-31,-42,-38,-57,-36,-60,-36,-40,-41,-31,-39,-44,-40,-36,-31,-36,-38,-35,-48,-37,-40,-36,-42,-32
2020-04-08,-42,-36,-38,-39,-25,-47,-41,-46,-38,-62,-46,-39,-52,-32,-44,-35,-39,-33,-34,-39,-41,-40,-51,-49,-42,-31,-33,-37,-33,-43,-40,-58,-37,-62,-36,-42,-36,-27,-38,-44,-46,-41,-37,-35,-38,-33,-50,-38,-40,-38,-47,-32
2020-04-09,-43,-35,-38,-37,-25,-49,-42,-48,-39,-64,-46,-37,-50,-32,-44,-37,-42,-38,-35,-38,-51,-42,-54,-53,-45,-30,-39,-35,-36,-43,-47,-61,-36,-65,-35,-40,-39,-29,-39,-46,-49,-38,-38,-33,-39,-34,-55,-38,-40,-37,-46,-32
2020-04-10,-43,-34,-40,-38,-25,-47,-43,-45,-42,-65,-47,-37,-52,-35,-44,-39,-36,-33,-36,-44,-47,-43,-50,-57,-41,-32,-34,-38,-34,-44,-43,-62,-39,-65,-36,-40,-41,-30,-41,-49,-44,-37,-33,-36,-39,-37,-55,-39,-42,-42,-46,-33
2020-04-11,-45,-39,-41,-43,-35,-48,-46,-44,-41,-69,-49,-40,-55,-40,-46,-40,-44,-41,-39,-45,-43,-43,-49,-58,-44,-35,-44,-55,-39,-45,-42,-61,-46,-62,-40,-48,-41,-38,-45,-47,-45,-41,-47,-40,-45,-42,-54,-40,-47,-38,-47,-41
