date,total,Burgenland,Carinthia,Lower Austria,Salzburg,Styria,Tyrol,Upper Austria,Vienna,Vorarlberg
2020-02-29,2.3458603885829588,-8.527060395011194,-2.2076448341133985,4.411625358279196,7.208606712925975,2.843664919805965,0.9781741904492876,1.6363672093801311,0.1546198100349177,2.418005013987445
2020-03-01,-0.38307956362686457,2.253675863539066,-13.699705399149698,1.10314511556884,-4.870550135853309,0.7415756900033076,-4.660205609880216,7.356420412705374,-0.10948234996261252,13.8076028301697
2020-03-02,1.5957632975399998,3.4173260654597453,-0.4547979122541976,3.908285552301033,2.4015854918881434,1.8146567918168792,-1.480660932118442,4.497358081643448,2.314495293069265,NA
2020-03-03,-1.1042649894904377,1.1397461303939609,-7.684450136861622,2.8080057487206838,-3.436336755928125,-1.0127202898365584,-1.3122082339588779,0.3895653226809505,-0.8095931668287926,-3.8045065040024064
2020-03-04,2.485600103616658,2.4602070415299173,NA,4.270269966847,2.2629769504725554,4.517479817009813,3.623647245636989,2.0249682614603866,-0.28138884683373216,3.8226869928293796
2020-03-05,1.10828049854313,2.2173416748184525,-0.413452647503816,4.997104107927422,3.1918466898200735,2.1538270686400978,-3.3144982598100614,3.324805031197815,0.7682971927200879,-6.147875827015961
2020-03-06,-0.8625313445183492,-1.2812582338321374,-8.170978136017274,5.22059844302968,-3.3073538076663973,-1.9880743627349657,-2.3545093038211813,3.0798802986211777,-0.0681863758539078,-4.0810413077389995
2020-03-07,4.238771356022204,-2.724107991184895,3.189354492488739,9.488958201884353,0.7758228082011398,6.59465823552037,-0.8288638443533102,4.909101628140394,1.7978154309650058,1.7386288525584437
2020-03-08,13.782833272461739,19.078317566904953,19.78803601308961,17.92634690399269,13.94170912405125,13.117458361544296,9.36635286471304,26.026627783370134,7.821265421890495,18.33550141591904
2020-03-09,-0.5509278420294111,3.514854677288759,-0.9557486781832397,4.317070062659011,-3.5701325007667832,1.2819486734165706,-5.19332011485111,1.080947343379568,0.31692259199703626,-4.670471892866133
2020-03-10,-2.6791476399564362,1.5193427862382585,-5.655647610738245,4.404939630306052,-7.441546067249393,-0.6495973098478587,-9.289783456458693,-1.373121335390281,-0.9632526053728101,-11.24128330206747
2020-03-11,-6.514761887088313,-2.278536097926853,-4.954701145551543,-3.0066673799226917,-8.623568906543438,-2.6616243757483056,-3.7624292980979934,-8.638900311630286,-11.931655402942965,-5.3192282836391795
2020-03-12,-9.866908844276013,-1.27934590811,-7.853677267002718,-3.5778195696284634,-10.374464301230626,-8.440932595515685,-12.34873131621987,-11.546176172726984,-13.345322237547927,-8.98498895185679
2020-03-13,-20.0253436457775,-15.779555696217734,-18.025573913381486,-9.210067835004612,-25.241192927367848,-19.13820982921973,-26.495886608813723,-19.950758728388283,-22.106791349029628,-17.92117764423065
2020-03-14,-35.37824095784201,-40.97731557396275,-38.233793198469165,-24.797365052392898,-40.99732636092177,-35.17406554444629,-47.49696105777485,-33.975110344902504,-35.691246087811685,-33.84632898882624
2020-03-15,-58.81676729840813,-56.78555615601255,-57.69010557577083,-51.96434311926743,-60.30145343098859,-56.831141638548054,-74.53553334759125,-53.29620037103667,-57.45806592906268,-45.64929370886388
2020-03-16,-71.01668690229849,-65.81460205308483,-70.44271595680132,-65.08651692255773,-76.44164803138153,-69.4139756654388,-83.39078541220653,-65.61572156552138,-70.15225629578032,-67.35009929343897
2020-03-17,-79.71588571405152,-72.34997520848981,-79.99731818527904,-74.4704136848641,-83.71282109980758,-78.31000962109863,-86.2094967535697,-77.63439033258912,-80.18621763270468,-76.67190572251127
2020-03-18,-79.08866320002096,-72.17117275346995,-80.04154800338411,-73.80566130353431,-83.23442912006074,-78.22665421408277,-86.08220011234684,-77.78770935809969,-78.80232231431762,-77.06804900537269
2020-03-19,-79.91505496306507,-73.25068062361657,-79.8203989128588,-74.44367077297152,-84.19217563886984,-78.36653800056918,-87.97059314341969,-78.48487700240248,-79.5754213644922,-77.02786055638674
2020-03-20,-81.36224442565545,-78.29157122717108,-82.13284918552549,-76.19533150193537,-85.39537478310237,-80.06238938468526,-88.80615681099525,-80.09520890556384,-80.22559286383158,-79.71283169578079
2020-03-21,-88.20788425868562,-86.75074405904638,-88.06733695388259,-86.10453546213166,-91.7319027562886,-86.45871923799545,-92.35802023639378,-87.97715679564821,-87.49080319249092,-85.6348867142091
2020-03-22,-89.99799819437594,-88.0329584557396,-90.03556385955773,-86.64034880397938,-92.45959759872045,-88.5253584671132,-94.57374748775398,-88.31465150589162,-88.79114619116966,-87.75243522863498
2020-03-23,-79.76728422992599,-73.91903846350365,-79.27137225768513,-74.83048789141773,-83.68009408308447,-78.42689881254618,-86.899578545462,-75.69042080158715,-80.75187644084484,-74.90935517412787
2020-03-24,-80.55271780063265,-75.9585338461633,-81.6376675263058,-74.3863645332017,-84.56468609392424,-79.99148938331544,-87.17905688559036,-77.96224233682557,-80.91417922280695,-77.30630909578933
2020-03-25,-81.68990996435517,-77.18337847119238,-81.39728808008266,-76.57259758041995,-85.46660417244094,-80.43892587844664,-87.07760241965336,-79.79242793694547,-82.9501667835152,-77.6775738149928
2020-03-26,-81.44737321757253,-73.59203076501812,-82.46649585688321,-75.53057912060558,-86.21547531981128,-80.99750291626566,-87.84329650219682,-80.22056408365424,-81.11201574993238,-78.91958826222496
2020-03-27,-80.1720475424374,-75.12189134272815,-81.15017800936526,-74.68149166801622,-84.60030078859351,-79.03817179732927,-87.3120962324323,-79.37489876684437,-79.19415388260487,-78.02683057403728
2020-03-28,-82.82629902626714,-82.36864966676826,-84.52798998769295,-78.70247949186457,-87.65161381836724,-81.9393232047324,-89.52399501337975,-82.17899767366666,-81.07456126178728,-81.22372600408558
2020-03-29,-87.41201036444198,-83.07525402109808,-85.3933559940963,-81.19625602584746,-92.8686853077595,-86.06302058170168,-94.3641387326577,-86.12382870111162,-84.7393388710621,-89.56282916866832
2020-03-30,-78.15224648893307,-71.28289745553707,-78.26947072582705,-71.77606531168688,-84.45880456923177,-76.11881633552039,-87.00103301139902,-74.15530200528005,-78.33174028377655,-75.89205843861743
2020-03-31,-77.46559444092264,-70.54665205251413,-76.75892628576078,-71.05687200257576,-82.64149258178294,-75.7116203817072,-85.19973768221548,-74.58054534018672,-78.60928764464668,-74.07783702725209
2020-04-01,-77.25518176656156,-71.44257665333556,-76.78104119481331,-71.43891360104115,-82.01101623020509,-75.47113524192577,-84.86857499151544,-74.79847049594387,-78.24914833555914,-75.12943477571754
2020-04-02,-77.30497407881495,-70.69198880739658,-75.64548869085516,-71.10749251437242,-82.56737551449822,-75.11663523507664,-85.18346668296144,-75.16007197120466,-78.20881273294135,-75.24138831217837
2020-04-03,-79.30951619791905,-74.78436585277086,-77.99447663934777,-73.91167784710845,-83.65506754088445,-76.9600352706921,-86.12718463969628,-77.39814403541875,-80.34467892870319,-76.91782075559192
2020-04-04,-82.65202593338029,-81.89534905053924,-82.98571546072523,-78.86580227520851,-87.30124222756672,-81.7850677963467,-88.79467139975709,-81.77400402137457,-81.73721759050835,-80.4601454733527
2020-04-05,-82.36772789244965,-77.51707930970538,-80.14154585301293,-74.86869205126428,-88.48133994822999,-80.89881777922389,-91.8478765538992,-79.64971588804255,-80.12475385728706,-80.88595165903708
2020-04-06,-73.25412854645876,-66.20471650040089,-70.71578700771082,-66.92986763515327,-77.90185051282214,-70.79460947589716,-82.92466913945819,-68.10161117411418,-75.29888711551402,-69.86953229772428
2020-04-07,-74.32626946352765,-67.6982428893903,-73.86668078880385,-67.54304440069025,-79.48814826457831,-72.44542977806215,-81.42390873767299,-71.28081134460699,-76.26310009237773,-71.02255803648758
2020-04-08,-73.98655739766987,-66.43037093561311,-72.80035756535796,-67.63282417632962,-79.32066294370115,-71.30911353989171,-80.82666735328907,-71.90565869385762,-76.53392485281155,-70.5307279703263
