date,total,Auckland,Bay Of Plenty,Northland,Otago,Southland,Taranaki,Tasman,Waikato
2020-03-22,-36.41506840743805,-38.09135844472203,-49.38567220847378,-46.472784315731104,-38.4608913699314,-42.402550305004816,-58.012603936883394,-39.028527993183715,-52.717550153188654
2020-03-23,-49.83317280772919,-52.32312521874885,-64.79940013528102,-64.45661934569667,-53.665246733498996,-57.37279342626754,-57.181639461028716,-59.965951242340005,-60.50976032276706
2020-03-24,-52.522088091388895,-45.69364154890407,-58.22369181157333,-67.35835149887336,-68.95577287683493,-69.82332121097558,-69.14886663631215,-66.13026389059051,-55.568030587694025
2020-03-25,-52.51807717956959,-45.05698766167939,-64.6407420565404,-67.38520163115656,-68.1706613278346,-71.5297289646515,-54.686833572070306,-65.19839356319706,-61.17769151021858
2020-03-26,-77.01271566004368,-70.38926283247524,-85.25291149099968,-84.60764362423438,-84.96726121089922,-86.52977413682348,-81.35897640868086,-85.64596300575639,-81.84319413434837
2020-03-27,-79.96875767086885,-72.40998878617775,-87.02777927546555,-86.42386328653335,-84.57949270194175,-85.96161245658548,-86.98065667743765,-86.32046873554322,-86.06990113062437
2020-03-28,-80.65943668615256,-73.39530940135299,-86.80221718761743,-88.98325625309931,-83.20363258497407,-83.90238687440305,-88.03633536713106,-84.71217918693091,-85.79023497875617
2020-03-29,-78.0122348854136,-70.63872328147856,-85.51670444119493,-85.73343131353691,-82.20117918033583,-82.99967313879647,-85.92497798774426,-88.51045967948943,-84.26696745053938
2020-03-30,-73.32508333337789,-65.86237437565838,-83.2524816186857,-81.79605120086556,-84.05193603913786,-80.32133398288599,-76.55009223253221,-80.23556598172152,-80.12483303627164
2020-03-31,-65.90168773821475,-51.029590921407355,-74.85889579037162,-79.6048886198977,-80.40786950804602,-82.68530956952772,-74.9111128175553,-80.10162158148016,-73.94719034139621
2020-04-01,-66.08057440535559,-56.38672998455957,-78.98209429451042,-79.27693343272438,-77.59582972827285,-82.02005088471435,-72.26426624774432,-75.44418343594495,-75.36954740244407
2020-04-02,-69.28368858424975,-57.66581676554953,-80.15673754012623,-80.5072448512722,-79.61701324039446,-85.55784273458892,-77.55700315666911,-80.97417367448101,-75.21674012358825
2020-04-03,-72.65365669482682,-60.51390382231708,-82.67615136880259,-83.91912951782962,-81.50798312975503,-83.30346178677483,-80.66762161461534,-81.61232306705949,-80.7283737351487
2020-04-04,-74.70884791103691,-66.80146293850868,-84.44528452391638,-88.48748773915604,-82.46926605072619,-82.99967313879647,-81.49667362907564,-84.0003603742197,-83.61633520031681
2020-04-05,-73.73900943312981,-69.16892928464821,-83.46561867627099,-86.53509954884944,-82.57841570509942,-85.70685298913527,-79.90454951826086,-83.63201327355596,-83.17425124891005
2020-04-06,-71.2947597704475,-65.33841111597575,-81.1067744694526,-84.43407669768945,-83.31661205178145,-84.49458246666467,-76.55009223253221,-82.76902863771521,-80.86484312884383
2020-04-07,-67.5549855901308,-52.907768047107965,-77.37926539060666,-81.51891947837116,-81.36245025725741,-86.36057539617731,-82.31998825935283,-81.96440549055106,-74.37966377212022
2020-04-08,-74.32861347056713,-71.90721521714404,-82.93134237496974,-82.84416529320598,-80.88372370298892,-84.88200912848517,-81.05298258558132,-79.1697512540867,-82.46595587459096
2020-04-09,-77.65686809822348,-76.52945728188111,-86.23257733864509,-84.23461857215715,-83.46884709603881,-85.55784273458892,-81.35897640868086,-84.0893377258086,-82.73793360991293
2020-04-10,-67.81729922311312,-52.5619908224277,-82.67615136880259,-84.85888414774142,-76.79731383575299,-86.84798313201601,-73.65366945075566,-82.39685455418743,-81.64425635621534
2020-04-11,-75.0000401091182,-67.99964362792998,-84.9996320279499,-87.00018219732621,-80.9995755291219,-82.99967313879647,-81.9996509757955,-84.0003603742197,-83.99979497555877
