date,total
2020-02-29,6.675669457856207
2020-03-01,2.812826968117531
2020-03-02,15.589614011649122
2020-03-03,13.926689886463729
2020-03-04,13.054074247490902
2020-03-05,12.708064566469629
2020-03-06,15.911650735555758
2020-03-07,5.098248879713024
2020-03-08,2.3980948100342925
2020-03-09,16.6508169132571
2020-03-10,16.327181992209486
2020-03-11,14.247927511799878
2020-03-12,13.615840542543923
2020-03-13,16.75629792456151
2020-03-14,4.366274589146077
2020-03-15,2.536338862728705
2020-03-16,15.416209621853241
2020-03-17,13.65979096392076
2020-03-18,11.974492078761704
2020-03-19,3.6494831714183986
2020-03-20,0.3340232024639568
2020-03-21,-9.267945220519069
2020-03-22,-12.774389747820127
2020-03-23,-7.949432579213976
2020-03-24,-12.554637640935946
2020-03-25,-14.001805152089593
2020-03-26,-15.507306858888864
2020-03-27,-15.36107182048957
2020-03-28,-17.183016561202063
2020-03-29,-16.602071900457336
2020-03-30,-12.90783920909161
2020-03-31,-14.631494825634086
2020-04-01,-15.479338408921786
2020-04-02,-16.60367009759831
2020-04-03,-13.514355024091953
2020-04-04,-17.210985011169143
2020-04-05,-16.001948874020893
2020-04-06,-34.53704021648854
2020-04-07,-37.41699146452706
2020-04-08,-43.065819259306274
2020-04-09,-64.77013553232908
2020-04-10,-68.02566310849691
2020-04-11,-46.00010921013797
