date,total,Abruzzo,Aosta,Apulia,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli-Venezia Giulia,Lazio,Liguria,Lombardy,Marche,Sardinia,Sicily,Trentino-South Tyrol,Tuscany,Umbria,Veneto
2020-02-29,-8.549972525165495,NA,-1.232333171272151,-1.9717248032698074,0.9174848468375275,-0.1785929954903322,-9.86671685212511,-16.205916215515938,-12.306743761567317,1.0380742233079474,-3.365355632125292,-19.88095094421202,-13.381446811031786,0.0959377418876716,-4.185465499196422,-6.727748458134372,1.3093624872868634,0.7972221872291955,-15.388255584012073
2020-03-01,-5.311758361043822,-2.1265559701859806,-2.2411268370577258,-2.729489474375447,-0.14416255137613596,-0.828285352057865,-1.546798938913189,-8.123251741659331,-9.052501635971367,-3.313963131022874,-8.664000669939583,-13.664977711931986,-4.013760109014426,-0.8164301834640852,-2.0208689146846055,-4.278334772408821,-4.48082203213962,-4.16942430135317,-9.762636415595448
2020-03-02,-8.525991674777037,1.1730418704481913,-0.8349296059626821,-0.2881234490895968,1.2201307328390847,0.24809945860008312,-2.8308434393501143,-10.544958720555153,-13.155385958591312,0.7134959740220213,-17.855350051641175,-20.220370121171317,-2.4964451817400835,-1.1474153929765523,-5.199276109856813,0.310246299521141,-0.17393745218570877,1.0903326201386123,-12.719827044021129
2020-03-03,-8.12711019664899,0.8914736427978931,-0.16526638653494735,-0.6770901053605525,0.466857533926692,-3.737903127235493,-2.19409545705727,-12.824610262141444,-12.55589518274084,0.1795743568534562,-12.023550628173915,-19.256764830651274,-2.309669105666973,0.3386602288634807,-0.37716455639221036,0.03830201228656062,-0.2280513261990404,1.5715302038074919,-12.838953318127867
2020-03-04,-8.023193178299,0.4963236555191696,-1.0049724776575992,-0.449472580579771,1.8454716013911976,-2.329431881719846,-1.3530894623722938,-13.313590202812346,-12.523438675768045,0.8354528901738337,-12.224813989727124,-19.31621112718087,-12.189545871967296,1.063949557534278,-2.0864627505789026,0.310246299521141,0.30825581804022834,1.5524350615984093,-12.320515773215341
2020-03-05,-15.792189342480324,-14.816215585815518,-14.778445084945872,-15.57691406928057,-17.081830259747182,-19.09400463677449,-15.769102139794471,-14.204577367434034,-13.088563738353201,-14.808642551000792,-15.615327542046568,-20.86373245941903,-12.740246467399356,-14.882821899034493,-17.737344918005025,-13.511992384391423,-13.517838992366002,-12.745052667452134,-12.792255818678026
2020-03-06,-16.66269421158141,-15.5960164061216,-13.862315231263707,-16.57286079163361,-19.104879573429514,-20.854835035554846,-18.094574816089875,-14.766034572038373,-14.027893234271774,-16.102154094752695,-13.929746889038443,-21.728580192801196,-14.032274787451492,-16.161671998397157,-18.27849406413298,-13.230472594085201,-13.861848620022181,-12.72595752524305,-13.393605250368843
2020-03-07,-15.095145957855761,-17.10407674404523,-5.85310491502672,-17.8886245424761,-22.85597006585891,-20.921445396035026,-14.405464141570942,-18.162802341718667,-13.42267483954375,-7.823488156604855,-3.1224849410202173,-19.443733021349196,-17.668631691204787,-18.77789421967396,-14.582088488442569,-8.421654951507517,-14.582722727414062,-14.080757864977455,-15.553126347375802
2020-03-08,-10.442061620814966,-9.156216975760373,-5.3792775871577385,-10.883383083611037,-11.130112741344325,-10.275372129724843,-7.930581044520815,-13.5503492649949,-5.3896893637766885,-7.913755480370763,-6.895205357827726,-19.024732511938986,-12.04128032704328,-5.622911052036431,-10.059972272671002,-7.80499255369389,-7.738283983906421,-7.186456770388209,-10.495501253900104
2020-03-09,-23.823376137575476,-22.243889984373553,-20.703197277372137,-23.004736586810374,-24.45130531982926,-27.236879863590445,-25.12565343984158,-19.977633030611862,-15.942827145666751,-25.121204145916657,-22.37700240038226,-31.062607559181906,-19.85795538703084,-23.605481391461595,-24.939162253105387,-18.199201137959278,-19.24328012681225,-17.7241109984704,-18.46552549673735
