date,total,Antofagasta,Araucania,Arica y Parinacota,Atacama,Aysén,Bio Bio,Coquimbo,Los Lagos,Maule,O'Higgins,Santiago Metropolitan Region,Tarapacá,Valparaíso,Ñuble
2020-02-29,0.33222298125018473,-0.18375173770458755,-0.3066194337252796,-0.1551859060786528,2.4107927753089484,NA,0.6386526421762428,0.6328666778709271,-1.175925765288404,1.3440736737159584,1.0326624722289641,0.3393701522097044,1.3194464398128678,0.7501726414751457,NA
2020-03-01,2.232698541462085,1.0370909594007611,1.5805614772526024,0.1666106353605168,2.284309367373607,NA,4.0029835250689505,2.8731195496125244,1.0476772455777201,4.066088968289746,2.6283301906166567,1.9055439006257542,2.0080662224323524,1.941338244024182,NA
2020-03-02,0.1272854313705527,0.228006082910928,-0.15663221846647413,-1.0720204309482393,1.396072502624669,NA,0.4713864739872269,-0.74516482522246,-0.9175427182242318,-0.4015770875393252,0.15071815743454747,0.38130382044251276,-0.5201381288349167,0.25296519305557236,NA
2020-03-03,-0.0008005373042173126,-0.5993577622510893,-0.5363466874761083,-0.6740590276299765,1.4750057572008595,NA,0.21478496596998645,-0.1522686743749599,-1.0005270545076157,-0.6821972210005404,-0.10209939697179021,0.18723870466742315,-0.2164793342231951,0.36636338304600136,NA
2020-03-04,-0.24816656430736692,-0.365579373443682,-1.1343969761662822,0.6750110884034651,2.2424652324175542,NA,0.792613546986587,0.16844722102729937,-1.987852055515602,-0.7383212476927835,0.28685068673026776,-0.49735280927284276,-0.6533561806645752,0.7046195224191614,NA
2020-03-05,-0.49233044209364724,-1.2622108893634496,-0.19840081005753388,-0.8511423314988686,0.9633661070563962,NA,-0.2575518839728599,-0.17606065474604737,-1.069366333469968,-0.6289761612061721,-1.1843530048727666,-0.3403453537965139,0.23411113520064988,-0.5098072473073988,NA
2020-03-06,-0.18892680379528576,-1.064028386917664,-0.6436160249713301,-0.8778000331565513,1.9286342202471587,NA,-0.46948572207598804,-0.7651500887341735,-0.21311886363687196,-1.2734348125343422,-1.663733983035553,0.36765099822717984,0.24782475818311472,-0.6358052361856532,NA
2020-03-07,2.747444028073817,2.3493284998670303,4.097119120613953,2.9133059668753223,6.938518378167293,NA,3.720721866249986,3.80195846329978,3.4627100321884683,3.8280456826640257,2.614716937687085,2.26149247981122,3.14825601897443,2.8184780896766455,NA
2020-03-08,4.864865197728609,3.341203063078704,7.191792043042471,3.70066022655045,11.226591208095517,NA,7.273227188355337,6.0869402581390215,6.52087142499544,6.4368452682207025,4.72866064260777,3.821815018706413,4.50982287223344,4.756908687803637,NA
2020-03-09,-0.47391808409664904,0.5849269975098912,-0.8344225456486712,-2.6591057403538483,1.7897877724384381,NA,-0.8610406157911846,-0.9840363081481782,-1.687976840309738,-1.5792139924438042,-1.6549826061522568,0.09947056185456854,-0.8228173789478908,-0.8965241516337336,NA
2020-03-10,-1.9164863062962465,-2.249275197661391,-1.95173237070952,-2.0469306630006345,-0.778871512022891,NA,-1.4635789716538898,-1.938570560636208,-2.756400169958304,-2.1704515839776057,-2.616661688105595,-1.8148501530524712,-1.574128009487215,-1.8444167141178323,NA
2020-03-11,-0.18812626649106845,-1.2371975638120398,-0.7936032402301355,-0.9549169558091333,1.0812904873870903,NA,-0.7061293350252209,-0.7346963538591814,-0.9590348863659237,-1.652755820523295,-1.6909604888946972,0.31694051571308607,-0.7532697195368191,0.2568420542518264,NA
2020-03-12,-0.6876615443226716,-1.1429165675028796,-0.12625506094570338,-0.7616486187909339,0.9386400273096378,NA,-0.5208060236794362,-0.6338183570857705,0.46961590305823997,-1.185378149965478,-1.5733030885748247,-0.7157979647181697,-0.7160470285844145,-0.7908796840358124,NA
2020-03-13,-0.7396964690967969,-1.168891944037036,-0.15188578760385368,-1.2424393094027109,1.8573089902084323,NA,-0.3906045177595771,-1.2838152608238804,0.6242685297681825,-1.743715449990034,-2.756683718238336,-0.47004716484217685,-0.29190426062675173,-1.4121466907355134,NA
2020-03-14,3.0756643228029152,2.691818649724796,4.726495852997422,3.3522059834535978,6.596157273981406,NA,4.402141426429102,3.8866579134208505,3.7446681747876926,4.323485366567964,2.8228052324676858,2.5852594066319723,4.108209627746969,3.007475072994027,NA
2020-03-15,5.762267515756217,4.546652944460108,8.272079707374882,4.210964801140376,11.585119364423514,NA,8.591398638799456,6.908239420548962,7.210207218440367,7.829301723567904,5.430715543689985,4.763859751564386,5.512876438950869,4.87709138488751,NA
2020-03-16,6.871812219401411,5.616453637274252,7.948373122544168,3.351253922680109,7.770646061952432,NA,6.7343640215191325,5.712930326705526,5.826820612443504,5.737230245832914,5.119555476728338,7.976173778514864,5.16121996390052,5.546819156540385,NA
2020-03-17,11.18270560261164,8.561291695461385,11.007922456589297,6.281696983478227,9.976022174749849,NA,11.27526033746867,8.678362760157869,8.210734272947983,9.167569463488114,7.780946424459671,13.157419809233714,7.736442451107668,9.844319792587926,NA
2020-03-18,14.248763477763946,10.819225351967496,14.78892928175273,11.14577547523183,11.794340039203776,NA,14.49038219532913,11.478203010227444,11.91673929105819,12.266970454785604,10.613475409019907,16.143487068044386,10.202935498953847,12.848887219684762,NA
2020-03-19,18.87747017074845,15.358181888565632,20.325166239913198,15.597611652064836,15.494692973612896,NA,18.598857451471833,16.98652230574162,16.096132227512243,16.690124351513933,15.623152487102415,21.158948829005624,15.165307929608625,16.567766322191396,NA
