date,total,Budapest,Bács-Kiskun,Békés County,Csongrád,Fejér,Gyor-Moson-Sopron,Jász-Nagykun-Szolnok,Komárom-Esztergom,Nógrád County,Pest County,Tolna County,Vas County
2020-02-29,-0.3624678731083449,-0.9037827523223555,-0.03975907294771667,-0.2782197009993666,-0.39718073655728037,-0.5502562612641905,-0.07563298428232831,-0.13279785195375773,-0.24155192817474103,NA,-0.31170364357763247,NA,NA
2020-03-01,-0.5565582216377561,-1.192954023401634,-0.8485168007134654,-0.2616370698139739,-0.8556908515535525,-0.4911947663163346,0.14204243389608,-0.2213297532562629,0.1288913450734784,NA,-0.5873347586700196,NA,NA
2020-03-02,0.4213585344142774,0.1891866281976297,0.4538352716958878,0.18240894303931984,0.4069155585317235,0.5030070653059058,-0.8255063528376079,0.44364319430477583,0.5136558788854177,NA,0.2959797209045768,NA,NA
2020-03-03,0.39149848079436794,0.30877610301685676,-0.026182804136301217,0.163062539989695,0.8186985280506686,0.6171926222050937,0.3209790064664665,0.44069213092802567,0.22341166479402927,NA,0.1109923953392163,NA,NA
2020-03-04,0.1517886059012062,-0.09606367649413322,0.6545701034075305,1.3275317521194945,1.2927843582060499,0.1299352888852829,-0.5949179861231922,1.495205444220087,0.029597271831687637,NA,-0.23215909358452744,NA,NA
2020-03-05,-0.5996894101998475,-0.4499308929674199,-0.8097274612522783,-0.6927854806341844,-0.7787857579554518,-0.4971009158111202,-0.5432661919791631,-0.6934998935362904,-0.3933572901501711,NA,-0.660404752268337,NA,NA
2020-03-06,0.6187666666792341,0.9929847376383362,0.5605059552141519,-0.035929034235017546,0.7028541465547952,0.7874865993047448,0.6272003574632105,-0.022624819221751316,0.9547507042479882,NA,0.852791570856312,NA,NA
2020-03-07,-1.083256389655603,-1.1204161452325947,-1.1520433819972535,-0.6282974704687684,-0.3085938565898477,-1.4509440592189924,-0.8817699143159252,-1.186327477453569,-1.1437913436890899,NA,-0.8019200563258377,NA,NA
2020-03-08,-2.5770885165849604,-2.6407708619917845,-2.677434156308432,-2.460678216454663,-2.6507920236408684,-2.7069851851100606,-2.2496201056658385,-2.74940737933891,-2.212157381742589,NA,-2.1366036102799137,NA,NA
2020-03-09,-0.32514280608345814,0.07057739497528155,-0.521716615752965,-0.5057702511544778,-0.27354849748185245,-0.13485708013093756,-1.1335724107680671,-0.5125013397622799,-0.3962215422629151,NA,-0.3616502214802798,NA,NA
