date,total,Central Bohemian Region,Hradec Králové Region,Karlovy Vary Region,Liberec Region,Moravian-Silesian Region,Olomouc Region,Pardubice Region,Plzeň Region,Prague,South Bohemian Region,South Moravian Region,Vysocina Region,Zlin Region,Ústí nad Labem Region
2020-02-29,4.533695626963639,4.322539832124618,3.9397289402819746,4.264309756434939,7.226207343928711,4.685730020971621,6.060245823338358,6.133740035260707,4.4483168411382055,5.082578424392444,3.1896017346474967,5.562444782190437,6.638749802989709,3.162810329508138,3.666676938379014
2020-03-01,4.125847676105214,4.006724685606963,0.4448081061608681,7.088773046598049,2.5084757336246777,4.627111122404179,8.417332755591463,6.345581868997041,4.935843135659837,2.506835988200436,5.487284095669061,4.884570243970851,5.128204772931567,2.818545781632214,4.980374886046655
2020-03-02,-0.13969595167198037,-4.282223004909599,-5.617290940660106,4.083117771782966,3.5648269857798867,0.8216100460501087,4.342104770241465,3.6341998600338234,-10.476526585430339,2.0002280184595813,5.580624495234565,3.3825939457157377,3.7180440644912123,-17.820017700247888,-0.38924383634596754
2020-03-03,-1.3134630858354015,-4.99928657466245,-6.5792495702475655,2.4901786125966354,3.136550641014698,0.39047750174763507,4.1229541257138,2.6533431504053175,-11.849677568816713,1.2179942567524378,3.92972510493963,3.0388147156186616,2.9818923726274345,-19.3326661187083,-1.4645299342517026
2020-03-04,-1.036479733382337,-4.724748179817315,-5.336719673697096,2.583196957658611,2.098362894552655,0.4850241123402828,3.585304544472596,2.564350233949871,-11.617934300612148,1.9089997633721476,3.384768024648097,3.5036429703978067,2.0860818073334597,-20.033696441058993,-0.32793793212147765
2020-03-05,-0.9995486197219287,-4.351337565849633,-6.256641493251771,3.2188223155821105,2.9357961044060157,0.4680057224336062,3.7927671546254524,2.637866121456544,-11.071750996296,0.9714838653459682,3.5167645492861848,3.189883898421884,2.863343269002618,-21.150152139617507,-0.49628589134110856
2020-03-06,-1.4740331452284827,-4.6421946764722755,-6.533302359281498,2.8971338722427786,1.7532562863824919,1.4399448793260246,3.008694848648696,2.364116171925117,-13.051665474442038,1.9274395170600331,3.2867134634883755,2.2447331137042887,1.8595000528247387,-21.784829797712785,-1.7545165923294486
2020-03-07,3.5558239652597763,3.1888690478165627,0.5904705409256359,4.833078178845144,2.0324006896669453,5.163190404464492,5.86447124756031,3.94277312469999,0.1778942100325482,4.706019243818782,5.036610247261876,4.913622009894547,4.030669523243752,NA,5.559375092611281
2020-03-08,4.825933135059046,5.592519889397741,3.779402502017398,5.739038102105009,4.013178784205944,5.0676983277659176,7.279697409776741,6.8524545670693655,2.2626220335491136,3.096908106212772,6.244378447700376,6.815544285699216,2.4293005831504684,8.197919750397348,4.307956158758995
2020-03-09,-0.46725887283386536,-3.3443768099316387,-1.9688868699076665,2.662650127399049,-16.804110688130557,0.9587026314094479,3.7021848882206845,2.8381001834812984,1.6183565161339386,0.493020782812939,1.5707586431932397,2.5071673992150143,-18.41908895512669,2.573329413731766,1.4908038932050556
