date,total,Capital Region of Denmark,Central Denmark Region,North Denmark Region,Region Zealand,Region of Southern Denmark
2020-02-29,-3.2120085182647578,-5.451661740321547,-3.666683392131998,-1.8966116342203216,-0.6169273403508677,-1.5804689006360688
2020-03-01,-6.677162606287823,-6.658496143032242,-8.905099132986487,-4.911763498337212,-4.207996933438007,-5.801732811614479
2020-03-02,-4.72729630551491,-5.443731526205766,-7.74550531956309,-0.48366600809314436,-4.082769891217533,-4.692216315375441
2020-03-03,-4.558054508169413,-4.5634777593540585,-8.059021283443006,-3.077237355838991,-1.5358728413511151,-4.603855806233251
2020-03-04,-4.839168002065324,-5.336313171364731,-6.810148089576983,-2.150961874501189,-3.4372981515369982,-4.9964679654114335
2020-03-05,-2.7924896562007073,-3.974479129118314,-5.049475656661958,1.1796243427199256,-0.8434409608379027,-2.5642766312913734
2020-03-06,-3.070017518796925,-4.066757984283767,-4.887527013068359,-0.19226474855876546,-1.5598133053050294,-4.286851093022098
2020-03-07,-1.6945693522347895,-2.903179294931879,-2.1385526013000895,1.1495829757576184,0.8342330900863971,-2.2081017954707955
2020-03-08,-7.381380593547477,-6.208636724100656,-10.860940444078414,-6.010276150258908,-4.166561515056233,-7.6163115148231535
2020-03-09,-4.86570167368305,-6.590728858770111,-7.072795569251217,-0.5447501209165022,-3.8599394190311003,-4.381588133751867
2020-03-10,-3.475910981922144,-3.0365510777881983,-4.992378378471908,-0.4305929264597351,-2.9566472983084116,-4.791508021524911
2020-03-11,4.772475259891039,5.531684810035339,3.682255377092921,6.57204971245405,6.015501961958535,3.3139745593740737
2020-03-12,20.086706540878737,16.318217864609657,22.95310583240047,29.735946398190315,21.925781833484866,20.63901088283078
2020-03-13,-6.583936192495811,-5.902242087809111,-10.7425933583754,-5.6668031879898635,-5.4602673556427535,-7.528861938764904
2020-03-14,-7.866157945265936,-7.435657126378794,-12.333012089051001,-4.309934780192326,-5.625088242094702,-8.179268160698133
2020-03-15,-21.421278510624376,-18.949607093937036,-28.702282679973237,-20.22885513351886,-18.374306084629197,-22.49184877556494
2020-03-16,-12.20548894415409,-12.211808809746984,-17.009798238981535,-8.47066410447186,-10.17101403211296,-13.170270527605926
2020-03-17,-3.851685142129943,-1.9630884579338232,-8.540714684900891,-2.153966011197419,-0.7292633635192346,-5.942016506541254
2020-03-18,-18.515482905353377,-17.66779612140441,-22.796347850460513,-15.950964478086329,-18.08425815595678,-19.443866676701372
2020-03-19,-17.90664271066555,-15.59152188018171,-24.24454245182635,-16.696991757650288,-16.938799034469493,-19.485769598562616
2020-03-20,-20.12614848517536,-17.221541345252728,-27.5302312785811,-20.314973718810805,-20.343869638376223,-21.691138594781595
2020-03-21,-18.434447637980323,-17.000216278566835,-24.444901991656895,-16.379554646748577,-16.72978036841032,-19.243461398234555
2020-03-22,-22.61457660716212,-20.497440703626317,-28.764570619816926,-20.22885513351886,-20.875163780738088,-24.031325687423703
2020-03-23,-18.161939659203675,-16.783216783216822,-23.176304283507033,-16.881245475019107,-18.040060376349548,-19.36643736456647
2020-03-24,-16.495338231106487,-15.03280224929713,-22.223298803898548,-16.185287140392322,-15.43515374074865,-16.461471759881498
2020-03-25,-16.380598029516317,-15.130127604354444,-20.722159453665572,-15.41322400946103,-15.692974121790801,-17.42432802960618
2020-03-26,-14.91766045924168,-14.137408982769841,-20.16987305371817,-12.625385155358932,-13.822855572160037,-15.255396356744807
2020-03-27,-15.878609647559335,-14.25564126595058,-21.958575059562857,-14.791367713341275,-15.757429217051339,-17.0408252012674
2020-03-28,-12.509550478368036,-13.209573931223447,-16.61115542398191,-10.114928256208803,-9.689442391809223,-11.817534897954882
2020-03-29,-19.308624548845412,-17.833609689279832,-24.637994605172338,-16.286426409165422,-16.458148181240905,-20.704598064874467
2020-03-30,-16.539800059222678,-15.749405233941355,-22.036434984367474,-13.734912975166807,-15.664429722461135,-17.266736606084542
2020-03-31,-3.9542341973011554,-6.99661163578691,-6.6762290189130455,0.8611858529194703,-0.23019676878763717,-1.4183228116947313
2020-04-01,-11.110437145227928,-12.868574724244858,-13.8829436588282,-6.631131067479921,-9.901223419093851,-9.83807730655305
2020-04-02,-11.906447293759719,-12.893086295148182,-15.435989625597585,-10.088892404841468,-9.349671961078672,-11.127047620328288
2020-04-03,-9.219375197769976,-9.028909235094822,-13.43447049195362,-7.683580290059414,-8.331281455962165,-9.618542433323485
2020-04-04,-7.544168254553528,-8.064306827193445,-9.444927944965151,-5.517597732077071,-5.044071597674706,-8.053559395114398
2020-04-05,-10.35888882481233,-10.725254127316008,-12.628879803308536,-6.3337215345530815,-7.458375308719444,-10.833727167299577
2020-04-06,-4.599647831245848,-7.7860284045851245,-6.050235223483942,1.9967495240946789,-2.6352926090808704,-3.4998049084978535
2020-04-07,3.151052786169981,-1.8116934611780016,3.9698180327046315,11.26150709527019,6.412361191348421,5.193229511542493
2020-04-08,9.478974903867732,2.42376180520511,12.509494585274794,19.655065024538793,15.057631039936924,11.444052333539442
2020-04-09,-14.480213440679167,-17.38447119890423,-17.47280525848631,-8.083130470658098,-13.273145688295159,-12.408730469432005
2020-04-10,-32.364625237286624,-30.787253983130345,-42.263405316275694,-29.391472057022526,-32.20084480508984,-32.8664656685587
2020-04-11,4.000130277937222,0.9999279071444044,3.000202435804494,4.9998848414266455,8.999772872521461,6.999609816995707
