date,total,Auckland,Bay Of Plenty,Northland,Otago,Southland,Taranaki,Tasman,Waikato
2020-02-29,2.515752567227501,6.958910625035392,3.0591488711478707,NA,3.9549691443651334,NA,NA,NA,5.808346009499292
2020-03-01,8.04451129748547,0.27102723772765375,17.788455413273233,NA,16.726484607874074,NA,NA,NA,21.582256139843786
2020-03-02,16.030053418545585,13.404396412403608,10.254543983982943,NA,4.38274169006504,NA,NA,NA,19.943658692756365
2020-03-03,7.8341347761842135,8.294960388481574,6.678003697343858,NA,1.356539964742048,NA,NA,NA,20.750426965234112
2020-03-04,8.5863902159887,9.967885556568111,NA,NA,1.7688972835698864,NA,NA,NA,13.871209330020632
2020-03-05,10.093291737885185,8.923858098560883,8.838930296988394,NA,10.444779657506066,NA,NA,NA,20.080529773630726
2020-03-06,8.911517567090637,9.413424904737948,8.52541802663498,NA,7.814556572459341,NA,NA,NA,23.813640310436362
2020-03-07,2.929333682967467,1.3408213697442026,0.764546794266758,NA,15.325625865874828,NA,NA,NA,11.616692018998585
2020-03-08,4.582064384402322,1.6929659145382316,10.298781911701523,NA,-2.8672321982047833,NA,NA,NA,18.766760173407107
2020-03-09,12.422574206686575,9.561344699976631,10.254543983982943,NA,2.6292596333672225,NA,NA,NA,19.943658692756365
2020-03-10,5.578962218295767,6.446440108627821,8.162859358158794,NA,-6.328914082663717,NA,NA,NA,14.726171645059773
2020-03-11,7.444460083319391,8.110776385377921,3.7659940205643068,NA,NA,NA,NA,NA,19.816426420394286
2020-03-12,6.925690706928798,6.615354971577803,3.68328832961218,NA,3.1784270906846706,NA,NA,NA,19.432801841605585
2020-03-13,5.727182040121651,5.234452108930215,0.7106919257397913,NA,9.048738173904342,NA,NA,NA,24.457512719056595
2020-03-14,-1.8790448379862046,-2.1710808656000435,-11.470125302163046,NA,10.876406009923992,NA,NA,NA,4.1485431836848585
2020-03-15,-2.4480177024145973,-7.04289089588058,0.9366900347368833,NA,-1.4336160991023916,NA,NA,NA,22.52011220808853
2020-03-16,2.8456612029044686,-0.9839052186521515,1.5771782925754503,NA,-8.327112865955627,NA,NA,NA,17.879989790277445
2020-03-17,-9.115519042291854,-10.234141187997743,-8.162859358158794,NA,-10.397570525210357,NA,NA,NA,7.363085822529887
2020-03-18,-9.87096200514636,-11.37264645070581,-4.5190004858610004,NA,-12.821614950843163,NA,NA,NA,7.926956120498205
2020-03-19,-14.18288381105957,-17.360058033463908,-10.312245628833265,NA,-20.889559315012132,NA,NA,NA,-0.6477279320251452
2020-03-20,-20.412100731559214,-22.38933107157917,-17.761527979009752,NA,-21.387663833315855,NA,NA,NA,1.2867809363892393
2020-03-21,-32.035403533453525,-31.41243858113891,-35.17684608891758,NA,-35.10143503937999,NA,NA,NA,-23.2343479188484
2020-03-22,-36.19990239830336,-39.14053214141547,-34.64022079180959,NA,-40.14414112990548,NA,NA,NA,-30.96563622654734
2020-03-23,-34.194153519078895,-40.30671272065206,-29.185491965292538,NA,-45.57800860230971,NA,NA,NA,-19.943658692756365
2020-03-24,-50.77803906756528,-56.26391850249748,-40.07090726630567,NA,-42.04214093852894,NA,NA,NA,-36.81446523179821
2020-03-25,-60.36531152125995,-64.1580639619452,-48.95888396141683,NA,-56.14803697815133,NA,NA,NA,-48.881289608320216
2020-03-26,-83.20550793617114,-84.0022202341594,-76.60566539736746,NA,-82.19495313354996,NA,NA,NA,-77.73217124727356
2020-03-27,-84.03187328688857,-84.36486231280908,-78.15206947935609,NA,-82.67282516658409,NA,NA,NA,-79.16449819219821
2020-03-28,-84.16574925498936,-82.36174198889941,-82.58836427426496,NA,-89.48346508899995,NA,NA,NA,-82.14867330759978
2020-03-29,-83.73144923942428,-82.61463712269457,-83.32406024610655,NA,-91.27933901959597,NA,NA,NA,-82.57567252469373
2020-03-30,-84.85026982998095,-85.863146690388,-80.45628849704558,NA,-90.71764669044497,NA,NA,NA,-79.08545996239752
2020-03-31,-84.79687881889313,-86.19906777376876,-77.17306490506229,NA,-89.96230057371359,NA,NA,NA,-78.31531916226643
2020-04-01,-84.24543733123984,-85.81543062740779,-76.82685503596036,NA,-89.30715343165066,NA,NA,NA,-77.28493053230382
2020-04-02,-84.78891001126809,-86.5330802146303,-75.86900773144504,NA,-87.64423583282624,NA,NA,NA,-77.08444331524841
2020-04-03,-86.116513361601,-87.75174846314513,-77.44137755361629,NA,-90.0769513235746,NA,NA,NA,-77.87771725580897
2020-04-04,-83.84699694998747,-84.85156615520732,-79.52921540311709,NA,-91.46046793534278,NA,NA,NA,-78.00013012391491
2020-04-05,-83.94102887996303,-85.79729852347529,-79.57922349532069,NA,-91.27933901959597,NA,NA,NA,-78.8223204900123
2020-04-06,-84.24065604666481,-86.51971971699584,-77.30193191189468,NA,-90.71764669044497,NA,NA,NA,-77.71000198769532
2020-04-07,-85.0104428632444,-86.42428759103541,-78.6569588717964,NA,-90.86601824908861,NA,NA,NA,-75.63765815755534
2020-04-08,-85.03036488230703,-86.90335686335682,-78.33382966063459,NA,-88.42270478986572,NA,NA,NA,-78.60641117933727
2020-04-09,-85.12041240847006,-87.42059898606242,-78.81563839513477,NA,-89.91509144141787,NA,NA,NA,-79.02762711132385
2020-04-10,-88.38443601168953,-89.20327109900346,-85.96679558025127,NA,-91.3111329250196,NA,NA,NA,-85.60129451669809
2020-04-11,-81.99982734250145,-83.00018291157475,-78.00012181458357,NA,-87.99974950256333,NA,NA,NA,-78.00013012391491
