date,total,Australian Capital Territory,New South Wales,South Australia,Tasmania,Victoria,Western Australia
2020-02-29,-1.034200484516422,-2.8390461642421045,-2.031926984789436,-0.8621401524383056,-0.1212579973959229,-1.1206489213241175,0.17350800182474194
2020-03-01,-0.4987633542348703,-2.2099447513812156,-0.6936612159566061,0.43392484493583594,1.8149584126357494,-0.21784944004724527,-1.066250290543107
2020-03-02,-0.45556979577988976,-3.1245687419399357,-1.8111720009277157,-1.7042969238598291,-0.6933219367234624,-2.501343345407334,12.023426003542452
2020-03-03,-1.4783606610817888,-2.3593682337097475,-1.301963838153347,-1.1523749719677574,-1.2233367317927382,-1.797748532281772,-1.8959868802748336
2020-03-04,-0.707396391300437,-0.493002317491589,0.08143406071343468,-1.3293706324021113,-1.5294153865098663,-1.5965812565624689,-1.3774015116925045
2020-03-05,-0.3920019172989749,-1.696004111525119,0.5621893589011815,-1.6300729372260678,2.0467176495940858,-0.18055989625537447,-1.1699673642595727
2020-03-06,-2.204501426806085,-3.5909222855130607,-2.2310970368957883,-3.150713073645949,-1.8198478480146172,-3.2245642342128287,-1.2979173991247455
2020-03-07,-0.08557214410892383,-3.214032482951923,-0.43267976836897215,-0.5956950722145467,0.28945457442897726,-0.5554179417420757,0.9673798090563824
2020-03-08,-0.15973466900332448,-2.9865661627193174,1.2372090428872422,-2.181043299545912,0.9162801899998368,-2.1274666037046295,1.1815991856109522
2020-03-09,4.062639413171289,10.31878595799963,-0.48762323101900035,12.16512109135905,9.56569137521708,10.7953229277466,-0.6862774597313814
2020-03-10,-0.7245108201222218,-2.5735101669831213,-0.6612838183235539,-1.513979009414287,-0.7999116279827817,-1.1618636802519748,-1.233942381692159
2020-03-11,-0.6870220712745028,-2.176633783983135,-0.5945667565342339,-1.3560151404244873,-1.285921504642247,-1.3492927029953254,-0.7899945334478473
2020-03-12,-0.7701492969803144,-2.961820872652172,-0.622038487859248,-1.2199378315959246,-0.8224030307255739,-1.2835453494675533,-0.5166467316904327
2020-03-13,-0.8280123658539678,-1.8730281096977746,-1.6394736801463774,-1.9155498088943808,1.477587371493867,-0.454343651990426,-0.5796524306770708
2020-03-14,2.246065039658991,1.5627602419327975,2.514644549500398,1.2637109519183993,1.989022312123445,2.6534454319268077,2.7780666660877675
2020-03-15,2.4897419071691647,0.38069677026377535,2.909060120666672,1.4007398503191897,2.9766882586547525,3.147041235277097,3.381952057913545
2020-03-16,1.1629661870803267,-0.34453057708871665,2.8658902571559355,-0.2045917580289577,0.24740543017071367,0.42981105739051095,0.9150366129751754
2020-03-17,3.070002541507772,1.3162590831870031,4.034419971730643,1.8032622393715112,1.3504620516433026,3.6445622537633735,2.0753107927752654
2020-03-18,4.789595151696622,3.3967669326785352,5.422723536905463,3.206856858407384,3.343395912069842,5.823056654235827,3.2481861123726827
2020-03-19,5.573598986294573,3.0484293878871807,6.413668131129185,4.108963772879253,4.51197096761926,7.235152799406935,4.315405721361738
2020-03-20,5.75370797532383,5.063267044508212,5.978044962975391,3.857744125811138,5.2796123221015145,7.175293268583142,5.229473015890965
2020-03-21,6.826212181489009,4.379916341884735,6.17819614834335,6.414665306386995,6.883347126370172,8.459819921834692,7.187496276706488
2020-03-22,6.555641211544603,4.278079955839175,6.344007669555043,5.778051882566658,7.59720469168488,8.230194836379487,7.0227121408952815
2020-03-23,8.03155695422328,6.525142642321109,9.527785103471857,5.9512411847121,5.498659027074795,9.324348555535698,6.950982575895109
2020-03-24,12.602739395241887,13.534721924802872,14.215639827433192,9.383624771737452,7.540487241290013,16.006046020768547,9.123225213265203
2020-03-25,14.640986370636348,16.205309768203257,16.73028437693359,10.612126909483425,8.859656906508562,17.886224070906035,11.243124654554087
2020-03-26,16.212253931036397,16.442293507692455,18.560097909831853,12.18510447237583,10.734266430766498,19.336591063653007,13.457047985099956
2020-03-27,17.01663208566028,19.676312571083226,18.105833209707512,12.828379023201762,12.29790786492844,20.000933725418708,15.21926891983393
2020-03-28,15.049287743956071,12.832336383666206,15.081980497432744,13.878933910941155,12.719377194586848,17.417160862155658,14.80149266963022
2020-03-29,13.530178442822413,11.209616400416865,13.91148851633482,11.451428912188266,13.229834248140653,16.01782166617651,12.85316259327418
2020-03-30,16.518683704226447,18.250603166445387,18.555192243523813,12.780799544590376,11.027632553498568,18.671267098103314,14.843173362805997
2020-03-31,18.144554442296002,20.21309501715515,19.50591037402162,14.092089975120162,14.525534623540635,21.43559985762174,15.380175781861343
2020-04-01,19.22357843086948,21.713992033920086,20.9275724700911,14.805782154290945,14.820856520424256,21.903681762588118,16.789564802270142
2020-04-02,20.39387937315914,23.041672020215,22.119649382944395,15.012277091464359,18.357874073497264,24.279418223643887,18.10202197808411
2020-04-03,20.427293258001676,24.4987889083996,21.61730915300128,15.911529237219545,17.67530889460731,23.48456215860664,18.66519599518006
2020-04-04,17.527620031910715,15.055605522006655,17.068775352188226,15.841111608874693,17.93249319553576,21.39634770626187,16.347555590917725
2020-04-05,14.585568220165806,12.58964219262305,14.530583604409246,12.15560519563677,15.754738677788016,17.97454141146573,14.304232306858752
2020-04-06,17.412708866964444,19.697250893447737,18.720022631473896,13.2451752558375,14.09135276189717,19.98032634595478,15.875497507740914
2020-04-07,18.9318181680981,21.280949457745038,20.09851486403264,14.65067305401783,14.84432581024282,22.23143722644298,16.23899192497152
2020-04-08,19.13637634115848,22.068991772191055,20.51157196716946,14.211038671648625,14.63896952433037,21.798682257700477,16.477444262674794
2020-04-09,18.089951264626496,19.547827411119204,19.82772208382893,13.470701984455468,14.157849083049772,21.069573546191005,16.053852101795396
2020-04-10,34.00066525927907,37.32351135666053,35.042155571578704,28.778923432882642,31.70701054488229,36.680154142008924,31.110275522710012
2020-04-11,18.000304256512386,15.000404490318406,17.999870817453886,14.999906427025397,17.999967403764135,21.999849533419784,15.999570268822293
