date,total
2020-02-29,13.286097844699677
2020-03-01,5.978543030147462
2020-03-02,5.620763088187319
2020-03-03,2.1844676456308036
2020-03-04,3.3060474636856325
2020-03-05,0.8626918600522091
2020-03-06,4.76530722696127
2020-03-07,8.356774644345444
2020-03-08,NA
2020-03-09,3.3727794528602213
2020-03-10,-0.873947858226236
2020-03-11,-0.8811838570523963
2020-03-12,2.588075580156627
2020-03-13,39.8534695348816
2020-03-14,14.785557601453984
2020-03-15,-12.8117379216514
2020-03-16,0.8996758540525834
2020-03-17,8.083414688690503
2020-03-18,-59.28614638246957
2020-03-19,-4.960679195267596
2020-03-20,-7.14755884050712
2020-03-21,-18.85701294097345
2020-03-22,-35.87286618062392
2020-03-23,-18.885956936278088
2020-03-24,-21.410516526738423
2020-03-25,-19.835480782244222
2020-03-26,-15.52764948107019
2020-03-27,-3.248963472945925
2020-03-28,-2.9997235133781843
2020-03-29,-66.6202331927177
2020-03-30,-43.16755699726296
2020-03-31,-38.01552583303691
2020-04-01,-36.14461813653971
2020-04-02,-36.23145012245364
2020-04-03,-30.9732909754439
2020-04-04,-32.35697475097964
2020-04-05,-50.10768387142016
2020-04-06,-31.47659489379682
2020-04-07,-29.057359286250595
2020-04-08,-20.937764603429294
2020-04-09,-10.998718215763486
2020-04-10,-96.81766429402332
2020-04-11,-17.999949080008257
