date,total,Burgenland,Carinthia,Lower Austria,Salzburg,Styria,Tyrol,Upper Austria,Vienna,Vorarlberg
2020-02-29,2.8490701894410253,NA,0.046085155518132415,2.9821115414516153,7.235226030385921,2.634746289243869,4.117415607597529,1.9927727958755586,4.748137595761341,5.910726736314091
2020-03-01,8.45216168900054,NA,-12.155919875314051,6.938298424808199,3.9960933587784537,5.068750004069157,9.58307158952843,18.745182243487708,11.394197018308153,29.40028257441783
2020-03-02,5.862678775020219,NA,3.1558730455854427,7.327554277096832,7.150903905182496,6.690132335911539,5.472440800493326,6.97277567346777,6.207051915197036,3.853905011629473
2020-03-03,3.561537419320866,NA,-1.136767169447266,4.105900672698365,4.691993196664199,3.0159641589330004,4.355853517077047,2.869554243818871,2.77498454754283,2.6108025992734856
2020-03-04,4.503240181684468,NA,1.7838795615143757,4.588727643325611,4.2539058335383535,5.405572881338795,1.542092333259809,2.5859747656061822,5.350939661167866,2.410487715555366
2020-03-05,2.8730320917912437,NA,1.539052172824297,4.877862398991927,2.55583269151074,3.8015625030518683,2.701327047639904,1.8413374962857896,4.890981687089901,-0.9814470857768168
2020-03-06,2.892201613671419,NA,-3.233641745522291,4.273392974524484,2.821398924910036,1.2604317413012796,1.9007184572737181,4.312530092139217,2.6226175167923653,3.626753684159643
2020-03-07,0.008786030861746922,NA,-1.2337380175166697,0.37709160690461285,2.287358798621671,-1.0317010194878007,0.21323715481908107,-0.2642883572458389,2.5169128892092307,3.0190999220673564
2020-03-08,13.97458145064765,NA,7.18352361638889,15.859368847211622,4.206414061872056,19.71234174278609,11.294784386848873,29.617658020404114,15.750941803829239,12.249878128235837
2020-03-09,4.157390057762976,NA,1.9960632983791105,6.028787154556874,1.8938555476723498,4.177954830086707,3.9041784527784476,5.283838032820092,5.3595103066475795,2.3271030510411244
2020-03-10,10.448986884852115,NA,7.851758371401811,12.245652256974362,4.382812070918304,10.770611204381531,4.180417494248621,12.784225864731196,12.825494813420326,NA
2020-03-11,17.33164396991332,NA,10.70423747649288,21.649549650005028,12.8663932422469,16.8778179876545,9.216691387157464,21.199012830470974,16.65181187314136,14.61819428932423
2020-03-12,24.059347419776437,NA,19.555467658194186,31.820730213412325,13.566169959452344,24.32942095441344,14.873291548630906,30.65841399656565,26.515672526349537,18.110765754725325
2020-03-13,46.41580231253066,NA,44.280153593672225,54.02609230634872,35.29607854635822,48.84028231262829,32.42852494900907,46.17812081439611,51.58290596662748,41.60511381492758
2020-03-14,-7.465730042249862,NA,-6.764916787099187,-2.9662044513340513,-12.042556386811128,-7.992063744039736,-19.03335458719225,-5.633971878368412,-1.0884719759236288,-9.058258210621775
2020-03-15,-31.619327611270496,NA,-35.36267600091361,-2.6433840930658343,-46.9044244493632,-24.499280055844547,-54.58968089347938,-15.746377489190944,-26.13951641918433,-17.7628504303728
2020-03-16,-14.313243003864079,NA,-15.40780366156227,-5.478588978725827,-24.38750936055868,-16.50818142033567,-37.44153660684674,-9.484479623351582,-8.25734077273297,-14.470593848689825
2020-03-17,-31.520285081556256,NA,-34.30175731658993,-24.527797250100786,-39.60038381105264,-35.20040344600426,-46.37229635458771,-30.384480078836386,-27.5412931020886,-28.716911703168932
2020-03-18,-29.667231299805998,NA,-33.49046655798947,-23.798878238242985,-36.991244028896055,-32.66506333543882,-44.262217781673435,-30.028558896998014,-24.205407422595624,-28.614358150260614
2020-03-19,-28.507475226055405,NA,-30.424843608627043,-19.31775738100678,-37.94592556137163,-31.22126097327442,-44.037349509318766,-25.862641324206848,-24.413007501993132,-27.84568572565807
2020-03-20,-27.49947786718953,NA,-30.582301223313998,-20.287154166994817,-38.252199027627746,-29.936701518701675,-45.82369531082589,-25.123791391176514,-22.12559745285179,-26.823983974253682
2020-03-21,-39.15215098010097,NA,-39.355762705078455,-33.33190377458094,-48.916524816286326,-40.88006715010688,-54.63038980485394,-37.2810558244851,-32.44941608013793,-37.06975482088862
2020-03-22,-68.89526163734932,NA,-69.62122848420529,-48.56996039602416,-82.02992030565473,-67.02099681694185,-87.78779811942641,-52.486317370555916,-60.155456034225466,-67.37576737192666
2020-03-23,-30.97714862828463,NA,-32.532279366174976,-24.463233178447137,-38.167876902424325,-33.449696571026834,-44.19436959604918,-25.941734920170934,-29.58396360808701,-24.2869815952974
2020-03-24,-32.29585198762501,NA,-35.59310177850427,-25.27917333035985,-40.83807753386615,-35.73217824650733,-47.460775103959655,-29.838541355474543,-28.6621430720467,-30.220710997684385
2020-03-25,-33.81104294623719,NA,-34.9680718567896,-26.839003873064538,-41.97206473487774,-35.55845871095279,-46.294755571017134,-31.61235992837636,-33.173159476202635,-31.413015855796065
2020-03-26,-31.350155574869703,NA,-34.94214895681065,-21.096544340623822,-41.18990433212872,-34.18896970566449,-46.56711757330878,-27.86313056846915,-28.30312825584092,-30.48715854636208
2020-03-27,-26.277420847328365,NA,-29.05573044677586,-19.546070909752995,-37.84900357837919,-27.128235693903267,-42.97310225481263,-23.949926680343715,-21.910379021916754,-24.770996027247882
2020-03-28,-30.472351218773355,NA,-33.91579413912557,-23.91584213616625,-38.6941632700733,-34.33759641941671,-47.61488741130617,-27.640318121302034,-21.21044297440681,-30.709517651733385
2020-03-29,-64.3161420982225,NA,-61.88564310900543,-34.69242783522438,-86.44762429045029,-61.10777684837145,-87.27409042827135,-43.864150854422505,-51.777173930834316,-69.67220020153725
2020-03-30,-30.993123229851438,NA,-32.625409784617865,-22.7312317779994,-41.67257580743109,-32.44501859040307,-47.553824044244344,-26.006360175409878,-27.957445554825807,-29.667688567515224
2020-03-31,-24.39321659252282,NA,-23.55623522161206,-16.810051409531933,-34.23769049208074,-26.304998117080913,-41.8400375548876,-21.51345810223062,-23.142647383111136,-18.35421063733012
2020-04-01,-29.839756996727573,NA,-31.705626889068476,-23.980406207819893,-39.53350764278786,-32.28384546574969,-46.04953284297519,-28.39749461925088,-24.94914899144633,-28.53576570784489
2020-04-02,-28.945179308986067,NA,-28.688009310037426,-20.515467695741034,-39.66629075948751,-30.485848272760197,-44.27675667859292,-25.77197305566266,-25.871921821428824,-26.563287092094217
2020-04-03,-24.967503518849735,NA,-25.777923760548692,-18.497138673177137,-36.23622178138492,-25.581166718936995,-40.459811607331375,-21.175863485310753,-23.215974016659796,-21.350307893324583
2020-04-04,-30.337365835533785,NA,-31.81315891861078,-25.014367065461574,-39.62752196629053,-33.986296914184194,-47.43169731012069,-27.74256106242634,-20.70763177293028,-28.525222819228148
2020-04-05,-54.75294687025014,NA,-55.25514135883414,-20.15521889013737,-79.9267132747187,-49.843995184721194,-82.31148027975456,-28.117773365231564,-43.23128809361765,-52.67514686250789
2020-04-06,-26.076140867586524,NA,-24.410730813510764,-18.801244807777632,-35.611074991083655,-28.24390115557576,-42.178309223214235,-22.238804250584163,-22.735065575853643,-22.614496082914055
2020-04-07,-23.930751877163594,NA,-23.194274729313396,-17.26854988939114,-35.11483443816235,-25.747165386244667,-37.97559875368908,-20.944370033708555,-22.257014016874063,-22.38830319986393
2020-04-08,-21.2925464284045,NA,-19.829098269083097,-13.674483234004992,-32.114129844716295,-20.380196846140215,-36.34142673993921,-19.498500517243183,-21.288531077666423,-20.527004136798915
2020-04-09,-15.050470866172478,NA,-13.003694715366363,-4.384742605347434,-27.08290970757854,-13.562670184155346,-30.66931842175165,-10.636159545072498,-15.903308834579702,-13.6587914252006
2020-04-10,-16.401922158724823,NA,-16.301663657132714,-9.2869334951074,-28.755783134028118,-16.670319653519908,-31.325507302717643,-12.956881397384501,-14.526291794172383,-15.054286500289514
2020-04-11,-27.000271568226637,NA,-49.00004160465429,-18.000276034799096,-32.99999676926723,-41.99959304590282,-36.99955414049447,-17.999580418118974,-16.000442816683126,-22.99979073963503
