date,total,County Carlow,County Cavan,County Clare,County Cork,County Donegal,County Dublin,County Galway,County Kerry,County Limerick,County Longford,County Louth,County Mayo,County Offaly,County Roscommon,County Sligo,County Tipperary,County Waterford,County Westmeath
2020-02-29,-3.1922271124588946,-1.466572487131203,1.8182399999999996,-16.857435096062392,-0.2959521865063598,1.178269847598531,-3.0100978893981045,-17.443192697747385,-7.265793748330592,-4.787077731121658,-4.38090344446113,-5.185924110703549,-9.288807687499595,-2.106666658932196,-7.829336028487113,-5.415538942863877,-1.6613903222987003,5.8539508711307295,-2.0767568996468455
2020-03-01,2.5722015475969657,0.96391659436446,5.324159999999999,6.5201641496119125,4.715504838334667,4.360556379080092,2.3941094395857303,7.887760891982242,3.279402805518497,10.540093995526027,4.3732911013777915,-2.876941500056654,3.9190788898364115,5.538973173666796,9.901155154853175,NA,4.384250787765994,6.1436718294985555,1.928758132085806
2020-03-02,4.492307242494317,6.286155458953503,4.797119999999999,2.8712931804222377,4.068356057174093,4.7178691052217605,2.7627324489222693,5.4033296501179615,8.105283009079484,5.878967073155937,3.7167265104398726,-0.9482274057271335,3.5259120923880345,8.644894713073873,5.98311284235821,2.2492932172846034,2.9323112705032393,5.157429936972464,7.651058867526516
2020-03-03,5.258704890307735,6.311781053486709,5.454719999999999,6.975631878124765,3.3304486054849023,3.401655470587304,5.438159448264832,6.0920265121238675,5.61236901492776,8.24456948113653,4.987036262471933,5.0050766157968285,5.090832153167782,8.237152779086996,3.7657168485741486,4.466633496054187,6.395357612590776,6.835231788342305,7.902179357001054
2020-03-04,4.593451996443942,2.840498594026967,8.695679999999998,6.853558320257582,3.2682986463185673,5.804176428129675,4.370122781739755,5.634792507321049,4.920523863171909,7.18677208733576,1.2160718075632764,5.035380790619036,3.400021245914416,7.101983920616489,2.4902321095409694,7.019963764663528,5.4400344837390415,3.7762944094107724,5.19427932601326
2020-03-05,4.468460105384243,3.7610487976429234,7.823039999999998,15.306382831397002,3.9450426461297763,8.03330970891161,2.2738219312759127,5.075107729657847,1.925998473082292,9.273009919514003,4.636868480638377,1.0410950382468012,6.951111507597174,5.511216093653604,4.92647544705937,4.1732474242344555,6.345127329030119,3.9251236688462994,3.404926484662368
2020-03-06,6.724070349968155,4.190770305969002,7.165439999999999,9.17500757616881,9.271195495955897,5.322331116469462,4.753296699339579,9.411241829146823,7.461706123725204,12.538260961434375,7.342104903879687,5.123360653006089,6.284858412413717,8.659251823425523,7.566140764877091,10.3120847025747,8.802620258705264,5.8767713575775105,11.276551257392757
2020-03-07,3.489905168798441,2.933144974262406,6.363839999999999,1.7141589512274238,2.368603999339233,5.303172257158916,1.8770671659636908,4.638743326733994,7.265793748330592,5.290880966127934,4.38090344446113,2.8290413527570357,2.9332567228353077,4.9149174437150505,-1.0209662423553567,1.3536426679999465,4.43069010652962,6.768754719127768,5.7690874426051675
2020-03-08,2.0344074900111555,5.301541269004529,7.357439999999999,7.606516231808108,2.486984873941777,4.6172850938413985,1.0078929123701676,2.5195301177516343,4.051695067943632,6.42254424776797,5.1021729516074235,-0.19160058919847237,3.3002769598622415,9.539821258326759,2.828626019896711,1.2558473107267027,6.663568371980697,9.216499939310737,4.959390959432513
2020-03-09,3.0129624265969577,4.609650216607954,5.16576,0.31903257560247084,5.120959333848379,6.605016747310464,-0.4772697910357291,5.714476441768014,4.900648694653616,1.433755822931393,1.2389088368132908,2.2757457737451205,4.897153927823755,6.051043442875667,4.273789756715105,2.6249823125521137,4.724489878299499,6.189312802392117,4.645251639899726
