date,total,Meru County,Migori County,Nairobi County,Nakuru County,Uasin Gishu County,Vihiga County
2020-02-29,-1.498975463668365,NA,NA,-1.9030927872555996,-0.2572652031887344,-6.128936785831817,NA
2020-03-01,-0.9126254400252191,NA,NA,-0.8175600862813354,-0.7273061383380761,-3.9197627321402346,NA
2020-03-02,-0.19308569326958436,NA,NA,-0.24068813028783054,-0.11315800290632302,-4.649945050055159,NA
2020-03-03,-1.2255030736089945,NA,NA,-1.178105058777276,-0.7669597974761894,-3.5242473099363174,NA
2020-03-04,-0.3120895287132874,NA,NA,-0.4891718275485463,-0.4990558076894246,-3.7434261859771065,NA
2020-03-05,-1.395733725634424,NA,NA,-1.442179889983762,-0.8926909118165482,-3.8974102122040635,NA
2020-03-06,-1.784269426785057,NA,NA,-1.7851848367907108,-0.5367751419915323,-7.302444082480801,NA
2020-03-07,-1.681027688751116,NA,NA,-2.0356174257946478,0.2833785884748089,-5.000134529055174,NA
2020-03-08,-1.2412651710187566,NA,NA,-1.2063639890539848,-0.9294430837006531,-6.369847278477216,NA
2020-03-09,-0.26007460726107284,NA,NA,-0.38198278167137484,1.1074009686131612,-6.6579464243212,NA
2020-03-10,-0.5981715967004675,NA,NA,-0.5710252807638408,0.4419932250272617,-4.6642258266810455,NA
2020-03-11,-0.6620080912100035,NA,NA,-0.5612808220477343,-0.006770136926019326,-6.343148435220122,NA
2020-03-12,-0.3735617086113591,NA,NA,-0.3332604880908423,-0.4352230881012424,-4.635043370097711,NA
2020-03-13,-0.7699784584668731,NA,NA,-0.4755295853459972,-0.5242020305574964,-7.417932102151019,NA
2020-03-14,0.7754951925602898,NA,NA,1.0991749431768132,0.9275087588646476,-7.58060877501982,NA
2020-03-15,0.880313140335207,NA,NA,1.3798153542006804,0.38686496720110436,-3.1846131875728276,NA
2020-03-16,3.5488362318079116,NA,NA,4.324590778208065,1.928521861497505,-1.056777470315647,NA
2020-03-17,4.966636893816002,NA,NA,6.545352919608735,3.31059695682345,6.218967768908061,NA
2020-03-18,7.662743655755791,NA,NA,10.100131459244388,4.747800309975553,8.94224978113158,NA
2020-03-19,9.120737666158774,NA,NA,11.554004699687477,5.792335721418534,10.955218382050102,NA
2020-03-20,10.068039720485471,NA,NA,12.969874551137751,7.434577507187223,8.345561679502122,NA
2020-03-21,8.373614248936056,NA,NA,10.276506162005914,6.575737280000771,4.193581101358331,NA
2020-03-22,9.289392108443229,NA,NA,10.654591160190847,7.632845802877789,8.574675008847876,NA
2020-03-23,13.93684652971155,NA,NA,16.859862470607467,10.107814430546854,16.06339009079677,NA
2020-03-24,16.361057111332943,NA,NA,19.875772443242425,11.484086551364783,22.1811506166605,NA
2020-03-25,17.774917248988594,NA,NA,21.49725037360255,12.49573844059567,23.18825582045132,NA
2020-03-26,18.61818946041086,NA,NA,22.659764298434055,14.067377369850156,23.174595947156995,NA
2020-03-27,22.316765617611512,NA,NA,26.89860383994038,18.571452750489016,21.095811593093078,NA
2020-03-28,18.806546524457517,NA,NA,22.05268452042062,17.591717221052217,14.354664122342799,NA
2020-03-29,17.074292019124673,NA,NA,19.777353410209752,15.349834736121817,17.394606833662074,NA
2020-03-30,21.03136657384542,NA,NA,25.353132687565893,16.203839151218254,22.615782948752717,NA
2020-03-31,20.828823622129978,NA,NA,25.37359605086972,15.03260546301691,23.94327427162866,NA
2020-04-01,21.335575053853827,NA,NA,26.26521402339346,15.422371917472024,23.4999492928946,NA
2020-04-02,21.625597646193448,NA,NA,26.475694331661362,14.793716345770228,23.80605463535383,NA
2020-04-03,22.838491041874633,NA,NA,28.402173819835614,17.485329355071915,18.89346747604866,NA
2020-04-04,17.23742972731571,NA,NA,21.06167306899259,14.95136381990468,12.257873571663634,NA
2020-04-05,16.449324856827612,NA,NA,19.373932819362945,14.477454235083327,15.679671831892499,NA
2020-04-06,20.618399621709656,NA,NA,25.15726906737215,16.809282824887983,22.510229382387465,NA
2020-04-07,22.48699626963694,NA,NA,28.22969690056053,16.154513867900114,23.94327427162866,NA
2020-04-08,22.78568801555193,NA,NA,28.450896113416146,15.81600702159915,23.812263668669434,NA
2020-04-09,22.591026112541368,NA,NA,27.964647623482435,16.340209052156645,23.490635742921192,NA
2020-04-10,31.227079283349962,NA,NA,38.32885391393331,23.493342295705062,30.13616410061119,NA
2020-04-11,20.999842379025896,NA,NA,25.000383282042836,17.999859761449382,14.999782683833962,NA
