date,total,Riga
2020-02-29,3.7046032161891818,5.781610771585607
2020-03-01,7.728186308725852,8.802937470783771
2020-03-02,-0.32356951485608587,1.1012131553237468
2020-03-03,1.717289741966697,3.9059711567233864
2020-03-04,-0.5285733682400835,-0.27747864405435935
2020-03-05,4.144443573263057,6.378141515075292
2020-03-06,7.032856074673413,7.2424826571819025
2020-03-07,10.751993146139817,12.5116764205835
2020-03-08,30.04377367727572,31.330916164549024
2020-03-09,2.0508034735914094,3.5434119528196066
2020-03-10,4.979757781827704,4.706501878942932
2020-03-11,2.853990212595878,2.7303125115313964
2020-03-12,13.626636732024382,15.714766134005426
2020-03-13,11.625554342276107,10.476510756003618
2020-03-14,0.986772279348347,-1.7538197223505503
2020-03-15,10.99906868585262,6.660454281848368
2020-03-16,-6.323756925095181,-9.385932670661049
2020-03-17,-5.215359225269015,-9.129724166569043
2020-03-18,-12.028677591281205,-15.967107339922457
2020-03-19,-10.068137008358871,-14.928737779942033
2020-03-20,-13.550907696632532,-17.805040797578684
2020-03-21,-12.623800717895946,-18.152130808782566
2020-03-22,-8.255994737214502,-16.215581247664513
2020-03-23,-16.554826100509246,-22.07647163183708
2020-03-24,-14.015226125752257,-20.283012103193048
2020-03-25,-12.684230958259139,-19.16052880790695
2020-03-26,-13.584565045695577,-19.273647279524926
2020-03-27,-10.86367434984901,-17.460851260006027
2020-03-28,-9.301667377423177,-19.952358109232804
2020-03-29,-20.732162083083914,-27.798139281710593
2020-03-30,-21.390010269316146,-27.05755168120314
2020-03-31,-17.771080305287438,-24.566044831976367
2020-04-01,-21.457324967442233,-27.214177257289574
2020-04-02,-22.564957727516965,-28.19357052010165
2020-04-03,-18.067876928843376,-23.453229782127696
2020-04-04,-14.5568034697667,-21.327182610435937
2020-04-05,-6.066737168613752,-14.594216487806811
2020-04-06,-13.446875890437669,-20.06547658085078
2020-04-07,-6.5891910188423735,-16.189476984983443
2020-04-08,-8.075468955876357,-16.2909935620765
2020-04-09,-0.042071686328805494,-10.814899346313812
2020-04-10,-10.673204351742235,-22.203125647067466
2020-04-11,-6.000187410239096,-19.99973251187623
