date,NG,Abia,Adamawa,Akwa Ibom,Anambra,Bauchi,Bayelsa,Benue,Borno,Cross River,Delta,Ebonyi,Edo,Ekiti,Enugu,Federal Capital Territory,Gombe,Imo,Jigawa,Kaduna,Kano,Katsina,Kebbi,Kogi,Kwara,Lagos,Nasarawa,Niger,Ogun State,Ondo,Osun,Oyo,Plateau,Rivers,Sokoto,Taraba,Yobe,Zamfara
2020-03-15,-2,0,0,0,-10,0,0,0,8,4,-22,0,2,0,-17,-5,0,-16,0,1,-10,0,0,0,-28,2,0,0,-5,-20,33,-18,-19,5,0,0,0,0
2020-03-16,1,-10,0,0,-17,0,0,0,18,0,-20,0,-3,0,-12,-6,0,-14,0,9,-11,0,0,0,-23,4,0,0,1,-18,35,-12,-5,11,0,0,0,0
2020-03-17,1,-10,0,0,-16,0,0,0,18,0,-26,0,1,0,-15,-9,0,-11,0,-11,-8,0,0,0,-26,3,0,0,-10,-11,60,-13,-4,5,0,0,0,0
2020-03-18,-2,-19,0,0,-19,0,0,0,31,-11,-27,0,-2,0,-11,-8,0,-8,0,7,-9,0,0,0,-28,1,0,0,-10,-10,54,-13,-3,5,0,0,0,0
2020-03-19,-2,-10,0,0,-19,0,0,0,26,-6,-9,0,4,0,-9,-14,0,-14,0,7,-8,0,0,0,-31,2,0,0,-8,-9,44,-16,1,3,0,0,0,0
2020-03-20,0,-5,0,0,-15,0,0,0,14,-8,-28,0,27,0,-11,-8,0,-9,0,-10,-9,0,0,0,-26,3,0,0,-8,-18,25,-17,-7,5,0,0,0,0
2020-03-21,-3,-13,0,0,-14,0,0,0,4,-12,-22,0,19,0,-13,-11,0,-20,0,-7,-8,0,0,0,-34,-1,0,0,-5,-11,44,-18,-6,12,0,0,0,0
2020-03-22,-11,2,0,0,-19,0,0,0,14,-4,-31,0,10,0,-16,-21,0,-14,0,6,-12,0,0,0,-33,-11,0,0,-3,-12,16,-19,-14,-8,0,0,0,0
2020-03-23,-11,-23,0,0,-20,0,0,0,13,0,-24,0,10,0,-15,-28,0,-26,0,-9,-19,0,0,0,-34,-10,0,0,-3,-13,25,-17,-4,-7,0,0,0,0
2020-03-24,-16,-13,0,0,-23,0,0,0,11,0,-24,0,14,0,-10,-33,0,-28,0,-13,-15,0,0,0,-45,-18,0,0,-11,-9,14,-21,-10,-9,0,0,0,0
2020-03-25,-9,-35,0,0,-20,0,0,0,9,-7,-18,0,6,-53,-11,-42,0,-34,0,-6,-16,0,0,0,-45,-5,0,0,-4,-8,16,-14,-9,-9,0,0,0,0
2020-03-26,-26,-25,0,0,-15,0,0,0,6,-20,-24,0,-3,0,-13,-46,0,-31,0,-14,-17,0,0,0,-42,-29,0,0,-6,-13,14,-16,-17,-9,0,0,0,0
2020-03-27,-32,-7,0,0,-24,0,0,0,4,-14,-24,0,-13,0,-12,-54,0,-36,0,-40,-20,0,0,0,-64,-36,0,0,-15,-29,-19,-23,-24,-22,0,0,0,0
2020-03-28,-34,-35,0,-66,-15,0,0,0,-9,-33,-39,0,-26,-59,-21,-71,0,-39,0,-38,-29,0,0,0,-64,-36,0,0,-20,-19,-23,-24,-27,-36,0,0,0,0
2020-03-29,-34,-29,0,-69,-26,0,0,0,-14,-36,-38,0,-22,0,-25,-78,0,-42,0,-43,-26,0,0,0,-58,-33,0,0,-17,-28,-20,-30,-29,-43,0,0,0,0
2020-03-30,-24,-39,0,-71,-53,0,0,0,-5,-26,-24,0,-24,-56,-16,-69,0,-46,0,-36,-27,0,0,0,-62,-21,0,0,0,-25,5,-30,-30,-42,0,0,0,0
2020-03-31,-55,-35,0,-69,-51,0,0,0,-14,-39,-32,0,-26,-61,-24,-85,0,-53,0,-37,-27,0,0,0,-59,-63,0,0,-27,-31,-11,-32,-36,-49,0,0,0,0
2020-04-01,-55,-71,0,-68,-53,0,0,0,0,-35,-65,0,-37,-65,-49,-86,0,-60,0,-21,-23,0,0,0,-58,-61,0,0,-23,-25,-58,-32,-25,-55,0,0,0,0
2020-04-02,-52,-68,0,-68,-50,0,0,0,2,-35,-59,0,-28,-59,-43,-84,0,-55,0,-18,-24,0,0,0,-57,-58,0,0,-17,-23,-55,-31,-27,-45,0,0,0,0
2020-04-03,-52,-58,0,-71,-54,0,0,0,-5,-35,-64,0,-27,0,-42,-84,0,-54,0,-40,-26,0,0,0,-57,-58,0,0,-24,-30,-65,-33,-29,-47,0,0,0,0
2020-04-04,-51,-59,0,-72,-51,0,0,0,0,-37,-57,0,-33,-53,-45,-81,0,-49,0,-40,-24,0,0,0,-57,-54,0,0,-50,-27,-60,-35,-33,-44,0,0,0,0
2020-04-05,-46,-60,0,-77,-43,0,0,0,-8,-38,-56,0,-27,0,-36,-84,0,-49,0,-37,-27,0,0,0,-52,-48,0,0,-41,-25,-48,-31,-35,-42,0,0,0,0
2020-04-06,-53,-65,0,-77,-54,0,0,0,-15,-28,-59,0,-33,-53,-42,-83,0,-61,0,-33,-25,0,0,0,-60,-57,0,0,-45,-28,-58,-31,-33,-39,0,0,0,0
2020-04-07,-50,-65,0,-72,-49,0,0,0,-11,-25,-64,0,-24,-55,-43,-82,0,-51,0,-32,-27,0,0,0,-60,-56,0,0,-32,-24,-52,-31,-28,-36,0,0,0,0
2020-04-08,-54,-68,0,-79,-52,0,0,0,-17,-35,-61,0,-41,-71,-43,-83,0,-51,0,-22,-26,0,0,0,-60,-58,0,0,-46,-20,-55,-32,-19,-43,0,0,0,0
2020-04-09,-52,-62,0,-74,-50,0,0,0,-24,-35,-57,0,-35,-56,-42,-85,0,-49,0,-41,-24,0,0,0,-59,-57,0,0,-32,-22,-48,-30,-17,-41,0,0,0,0
2020-04-10,-54,-40,0,-76,-57,0,0,0,-25,-29,-60,0,-39,0,-43,-84,0,-51,0,-42,-29,0,0,0,-58,-57,0,0,-48,-32,-60,-35,-68,-49,0,0,0,0
2020-04-11,-48,-35,0,-75,-50,0,0,0,-15,-35,-52,0,-39,-56,-42,-79,0,-52,0,-48,-25,0,0,0,-72,-51,0,0,-31,-14,-48,-30,-65,-39,0,0,0,0
