date,SI,Administrative unit Maribor,Ajdovščina,Brežice,Celje,Cerknica,Črnomelj,Domžale,Dravograd,Gornja Radgona,Grosuplje,Idrija,Ilirska Bistrica,Izola,Jesenice,Kamnik,Kočevje,Koper,Kranj,Krško,Laško,Lenart,Lendava,Litija,Ljubljana,Ljutomer,Logatec,Metlika,Mozirje,Municipality of Hrastnik,Murska Sobota,Nova Gorica,Novo Mesto,Ormož,Pesnica,Piran,Postojna,Ptuj,Radlje ob Dravi,Radovljica,Ravne na Koroškem,Ribnica,Ruše,Šentjur,Sevnica,Sežana,Škofja Loka,Slovenj Gradec,Slovenska Bistrica,Slovenske Konjice,Šmarje pri Jelšah,Tolmin,Trbovlje,Trebnje,Tržič,Velenje,Vrhnika,Zagorje ob Savi,Žalec
2020-02-25,13,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,-32,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,3,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,9,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,2,-27,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,4,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,NA,-7,0,NA,NA,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
2020-03-01,-55,-37,0,0,0,0,NA,0,NA,NA,0,NA,NA,0,-83,0,NA,-72,0,0,NA,0,0,NA,-66,NA,NA,NA,NA,NA,0,0,0,NA,0,-67,0,0,NA,-70,0,NA,NA,NA,NA,0,0,0,0,0,-9,NA,NA,NA,NA,0,0,NA,0
2020-03-02,-10,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,-15,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,-5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,-23,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-28,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,0,0,0,0,0
2020-03-07,14,-14,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,6,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,NA,9,0,NA,NA,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0
2020-03-08,47,15,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,0,0,0,NA,28,0,0,NA,NA,0,NA,34,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,NA,76,0,NA,NA,NA,NA,0,0,NA,0,0,16,NA,NA,NA,NA,0,0,NA,0
2020-03-09,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,-36,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40,0,0,0,0,0,0,-58,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,-32,-56,0,0,0,0,0,0,NA,0,0,0,0,0,-59,0,0,0,0,0,0,0,0,0,-36,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,-60,0,NA,NA,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
2020-03-15,-9,-17,0,0,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,-46,0,0,NA,0,0,0,-22,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,NA,-15,0,NA,NA,0,0,0,0,0,0,0,20,NA,NA,0,0,0,0,0,0
2020-03-16,-6,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,0,-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,-6,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,-3,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,-20,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,-48,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,-41,-66,0,0,-58,0,0,0,NA,0,0,NA,NA,0,-66,0,0,0,0,0,0,0,0,0,-52,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,-67,0,NA,NA,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
2020-03-22,-59,-57,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,-67,0,NA,-77,0,NA,NA,NA,NA,NA,-65,NA,NA,NA,NA,NA,0,0,0,NA,NA,-69,NA,0,NA,-78,NA,NA,NA,NA,NA,0,0,NA,0,NA,-35,NA,NA,NA,NA,0,NA,NA,0
2020-03-23,-47,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,-54,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,0,0,0,0,0,-69,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,-63,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,0,0,0,0,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67,0,0,0,0,0,0,0,0,0,0,-37,0,0,0,0,0,0,0,0
2020-03-26,-64,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,-42,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67,0,0,0,0,0,0,-60,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,0,0,0,0,0
2020-03-28,-25,-48,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-38,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,-48,0,NA,NA,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2020-03-29,-43,-53,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,-67,0,NA,-63,0,NA,NA,NA,NA,NA,-51,NA,NA,NA,NA,NA,0,0,0,NA,NA,-53,NA,0,NA,-62,NA,NA,NA,NA,NA,0,0,NA,0,NA,2,NA,NA,NA,NA,0,0,NA,0
2020-03-30,-64,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,0,0,0,-82,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31,-43,-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65,0,0,0,0,0,0,-59,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,-35,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,0,0,0,0,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-02,-30,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58,0,0,0,0,0,0,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,-35,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67,0,0,0,0,0,0,-53,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-04,-44,-56,0,0,-61,0,0,0,NA,0,0,NA,NA,0,-72,0,0,0,0,0,0,0,0,0,-48,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,-73,0,NA,NA,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
2020-04-05,-34,-22,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,-69,0,NA,-74,0,NA,NA,NA,NA,NA,-42,NA,NA,NA,NA,NA,0,0,0,NA,0,-61,NA,0,NA,-64,NA,NA,NA,NA,NA,0,0,NA,0,NA,27,NA,NA,NA,NA,0,NA,NA,0
2020-04-06,-14,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,-10,-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,-15,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46,0,0,0,0,0,0,-35,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-09,-16,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-10,-24,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,0,0,0,0,0,0,-39,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,-34,-45,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,-69,0,NA,0,0,0,NA,NA,NA,NA,-38,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,-73,0,NA,NA,NA,NA,0,0,NA,0,NA,19,NA,NA,NA,NA,0,NA,NA,0
