date,total
2020-02-29,-1.9393747433099486
2020-03-01,-1.014613436844401
2020-03-02,-8.834929386189767
2020-03-03,-1.0631176842170567
2020-03-04,-4.056863444185058
2020-03-05,-3.5137749039305706
2020-03-06,-0.9796267666083873
2020-03-07,NA
2020-03-08,-2.53573844051473
2020-03-09,-6.074163043929765
2020-03-10,-3.720514318961562
2020-03-11,-8.621033606792318
2020-03-12,-11.545601177884565
2020-03-13,-13.220190439635592
2020-03-14,-10.666958664002854
2020-03-15,-8.113726888370117
2020-03-16,-17.669858772379534
2020-03-17,-13.819734743225464
2020-03-18,-15.720147058318034
2020-03-19,-13.051618301225707
2020-03-20,-3.9169167632410034
2020-03-21,4.848834434073008
2020-03-22,-2.53573844051473
2020-03-23,-5.521532684520001
2020-03-24,-3.18935305265117
2020-03-25,2.028431722092529
2020-03-26,0.5017406572482893
2020-03-27,4.8965435298493905
2020-03-28,4.848834434073008
2020-03-29,6.592601884699789
2020-03-30,1.656300775036746
2020-03-31,1.0631176842170567
2020-04-01,-3.0430451589369305
2020-04-02,-0.5017406572482893
2020-04-03,-27.419212494283293
2020-04-04,-31.029995892959178
2020-04-05,-27.38422582404728
2020-04-06,-25.952952950755808
2020-04-07,-26.044395384327206
2020-04-08,-30.42647583138794
2020-04-09,-33.13158156190883
2020-04-10,-31.82594264082849
2020-04-11,-32.00008084041229
