date,total,Aargau,Appenzell Ausserrhoden,Basel City,Basel-Landschaft,Canton of Bern,Geneva,Glarus,Grisons,Jura,Nidwalden,Obwalden,Solothurn,St. Gallen,Vaud,Zurich
2020-02-29,-14.299649349885156,-10.145232688653207,NA,-23.999830655840146,NA,-11.864036466809221,-19.03448340790499,NA,-15.416374423125134,NA,NA,NA,NA,NA,-28.026706525915436,13.061028026162774
2020-03-01,28.933504753842104,-32.60380881116341,NA,54.92301504732622,NA,25.35004967779711,28.582793365515652,NA,-7.596323223004655,NA,NA,NA,NA,NA,14.303947380816211,55.30727539725912
2020-03-02,-24.54836526954423,1.2586190929532173,NA,-47.54431368183213,NA,-19.663612430306877,-35.926198775628365,NA,-12.553414715965012,NA,NA,NA,NA,NA,-28.239404628232407,-17.49554152045677
2020-03-03,7.041794388699034,7.5986560623515915,NA,-17.640016652175724,NA,1.1355740937823653,21.79296774785759,NA,-1.6741678287565482,NA,NA,NA,NA,NA,2.656860506134779,17.954582956389544
2020-03-04,7.638186306013581,-1.886461717410067,NA,-14.653914633295416,NA,7.810046470649041,5.301373828762142,NA,11.94574677812076,NA,NA,NA,NA,NA,NA,9.487818693629443
2020-03-05,-36.671224582012655,14.496123399258384,NA,-65.58511151234528,NA,-38.41343514558351,-32.111393811298015,NA,-19.749681979889672,NA,NA,NA,NA,NA,-40.89774037533312,-42.49549628494664
2020-03-06,-11.63571150483836,14.76603705089404,NA,-50.235004221843994,NA,-11.47757956649435,2.8366257052140535,NA,-10.904842884590359,NA,NA,NA,NA,NA,4.271686888199141,-18.65036274292916
2020-03-07,-3.3784752439460433,NA,NA,-10.999843983852724,NA,-11.440456859321246,23.999755219819665,NA,-26.66628927241956,NA,NA,NA,NA,NA,0.6894030597028096,13.388227372529954
2020-03-08,47.192646168069295,-31.42440350727718,NA,47.3843775308524,NA,41.909632669860656,94.61977870930237,NA,10.794874895838513,NA,NA,NA,NA,NA,48.58752308322251,46.08987733989197
2020-03-09,-16.85838916338393,-0.7539979181561232,NA,-51.4260581461989,NA,-11.295773487774794,-7.768004876774362,NA,-19.248190031185135,NA,NA,NA,NA,NA,-10.797227351827223,-13.712539665840952
2020-03-10,-26.00738104555255,20.897771093486636,NA,-56.8403672573067,NA,-31.789411575900797,-16.34472581089319,NA,-24.268797517648718,NA,NA,NA,NA,NA,-35.68197243649901,-22.44298810773225
2020-03-11,10.508474136019956,6.832922768037397,NA,-17.401994027482367,NA,8.14986202092591,11.927385018040772,NA,-5.57423942983494,NA,NA,NA,NA,NA,0.63902719336458,25.989251611741224
2020-03-12,-0.9281703245044579,15.44668886806221,NA,-42.969198962923834,NA,-2.2978003875864457,-3.90518533860866,NA,-0.7053119278566657,NA,NA,NA,NA,NA,-6.292318860210353,9.443550546768002
2020-03-13,0.7299124958178038,20.357943790215327,NA,-23.059029767724105,NA,-0.9566236079222774,-3.2423959272343845,NA,-24.232773521333456,NA,NA,NA,NA,NA,9.610595833637813,27.19796449126233
2020-03-14,-5.912938588626045,41.81314525121038,NA,-7.999629951650676,NA,-9.957452300970095,31.44860439992375,NA,-44.99965939717771,NA,NA,NA,NA,NA,8.50046100136942,23.183998392152034
2020-03-15,66.50134025089481,-10.605846202857531,NA,65.6923628135905,NA,74.21114723189298,81.80647773088774,NA,-17.99114215976318,NA,NA,NA,NA,NA,54.26413691041005,100.93618659918087
2020-03-16,14.442880515915922,58.10478120265377,NA,-14.554189739155117,NA,29.703876924201584,-3.8835317072711484,NA,-15.063718459196801,NA,NA,NA,NA,NA,18.272446184572303,55.323635364577484
2020-03-17,21.073593365950387,113.266916833671,NA,-29.400027753626205,NA,17.786536057348933,14.165240743661018,NA,-15.900802373575074,NA,NA,NA,NA,NA,11.387744451680916,61.344103337733564
2020-03-18,22.60543854841502,117.10731868140005,NA,-21.980871949943126,NA,26.146760085589097,-4.858886579691248,NA,-12.74206669666861,NA,NA,NA,NA,NA,8.311085059394223,69.71751955167714
2020-03-19,19.031942338291493,126.90049008531109,NA,-35.43056144645001,NA,20.35561776658498,-11.282483389075743,NA,-19.04437005203301,NA,NA,NA,NA,NA,15.38049830219245,46.8539840487612
2020-03-20,-11.14937291283559,142.96035235763256,NA,-44.47071718035703,NA,-14.665373061948785,-27.556599532564004,NA,-43.013599600323246,NA,NA,NA,NA,NA,-11.74690572094422,27.975544114393742
2020-03-21,-29.111532191846447,165.10207332387483,NA,-70.00029008027386,NA,-21.186595288690597,-21.10381739398547,NA,-55.83340228904058,NA,NA,NA,NA,NA,-15.62118299691955,-16.653484379070647
2020-03-22,-40.04646296344953,162.23277385322623,NA,-39.845740014378585,NA,-44.77188857933557,-55.19416481708566,NA,-69.16512492539582,NA,NA,NA,NA,NA,-55.85284247289163,-21.662521431544658
2020-03-23,-18.97853410689019,147.14401395798524,NA,-53.36598957749417,NA,-0.8366887078245592,-52.91865060218279,NA,-39.33251597684552,NA,NA,NA,NA,NA,-25.332530563233824,6.620012657822998
2020-03-24,-5.44844881856017,156.24773201260953,NA,-53.90036448194408,NA,0.3788419860229517,-35.41404332138461,NA,-34.31190849038194,NA,NA,NA,NA,NA,-17.08208312072821,17.455122777670237
2020-03-25,-19.82416443741082,153.62780928531996,NA,-54.95312067574593,NA,-9.508172357746895,-47.70954007216309,NA,-43.00411960129292,NA,NA,NA,NA,NA,-26.85126964469008,2.475166820165831
2020-03-26,-23.20992262200249,155.17981278222499,NA,-67.09227453510717,NA,-8.20792574240179,-46.431034361017815,NA,-51.4906147332457,NA,NA,NA,NA,NA,-18.876023694217388,-20.339288780795037
2020-03-27,-3.4869101380032337,146.31666993884116,NA,-46.941260312549744,NA,9.245457814675701,-41.33489929884601,NA,-46.64917922845539,NA,NA,NA,NA,NA,-3.2035319445459383,33.02596226067301
2020-03-28,18.613577858981287,116.83153734168536,NA,-19.999545279570746,NA,16.314002006149167,-11.172332307924053,NA,-46.66624322670999,NA,NA,NA,NA,NA,3.216592354337331,97.63243555189109
2020-03-29,-41.184220135422734,169.69647308976002,NA,-63.538869580692904,NA,-35.36746942881606,-38.93228768261426,NA,-58.3702500295573,NA,NA,NA,NA,NA,-40.64119661157361,-52.77244281393222
2020-03-30,-46.28713388112902,147.90094572018086,NA,-62.09944422187536,NA,-35.5606978789735,-66.99727682049375,NA,-67.78578506648257,NA,NA,NA,NA,NA,-46.51185081280471,-28.843584733285493
2020-03-31,1.2332446159937174,133.2141224583538,NA,-38.22003607971407,NA,-0.3788419860229517,-25.606831249955874,NA,-41.8428197200773,NA,NA,NA,NA,NA,-10.248690140588723,50.371377022208364
2020-04-01,6.578923049887744,128.4172874537419,NA,-34.803988054964734,NA,17.657082514386317,-24.7378616097592,NA,-33.4473325788157,NA,NA,NA,NA,NA,-5.434063359633107,45.79058617306787
2020-04-02,7.764423943871206,127.13813145251206,NA,-42.21561745154288,NA,15.759065127125599,-19.092854066293064,NA,-37.38437617611239,NA,NA,NA,NA,NA,8.739279923269175,41.042346246668885
2020-04-03,7.7433843375616025,133.34027775205308,NA,-37.05908778377887,NA,16.57862027779334,-14.993727507878864,NA,-42.407827662285065,NA,NA,NA,NA,NA,16.37402233275198,52.84269443829929
2020-04-04,15.324925549664709,110.37708045474578,NA,-8.999701295718026,NA,12.076302202696452,0.8275453019857792,NA,-42.08361169544773,NA,NA,NA,NA,NA,6.202761764497945,86.85699119520493
