date,total,Central Bohemian Region,Hradec Králové Region,Karlovy Vary Region,Liberec Region,Moravian-Silesian Region,Olomouc Region,Pardubice Region,Plzeň Region,Prague,South Bohemian Region,South Moravian Region,Vysocina Region,Zlin Region,Ústí nad Labem Region
2020-02-29,0.9765405922906173,-2.3409011230751813,0.6255068276919503,0.5514158904767321,7.570071416909056,3.950331806195756,-0.8871744286533576,-1.1253586891239593,5.073921341768078,0.7016491146129149,4.346306063057914,3.603881089384322,8.110571213185395,-1.3484624231604394,-2.8414324160350497
2020-03-01,7.8163073671678855,13.196709664611896,NA,6.706978695624976,7.819698005043328,9.808548925116225,9.895184068607549,6.990542869060753,10.827316975510408,3.5899444425742972,12.323933158347414,12.274350161914187,8.770013732222441,14.483768851745983,11.587190001547201
2020-03-02,0.17045651447813384,2.872661378193494,-2.3876873530176597,0.32453122720766014,4.181729123706664,1.6041615047544322,3.5728582382695677,3.50637059827388,-2.5571716625716583,-0.6689695668090256,3.855948682290659,1.9934741509762037,5.570955153599087,-4.230095039296765,3.0474868169267815
2020-03-03,-0.31223810128704893,-4.228072028467889,-7.795294766612584,4.6564008529146275,4.987694038109176,1.7983140655455618,8.07444700588105,9.995038237193587,-1.323338741451272,-6.5897346983371845,1.0791685826242325,3.355173272269222,3.876607178385406,-4.764120612131062,-2.789437380296014
2020-03-04,2.744031272790519,2.6087079182253463,0.05861123884671116,2.797286861064256,4.5503637364165765,3.57740510527022,6.088451961346571,6.783036764290897,0.5476216319169264,0.4555913429130433,3.140007789123653,4.1927754609442145,5.48233065320827,-0.13207084059342844,0.5199503573903513
2020-03-05,1.78342119587169,2.1588310357248894,-0.40355279205932276,1.122935485293762,2.482720252529223,2.219298331023358,6.922473237956428,5.35172721371557,-4.973828811505582,-0.11149492780150429,4.114987376614102,3.4380758779742555,8.993957362242249,-3.797515184599449,1.4606753558540053
2020-03-06,-0.4675606261619839,0.9363604492300726,-3.1332991783463133,1.2875943970333417,0.214794971185303,-0.7775713944555637,-0.2193775547977257,-4.180041580270899,-6.389560657814543,1.9684621735989722,2.105764736511235,4.330946470452603,2.704476689345571,-7.2275288997215315,0.6817126908006829
2020-03-07,0.33693040011332065,-0.360286839518567,-3.1842236973442755,3.305623385097493,-4.379108286417483,-0.39503318061957554,4.215528167522817,2.2507173782479186,1.2174716421351703,0.49211554339974306,5.0784966160164275,5.500159081947729,2.820736786632449,-4.516248527249194,-0.934947772270428
2020-03-08,12.912479234602932,22.998631033867028,6.434745353384011,17.843473580895505,13.98876438467167,13.923237602080711,22.362014275174335,11.984201408964154,5.479103603696067,8.451507759988164,14.004339153257423,18.928475399135426,13.472829962638366,17.680266008137657,15.108409366318524
2020-03-09,-0.29391800860949246,3.312904922738909,1.2567786952704625,-1.0827280766131668,-2.9771357042215194,6.001428661286204,5.047616602240182,2.286427731161801,-1.762205989525294,-2.769111094794257,-1.0179933928209102,1.5665733767709744,-0.45646382459356183,1.2690285117890296,3.8514841288174173
2020-03-10,3.300802785034517,3.8880151986549096,-0.8926203424359783,2.9533298995151367,-2.9094075601540816,9.313556010227948,14.029532876645742,6.1730653307348575,2.7621688639746553,-5.492086357394789,4.045209425744687,8.612341958184956,0.2706382592579782,6.86576964070475,4.437872587429869
2020-03-11,-6.412828962913344,-3.613465066936216,-4.581285029854407,-1.7212600192311884,-2.9442391771030496,-0.8583081029033601,-0.6407370873607583,-4.855642851614613,-4.328039505677361,-16.43685138218556,-2.430757932341385,-2.7586556725985227,-7.060418531135072,-5.337384623112683,-2.5612369456635826
2020-03-12,-4.659675746248051,0.07899337123134358,-5.413372453481488,1.5307534876255118,-11.46056952112574,1.5157355859782742,0.624307931274585,-5.758053121195148,-5.2875803967514825,-14.897067982719957,-0.15102624982695195,-0.5374375818119401,0.6727838416765233,-2.2155362027086,3.9468083610056484
2020-03-13,-20.006337729660224,-13.284373040002777,-20.82716743018543,-11.756837762056856,-23.629381920213827,-14.81903060533483,-16.88047466806993,-23.8139796701926,-15.883914610117671,-28.446585200114836,-15.03284703182578,-17.77832085791732,-18.730264034209725,-18.150170230828767,-12.233276464156322
2020-03-14,-56.09373420137206,-48.38632988058445,-60.7913847638126,-53.625195348862206,-54.428271662423576,-57.11449316777868,-56.01955657006594,-56.645306023477104,-53.7795240244041,-61.998869163002006,-56.30315945289209,-54.502269378219374,-56.156485844413375,-60.461648009640825,-50.20602136119945
2020-03-15,-56.50235192065843,-44.85282151867508,-62.64196256739892,-54.54230719448149,-56.12728053360102,-52.92579584140372,-54.4636188466107,-56.5931882111163,-57.39921639283918,-64.35371893122343,-55.1064198023646,-54.23355058731341,-57.70407927059279,-54.939555616712695,-52.063399582321644
2020-03-16,-61.197871326493,-52.035438297954315,-59.18582115540515,-57.385545379752145,-57.48087587003453,-59.95277293023515,-61.76202983265662,-57.775490435967804,-57.28757472446947,-69.68529103911088,-59.45177000308183,-61.73575995186201,-55.432242615413145,-60.914325600950185,-54.17016140078477
2020-03-17,-64.71214301750948,-57.18349410112871,-64.6818258472607,-61.55850000924533,-61.372341519166454,-61.923133076877804,-66.19596913403092,-63.20249893420453,-62.61461467642059,-73.64528330240569,-64.13167202303599,-65.68078049920497,-60.13696474906329,-63.89166172476291,-58.24406873804139
2020-03-18,-64.63726959526207,-55.648903364890536,-64.61072368865976,-62.39232507974054,-62.03801242085785,-62.10959642734057,-66.70334013080979,-62.9776202253144,-61.13824985504877,-72.9888088568158,-63.71204845547882,-66.15913806315815,-62.384024662198186,-63.71556727063833,-58.234440027719344
2020-03-19,-66.38803323462159,-58.72868150911743,-65.93764370255006,-63.282631986239416,-64.36786057677772,-64.58167754790881,-67.04352030388822,-65.17235921250813,-64.497124187896,-74.76503839627425,-64.48916453844916,-67.29118743761309,-61.77890038533616,-66.01723663025568,-59.36677636159167
2020-03-20,-67.61229334094352,-61.69767626686135,-68.46080949290193,-66.25127899382335,-67.72620897760739,-66.5251254584022,-68.39844247052439,-69.29738754639818,-64.7050086738258,-73.4290215889976,-66.81955692501947,-66.83855826853387,-65.38868111093201,-67.67386434813413,-63.43683221471947
2020-03-21,-78.31441356771083,-77.0676669741307,-81.5484108753782,-76.67265639613187,-78.07603693602714,-78.89898717931804,-80.25739390190277,-82.15407974006908,-78.13280657980992,-79.4795437485706,-80.57346014501954,-77.33193176306062,-79.69439078692064,-82.03130456974726,-74.46748275965255
2020-03-22,-76.39000731079882,-71.7799277706082,-81.1708007628084,-74.41051099822124,-76.63245992247546,-77.61873365964586,-77.76112859775066,-79.0086732496274,-76.31477975609975,-78.54240965713555,-76.11245060108038,-76.39141599488973,-78.67568550823479,-78.51420066263967,-71.71463447858031
2020-03-23,-64.07253282533217,-55.46490660994924,-63.269391075053065,-60.41737545811987,-59.111189052229285,-63.25048300981122,-65.50594457841163,-61.663093180214204,-60.35675817646082,-71.72391812417115,-62.45126602812597,-65.79417601735324,-59.81486710248161,-63.663887376493086,-55.608690722898075
