date,total,Al Madinah Province,Al Qassim,Aseer Province,Eastern Province,Hail Province,Jazan,Makkah Province,Najran,Northern Borders Province,Riyadh Province,Tabuk Province
2020-02-29,1.9322902352773006,-0.665836378280486,1.7452696439560431,-1.9557583470262059,3.1935364565931676,-3.0002549539670755,0.13343738334744115,1.0720399130270133,-4.881355932203389,0.945108316219056,3.2305859580730814,-1.447439477780422
2020-03-01,4.680861494038081,2.69221125206474,3.6003474559338193,5.295432403003036,4.571291761733664,4.538103237915384,3.7135339876266604,3.783045350744874,1.4448813559322033,4.441147285333315,6.13801656724038,3.7240413054151915
2020-03-02,4.405047788837608,2.911590868029987,2.4410452926601227,4.141384245436995,4.219134418332907,4.711232069881891,3.631200283008027,3.84099345415174,1.4448813559322033,6.60330997836536,5.69198478327162,2.4520199895114696
2020-03-03,4.009661668087798,3.33495503919099,1.284658390484348,3.364168139321089,3.789791903775819,2.8484045259294124,3.1485544283470692,2.972737704772204,1.44,3.4280524539657757,5.702627624103846,3.708704198365863
2020-03-04,3.572026627177221,2.80382544264355,1.8871456840549197,3.5459896041457792,3.1684512759673598,3.0640901657536093,3.0775770967792813,2.514947687857966,0.2860474576271186,4.4871099997998956,5.2865893006622695,0.6796255561233902
2020-03-05,3.8159543548978703,2.5238277748984324,3.125159896972514,4.989256361199801,4.343595506822489,5.283814575603525,3.250761785804684,2.7071422308240702,3.4667389830508473,3.7315978807554826,4.824109489952795,1.2308028407086502
2020-03-06,-2.6122587050345354,-5.36325429557143,-2.013473664964878,-7.033570240316788,-0.1350740495235781,-5.8718722841825,-4.191448020183099,-3.5889192043318747,-6.418006779661017,-5.645753426978271,-1.237472129492504,-7.896692992023255
2020-03-07,1.5464699077714368,-2.2197753247009846,1.129177798595168,-1.5996520584058271,3.2697568131100434,-0.7495801384024771,0.26782113111578615,0.04732428444894022,-5.288461016949152,NA,2.9393591316639776,-1.0333375874485398
2020-03-08,3.8295058953267955,0.6071427090968017,3.1844368726302634,4.201677373669016,3.7772493134629155,4.3572368045202055,3.801545878770718,2.691689403248906,1.7338576271186439,6.832165994146874,5.435589072313439,4.137184626556491
2020-03-09,-8.225785040357453,-13.497619529651242,-13.152686320125303,-15.416199224825064,-8.98917799579412,-9.9660306401279,-14.879687789871047,-9.67829907067,-9.24528813559322,-3.128337253381617,-4.06943532184947,-10.761856302676025
2020-03-10,-8.69769750705884,-13.906550831340846,-13.320799710105478,-15.053498375304306,-9.987761147629145,-11.03575403764163,-14.95728967238516,-10.377539518446175,-8.35492881355932,-5.4839263697938545,-4.221337686454883,-11.125154025907005
2020-03-11,-8.810095577675217,-13.64194822436522,-13.344121798888855,-14.982842365657406,-10.26659257843139,-10.092733863522385,-14.68568308358576,-10.508888552835073,-7.712542372881356,-5.522228631849337,-4.370337458106053,-11.955274944951935
2020-03-12,-9.335417056655308,-14.727300008614336,-12.907804387899844,-13.792995163203603,-10.225105548934861,-10.020193850128596,-15.199558964136545,-11.339478035000145,-7.511430508474576,-5.767363109004432,-5.173388175446771,-12.857288553290596
2020-03-13,-4.830725588193251,-8.189210138071124,-1.8793716544604606,-6.698189714526167,-3.0738994413008554,-3.0902045705753727,-4.191448020183099,-8.124324097642555,-5.924013559322033,-3.7641548035026435,-2.369483381647492,-8.40569323222286
2020-03-14,-0.30769968268029624,-4.495357744691375,3.1824933652316485,-1.1559323178232923,0.19971663036700474,-0.24953764607463108,-1.0703381600422408,-2.739013687697846,-2.847783050847457,-0.945108316219056,1.6302897093001325,-0.20705094516594116
2020-03-15,-11.18241230217408,-16.837385525332696,-12.808685510570491,-15.367211058136547,-11.31341646223912,-10.891641211032637,-16.62194468875501,-13.491284274841753,-9.534264406779661,-8.539489325270052,-7.613501318980855,-10.75706345672311
2020-03-16,-19.33645389320193,-25.444186686776263,-22.238583408649248,-25.022590296417654,-16.925743219943786,-20.838327847588864,-24.799479649785077,-21.89086186366692,-18.200623728813557,-14.944585097498285,-16.846649506429618,-20.160627216342938
2020-03-17,-23.92245460423754,-27.548499055706067,-24.883696978163915,-27.484245672515666,-19.994818588047373,-23.674158771196684,-28.689983784120756,-27.638347919904536,-19.58985762711864,-17.48115240212268,-22.840503956942566,-21.2888631536592
2020-03-18,-27.347805735007572,-29.82215709310027,-27.36166891139772,-29.45130898108538,-23.19510874711672,-25.593083925507024,-29.899437514035863,-31.566263529166573,-20.28203389830508,-17.601804527597455,-26.967991137876908,-24.316983226711088
