date,total,Administrative unit Maribor,Celje,Kranj,Ljubljana,Novo Mesto,Ptuj,Žalec
2020-02-29,-0.8827188973534706,-6.990807194680126,-1.3688443172516482,-0.3701630851467929,0.3405354666074285,NA,-6.500135231539568,NA
2020-03-01,-1.7203122546628626,1.9975104782604531,2.675900522960687,3.2125903264437063,-5.356299476163213,NA,NA,NA
2020-03-02,-2.1905678824906305,-1.0462236830447211,-0.8964029105335446,-1.7068094213295988,-1.946188728153069,NA,2.4510429102322604,NA
2020-03-03,-2.986994080461565,-3.317037323237113,4.326118394314063,-4.749298695590967,-2.167822146364049,NA,-3.5905963755117174,NA
2020-03-04,-1.00542869922772,3.437866089564918,-2.3241835803335276,-2.3746493477954833,-1.156679126800651,NA,-4.925965817641375,NA
2020-03-05,2.70832407878585,5.791150157568351,7.137002176337066,0.4436158122255299,3.089550825533318,NA,-1.4347102303853683,NA
2020-03-06,-1.6625198963607968,-1.6273525115736864,3.6378938903625397,-5.320490296953251,-2.440821249482295,NA,2.1167229497563094,NA
2020-03-07,5.515607675212224,0.919641165939402,6.3879401471743575,7.8961681609642245,4.67808219210987,NA,4.499946668006306,NA
2020-03-08,22.005430018687957,22.974726854615426,23.193355900432614,21.420168292711153,15.437290747407703,NA,25.12653302948543,NA
2020-03-09,-1.416308616471174,-1.2207541232959944,-2.688258145269209,-6.825304718816323,1.1975814314490292,NA,-0.49001754206903725,NA
2020-03-10,5.419023185995073,1.8431181657304803,11.536315718170835,9.497630907930898,4.876886417028732,NA,2.564711696794084,NA
2020-03-11,4.6978062214309375,8.404311969022856,0.4648367160667055,4.749298695590967,5.552250051920559,NA,-1.4776942253037049,NA
2020-03-12,28.92705452053674,29.677846510419826,27.207681978039357,36.810447582208624,26.824302118238784,NA,29.180401350228106,NA
2020-03-13,17.496834394985697,19.52247638810672,6.466838812682613,25.373084789448445,16.80133504661176,NA,20.32378799727662,NA
2020-03-14,-21.961096154785,-20.420061509398984,-33.76672766487017,-16.285242779956818,-20.752687918922536,NA,-23.499827621798158,NA
2020-03-15,-35.053044500555714,-34.96170764110398,-41.9275113201517,-33.20159912284015,-34.025961385514876,NA,-32.16158019778652,NA
2020-03-16,-28.490840966777313,-35.04034223506335,-34.49962972639866,-28.15462358593009,-32.928257674718864,NA,-32.839772117609165,NA
2020-03-17,-41.62949820487435,-47.36583535896234,-45.18326950528149,-35.61587428392811,-44.97541321824703,NA,-41.03061114926997,NA
2020-03-18,-40.78715479071822,-42.40130739643024,-45.09296380379613,-40.36517297951908,-46.2652626392517,NA,-41.37639350839081,NA
2020-03-19,-42.418007641434045,-43.61247193509704,-49.06356291015734,-43.020102470115006,-45.96372704451831,NA,-44.48843474047838,NA
2020-03-20,-41.015949195503104,-41.97361192196833,-46.47891867501343,-40.106155468241425,-42.36242180268667,NA,-43.1874524942834,NA
2020-03-21,-47.12927235726409,-48.38233132965657,-54.301293596307744,-42.93505194402383,-44.822267379912404,NA,-55.99954857960892,NA
2020-03-22,-91.52726202764973,-94.56385298691384,-99.01972638552253,-100.67566081066835,-91.52413834087587,NA,-99.50030663685264,NA
2020-03-23,-38.487335600752445,-43.9318051032491,-50.18145243591285,-42.232418620520654,-44.37900054349044,NA,-37.74090273818661,NA
2020-03-24,-46.54501536511444,-51.42031174018423,-50.95142736436691,-42.73982232731456,-52.484315378579545,NA,-46.67297688221696,NA
2020-03-25,-44.7043683370007,-46.22083895423695,-51.601628415061434,-39.415119943750675,-51.74046416381136,NA,-44.82466510072848,NA
2020-03-26,-49.76238720264314,-50.66944726371859,-54.416314542410134,-46.568062484668204,-55.6832560886376,NA,-49.272075774945705,NA
2020-03-27,-43.32289347073899,-45.55340386404527,-46.88291786586895,-40.106155468241425,-47.02908939815049,NA,-44.88102189406585,NA
2020-03-28,-43.633230518059676,-43.41492649173571,-49.73752861913749,-38.00018846423395,-41.50537583784507,NA,-51.000032370662844,NA
2020-03-29,-90.55350037406699,-94.56385298691384,-93.44358696538491,-92.10682030698307,-90.42072733175682,NA,-91.45943398746248,NA
2020-03-30,-48.05553344237939,-51.776085329927206,-56.45437163698482,-51.61697098808033,-53.808408589522394,NA,-45.094031468883394,NA
2020-03-31,-48.524205717924914,-51.78855178994516,-49.02934180222605,-42.73982232731456,-53.56775084356798,NA,-48.211803900293404,NA
2020-04-01,-50.320518882135694,-51.9515747286414,-54.85548542752838,-47.48815453965449,-55.28755007157421,NA,-51.720253085516745,NA
2020-04-02,-46.655058348730705,-50.48820411422688,-52.18623900888766,-43.46371828234053,-52.21702357378433,NA,-49.272075774945705,NA
2020-04-03,-41.33024462352941,-44.57718414879364,-47.28691705672447,-38.060110425798186,-43.36785752392704,NA,-44.88102189406585,NA
