date,total,Antofagasta,Araucania,Arica y Parinacota,Atacama,Aysén,Bio Bio,Coquimbo,Los Lagos,Maule,O'Higgins,Santiago Metropolitan Region,Tarapacá,Valparaíso,Ñuble
2020-02-29,12.168842916870481,14.217379278898868,-1.131138009651248,0.34907290993615686,-0.6160418189806859,8.0761004240367,9.951708980335162,7.90251451826462,10.028707702888761,8.962286865828597,6.552710457446009,18.480563505450352,3.6414751473536975,0.790452647822869,0.06260002095902352
2020-03-01,15.507854692841043,21.135180367342677,2.566998620367964,-0.5766875744972674,3.601401551397198,9.835519306109642,9.39952741656428,8.390063385799042,8.613183892292378,10.818426907076153,7.356664586001839,28.552831095052884,9.800121193552206,0.2012413105840352,2.014757597635034
2020-03-02,8.98629691011207,12.972785926342201,-0.8196652243849623,-2.8623978614764862,-6.179579677177954,10.59522437895192,4.060496317296096,2.8830645631366187,7.742166187943043,7.155720159016004,3.487029955181912,19.972466473484626,2.727015356186367,0.1335158695221003,-3.5210104096336923
2020-03-03,10.105753032104131,14.102846148295493,-1.96141066635178,9.413492198634499,1.3575913802420403,6.823796775300511,7.391768455054216,1.4875998910991208,6.821211415648652,7.059433490209633,5.246042843684788,20.570381193921044,6.620688888051476,-1.8401969842828603,-1.5467020563106428
2020-03-04,8.875803042163286,7.735758529502909,-4.286366967519009,13.045763190244152,3.3494279924673065,8.913227669907489,7.868348036956987,-0.47603196515171864,3.9306234442137034,2.16311338140252,5.56956173397111,14.723890310168166,7.73729242252948,-3.3669219270790505,0.7540894832448526
2020-03-05,4.476211438801112,7.617407627879421,-5.3933971764530515,8.159698815274767,-0.9226256169181968,6.054413930829669,4.0461415106122764,-4.348590391335558,-0.4023775282495826,0.655893347908741,7.244304731890423,13.705897241129314,-6.546569515504229,-4.274442837308978,-3.9428382431729587
2020-03-06,4.708490518868629,6.47112187909065,-5.140747424936746,6.796879920318539,-1.087414408309609,5.155348946536068,2.23743586845116,-3.2439275044613085,1.0025826718199624,0.38324000851644463,4.738486261319421,12.283206266457455,-1.567095305284647,-7.265972319644733,-4.358887613239084
2020-03-07,7.083705417475705,9.001349622670194,-4.964278323686806,9.421143111728991,3.326434207621993,7.240908732491621,7.926724250804514,-6.537761585914329,4.387739681556904,2.265120050336001,9.022690009033196,14.862314296892997,1.5873096796157145,-9.52606703851159,-4.54283536713406
2020-03-08,7.003859483702496,25.44926162006978,-4.023109783687132,9.231783012640335,6.303171270721513,2.4591217708181246,7.937251109039316,-7.527255448961551,0.5406647933281981,3.802846751174372,9.493439052982756,16.296540603791925,6.292445952485097,-11.459144627679388,-1.9309698772744945
2020-03-09,2.114707458114687,9.434666633452961,-8.254510965570914,8.396877121203993,-3.1558969700192527,2.7242927134407795,3.3351000862071394,-9.796085218354017,0.20454991292878544,-3.3490600744235572,-1.4500232896964786,11.760271205496986,-3.4614709568818127,-8.32926174431711,-5.748608078529406
2020-03-10,1.1251017940770363,8.71883456718187,-11.494599381963235,7.255934705988006,-2.851229320818851,-0.6203451613909555,-0.09378473700094682,-9.834474892963026,-4.194713707384671,-3.864813419218076,-2.5619983976267102,10.722091305060765,-1.8154433327806168,-9.16808970718422,-8.986473777979207
2020-03-11,-0.4750429797214153,1.7762179671073304,-11.492670757905858,3.3606635767552193,-6.429637087370736,-1.8436154952414512,-1.1742231867363444,-11.164677118165207,-4.4088669026105824,-4.404400097875557,-3.4143834977822887,5.738827782966896,-5.194131613830439,-15.18404388608581,-9.270581565408621
2020-03-12,-1.4186767424957036,1.478431827538557,-11.003764559360945,2.8461396711506928,-4.877556610312087,-6.6602424347777776,-3.5236265473212875,-12.47856373165856,-9.414097635872693,-4.940173443114966,-3.17900897580751,9.993442819384232,-4.052500758752067,-11.92838518360851,-11.755320858859093
2020-03-13,4.774625534721186,5.271387336020304,-7.61131484243589,8.942961043323296,-0.1207173704378949,-1.1458481608219833,1.2019758129917266,-5.570341785767289,-1.1591161732631174,-1.0448533565522968,0.8911298774353775,15.200684042220358,-0.39177382632116176,-9.585084922865562,-5.877660429429547
2020-03-14,8.904031402588156,9.001349622670194,-6.784899433850111,9.596157748765474,7.146276715049667,3.899174189148455,10.05793454979542,-4.823662614622052,2.1626591733127922,2.8228200627293347,3.1615738260316,19.516820850515394,1.307196206742353,-7.891948896317188,-4.294361437789013
2020-03-15,16.967664189098702,22.010404373703462,2.843756172601475,15.770444616019798,11.555334959138497,8.781609975759016,21.805908339832392,0.353185006402888,4.171665829871568,10.47999356622208,10.43881161860985,30.256215153916763,13.307796434619314,0.26799924534508535,2.434659276683253
2020-03-16,15.940151869633365,20.343947323424366,2.0337340685033944,22.137917038910025,7.75752816218758,10.898138630925974,14.315570212215952,-1.9453967608115599,5.320218392607846,8.945126865447262,9.247409717256032,31.061765854440424,12.900621180236387,4.4989042991142485,3.2340133904677075
2020-03-17,1.0452558603038273,6.436761939909638,-15.14259178649066,10.785874734958842,-6.51777992927777,-11.476869374314104,-2.4173494455550166,-13.535239525271548,-9.311342515293443,-2.1297467139943715,-1.2611425004574583,13.679942743618408,-0.7479318502494907,-9.804708853166408,-12.889825854085705
2020-03-18,2.0808334256048413,3.0943034118011634,-12.082829719463032,16.801405155502476,-13.261665409534455,-9.835519306109642,-2.5369728345868365,-14.788662401255712,-10.082486083752668,-2.9496133988802975,3.495747530069867,11.717013709645478,1.8019670832265722,-9.827929004387641,-15.903294555328547
2020-03-19,-17.57175110219096,-13.983540803916979,-29.681524243022515,-11.195198585514115,-24.126228748944996,-20.88850228309264,-20.756093477689138,-33.194591892545354,-24.858096226110852,-19.760693772459863,-14.408214050925261,-6.135835467115193,-13.923853557089938,-25.762757779960044,-34.1699806711716
2020-03-20,-21.573726085854222,-35.48904496021056,-33.73838494771373,-13.592803476500267,-28.634926727363517,-22.338232473051537,-24.610837565850503,-37.94435438354506,-26.230405266370166,-24.808593884635417,-22.801301429161725,-10.65287931169835,-18.01678306450414,-31.353976692773212,-39.22998851915175
2020-03-21,-31.701255281714683,-37.027606681315895,-46.19826067039385,-21.808927775846904,-33.63607493121916,-32.303433918983934,-32.475357654358476,-47.54273277766267,-35.6012881319058,-33.648854081085645,-33.8522805287924,-21.26346240523078,-21.94029686323892,-45.82593594140783,-49.60040429894815
2020-03-22,-45.82592031373701,-43.457687521940336,-59.277224715491776,-35.578658617657275,-44.27165849654513,-46.3652360952875,-49.247513783731875,-57.396402507930205,-53.41633712130437,-46.863961041421355,-47.22310316805105,-36.37282506732017,-35.17686169307257,-56.472375276343996,-54.65174445171858
2020-03-23,-38.02521454146955,-37.681399968510156,-47.12882177807795,-26.33635559951202,-40.89253019865262,-34.51190140462225,-39.860427199626905,-49.50060618272216,-44.95200410461745,-35.8548674634415,-36.36197347709138,-30.516721406711405,-36.604381556547466,-42.129094365727056,-47.50089590370705
2020-03-24,-38.38815060407505,-37.68521773953027,-52.38528664645728,-27.062235979351865,-39.78403815423481,-34.11995165366541,-41.72368110718653,-50.69452506306236,-40.99641212643122,-36.91402082031157,-36.357130379931405,-30.157203552301084,-37.588147773992745,-44.37951402158507,-53.40070710978363
2020-03-25,-36.50894832436215,-38.90881335147632,-50.783564366806196,-27.475385286454383,-36.035093150080186,-35.345157541841616,-41.645208163981664,-49.63880901131459,-41.18271580299547,-37.75581417235142,-34.14770945555087,-28.52879915291316,-38.89919433775054,-45.46795861008045,-52.38369753851089
2020-03-26,-31.85368842800899,-37.97250500879373,-48.113384359368595,-29.032346101183325,-35.72755127777412,-35.41967638338156,-42.32945394924367,-49.244355104707026,-41.07227805657852,-36.7815074840335,-32.5998556032229,-13.565550699033308,-38.237895520348474,-43.65581930852325,-50.59815232531042
