date,total,Central Finland,Central Ostrobothnia,Lapland,North Karelia,Ostrobothnia,Pirkanmaa,Päijänne Tavastia,Satakunta
2020-03-14,-27.371271011368307,-29.791668785185333,NA,40.83805507207771,NA,-19.70379098713716,-27.064220789922235,-19.01362278720769,-17.185041700367112
2020-03-15,-32.437981945392444,-30.322675489612475,NA,-12.443016616205075,NA,-30.74616382320999,-26.211994808225132,-18.857883739198407,-27.42069457184295
2020-03-16,-33.868140648606264,-41.81320297338332,NA,-3.9552757679496815,NA,-27.252434184692287,-33.547329222764425,-24.013615310024313,-18.083562099521398
2020-03-17,-43.82888824058176,-46.9926633417005,NA,-17.56604956908699,NA,-35.58961273723411,-44.19289894873105,-35.15568670772566,-35.55340695735791
2020-03-18,-46.7835369644936,-50.99475695962716,NA,-15.10343887713088,NA,-34.15163889644937,-45.35660820637192,-40.471002735153675,-37.02824620378191
2020-03-19,-48.43273618457751,-53.65741714897188,NA,-31.302964080871636,NA,-43.64571968513956,-47.927796241957495,-42.56002095320415,-33.296078227785664
2020-03-20,-52.09806746139995,-61.85322439845151,NA,-35.39298106246735,NA,-41.805803856837265,-49.73478617817791,-47.32352084756223,-42.022370257992726
2020-03-21,-50.566382679198895,-56.8749173777719,NA,-21.695246619898917,NA,-38.000305373586386,-47.5534359072052,-39.2962304100466,-31.148067881888537
2020-03-22,-52.050901802657854,-61.40229769971894,NA,-61.69618606677152,NA,-49.962636123810356,-46.296862070400955,-40.31622503929259,-40.15149160404393
2020-03-23,-54.231713956021345,-58.3640241503306,NA,-48.7830086199718,NA,-51.90999229245147,-50.75339453087604,-43.939561285878995,-39.610653284809125
2020-03-24,-54.43556553194058,-57.632817431667014,NA,-46.11207463315871,NA,-45.171948091202616,-50.13429733645362,-44.74421303392697,-40.632876065490514
2020-03-25,-54.358821409241585,-57.2572040716234,NA,-49.42804634487299,NA,-48.065162970326554,-49.89149515551608,-46.178550439049516,-37.88840927533089
2020-03-26,-54.77132106874875,-59.263017547592355,NA,-58.22349407819236,NA,-52.83474665036774,-53.30426843976963,-44.56251747791613,-39.12351522422174
2020-03-27,-57.92182718913201,-68.66288488269403,NA,-59.72571526862892,NA,-57.10070373507071,-52.97150369776758,-52.81668702240826,-42.710884288507955
2020-03-28,-54.11579835402805,-62.29175776296943,NA,-61.89495324718551,NA,-46.443964977714,-51.834879942382685,-46.26795618883263,-31.148067881888537
2020-03-29,-58.84035840768577,-69.74110495936746,NA,-71.0277318203421,NA,-49.962636123810356,-53.78600344417956,-53.972232304551234,-47.98597576742763
2020-03-30,-57.41819388391977,-62.718851126673854,NA,-61.966624105507876,NA,-53.20695068654152,-53.47742218633465,-48.026269267900425,-44.777385313243805
2020-03-31,-59.11056167302186,-63.83901787299682,NA,-60.75013073691644,NA,-53.385378394604196,-57.68534842967448,-49.00492575477359,-45.711386240433
2020-04-01,-55.76899466383586,-62.625424453363514,NA,-59.72571526862892,NA,-48.065162970326554,-51.8532593903421,-47.216810759111425,-36.167124199042796
2020-04-02,-59.38955853575055,-65.66941800315861,NA,-66.36148113783467,NA,-62.0228143268429,-56.57774485527813,-53.57519386734237,-42.45293126036228
2020-04-03,-62.11077721978623,-70.93277171077487,NA,-66.36148113783467,NA,-61.17959951293377,-57.933954646809724,-57.464824658981684,-49.59986032642087
2020-04-04,-55.1718294590842,-65.90298468643446,NA,-66.99982958262576,NA,-49.259477467842906,-49.08279944530181,-44.366401639682216,-33.296078227785664
2020-04-05,-56.50765684481383,-73.53155856224416,NA,-76.73082091991294,NA,-57.64941690180111,-50.89269139962108,-49.420229882798345,-43.08966289861036
2020-04-06,-55.81855857641231,-61.84845773144588,NA,-65.26348358833619,NA,-51.90999229245147,-50.2581167753381,-53.13585593561247,-35.30600219430368
2020-04-07,-55.61390758254828,-56.746217368619895,NA,-61.48212910324875,NA,-45.171948091202616,-50.13429733645362,-42.08030623124962,-39.7861380586034
2020-04-08,-54.43716436783016,-56.36297734136728,NA,-59.72571526862892,NA,-44.271175952111975,-49.52390619632778,-44.10395250322213,-32.72263618008634
2020-04-09,-54.17655411783143,-52.856617092026106,NA,-60.727196062253284,NA,-43.64571968513956,-51.200305318099716,-43.56078853948604,-29.96666219164512
2020-04-10,-69.2455823769597,-76.60701211427642,NA,-70.23266309868612,NA,-56.08097979060494,-68.18291523259948,-65.49307644864552,-54.422335339597936
2020-04-11,-53.999882752034765,-65.0001779555682,NA,-66.99982958262576,NA,-38.000305373586386,-49.99983716454001,-44.99993270534962,-29.000057535991417
