date,total,Central Finland,Central Ostrobothnia,Lapland,North Karelia,Ostrobothnia,Pirkanmaa,Päijänne Tavastia,Satakunta
2020-02-29,3.6317557231416293,16.24956782219149,NA,51.047807742958206,NA,1.4072766006879365,-1.6822031579696464,24.08475536899152,12.889021008572866
2020-03-01,-3.8595898374043114,7.580907205753401,NA,17.109267298712513,NA,3.842910744618864,1.1917620992631421,10.40471430002775,-10.77265545795012
2020-03-02,-3.854793329735623,NA,NA,25.709770297395078,NA,1.297917682843066,0.6190971944224115,1.0219173335424094,-3.444488018956457
2020-03-03,-6.809442053647458,-7.9803539008251665,NA,17.56604956908699,NA,NA,-3.094518632745772,1.5977672703174832,-5.079469108132614
2020-03-04,-7.548903652570196,1.789406793913372,NA,19.22212420205553,NA,5.05928888345479,-1.3484710766013148,NA,-6.888976037912914
2020-03-05,-5.95886136040011,-3.203200227783127,NA,11.895451258622284,NA,1.1482686373711384,-0.9354171671976124,0.5008644692150473,-9.98920704161175
2020-03-06,-6.237858223128798,-5.107007029831611,NA,18.249311751760104,NA,-1.0197239444657644,1.078583393407795,-2.9580805600282165,-2.0665010247358473
2020-03-07,1.106394435577375,5.416840385197538,NA,61.2575604138387,NA,-4.22182980206381,7.3392037720044305,7.605256844453435,7.518995143830061
2020-03-08,-0.3509444777590084,9.09670731354363,NA,20.219782549902707,NA,1.280650485288613,5.9578431569494255,8.453169439170654,-7.8344841633837
2020-03-09,-7.145997008400401,-9.581954014716729,NA,19.776378839748407,NA,-3.8927937597761733,-4.951810216013007,-3.0657520006272287,-3.444488018956457
2020-03-10,-8.590545234620283,-16.84635453129632,NA,14.639011715202022,NA,-4.106715151700787,-6.312856704376027,-2.6629454505291386,-8.46546220249098
2020-03-11,-10.174192183232119,-7.157627175653488,NA,15.789567894136889,NA,-7.588933325182185,-7.477533301383189,-4.151118575951198,-7.750098042652029
2020-03-12,-12.526079776778822,-7.207200512512036,NA,11.268570151162756,NA,-9.189026965228184,-10.637831011036342,-5.006721987854063,-8.324499023541481
2020-03-13,-25.51422312564126,-26.10322185622911,NA,4.97682440190431,NA,-17.33434776716497,-21.68484657401125,-19.01362278720769,-14.466466106341066
