date,total,Brussels,Flanders,Wallonia
2020-02-29,-4.346445983832455,-7.001393465448275,-4.2996996756211985,-3.230531752511721
2020-03-01,-0.08032611317376558,-4.524644503823765,-1.5703832074593411,9.388074639412395
2020-03-02,-3.597003347921222,-8.52310031774598,-4.538359737545111,-0.19724052786526805
2020-03-03,1.8073375464097252,2.19052544349125,1.2248034377935164,2.307522680365515
2020-03-04,1.4571156929721074,-2.5364993256792654,1.3059478588476467,1.8211237087366012
2020-03-05,-4.2026622412514145,-5.834333935282018,-5.577962967285672,0.9220515938555978
2020-03-06,-0.5775447537193744,-1.9910363247923106,-1.2295766390319949,2.058578324807409
2020-03-07,4.643652602575387,2.2801509895733822,5.047182989566892,4.628450056799543
2020-03-08,-1.14786015725311,-4.586322298977061,-2.86487538333464,8.489002524531392
2020-03-09,-1.1952525640256317,-5.039268607134072,-1.764175177741558,0.6845969777847897
2020-03-10,-4.475771026042217,-9.828934887007152,-4.285380071905764,-2.528700165495985
2020-03-11,-3.547201157753488,-12.152453076297695,-2.262497387038686,-3.8117210749108357
2020-03-12,-6.895193554836036,-13.407210721447544,-6.81994992953771,-2.487528598999837
2020-03-13,-8.207722244095367,-19.47765496630077,-9.071946273851744,-0.3762889682089823
2020-03-14,-69.99858480301452,-73.00048914167121,-69.64100606939753,-68.07957889710754
2020-03-15,-65.78467690591879,-70.60469228618541,-66.61766040494541,-57.52338074315328
2020-03-16,-31.757732104379954,-50.508331937253146,-31.105997830915,-22.95362706074792
2020-03-17,-36.023851975038646,-55.32883711470287,-33.478278846438684,-30.518663034842497
2020-03-18,-61.00928947773842,-72.8780972669139,-59.30988930883523,-58.067228412218675
2020-03-19,-75.42461374790238,-83.63123536567122,-72.82759521620561,-74.66798701478186
2020-03-20,-79.66261947895028,-85.69936893440514,-77.81559051041538,-78.88567888491053
2020-03-21,-84.00424589599228,-88.73892777680346,-81.43463168942957,-85.74601083711755
2020-03-22,-78.95333989962592,-86.41926444971001,-76.3168053215332,-79.50995473038701
2020-03-23,-74.61091022145216,-83.7545909559778,-71.02427978830853,-75.9021765313757
2020-03-24,-73.94741652663684,-84.02443130977348,-69.97990335732949,-75.51727025855125
2020-03-25,-76.62950544550887,-85.13270419143423,-73.2438183642009,-78.22597634268156
2020-03-26,-77.51550247381552,-85.67913090787047,-74.42470835060043,-77.86021963566927
2020-03-27,-78.44005603644555,-85.82947053355663,-75.74115725217273,-78.98142671397135
2020-03-28,-82.91502380135603,-88.55293067579431,-80.38070885597358,-84.24181244257224
2020-03-29,-84.16811116686678,-89.67758672179268,-82.02937256374396,-84.26191948667501
2020-03-30,-76.05115743065777,-84.85611782879369,-72.85909834437956,-76.61837029275057
2020-03-31,-75.05672014956654,-84.06105250064573,-71.4920535096794,-76.27655054300348
2020-04-01,-76.19654769550228,-84.89273901966595,-72.84573338091182,-77.6045729320769
2020-04-02,-77.49140463986339,-86.0858188696625,-74.71014578466144,-76.9649774339507
2020-04-03,-78.94370076604505,-85.72828040088325,-76.36167341317488,-79.50133742577154
2020-04-04,-82.02260068399549,-87.59885228201678,-79.42415932778253,-83.5983870312836
2020-04-05,-76.72910982584435,-83.97046323901434,-74.18318436793342,-77.33935144557846
2020-04-06,-74.24462314537978,-83.7545909559778,-70.49445445083744,-75.71546826470713
2020-04-07,-71.92801804144838,-82.42273606688633,-67.6286244272551,-74.00732699426229
2020-04-08,-73.45260766948644,-83.5213717930544,-69.35556863533652,-75.88589940043536
2020-04-09,-73.30079131558803,-83.24189428376604,-69.67537311831458,-73.98051760212526
2020-04-10,-74.98282012544668,-83.59365045924967,-71.69443724219087,-76.34836141479909
2020-04-11,-78.9999290452667,-86.00004818577746,-75.99986475929825,-80.99979095057321
