date,total,Aargau,Appenzell Ausserrhoden,Basel City,Basel-Landschaft,Canton of Bern,Geneva,Glarus,Grisons,Jura,Nidwalden,Obwalden,Solothurn,St. Gallen,Vaud,Zurich
2020-02-29,-7.064533376651146,NA,7.499693999951037,-10.585774932568777,-12.078048003711622,-9.872189982746896,-5.23025306948983,5.000158399949311,-11.70209430300188,-7.157435667208668,-8.999826053782154,-13.684303367081402,-8.70258065822242,0.8409670573728928,-7.6843735144338945,-2.4693882526431654
2020-03-01,2.3854679966898265,-2.526453854386142,3.238214918114386,-1.536846401584892,11.132735409250019,-6.985058343674936,-0.520140976212132,-1.636799476224167,-14.910873277378457,4.660991371992742,-8.911592465019586,-10.586757595701075,-4.352728772195214,14.384217681664294,3.8057679253949854,5.478654451402003
2020-03-02,-6.974246739326231,-1.7386349105453018,3.6426245828199324,-19.302906211646036,-25.52817134472988,-8.042931250649678,-3.60252909032691,-11.458476333287571,-19.598472423269346,-6.166554116506393,-28.51787156796388,-12.992618389006184,-6.889183410321749,-4.783413071566577,-4.72869779498838,-5.575851728688425
2020-03-03,-2.7315667731019957,-1.139281274390525,-3.824755811960929,-12.087037281050637,-13.528662825843394,-4.134705451597524,-1.6258010920050188,-3.3950389135875465,-4.663451200568971,-0.7311359014890575,-4.040322685424503,-13.180818789772793,-4.008461394090327,0.5474308566512658,0.33927017013090527,-3.2970086334978506
2020-03-04,-2.336364737793821,-0.9898673367655381,-1.2435841989734715,-13.67100850971792,-15.15149675927848,-4.605086268422523,-2.7122323362188987,-9.649196912256985,-1.002622689766071,-2.90434116657298,-4.643413808614818,-1.3474760652825797,-5.3433365760457665,2.2982657516307454,-1.8257335426536005,-3.2190583418127003
2020-03-05,-10.686294714254924,-1.0857978762633989,-14.23267427722788,-19.953998210314978,-22.203017734181252,-11.653055626693394,-8.589536934342304,-14.732075285735904,-25.34085382082165,-14.924792599606892,-27.236060531215333,-26.198659912902336,-8.56257219804606,-8.455919042652914,-9.36251494917744,-8.539887511284276
2020-03-06,-8.098077777607395,-1.5043266901788452,-1.1995201919232303,-18.851854295286014,-20.793092042742025,-10.530335981596691,-5.929222551386724,-10.18511674076264,-17.366236357711166,-4.838003221826934,-21.0412869201817,-15.275275827170265,-10.990664123844317,-4.649386896317475,-4.26196171348061,-9.65236327903778
2020-03-07,-8.478232040028086,-1.991619873114882,-7.499693999951037,-15.491565604962101,-12.078048003711622,-15.331898187911136,-1.780593508216023,-14.999595200129534,-21.242464540785583,-2.684038375203251,-17.99965210756431,-25.263478540020834,-8.324749608157447,-6.250150228870141,-3.132977926999801,-8.717922128096038
2020-03-08,2.770374187390775,-3.6750734998782284,-6.476429836228772,-11.216670576773838,-5.430579559174319,-3.3565445941339447,-0.9095256256870181,4.910398428672502,-6.044713672982729,11.651997419520349,8.911592465019586,4.811721586610219,0.6875757941537715,16.200177971659183,10.905523350055285,-1.348251341369086
2020-03-09,-8.39586528317027,-0.6664201195205381,-7.285249165639865,-13.156482336471415,-6.736416776748906,-10.365799481884242,-6.330144523809014,-8.184877380839236,-24.690791132755596,-1.5421195395881042,-22.576163524699815,-17.32316781695538,-6.106670372623733,-7.546051205046328,-6.0934455980008355,-9.48298980574659
2020-03-10,-10.070920001961431,-2.491647198462139,-10.200328032052482,-11.868724306607728,-7.906938978299461,-13.130012677053374,-8.400132549289088,-5.09255837038132,-17.576806440918297,-8.046343000071682,-21.546448455844327,-21.968031316287988,-9.557974812176626,-6.788142622475696,-7.668080879145122,-11.704091944133351
2020-03-11,-6.057124581236319,-1.9058766475459974,-3.7317317970770865,-10.680024586733557,-6.128918592920729,-8.505569173370562,-8.669336751395182,-9.649196912256985,-8.022913353754321,-2.90434116657298,-13.931211025720966,-5.389904261130319,-7.124129114042355,-1.149604798967658,-6.836198089106631,-10.076759311545825
2020-03-12,-10.601551993256978,-3.2938981703690287,-7.115847538535604,-16.782208828320627,-8.073480536482887,-11.489486988743963,-15.888816585733258,NA,-14.310072397769115,-7.107410579212049,-13.618030265607667,-18.713328509215955,-7.810745946140123,-4.279399144925584,-9.223548354067324,-13.85782963291566
2020-03-13,-14.65890675655113,-3.3940734240039636,-3.599539775926363,-20.03574535933545,-11.58693965884118,-15.873900775199202,-20.683535713958587,-20.37023348152528,-27.176097665287486,-4.146310178181365,-27.35435171614977,-28.200956960233686,-10.295416633242526,-7.264785006284126,-14.675830833939415,-17.340571677465782
2020-03-14,-25.528150709596005,-3.186931374114777,-13.500232560037206,-29.95119366993635,-21.137530265348655,-30.70928587868395,-22.75640807017551,-13.33375573319816,-50.626650326309324,-15.210512813741431,-33.99998926976137,-36.84168360780167,-23.45908877598844,-16.58621111022878,-23.465228377076514,-26.845695516653837
2020-03-15,-16.23021104122331,-8.268703139019161,-8.095047695207628,-29.807895726359284,-6.788461013681228,-20.46737270246555,-29.24615222809028,NA,-49.30044516922954,3.4959840342253092,-38.61722388171037,-23.098203826046234,-7.789648780908069,5.307247770603565,-17.053597195789063,-19.666569887379474
2020-03-16,-29.31226959677529,-13.098338884181379,-21.856726697076265,-36.3409355298425,-24.46457639360391,-29.247814616532203,-35.71666751442604,-13.095275809511737,-47.839011518347014,-25.43775724628113,-32.08212071402111,-21.65371724490458,-26.303370234091766,-16.687202664817896,-34.561471399041544,-32.98740862201965
2020-03-17,-41.489085814938,-23.4961906343566,-28.05016768802682,-51.94117675644358,-34.61320259540641,-42.88498685740512,-50.23734988731297,-15.27767511114396,-46.45195353905599,-38.036383254045205,-36.35999536919099,-32.22010263227525,-39.15537970863688,-27.481029003893543,-49.79508539404363,-46.835614762134675
2020-03-18,-44.90809821258408,-27.375859355641772,-32.34102277456363,-54.896576626324915,-36.94194563341443,-46.17765257518011,-60.36711943513371,-11.25695639777395,-49.80658610317696,-42.843601806335755,-42.95424412934747,-33.68399131658872,-41.70813670171546,-30.508887948957785,-53.75611254983751,-50.34241553868638
2020-03-19,-50.35935193808742,-30.297920567603164,-39.139609462337496,-59.14646664422456,-40.53772927601112,-49.937795524491065,-67.77696509810396,-11.458476333287571,-57.83626088162143,-46.196244723032294,-56.7419543733447,-38.67421225237964,-46.2660833538952,-34.6401032240657,-57.33186680056747,-54.53825839976363
2020-03-20,-55.04000129414215,-30.35140396573029,-39.59983353597335,-62.27978677962104,-45.39582222892991,-56.04500324911194,-73.25719349812087,-27.64519115353882,-64.0287599799743,-50.451263265514,-57.86475103034532,-54.05134912120194,-51.33707470603626,-40.682607265930194,-63.71378788221069,-58.119160070880234
2020-03-21,-61.62854985472073,-32.398205122627125,-55.50008568001369,-73.71477033083778,-56.725379479669435,-63.28460923645966,-76.44822473665704,-30.000070399977464,-73.52276616273991,-61.73673071336682,-70.99992055745012,-65.26285443903546,-59.405781445241054,-52.64397148376035,-61.29385234667245,-65.99021483252032
2020-03-22,-65.7682713748727,-33.76500307476479,-55.047695207631214,-71.75476221667633,-54.850840691252586,-71.68855292471372,-82.47263020235985,-50.744303761822785,-80.73527447149064,-57.096903801680334,-78.22537883721576,-78.91708454620056,-62.54734114070515,-55.72279812927143,-70.55573631318394,-66.69850390264712
2020-03-23,-58.119250819749745,-33.115561811792546,-46.14284898285582,-63.839714729164655,-45.91626459825312,-57.161915723630564,-79.46138891308739,-31.100950047695974,-64.96859801190337,-53.188212791482904,-59.41223243325808,-50.525986974883075,-52.764010245367935,-43.89734777929952,-67.90387032235849,-62.332325218998626
2020-03-24,-57.687617334292916,-35.74303986264104,-40.80033292805326,-64.79086685129698,-45.85854280820091,-57.72037196088987,-78.79799284361165,-18.67271402473151,-58.647631844437896,-56.322476958655734,-49.82676805406283,-45.400921422048036,-53.18307666384102,-41.93225977318239,-66.97519011089845,-62.95592755247982
2020-03-25,-58.620579253317025,-35.62164103832074,-42.29263396682143,-65.14959257582213,-46.30517698696555,-58.49950068011646,-79.51426830992966,-33.77174919304025,-64.68172042147899,-55.18825429042469,-56.885455155068435,-51.200210060103664,-55.066478141829876,-44.195603211544004,-67.47546985329488,-63.277352212021064
2020-03-26,-60.04298978520777,-36.41540258195348,-49.81387037021924,-67.12787358211757,-48.10685384367715,-58.55466880060828,-80.93432047603932,-27.82735109524764,-67.22691385840923,-54.72456020553294,-56.7419543733447,-54.89243029370014,-54.52754146635648,-46.35701124901193,-68.40894201631042,-65.48401911120688
