date,total,Central Bohemian Region,Hradec Králové Region,Karlovy Vary Region,Liberec Region,Moravian-Silesian Region,Olomouc Region,Pardubice Region,Plzeň Region,Prague,South Bohemian Region,South Moravian Region,Vysocina Region,Zlin Region,Ústí nad Labem Region
2020-02-29,4.409684134539331,2.7576283107915818,6.166400579040806,8.58824387189184,4.896143294955368,3.2388842340633066,6.132942317698792,5.513708705982924,7.825711424716087,3.0370260036532115,7.657592537885704,3.958144355345885,5.271252224836333,3.373508573641374,0.49398050244916064
2020-03-01,9.756025105255064,5.754570159902859,7.706559527031209,8.030576317799655,11.11651039922251,13.304156490425633,10.883115653208353,9.904930197785596,9.826511871447623,8.47338990472756,9.135935938452656,10.019963912143123,10.253706629547727,7.899711766952323,8.512547728251814
2020-03-02,4.0469635519286795,2.695038616154122,0.3814367450731069,4.8579221977444,5.40918322107762,3.4871887598271294,5.046344928802158,7.199585774316746,0.07782999840227038,4.887971541833676,6.984418310841825,6.389078819249214,5.642168274964848,-3.9826406851073237,3.8312208736463966
2020-03-03,0.7824783084328077,-1.8132602711146246,-2.4308185517253404,2.199597830656865,0.327183952885511,2.9160883505703366,4.866356404260998,0.4034944479271272,-2.482017631974842,-1.3501128702721692,5.117632639207535,5.357459822381922,2.4700056372985935,-6.836343853176351,-0.6816165072554309
2020-03-04,2.307330683977835,0.7059749380431052,1.4748246944262442,3.8611527718816796,5.684095181490298,2.318171052531051,3.5378696755048153,3.322390454208473,-2.706965310283843,3.109821449570115,5.945429517841326,4.565642871276853,3.3843782882372957,-3.8239432395303914,-0.35133884573418983
2020-03-05,2.25653197830509,0.9158345024157623,-0.9396602939080566,3.5765951343097124,2.133471692780078,1.9188973751028238,3.1369428562887918,3.6647168608274985,-1.448397287339812,2.8982293534383157,5.505132089228593,4.689775694965533,3.4092905602608523,-4.744768537518699,1.0224247608831465
2020-03-06,3.981014355090378,2.379328832909292,2.144500793458878,3.536528110628603,5.094583266380012,3.5120192124035117,5.315851555496065,4.623016174654425,-0.4138277963828035,5.079180913108742,6.523378819210931,6.6025496599865665,4.957542132687838,-2.861305440911036,1.5872474284122253
2020-03-07,6.786528836806186,6.727471736841012,5.4996068735477674,7.1760857107229175,4.478935355033311,6.117230296717542,8.000442299842787,7.8917504522768445,4.695426854829653,6.215760475357995,8.210085671005752,8.208753166503737,8.074344165857298,3.9522315937392887,3.510516477676496
2020-03-08,18.69481489293281,16.963648120123114,16.21346366022337,12.769932833222402,17.917677419854463,23.352544039036022,20.195855237800973,18.394410457231082,12.460392914939092,11.212439883094246,17.225340515534576,22.124795022148408,17.22637476591884,21.904048626037657,17.153377214891588
2020-03-09,3.163779037513061,4.127238099328922,1.829359099796462,1.1300536066794749,-0.10163998536384217,2.852522391974798,3.2388411215052155,5.350593929161319,3.569739316962669,1.61314708151858,6.349899746695423,5.400718230637068,-1.3618708706211144,2.9867429428041796,3.7316589119124575
