g1name,g2name,dist,cosinedist
BIH,AGO,5255245.23951754,0.335865946174958
BIH,ARE,3618298.82524374,0.380289420047416
BIH,ARG,10532143.0390799,0.42046259096381
BIH,AUS,12016252.8154301,0.961085314579304
BIH,AUT,161010.40434818,0.180702310444554
BIH,BEL,893662.50566241,0.099300921445876
BIH,BFA,3528821.00148599,0.396694987364348
BIH,BGD,6346472.00842689,0.288714085212343
BIH,BGR,223345.05451956,0.093148355326329
BIH,BHR,3390779.22862536,0.423342211101137
BIH,BLZ,9606119.09787099,0.349560446131996
BIH,BOL,10032318.3685599,0.383390598085034
BIH,BRA,7526529.89101251,0.424303125135793
BIH,BRB,7815862.40427897,0.322312194308562
BIH,BWA,6746221.07448738,0.442438812266736
BIH,CAN,4846004.71496889,0.322666701256885
BIH,CHE,441850.07486058,0.835587522345804
BIH,CHL,11003784.5353955,0.359916245534986
BIH,CMR,3303051.44645162,0.414025076776758
BIH,COL,8809323.34894074,0.410710700006708
BIH,CRI,9874172.2530343,0.41521885169149
BIH,CZE,369428.85091389,0.433986250934289
BIH,DEU,332356.19535714,1.16116520478354
BIH,DNK,1089802.00801888,1.32914532015879
BIH,DOM,8100289.0762296,0.424097432201611
BIH,ECU,10096505.8205169,0.415345158633154
BIH,EGY,1349502.67723552,0.352236407402756
BIH,ESP,1037529.27881771,0.342527630856257
BIH,EST,1445397.70980303,0.903765521194519
BIH,FIN,1662709.67906888,1.36785817196082
BIH,FRA,540418.62866691,0.278920631004592
BIH,GAB,4511461.73785832,0.33045386289163
BIH,GBR,1255272.2721856,0.082381309773516
BIH,GHA,3927030.4046453,0.41021873177611
BIH,GRC,281718.08297537,0.676525159620838
BIH,GTM,9727864.31698383,0.359332421860316
BIH,HKG,8612112.45108225,0.293349485596958
BIH,HND,9508732.14603652,0.343091782909472
BIH,HRV,0,0.055716145774811
BIH,HUN,69039.4460148,0.543255493391461
BIH,IDN,8405641.11485766,0.41372179033742
BIH,IND,4702905.49973952,0.32201203595518
BIH,IRL,1793080.33912674,0.230369878673406
BIH,IRQ,2016394.37825378,0.53856626472515
BIH,ISR,1789894.18083665,0.42693979411622
BIH,ITA,157057.99982579,0.277620189287451
BIH,JAM,8750775.32910184,0.414573478408834
BIH,JOR,1854652.53698425,0.352018565419496
BIH,JPN,8447482.43217131,1.70793709325022
BIH,KAZ,2106176.64189239,0.322984911102671
BIH,KEN,4442965.69966851,0.354507916977886
BIH,KGZ,4067333.68388412,0.337646132067287
BIH,KOR,8275842.61624678,1.25326235202371
BIH,KWT,2869610.41465964,0.358205419277822
BIH,LAO,7681078.25039471,0.407488655793017
BIH,LBN,1732535.65838049,0.333561137874303
BIH,LBY,1106090.16977984,0.191984915813717
BIH,LKA,6894613.18608641,0.300008875535375
BIH,LUX,854976.20057829,0.205033934508412
BIH,MDA,670395.50505308,0.348336622679844
BIH,MEX,9268263.55183015,0.384716822871057
BIH,MLI,2842882.17289239,0.297493748169604
BIH,MMR,6878028.78066681,0.373848077833764
BIH,MNG,5032281.79932901,0.815584657224497
BIH,MOZ,6251119.23948501,0.647354469514191
BIH,MUS,8028692.57470927,0.33937933466845
BIH,MYS,8718159.01226207,0.359071027931801
BIH,NER,2198717.03852369,0.399015640420272
BIH,NGA,3241936.55527741,0.329053237030119
BIH,NIC,9512521.87852413,0.933934166898288
BIH,NLD,955453.24640533,1.1255239976562
BIH,NOR,1530603.18750359,1.19394673503469
BIH,NZL,15813776.2100783,0.446865174633244
BIH,OMN,3819567.0096906,0.420088103378327
BIH,PAK,3939984.16657084,0.24618370884362
BIH,PAN,9571831.25344152,0.430918480805825
BIH,PER,9887253.09810926,0.410298456370481
BIH,PHL,9319868.79660445,0.442766048382213
BIH,PNG,12652216.1050193,1.30374449705454
BIH,POL,465561.32941013,0.246416854740093
BIH,PRI,7901190.68323986,0.422836418251787
BIH,PRT,1810413.20170913,0.272016499683383
BIH,PRY,10349893.7837894,0.430044225167598
BIH,QAT,3448570.46822082,0.276776869698318
BIH,ROU,130332.57150336,0.307903628104639
BIH,RWA,4996912.87395203,0.113321458250413
BIH,SAU,2038050.28695961,0.35815999944159
BIH,SGP,9427655.73789623,0.392344949502348
BIH,SLV,9945852.06061306,0.369570842194024
BIH,SVK,284678.35477222,0.289133322880639
BIH,SVN,47501.71014445,0.143492767065103
BIH,SWE,1138504.36185042,1.43325542842161
BIH,THA,7588844.64656709,0.403938739290997
BIH,TTO,8042171.3299052,0.345456244841514
BIH,TUR,595025.70786169,0.286838414442696
BIH,TWN,8775654.32501642,1.66245795354349
BIH,TZA,4998922.11908952,0.558783211004053
BIH,UGA,4491729.40168324,0.434701085459882
BIH,URY,11044656.0880345,0.41831312984414
BIH,USA,6120185.66602985,0.510909739484383
BIH,VEN,8193919.56112846,0.408632323366618
BIH,VNM,7719631.60807601,0.580016155119838
BIH,ZAF,7285586.5108213,0.417392282271726
BIH,ZMB,5773720.40495689,0.653709222973028
BIH,ZWE,6574474.84264477,0.392757434175344
BLZ,ABW,1980471.51055098,0.102594935060168
BLZ,AFG,13198631.9607111,0.256901059359435
BLZ,AGO,11212939.3650341,0.229704909612311
BLZ,ARE,13563269.7615348,0.226561025553823
BLZ,ARG,4865550.03322987,0.343168480633056
BLZ,AUS,12841662.6003281,0.702989188394815
BLZ,AUT,9067971.21136765,0.177368565140501
BLZ,BEL,8473468.01671732,0.3275247552476
BLZ,BFA,8826951.028725,0.378085845939781
BLZ,BGD,14993382.5465632,0.210410540372863
BLZ,BGR,10137659.9234827,0.276027889532924
BLZ,BHR,13336087.914833,0.382630376734519
BLZ,BIH,9606119.09787099,0.349560446131996
BLZ,BOL,3664400.44725997,0.308928865922238
BLZ,BRA,2612663.84354136,0.172572454059157
BLZ,BRB,3049991.04191426,0.14030954101557
BLZ,BWA,12508231.551626,0.236504479238766
BLZ,CAN,2640948.95360183,0.552804922915851
BLZ,CHE,8847827.19952717,1.01742860221246
BLZ,CHL,4277382.88771263,0.231654150189458
BLZ,CMR,10516669.6755424,0.368609963375924
BLZ,COL,1478583.63741609,0.343590505107461
BLZ,CRI,631608.10859317,0.307727107190771
BLZ,CZE,9145678.78153803,0.630888180504279
BLZ,DEU,8686703.73996266,1.36225804233266
BLZ,DNK,8686587.26460243,1.56791585188747
BLZ,DOM,1672677.33343654,0.39908026799129
BLZ,ECU,1768247.60334075,0.384586014696323
BLZ,EGY,10975425.2236418,0.195166675434102
BLZ,ESP,7126694.942621,0.300498256900103
BLZ,EST,9361326.21982151,1.18018220517003
BLZ,FIN,8816515.06749059,1.63219435971945
BLZ,FRA,2766683.19657538,0.226688446331082
BLZ,GAB,10715642.7996926,0.284623775535355
BLZ,GBR,7714837.21722786,0.322100219341745
BLZ,GHA,9109881.6316802,0.299496339877468
BLZ,GRC,10137501.7849526,0.555357478656766
BLZ,GTM,0,0.265481332488746
BLZ,HKG,14827968.881248,0.235395608710103
BLZ,HND,59695.62368121,0.217699438676355
BLZ,HRV,9428616.52648929,0.307570681632694
BLZ,HUN,9545039.14094598,0.587623354539283
BLZ,IDN,14294970.483033,0.16776040504243
BLZ,IND,13816141.5273201,0.218493459398674
BLZ,IRL,7575573.16031156,0.504719138432455
BLZ,IRQ,11935093.1175958,0.364309976530976
BLZ,ISR,11704189.4096945,0.299952900802776
BLZ,ITA,8921835.84226305,0.203094804955715
BLZ,JAM,1003280.57014987,0.111979579834897
BLZ,JOR,11767744.5077675,0.324688172097476
BLZ,JPN,11152918.8735477,1.66486473648762
BLZ,KAZ,11220620.8847398,0.207441999363678
BLZ,KEN,13174309.2454795,0.215478547192058
BLZ,KGZ,12894169.2023859,0.30463638489189
BLZ,KOR,12546567.4419465,1.42839954624048
BLZ,KWT,12812396.0179906,0.314206805941565
BLZ,LAO,15324833.746325,0.368250438017391
BLZ,LBN,11671477.1799807,0.332027206114198
BLZ,LBY,9664791.85557195,0.201183009222946
BLZ,LKA,16617144.0603189,0.159351599615442
BLZ,LUX,8725029.89994773,0.231605196832886
BLZ,MDA,10195506.2693773,0.331807048749721
BLZ,MEX,0,0.311912535977636
BLZ,MLI,8009128.55927888,0.459719243995724
BLZ,MMR,14749175.3749404,0.229728699556673
BLZ,MNG,12021697.4369115,0.585535895739962
BLZ,MOZ,13421234.6563385,0.504603854820789
BLZ,MUS,16338497.3004441,0.240594397898205
BLZ,MYS,15960575.3249232,0.285971235616452
BLZ,NER,9297665.66172066,0.234823692160736
BLZ,NGA,9731346.22862236,0.214307777040405
BLZ,NIC,330951.95903937,0.75299868658584
BLZ,NLD,2164295.57039755,1.34758792173275
BLZ,NOR,7677507.8134964,1.39302480351213
BLZ,NZL,9443687.27568818,0.232040983880003
BLZ,OMN,13735602.7303788,0.37667843142394
BLZ,PAK,13545489.260719,0.197150770224212
BLZ,PAN,961200.39427636,0.208502464254023
BLZ,PER,2300278.16921199,0.361568200758861
BLZ,PHL,14533987.1842147,0.22372656234788
BLZ,PNG,12857850.2216797,1.09288884132834
BLZ,POL,9142923.8652565,0.22099640087567
BLZ,PRI,2101551.93543367,0.093850935530766
BLZ,PRT,5890011.88322119,0.286219206203916
BLZ,PRY,4941022.97046711,0.369655486500606
BLZ,QAT,13393693.9081808,0.206727474468199
BLZ,ROU,9881018.80297427,0.152915134306582
BLZ,RWA,12910033.993015,0.377282428957406
BLZ,SAU,11922341.2178712,0.287923219452687
BLZ,SGP,17420841.5732112,0.157377308084743
BLZ,SLV,163260.03351257,0.177186596276355
BLZ,SVK,9540481.27722488,0.528768510314296
BLZ,SVN,9387355.4835454,0.33228970236828
BLZ,SWE,8678234.75481188,1.63437033569507
BLZ,THA,15589077.6099619,0.341604431177349
BLZ,TTO,2911612.40396804,0.238376092341493
BLZ,TUR,10535555.7670755,0.11947400763346
BLZ,TWN,14162038.5106988,1.57435547390035
BLZ,TZA,13029228.7781737,0.279175856047761
BLZ,UGA,12884408.9928724,0.272162799809232
BLZ,URY,6121849.09523133,0.372332064560655
BLZ,USA,946837.9557501,0.613679099041185
BLZ,VEN,1787130.43821423,0.368840764016127
BLZ,VNM,15131462.5888291,0.482131398790828
BLZ,ZAF,12285014.9928208,0.106793898702126
BLZ,ZMB,12504604.3272274,0.655576175512808
BLZ,ZWE,12962337.2886348,0.224914156957716
BOL,ABW,2506309.52711416,0.32161008270886
BOL,AFG,13645652.2738183,0.482607108836992
BOL,AGO,7286329.14285013,0.14052549412829
BOL,ARE,12705875.8162856,0.158070246093311
BOL,ARG,0,0.06107402311949
BOL,AUS,10310853.7015364,0.955817472742573
BOL,AUT,9683397.0094284,0.272582420379598
BOL,BEL,9355402.15738611,0.401205891158143
BOL,BFA,6525590.42451184,0.104875559116507
BOL,BGD,16378032.7785107,0.193296656204912
BOL,BGR,10460818.5267118,0.336278566964949
BOL,BHR,12630823.3019074,0.086670324794592
BOL,BIH,10032318.3685599,0.383390598085034
BOL,BLZ,3664400.44725997,0.308928865922238
BOL,BRA,0,0.266752753875194
BOL,BRB,2614158.09261065,0.192222673740639
BOL,BWA,7912693.84136981,0.44311265350924
BOL,CAN,5918750.78636848,0.687180178410291
BOL,CHE,9391085.11636332,1.19855428220836
BOL,CHL,0,0.079950436521635
BOL,CMR,7663507.11419779,0.061335711457519
BOL,COL,731224.42789966,0.055866678798726
BOL,CRI,2576795.22304207,0.063011425154491
BOL,CZE,9964399.94945394,0.793321782443921
BOL,DEU,9544799.52427177,1.53419573057026
BOL,DNK,9888424.14555476,1.70248925835084
BOL,DOM,3106074.87538926,0.12703896213367
BOL,ECU,1215658.1089279,0.114144724363415
BOL,EGY,10017645.6933349,0.136664841857736
BOL,ESP,6492122.24780702,0.103312787204682
BOL,EST,10765543.6019586,1.27876688016229
BOL,FIN,10763522.6641065,1.7451934878689
BOL,FRA,1793766.80575407,0.143985132218573
BOL,GAB,7479002.66536868,0.074283886543449
BOL,GBR,8793739.68619139,0.372466649916472
BOL,GHA,6498949.64329594,0.047058686764507
BOL,GRC,10164514.6976298,0.842350202528616
BOL,GTM,3557610.35167454,0.058379377351938
BOL,HKG,18584982.9204631,0.208671828477157
BOL,HND,3249708.87954144,0.109897615988701
BOL,HRV,9889678.41475595,0.356461478423686
BOL,HUN,10135277.3039691,0.830694159483501
BOL,IDN,15273458.1410066,0.255277348583849
BOL,IND,14373405.2059622,0.118439558425384
BOL,IRL,8616739.02174736,0.604117646406724
BOL,IRQ,11641019.2017176,0.602265584107211
BOL,ISR,11176197.3814373,0.550091678450056
BOL,ITA,9229471.61809525,0.14945441646201
BOL,JAM,3268402.10617136,0.26987055248767
BOL,JOR,11196663.2723488,0.127046336035322
BOL,JPN,15023280.3184829,1.93858175396345
BOL,KAZ,12407420.0742028,0.35532040597185
BOL,KEN,10135172.6316514,0.202741289085376
BOL,KGZ,14343787.9946997,0.08153718660832
BOL,KOR,16419585.2965154,1.61843985241961
BOL,KWT,12297211.0060916,0.041737272311449
BOL,LAO,17655375.6368982,0.122887124223818
BOL,LBN,11300295.5168769,0.118447524245971
BOL,LBY,8707406.9582483,0.253681792803504
BOL,LKA,15226119.7855423,0.277343508126655
BOL,LUX,9510580.03488433,0.241589304399015
BOL,MDA,10937421.2433519,0.099482210470013
BOL,MEX,3777974.05433721,0.031557983142147
BOL,MLI,6045342.84857336,0.444714089612641
BOL,MMR,16828014.4746314,0.31318528860724
BOL,MNG,14966205.7535667,0.864014072454841
BOL,MOZ,9018283.66805796,0.480818072767653
BOL,MUS,11652951.4063184,0.170296212230337
BOL,MYS,17060191.7186387,0.055364492231032
BOL,NER,7279433.63155717,0.137430402749901
BOL,NGA,7144236.76333195,0.14168005046583
BOL,NIC,2877997.38509774,0.924890002757085
BOL,NLD,2437627.16953254,1.50186258958668
BOL,NOR,9859551.82714897,1.56662261147987
BOL,NZL,9598674.1146809,0.176393915427942
BOL,OMN,12637422.94292,0.070424848597636
BOL,PAK,13684209.1556029,0.2676165951506
BOL,PAN,2221567.18348847,0.391199194784447
BOL,PER,0,0.099528111606722
BOL,PHL,17630390.1640752,0.405511244110444
BOL,PNG,14052537.8272757,1.24617317853499
BOL,POL,10166864.4132129,0.203165469014791
BOL,PRI,3076602.93409146,0.341942642704884
BOL,PRT,6496660.65727896,0.143443234765534
BOL,PRY,0,0.066734329246648
BOL,QAT,12642096.799411,0.156730827535619
BOL,ROU,10412566.9036295,0.162036016675306
BOL,RWA,9534881.65997128,0.369047259304279
BOL,SAU,11133536.9362653,0.072328936809551
BOL,SGP,17125506.6112778,0.293725733465762
BOL,SLV,3361778.63090235,0.146414253063013
BOL,SVK,10244677.0080716,0.658295000512688
BOL,SVN,9902136.85625811,0.268929796601269
BOL,SWE,10161965.4521364,1.80646663307131
BOL,THA,17111563.3101762,0.088840095677571
BOL,TTO,2233245.85294569,0.479614380518349
BOL,TUR,10666626.7336621,0.347610703949116
BOL,TWN,18033380.7411746,1.79060409968256
BOL,TZA,9476956.01457286,0.545955951153571
BOL,UGA,9650159.61425975,0.141212056142526
BOL,URY,1017125.98293366,0.069556034245779
BOL,USA,4155681.82765528,0.826132143667101
BOL,VEN,1156330.48296311,0.069308611297587
BOL,VNM,17759197.9470548,0.396346319649874
BOL,ZAF,7477356.59652549,0.295608433573875
BOL,ZMB,8372125.04619024,0.819036343577011
BOL,ZWE,8641532.33921299,0.122633959407662
BRA,ABW,1065726.86826402,0.199035753572066
BRA,AFG,10874344.5187681,0.322015706449235
BRA,AGO,5132780.47220949,0.168786854345947
BRA,ARE,9937920.38714045,0.195201369359951
BRA,ARG,0,0.292536160158022
BRA,AUS,9704182.90075138,0.695757961147409
BRA,AUT,7292764.84535486,0.262338618201743
BRA,BEL,7191819.35301019,0.409256149862162
BRA,BFA,3738607.70101694,0.31326554231195
BRA,BGD,13597285.967125,0.200909417897718
BRA,BGR,7848829.79452782,0.36023984940592
BRA,BHR,9850817.6837976,0.334126626445723
BRA,BIH,7526529.89101251,0.424303125135793
BRA,BLZ,2612663.84354136,0.172572454059157
BRA,BOL,0,0.266752753875194
BRA,BRB,871377.83340011,0.20830266632955
BRA,BWA,6051967.22047266,0.279231198471804
BRA,CAN,4284727.01583006,0.645313006764934
BRA,CHE,7018265.01108607,1.11192720134908
BRA,CHL,714819.41782813,0.201936117126184
BRA,CMR,4983139.40107818,0.316191819628529
BRA,COL,0,0.305037057256983
BRA,CRI,1606984.43417656,0.233912807686967
BRA,CZE,7635316.5643829,0.727261016417077
BRA,DEU,7216462.92903374,1.4578971985706
BRA,DNK,7748492.6339272,1.66336563608246
BRA,DOM,1606832.81528888,0.374980154408203
BRA,ECU,486623.99118127,0.362143340129292
BRA,EGY,7230830.55897029,0.16220770172837
BRA,ESP,4103251.20884159,0.299818831129734
BRA,EST,8630071.21376303,1.26894335913783
BRA,FIN,8650890.16045529,1.7233013191546
BRA,FRA,0,0.255810147961335
BRA,GAB,4879990.17618706,0.272803550380122
BRA,GBR,6643890.26248975,0.403070736223805
BRA,GHA,3758186.26875488,0.236399970177663
BRA,GRC,7496342.405483,0.642298506926491
BRA,GTM,2547279.13129281,0.249983631464142
BRA,HKG,16203433.9324146,0.230609182601214
BRA,HND,2077353.96631941,0.221824838780512
BRA,HRV,7409071.41257544,0.390478376994169
BRA,HUN,7678322.84223584,0.68791516490044
BRA,IDN,14488199.7815035,0.105382625702722
BRA,IND,11618627.4680264,0.226277285426531
BRA,IRL,6493875.97553279,0.593692752861276
BRA,IRQ,8872939.49589948,0.423782125507908
BRA,ISR,8404760.26178646,0.380679622517413
BRA,ITA,6662217.03134285,0.239474273983658
BRA,JAM,1931116.89005636,0.109747158505357
BRA,JOR,8416780.88343215,0.320180163970225
BRA,JPN,13820001.2166403,1.72127083990289
BRA,KAZ,9859984.56404987,0.288249723677231
BRA,KEN,7661586.87143472,0.211752651931446
BRA,KGZ,11629037.8148503,0.305058927913936
BRA,KOR,15051835.4676192,1.52128945279983
BRA,KWT,9511777.6375515,0.28516613017678
BRA,LAO,14927239.311531,0.287062424918344
BRA,LBN,8538527.38288231,0.336452209830757
BRA,LBY,5946419.45460665,0.239764280700858
BRA,LKA,12806162.7522818,0.224526921771087
BRA,LUX,7264523.6015317,0.294470280843416
BRA,MDA,8424163.00611726,0.332066121879363
BRA,MEX,2692151.16288763,0.277965966981571
BRA,MLI,3276082.23403461,0.453114165084253
BRA,MMR,14096674.2277741,0.173568494548982
BRA,MNG,12808705.5869239,0.612010875638661
BRA,MOZ,7109779.40060368,0.378939580144381
BRA,MUS,9917103.18134147,0.257904015090886
BRA,MYS,14987693.2465238,0.272724103995228
BRA,NER,4492863.51707509,0.15921515474351
BRA,NGA,4415343.29714271,0.207378982059417
BRA,NIC,1831673.29463522,0.732397809595305
BRA,NLD,942908.66503904,1.44235863040369
BRA,NOR,7752244.12040766,1.48958804973053
BRA,NZL,9568543.46320641,0.119701386374595
BRA,OMN,9917203.44073919,0.320589385663343
BRA,PAK,10898393.369248,0.265280780871891
BRA,PAN,1065482.77052505,0.252935839888301
BRA,PER,0,0.339786660568069
BRA,PHL,16750150.9030027,0.271153822764865
BRA,PNG,14202669.6265965,1.02969169696565
BRA,POL,7852732.37010958,0.252707456360116
BRA,PRI,1520579.64366387,0.157107927871257
BRA,PRT,4397452.37643621,0.301735607941787
BRA,PRY,0,0.310146718183507
BRA,QAT,9869097.01720056,0.191942997267418
BRA,ROU,7905554.66219861,0.177225644306912
BRA,RWA,7068852.24020336,0.441910437419168
BRA,SAU,8350112.73803961,0.265603568876625
BRA,SGP,15358363.216623,0.071598738815708
BRA,SLV,2359663.52864751,0.161593096387191
BRA,SVK,7812274.1609089,0.625624841098881
BRA,SVN,7433874.0401962,0.385945897762886
BRA,SWE,8019659.59513868,1.72833580669383
BRA,THA,14682853.8967156,0.310552967301876
BRA,TTO,543125.53389623,0.316494820020802
BRA,TUR,7971849.72640484,0.203022913485153
BRA,TWN,16483699.7804796,1.55995969598576
BRA,TZA,7090204.86214618,0.313873002184004
BRA,UGA,7162869.12682673,0.19486466714107
BRA,URY,0,0.312269068593096
BRA,USA,2825375.07663428,0.712137055839675
BRA,VEN,0,0.326440401145446
BRA,VNM,15073284.5104761,0.363651791690898
BRA,ZAF,5745153.03656728,0.154556960050332
BRA,ZMB,6224350.79179374,0.659293636705224
BRA,ZWE,6575778.02706611,0.159072969105376
BRB,ABW,1114658.66243322,0.163922903829819
BRB,AFG,11759184.5126834,0.35303273021067
BRB,AGO,8140884.52382642,0.162297242736899
BRB,ARE,11449730.6039983,0.155488416288803
BRB,ARG,3915237.24432705,0.230947363267044
BRB,AUS,14311391.6405723,0.831452608811831
BRB,AUT,7354107.39110806,0.158853877510119
BRB,BEL,6924703.83617783,0.32008342818709
BRB,BFA,5858285.37916472,0.271926508821777
BRB,BGD,14389241.1449116,0.164323569216348
BRB,BGR,8345710.2398286,0.252759065317151
BRB,BHR,11268979.3519278,0.264781610577472
BRB,BIH,7815862.40427897,0.322312194308562
BRB,BLZ,3049991.04191426,0.14030954101557
BRB,BOL,2614158.09261065,0.192222673740639
BRB,BRA,871377.83340011,0.20830266632955
BRB,BWA,9480605.76594639,0.316189355608313
BRB,CAN,3401184.52586353,0.587526395577254
BRB,CHE,7069396.01322158,1.08222735610407
BRB,CHL,3571531.5268505,0.125657778907635
BRB,CMR,7505922.0635948,0.252226549355931
BRB,COL,1155782.08577742,0.225025965835056
BRB,CRI,2529019.15554606,0.207535741981954
BRB,CZE,7574730.47360749,0.681755605477505
BRB,DEU,7149184.26117363,1.42222118322011
BRB,DNK,7396412.64344636,1.60751544176098
BRB,DOM,1098140.82576311,0.27361935677141
BRB,ECU,2267485.36659464,0.259534773007395
BRB,EGY,8716736.0371484,0.121901131660047
BRB,ESP,4569117.66396108,0.180812844399949
BRB,EST,8252259.20817335,1.20211590268992
BRB,FIN,8219352.87075794,1.66290353833288
BRB,FRA,180023.40319171,0.120648314534435
BRB,GAB,7658918.58833885,0.164583291071725
BRB,GBR,6340787.93450837,0.298307567118235
BRB,GHA,6142427.78974345,0.196020739463966
BRB,GRC,8150184.02798345,0.679868102208068
BRB,GTM,3086165.22815827,0.142727296618412
BRB,HKG,15966790.0163816,0.185845360716914
BRB,HND,2540760.05296102,0.102049775599949
BRB,HRV,7644294.8615014,0.280352945231542
BRB,HUN,7847365.35109554,0.683224523198633
BRB,IDN,16504358.8952872,0.185300145709603
BRB,IND,12773061.9506422,0.110213374415268
BRB,IRL,6113671.37557448,0.518955014042643
BRB,IRQ,9949162.09572082,0.467711312991251
BRB,ISR,9596016.1945719,0.406090482035716
BRB,ITA,7103969.49076191,0.09299855859098
BRB,JAM,1845516.66877444,0.156676023053944
BRB,JOR,9680833.19204129,0.208442826693557
BRB,JPN,13124942.6604865,1.78913300922542
BRB,KAZ,10026020.6452407,0.246258637208931
BRB,KEN,10268277.2713499,0.169598817802484
BRB,KGZ,12022584.1514914,0.177863255620716
BRB,KOR,14180369.5957552,1.49974171629651
BRB,KWT,10795098.3514614,0.195577199591363
BRB,LAO,15542660.449287,0.274046448252846
BRB,LBN,9627097.91961984,0.207570162354805
BRB,LBY,7248690.31623095,0.177405465248397
BRB,LKA,14849965.3708309,0.166835533385427
BRB,LUX,7116827.68665113,0.171401571463041
BRB,MDA,8628986.7920925,0.204308822863821
BRB,MEX,2989618.17819249,0.192023211096992
BRB,MLI,5081396.18156872,0.441044456035897
BRB,MMR,14753581.5221736,0.261720211485472
BRB,MNG,12355029.9762947,0.719668637985566
BRB,MOZ,10346523.0072789,0.509139557292497
BRB,MUS,13270682.3232092,0.148500300336397
BRB,MYS,16840505.5072583,0.162998105203711
BRB,NER,6417119.51323454,0.164793085716604
BRB,NGA,6786970.88760319,0.13056170878171
BRB,NIC,2540760.05296102,0.837843778934952
BRB,NLD,584327.59049611,1.39826814678015
BRB,NOR,7241577.84466853,1.45341814557959
BRB,NZL,12558652.4645746,0.191964014075555
BRB,OMN,11696249.0132176,0.259451798606215
BRB,PAK,12031871.9173251,0.1742175987092
BRB,PAN,1998639.66908057,0.271830527167204
BRB,PER,2100066.36444121,0.237676957865082
BRB,PHL,16213553.6330043,0.282850765952649
BRB,PNG,16051650.2054573,1.17923191747849
BRB,POL,7741012.74656294,0.155594949468162
BRB,PRI,808506.85004395,0.197559447255756
BRB,PRT,4011093.40778161,0.178743371065894
BRB,PRY,3597297.32359389,0.253490033334646
BRB,QAT,11327654.2259509,0.138089531826276
BRB,ROU,8165723.39767926,0.065179938631453
BRB,RWA,9883964.71347002,0.332688615224507
BRB,SAU,9709290.83957747,0.170627902759191
BRB,SGP,17547679.6754837,0.210189847994617
BRB,SLV,3032933.66143543,0.092709996224787
BRB,SVK,7908336.12794442,0.558088940402872
BRB,SVN,7637621.21237576,0.255059406021421
BRB,SWE,7636517.14973102,1.69521600785859
BRB,THA,15596345.7448964,0.223698871476814
BRB,TTO,221133.06802976,0.340793669101995
BRB,TUR,8657576.46676903,0.20827111705659
BRB,TWN,15721838.120377,1.68713923382156
BRB,TZA,9993819.83343421,0.411126944750645
BRB,UGA,9912525.08584933,0.196828128325196
BRB,URY,4807523.67690757,0.258366776114887
BRB,USA,2538001.8559922,0.692583879179988
BRB,VEN,360295.02502535,0.247930814341421
BRB,VNM,15553663.8196541,0.457689408223524
BRB,ZAF,9371848.62154179,0.158184964835473
BRB,ZMB,9429667.83749004,0.732670319447977
BRB,ZWE,9902851.51026121,0.151462825472127
BWA,ABW,10508723.665499,0.209888973030981
BWA,AFG,6527871.9638197,0.202043754667151
BWA,AGO,30877.26839923,0.332608473133202
BWA,ARE,5413621.07480714,0.397175452665444
BWA,ARG,7197424.97498062,0.489295915372283
BWA,AUS,8260772.00241898,0.661533658780867
BWA,AUT,7213383.79783471,0.313376229475051
BWA,BEL,7692635.77541193,0.440625808821953
BWA,BFA,3908531.00498801,0.47798378968329
BWA,BGD,8116949.46199997,0.286277248484751
BWA,BGR,6563974.6931304,0.362114512412855
BWA,BHR,5567597.0488256,0.524191619830001
BWA,BIH,6746221.07448738,0.442438812266736
BWA,BLZ,12508231.551626,0.236504479238766
BWA,BOL,7912693.84136981,0.44311265350924
BWA,BRA,6051967.22047266,0.279231198471804
BWA,BRB,9480605.76594639,0.316189355608313
BWA,CAN,10322619.250011,0.593208546718605
BWA,CHE,7235325.68209175,1.00720372661145
BWA,CHL,7413087.53675172,0.372510373278383
BWA,CMR,2287472.69909011,0.494743530124447
BWA,COL,9734240.33652039,0.487593633366967
BWA,CRI,11662565.7218836,0.432097980555336
BWA,CZE,7427226.80093933,0.655263314248555
BWA,DEU,7351280.03334511,1.32741083625229
BWA,DNK,8151264.18044476,1.51492016420008
BWA,DOM,10578251.4515399,0.553536057000806
BWA,ECU,10490885.4665531,0.537136375606791
BWA,EGY,4423731.37091329,0.357516230540657
BWA,ESP,6395771.36620994,0.468246913817913
BWA,EST,8375946.92432931,1.16291531708031
BWA,FIN,8631430.68303226,1.60436347259591
BWA,FRA,1955248.49233078,0.395372706189995
BWA,GAB,1905124.4703591,0.405392003497849
BWA,GBR,7944160.83520669,0.436948953540342
BWA,GHA,3467223.8125372,0.42956114011861
BWA,GRC,5862599.71901012,0.448184430564026
BWA,GTM,12493594.8590595,0.414412405702339
BWA,HKG,10392937.8324592,0.409595517431527
BWA,HND,11951670.3684955,0.354882078302075
BWA,HRV,6731383.93697588,0.415713576275781
BWA,HUN,7099186.8866298,0.53758663218127
BWA,IDN,7712497.19033048,0.217719259598227
BWA,IND,5838679.91616252,0.348868347518086
BWA,IRL,8278164.56467812,0.562869070921471
BWA,IRQ,5626673.11578477,0.196942675669851
BWA,ISR,5357189.3248081,0.382112688614236
BWA,ITA,6139654.05755447,0.360514545753705
BWA,JAM,11353234.54594,0.235057342791073
BWA,JOR,5344708.61659536,0.491980920361756
BWA,JPN,11413464.3881992,1.58338300657169
BWA,KAZ,7191843.23533999,0.253106289135612
