"country" "Grocerypharmacy" "Parks" "Residential" "Retailrecreation" "Transitstations" "Workplace" "mean"
"IE" 0.0274002882518555 0.168663857752888 0.330787990531138 0.04285533601991 0.118740973767859 0.00167119899357464 0.115019940886204
"IT" 0.007808536108268 0.0214954709634395 0.0340085257369236 0.00379378131643174 0.00816612512748692 0.00329777129649859 0.0130950350915081
"JP" 0.238905198372643 0.300377961692846 0.0228544163173142 0.119629942369956 0.0597043155146351 0.0301425683545387 0.128602400436989
"KE" 0.342053380976468 0.654675200228412 0.435127089757303 0.279016838447253 0.328755819132964 0.123035677123418 0.360444000944303
"KW" 0.00899780571091409 0.0794894954518005 0.05271539177851 0.00526368159548511 0.0569417295338048 0.0106894564725621 0.0356829267571794
"LT" 0.155210144893621 0.19720300930096 0.160709816422798 0.00789433568470057 0.2255167306768 0.00287582547746369 0.124901643742724
"LV" 0.240264410031079 0.395434319090366 0.344125888130715 0.229436073468953 0.0892062781084424 0.102567596980672 0.233505760968371
"MU" 0.0914762656225563 0.269854955281907 0.292511249051522 0.106523951511689 0.239398629757355 0.0506584397453288 0.175070581828393
"MX" 0.0337976297009177 0.0323259379785278 0.00778047041711875 0.00653716417309607 0.0304292283786881 0.0166514025330638 0.0212536388635687
"NG" 0.331129641678985 0.311291535848284 0.384432304952097 0.45281049758377 0.237279982518498 0.194289063644706 0.31853883770439
"NL" 0.0398465498859157 0.182908747559332 0.0054071335904868 0.013823976459022 0.0160644598096695 0.0331235362470577 0.0485290672585806
"NO" 0.0263353472468471 0.242517088609681 0.012353814175777 0.0109756462517018 0.0370604042841641 0.0115958397246792 0.056806356715475
"NZ" 0.0864475335045645 0.0665499052267614 0.402854279762801 0.0633062657259117 0.271084207915946 0.0167019320898798 0.151157354037644
"PE" 0.0860978631742932 0.0245336361025404 0.387586874946968 0.0588491639947018 0.20723981930507 0.00357321919958797 0.127980096120527
"PL" 0.0189104081455057 0.115280369542342 0.00278272559406362 0.00283769202385716 0.00704294383743645 0.0420233500720492 0.0314795815358757
"PT" 0.0102268472477228 0.0520722758719153 0.216899320730476 0.00818694685463878 0.214725743456362 0.00195607827641652 0.0840112020729219
"RO" 0.027220826721778 0.155287128897565 0.0299835380335609 0.0191717292371767 0.0342580513276913 0.00853794203955474 0.0457432027095544
"SA" 0.148092841362905 0.0344653222814141 0.147829142618857 0.0116975343046243 0.0680906187384863 0.0109537145999807 0.0701881956510446
"SE" 0.102685967952212 0.240340002179518 0.118769539677668 0.0968127204771836 0.0556344518739617 0.0452512135639826 0.109915649287421
"SI" 0.142365373006333 0.314155716698034 0.243134220487462 0.287564564332102 0.269983873550511 0.030389642181521 0.214598898375994
"SK" 0.00917864126480112 0.357326134484735 0.00331525725583173 0.00206548512976148 0.00692511011098121 0.0163051674530648 0.0658526326165292
"US" 0.136774689659466 0.320706150726586 0.00579448066146241 0.0151398843052135 0.070051299761543 0.00769749206357042 0.0926939995296402
"UY" 0.239753797971008 0.0623256748270511 0.313158298145606 0.102966627039 0.187917978515918 0.0687302092533648 0.162475430958658
"ZA" 0.00884050998136278 0.198008079690344 0.00214465296296682 0.00406992124141867 0.0871594527751 0.00213338862582399 0.0503926675461694
