g1name,g2name,dist,subregions
FIN,KEN,6129418.04940151,0.695849034331449
GBR,KEN,5965512.07067682,0.66391796740416
GRC,KEN,3413556.07295237,0.924577997997885
HRV,KEN,4427549.30288951,0.610566684222812
IDN,KEN,5909992.73473583,0.784838067069087
KWT,KEN,2794533.38005991,0.865707041343271
LVA,KEN,5632332.66279199,0.382242364112688
NLD,KEN,5718674.79809622,0.821425059680858
NOR,KEN,6276283.73806187,0.785901114300032
NZL,KEN,12030850.8914702,0.688063352755067
PRT,KEN,5575150.07256638,0.788590165865446
SAU,KEN,1363523.42653812,0.810425454589919
SWE,KEN,5858411.38655788,0.665504739939872
SVN,KEN,4844862.77414573,0.452548974186382
URY,KEN,9681267.83536792,0.655742029445021
ARE,KWT,563617.80245839,0.224485474421815
AUT,KWT,3231003.44498382,0.334631632752235
AUS,KWT,8989082.72313351,0.289551825088814
BEL,KWT,4062243.43289305,0.0846916567272144
BGR,KWT,2167336.35632547,0.421795190565179
CAN,KWT,6959998.63497378,0.231005112462033
CHE,KWT,3649052.94035381,0.45323143131396
CHL,KWT,13416636.1599796,0.159791065159335
CZE,KWT,3215691.4467013,0.293104996626571
DNK,KWT,3764648.73115097,0.100213957602301
EST,KWT,3418513.99886716,0.426172563818228
FRA,KWT,3602779.71902622,0.0750724924682686
HUN,KWT,2872380.25694918,0.152270210659333
IRL,KWT,4960886.13797096,0.301543854970945
ITA,KWT,2824033.55462628,0.0784252846817674
JPN,KWT,7352215.31423003,0.340597267489125
LTU,KWT,3186117.03607218,0.274559318557705
MUS,KWT,5485852.74376735,0.381687621147937
MEX,KWT,12471175.1997366,0.0748241863131711
NGA,KWT,3790843.79081552,0.730798241586647
PER,KWT,12724799.5539935,0.382903429238872
POL,KWT,2946153.18870315,0.0857327512386972
ROU,KWT,2239948.17257464,0.0854792896901942
SVK,KWT,2946906.41239196,0.286665363918299
USA,KWT,8571159.77060783,0.277474919256056
ZAF,KWT,5926776.04719181,0.132634163528382
LTU,LVA,0,0.397204060811273
ARE,MUS,4746272.77250442,0.32650782008244
AUT,MUS,8507967.42655077,0.399234644441697
AUS,MUS,5636053.73766713,0.373203753442692
BEL,MUS,9259931.26545907,0.447205653857945
BGR,MUS,7530746.81243863,0.133075719347286
CAN,MUS,12621300.0082034,0.327170549778187
CHE,MUS,8773009.20949491,0.275629897419273
CHL,MUS,10070380.3124387,0.345355540661149
CZE,MUS,8614240.43174751,0.392605492123835
DNK,MUS,9260151.70373418,0.466371183156118
EST,MUS,9064859.53149334,0.213496456511087
FRA,MUS,172708.72672542,0.453015324747027
HUN,MUS,8231330.5960995,0.354980283908282
IRL,MUS,10117597.4920271,0.191891089781223
ITA,MUS,7718634.80455005,0.449189684159981
JPN,MUS,8675336.59421031,0.358140288321348
MEX,MUS,16280665.7427754,0.442312697465776
NGA,MUS,5831859.52747355,0.456233304527994
PER,MUS,12836445.9178025,0.273450075780841
POL,MUS,8410438.13003519,0.421801248803671
ROU,MUS,7679141.23674001,0.371029043748369
SVK,MUS,8381175.4543186,0.405208691527687
USA,MUS,13422434.1357307,0.354569465007976
ZAF,MUS,2584193.41478928,0.363774212499623
ARG,MEX,4937954.88242896,0.0313307532764895
BRA,MEX,2692151.16288763,0.0407879763842001
COL,MEX,1555999.39978189,0.39334324961451
EGY,MEX,10669850.5723778,0.451010078736418
ESP,MEX,6883556.48322222,0.389336596571663
FIN,MEX,8009063.12232052,0.253632278819611
GBR,MEX,7360844.84397737,0.355921864693458
GRC,MEX,9811613.86373862,0.0263791322442043
HRV,MEX,9091748.05162005,0.441381270761189
IDN,MEX,11180266.2589409,0.162435511657767
KEN,MEX,12965229.087271,0.916256998337611
BGR,DEU,824904.54092693,0.463584694432344
KWT,MEX,12471175.1997366,0.0748241863131711
LVA,MEX,8954580.65331772,0.59002095355934
NLD,MEX,2162361.8811081,0.152473539024873
NOR,MEX,6949942.03548945,0.210585261280481
NZL,MEX,7086976.54646232,0.47028093705367
PRT,MEX,5592456.94961377,0.280820357185364
SAU,MEX,11605771.2390863,0.184821742095009
SWE,MEX,7978009.01843132,0.264455962489457
SVN,MEX,9048227.85419907,0.532125862577507
URY,MEX,6203817.86606018,0.416397760519256
ARG,NGA,7068912.03296397,0.761949438184579
BRA,NGA,4415343.29714271,0.746106046710613
COL,NGA,7732940.12192678,0.507326408922701
EGY,NGA,1515075.24388532,0.474458798923099
ESP,NGA,2490474.2968856,0.66933204894774
FIN,NGA,5185278.09430849,0.60345927591604
GBR,NGA,4127860.32731859,0.556974261593013
GRC,NGA,2596581.96631984,0.774806192654009
HRV,NGA,3229169.18280246,0.556150795474215
IDN,NGA,8851044.08438349,0.679608043619418
KEN,NGA,2284750.49118624,0.405278595512936
KWT,NGA,3790843.79081552,0.730798241586647
LVA,NGA,4753835.84309651,0.311762551093737
NLD,NGA,4100856.56598875,0.715966382490815
NOR,NGA,4911053.75368948,0.710460849896743
NZL,NGA,14394043.478106,0.551815757802964
PRT,NGA,2867650.34072889,0.658354996823159
SAU,NGA,2697200.7408797,0.650333619469541
SWE,NGA,4630428.43227478,0.556542122317476
SVN,NGA,3527621.50522007,0.332932552679445
URY,NGA,7319482.0164233,0.464764344508701
ARE,NLD,4858360.67191144,0.313255514494859
AUT,NLD,443562.28606126,0.226531934099615
AUS,NLD,13038436.6871545,0.188749265225486
BEL,NLD,0,0.123235454908642
BGR,NLD,1441636.84614779,0.456374095379523
CAN,NLD,2883902.36029248,0.14198842505511
CHE,NLD,370361.70041376,0.425267067698508
CHL,NLD,3287392.84805165,0.238686853707621
CZE,NLD,412796.02313339,0.183391095892191
DNK,NLD,186887.09384842,0.16918565056705
EST,NLD,1060457.73081173,0.458514192022386
FRA,NLD,56636.1698487,0.14678516817936
HUN,NLD,830112.29470696,0.0710979529550094
IRL,NLD,662030.48573439,0.344390859711695
ITA,NLD,509567.79609502,0.170150770145743
JPN,NLD,8172179.48713789,0.258526584859139
MUS,NLD,9339737.52787737,0.38914387234123
MEX,NLD,2162361.8811081,0.152473539024873
NGA,NLD,4100856.56598875,0.715966382490815
PER,NLD,1540252.18855961,0.461228491576119
POL,NLD,464806.81491559,0.0728017853061464
ROU,NLD,1168511.94186559,0.0499040983577498
SVK,NLD,807753.93728036,0.178524420704351
USA,NLD,1903999.54485532,0.178734811555059
ZAF,NLD,8424896.07718662,0.0854987543110355
ARG,NOR,10842804.1191852,0.221976270121264
BRA,NOR,7752244.12040766,0.176339875546645
COL,NOR,7717337.9446767,0.446834210179577
EGY,NOR,3196293.97124167,0.329783033475311
ESP,NOR,1733555.61388517,0.443787578517239
FIN,NOR,0,0.181809347714843
GBR,NOR,302354.43593163,0.310299474500973
GRC,NOR,2104156.02239064,0.204377122727208
HRV,NOR,1402529.28717197,0.385017426405142
IDN,NOR,8418641.38212616,0.101163859274268
KEN,NOR,6276283.73806187,0.785901114300032
KWT,NOR,4182126.65633122,0.170106903412115
LVA,NOR,601196.8211838,0.487793033337981
NLD,NOR,489282.52338931,0.0685299035282289
NZL,NOR,11930408.3861954,0.494570768210341
PRT,NOR,2020870.01569627,0.33171260047056
SAU,NOR,3591504.17430402,0.278258507720091
SWE,NOR,0,0.16125801178619
SVN,NOR,1343789.74526298,0.450513745628542
URY,NOR,11417556.5719598,0.450537903752368
ARG,NZL,6940403.98455769,0.46090443635711
BRA,NZL,9568543.46320641,0.473445594097359
COL,NZL,10273923.6548594,0.171101766508014
EGY,NZL,14592825.5244944,0.40764410872797
ESP,NZL,15827387.0407712,0.225702788425088
FIN,NZL,13022788.7832396,0.402845675866363
GBR,NZL,14160420.7951618,0.285102635112919
GRC,NZL,15887851.9613519,0.482887031410861
HRV,NZL,15707585.9495337,0.207418329240946
IDN,NZL,4285939.39698237,0.449418926938276
KEN,NZL,12030850.8914702,0.688063352755067
KWT,NZL,14318544.2269242,0.421930357633355
LVA,NZL,14303763.8217063,0.450915978813584
NLD,NZL,11606741.8488018,0.491353746115866
NOR,NZL,11930408.3861954,0.494570768210341
PRT,NZL,14823317.6825262,0.216864698804755
SAU,NZL,13175324.8981504,0.337298510861502
SWE,NZL,13221482.5542493,0.39940851951684
SVN,NZL,15674340.7378833,0.374734957831295
URY,NZL,9270153.65229124,0.206791033563113
ARG,PER,556610.00992481,0.418451953270728
BRA,PER,0,0.431332014206871
COL,PER,0,0.161657223276385
EGY,PER,10616720.9181788,0.409067588877712
ESP,PER,6498186.12255868,0.162982352560013
FIN,PER,10241632.1118883,0.397608256613743
GBR,PER,8456770.71622936,0.258276812754902
GRC,PER,10174582.0740652,0.437873850494936
HRV,PER,9721761.18354152,0.221736448155691
IDN,PER,15051751.1886681,0.427446533135766
KEN,PER,11364260.7719545,0.736452925785357
KWT,PER,12724799.5539935,0.382903429238872
LVA,PER,10321914.0512969,0.464817378708327
NLD,PER,1540252.18855961,0.461228491576119
NOR,PER,9161840.59564411,0.472446254309063
NZL,PER,9664709.79855266,0.0791638655281814
PRT,PER,6127352.5768536,0.195638297255922
SAU,PER,11587466.747748,0.288211786426553
SWE,PER,9756755.41164318,0.381146673696255
SVN,PER,9720872.83244628,0.406054457982863
URY,PER,1823637.05635925,0.192725491214052
ARE,POL,3714511.41651546,0.290246569196045
AUT,POL,144983.3347981,0.29607456307311
AUS,POL,11858275.0086718,0.245933227251183
BEL,POL,596021.72431212,0.0679257319971402
BGR,POL,531901.42631312,0.477264928857767
CAN,POL,3830803.93127143,0.203451294566156
CHE,POL,532958.74755184,0.464425695102634
CHL,POL,11120013.3365155,0.211139239542015
CZE,POL,0,0.252564927879282
DNK,POL,96205.62437652,0.106377704394264
EST,POL,395917.33016577,0.473742830281342
FRA,POL,521604.67573064,0.0806689528299382
HUN,POL,76421.02967259,0.127131994638437
IRL,POL,1326858.06119578,0.35526818957258
ITA,POL,453652.48130541,0.106750903758212
JPN,POL,7468435.51430969,0.315620819809998
MUS,POL,8410438.13003519,0.421801248803671
MEX,POL,8784380.68113583,0.0912818966486797
NGA,POL,3986583.61998907,0.748483196727146
PER,POL,9856630.61512979,0.453340758818248
ROU,POL,106582.56936467,0.0673663376389363
SVK,POL,0,0.243604553136096
USA,POL,5518411.68398994,0.247791187251988
ZAF,POL,7942616.1102667,0.122299085971381
ARE,PRT,5611655.88028413,0.160556122643581
AUT,PRT,1393757.44083814,0.455069187173795
AUS,PRT,14081104.6549238,0.414368048255297
BEL,PRT,1213430.37993208,0.306261913774009
BGR,PRT,2337890.99642531,0.25321740801897
CAN,PRT,1930837.6613429,0.356710264555905
CHE,PRT,1100354.76348419,0.434534468500812
CHL,PRT,7468448.18950303,0.199246400370262
CZE,PRT,1700204.4618126,0.425370533545112
DNK,PRT,1821931.54940036,0.304660829311447
EST,PRT,2675994.46643949,0.301855357417582
FRA,PRT,414573.98569179,0.293165453101324
HUN,PRT,1865756.46442117,0.311926232990577
IRL,PRT,1043799.36576333,0.193065293427042
ITA,PRT,1109053.87978772,0.277628903553518
JPN,PRT,9777945.38553451,0.434567128768814
MUS,PRT,9305380.90565835,0.269070185932336
MEX,PRT,5592456.94961377,0.280820357185364
NGA,PRT,2867650.34072889,0.658354996823159
PER,PRT,6127352.5768536,0.195638297255922
POL,PRT,1907866.70856078,0.307705589325364
ROU,PRT,2171006.09345753,0.280378646336536
SVK,PRT,1957872.82242248,0.426876610950669
USA,PRT,2978626.85148418,0.39211703669815
ZAF,PRT,7461568.03807214,0.289324883050381
ARG,ROU,10910939.5847465,0.138594079963532
BRA,ROU,7905554.66219861,0.0945565072872526
COL,ROU,9137250.62375904,0.396591677245053
EGY,ROU,1336444.7804403,0.357618155938484
ESP,ROU,1411100.41383797,0.391032750737551
FIN,ROU,1304186.47432868,0.186428894390501
GBR,ROU,1489674.81490534,0.292762107591459
GRC,ROU,221845.88368347,0.121010108820134
HRV,ROU,105047.14100716,0.377649057640364
IDN,ROU,7638094.013809,0.0837772688809195
KEN,ROU,4303243.09149481,0.824625628919829
KWT,ROU,2239948.17257464,0.0854792896901942
NLD,ROU,1168511.94186559,0.0499040983577498
NOR,ROU,1420603.38809709,0.0894708712667411
NZL,ROU,15243067.5981365,0.456635329544081
PRT,ROU,2171006.09345753,0.280378646336536
SAU,ROU,1547067.72065775,0.210480121536521
SWE,ROU,1012966.66463208,0.16924795777044
SVN,ROU,289447.86549476,0.460444982762725
URY,ROU,11419600.0727025,0.410190331101176
ARG,SAU,11181328.4607289,0.189080880957325
BRA,SAU,8350112.73803961,0.183362244250594
COL,SAU,10857019.1632867,0.286249004575094
EGY,SAU,13002.36080165,0.355626134077441
ESP,SAU,3018833.6266369,0.279079200112515
FIN,SAU,3265122.0015876,0.236732021133389
GBR,SAU,3632247.37522483,0.262360256390311
GRC,SAU,964164.5637673,0.201607811244721
HRV,SAU,2033285.75100044,0.338597804736715
IDN,SAU,4611205.5149899,0.215993506356003
KEN,SAU,1363523.42653812,0.810425454589919
KWT,SAU,0,0.174891374101653
NLD,SAU,3321511.10773163,0.239247743444792
NOR,SAU,3591504.17430402,0.278258507720091
NZL,SAU,13175324.8981504,0.337298510861502
PRT,SAU,3924198.79790395,0.213735509771209
SWE,SAU,3173980.88298708,0.232092003189496
SVN,SAU,2416548.76001447,0.452309449786283
URY,SAU,11455254.1357514,0.250076841494142
ARE,SWE,4500344.28956019,0.291736602579308
AUT,SWE,713326.4640505,0.230676197543605
AUS,SWE,11854998.3921189,0.163278982516723
BEL,SWE,667455.39186866,0.249726286674744
BGR,SWE,1381186.89036823,0.347755945540284
CAN,SWE,2352829.45517861,0.0830017119994721
CHE,SWE,897687.56129882,0.269392891897072
CHL,SWE,11133451.0426254,0.239474415570835
CZE,SWE,483675.24359576,0.209225431184052
DNK,SWE,4587.75313596,0.281269331994901
EST,SWE,152824.17668499,0.338718403930117
FRA,SWE,785203.08232596,0.270085370796628
HUN,SWE,846559.28746832,0.148380229140368
IRL,SWE,1157843.27263622,0.254067465180194
ITA,SWE,922406.86293929,0.277028774327764
JPN,SWE,6367466.52792133,0.179235618037021
MUS,SWE,9305011.49099601,0.255099570041671
MEX,SWE,7978009.01843132,0.264455962489457
NGA,SWE,4630428.43227478,0.556542122317476
PER,SWE,9756755.41164318,0.381146673696255
POL,SWE,155804.54295803,0.217517946170717
ROU,SWE,1012966.66463208,0.16924795777044
SVK,SWE,721460.00047573,0.21896707239199
USA,SWE,4396904.17662177,0.169330158003696
ZAF,SWE,8745790.58747263,0.188824058752863
ARG,SVN,10435018.638708,0.527033529350953
BRA,SVN,7433874.0401962,0.515908699042049
COL,SVN,8611101.31432672,0.3291919461488
EGY,SVN,1753714.00220567,0.295851020201997
ESP,SVN,895543.30502222,0.496568132742667
FIN,SVN,1506911.77974611,0.350772202760186
GBR,SVN,1031016.10783888,0.35356515152101
GRC,SVN,686478.85056497,0.539391320395827
HRV,SVN,0,0.329984003116464
IDN,SVN,8668848.00552901,0.42853742273632
KEN,SVN,4844862.77414573,0.452548974186382
KWT,SVN,3211226.57997325,0.484338016849028
NLD,SVN,734400.49394439,0.472933923658439
NOR,SVN,1343789.74526298,0.450513745628542
NZL,SVN,15674340.7378833,0.374734957831295
PRT,SVN,1649399.37594594,0.410792370371465
SAU,SVN,2416548.76001447,0.452309449786283
SWE,SVN,958174.41695115,0.324102754600032
URY,SVN,10965629.6893557,0.34653636955131
ARE,SVK,3714578.42086996,0.428681004507445
AUT,SVK,0,0.0674241164776351
AUS,SVK,11930849.0003487,0.204522217423169
BEL,SVK,787325.20117419,0.2940301722192
BGR,SVK,461584.920579,0.48019125620927
CAN,SVK,4419910.79951281,0.176808982659893
CHE,SVK,507777.51892102,0.441305036058048
CHL,SVK,11192170.4115692,0.372407165299227
CZE,SVK,0,0.0372467588853211
DNK,SVK,658666.74742076,0.341702284673917
EST,SVK,941581.64736018,0.496210543352028
FRA,SVK,642136.34859508,0.314948822052295
HUN,SVK,0,0.140412741204081
IRL,SVK,1676603.7347618,0.396918916723822
ITA,SVK,306192.12825626,0.337490604254548
JPN,SVK,7933583.18522903,0.270550704960675
MUS,SVK,8381175.4543186,0.405208691527687
MEX,SVK,9192229.4586396,0.326838981483247
NGA,SVK,3807405.82205252,0.734121608305896
PER,SVK,10004420.8362446,0.554837418756942
POL,SVK,0,0.243604553136096
ROU,SVK,73727.93560785,0.207259548605123
USA,SVK,5979332.26901285,0.147844070338598
ZAF,SVK,7852784.42292506,0.178958470189709
ARG,USA,5413860.66185994,0.319153490810136
BRA,USA,2825375.07663428,0.27297793322773
COL,USA,1647108.96821038,0.480563519667674
EGY,USA,7698809.55858644,0.267429953709297
ESP,USA,4511331.91772011,0.505801384909517
FIN,USA,4281054.74015687,0.165477816602178
GBR,USA,4108357.77304715,0.345450716873863
GRC,USA,6732517.62963427,0.309386857450043
HRV,USA,5953895.4304455,0.403043812686583
IDN,USA,6797090.39873661,0.163656487268961
KEN,USA,10532820.9702478,0.698471995552
KWT,USA,8571159.77060783,0.277474919256056
NLD,USA,1903999.54485532,0.178734811555059
NOR,USA,3124629.07066014,0.139550492012237
NZL,USA,3570341.87930593,0.517300700014963
PRT,USA,2978626.85148418,0.39211703669815
SAU,USA,8437453.52036741,0.319784387757
SWE,USA,4396904.17662177,0.169330158003696
SVN,USA,5895775.41048364,0.413651411279509
URY,USA,6595539.16010058,0.44403689783679
ARG,URY,0,0.413139173834205
BRA,URY,0,0.412497672388593
COL,URY,3164054.8544588,0.188231167734815
EGY,URY,10273911.3759298,0.332639795287585
ESP,URY,7629668.1133813,0.29130862215451
FIN,URY,12270211.7472216,0.334756576547876
GBR,URY,10240542.1276465,0.283062164975601
GRC,URY,10937227.5872283,0.43414489277359
HRV,URY,10937436.5304359,0.290642229151536
IDN,URY,14778260.8753267,0.389095493422759
KEN,URY,9681267.83536792,0.655742029445021
KWT,URY,12534183.2455955,0.389156529571899
NLD,URY,4830992.67616207,0.433545665136057
NOR,URY,11417556.5719598,0.450537903752368
NZL,URY,9270153.65229124,0.206791033563113
PRT,URY,8138848.89252713,0.27606914466515
SAU,URY,11455254.1357514,0.250076841494142
SWE,URY,11569591.0905425,0.32611615325357
SVN,URY,10965629.6893557,0.34653636955131
ARE,ZAF,5539895.73276656,0.31881486552072
AUT,ZAF,7769509.13529021,0.224691062699534
AUS,ZAF,6396846.88487698,0.229282688831556
BEL,ZAF,8305594.2453648,0.161440325517706
BGR,ZAF,7063335.85595053,0.425003576640503
CAN,ZAF,10794858.8612613,0.172391335773356
CHE,ZAF,7835579.56633116,0.448139368414015
CHL,ZAF,6631183.43023409,0.262812886810541
CZE,ZAF,7966646.85911687,0.181113595310493
DNK,ZAF,8690290.97810734,0.201368487442113
EST,ZAF,8861787.07786107,0.456768476817954
FRA,ZAF,1797997.48426218,0.174361078848547
HUN,ZAF,7635555.32399193,0.0859890832538477
IRL,ZAF,8937365.5064919,0.334236303452398
ITA,ZAF,6712750.36473641,0.195996046518577
JPN,ZAF,11238041.1131689,0.280589852058606
MUS,ZAF,2584193.41478928,0.363774212499623
MEX,ZAF,12325642.3079571,0.17759608869806
NGA,ZAF,3498121.96455068,0.723654169103809
CAN,DEU,3665242.23670233,0.139352020016261
PER,ZAF,8701122.42708615,0.449499633662938
POL,ZAF,7942616.1102667,0.122299085971381
ROU,ZAF,7327306.07520533,0.0774955507520319
SVK,ZAF,7852784.42292506,0.178958470189709
USA,ZAF,11692367.9437871,0.178553869846015
ARG,ARE,12600799.5679226,0.26676016880272
BRA,ARE,9937920.38714045,0.271846845467258
COL,ARE,12593935.6549265,0.255640070789215
EGY,ARE,1521477.2569121,0.390324814747599
ESP,ARE,4713933.03160919,0.124299994860244
FIN,ARE,4392061.26109997,0.332692110851329
GBR,ARE,5185660.10611458,0.196402507068544
GRC,ARE,2598811.52324398,0.273091071872532
HRV,ARE,3636291.92338603,0.256149462556347
IDN,ARE,4645343.16142366,0.308186855234715
KEN,ARE,2399933.28846002,0.825571889589882
KWT,ARE,563617.80245839,0.224485474421815
NLD,ARE,4858360.67191144,0.313255514494859
NOR,ARE,4946524.44988931,0.337254716286155
NZL,ARE,13380136.854698,0.262698018789937
PRT,ARE,5611655.88028413,0.160556122643581
SAU,ARE,0,0.17763005188154
SWE,ARE,4500344.28956019,0.291736602579308
SVN,ARE,3969055.95377069,0.468587349813266
URY,ARE,12739227.7056203,0.282332502916339
ARE,ARG,12600799.5679226,0.26676016880272
AUT,ARG,10279988.7111441,0.38859879582129
AUS,ARG,7081666.43931452,0.322377436176576
BEL,ARG,10144911.8645537,0.0758080995765489
BGR,ARG,10848710.7653465,0.480248828212951
CAN,ARG,7263722.03027905,0.274290371431997
CHE,ARG,9999725.50202374,0.499830624119788
CHL,ARG,0,0.200140960740759
CZE,ARG,10618126.4974208,0.344926958342359
DNK,ARG,10743395.5101714,0.0572596767594162
EST,ARG,11617897.5423455,0.484818754231963
FRA,ARG,2841503.02290468,0.0581218794245215
HUN,ARG,10678770.7165547,0.212864665750135
IRL,ARG,9590570.16082412,0.364716604066004
ITA,ARG,9668531.91068147,0.0629123975595116
JPN,ARG,16003447.6329278,0.367936915368949
LTU,ARG,11428495.436084,0.316230516189981
MUS,ARG,9968906.33477911,0.438146236184045
MEX,ARG,4937954.88242896,0.0313307532764895
NGA,ARG,7068912.03296397,0.761949438184579
PER,ARG,556610.00992481,0.418451953270728
POL,ARG,10832720.9218819,0.110173777503869
ROU,ARG,10910939.5847465,0.138594079963532
SVK,ARG,10810349.2477124,0.340005688367822
USA,ARG,5413860.66185994,0.319153490810136
ZAF,ARG,6488313.01926728,0.180102225353168
ARG,AUT,10279988.7111441,0.38859879582129
BRA,AUT,7292764.84535486,0.338880754745913
COL,AUT,8311865.02759245,0.555850308314376
EGY,AUT,1845845.40412919,0.30106856284278
ESP,AUT,718992.38225219,0.545399896866851
FIN,AUT,1293819.33039155,0.270350849644691
GBR,AUT,717514.15188429,0.368357678260863
GRC,AUT,762234.68401432,0.369103159113241
HRV,AUT,29738.79581854,0.426124431130683
IDN,AUT,8634628.64848035,0.246458253167539
KEN,AUT,4939911.07138299,0.713996384446453
KWT,AUT,3231003.44498382,0.334631632752235
LVA,AUT,864039.55125506,0.458724417010792
NLD,AUT,443562.28606126,0.226531934099615
NOR,AUT,1106783.18508446,0.167822086402493
NZL,AUT,15460324.5359745,0.579134861228592
PRT,AUT,1393757.44083814,0.455069187173795
SAU,AUT,2454219.44924528,0.410464615434227
SWE,AUT,713326.4640505,0.230676197543605
SVN,AUT,0,0.463723430697439
URY,AUT,10832861.362084,0.535129022444851
ARG,AUS,7081666.43931452,0.322377436176576
BRA,AUS,9704182.90075138,0.269110738011386
COL,AUS,12074207.586743,0.477356991941219
EGY,AUS,9674477.72743137,0.259477282409315
ESP,AUS,13188454.5655683,0.499452980448589
FIN,AUS,11561359.3892517,0.189474542108397
GBR,AUS,13228266.008211,0.34300501863338
GRC,AUS,11069581.3541607,0.313353216178186
HRV,AUS,12062654.028558,0.423820390306379
IDN,AUS,165208.51916863,0.184607068761793
KEN,AUS,8061488.13079536,0.700819152363517
KWT,AUS,8989082.72313351,0.289551825088814
LVA,AUS,11738680.8551681,0.40562470921502
NLD,AUS,13038436.6871545,0.188749265225486
NOR,AUS,11360329.2841232,0.184498745662669
NZL,AUS,619453.83956247,0.52514702676449
PRT,AUS,14081104.6549238,0.414368048255297
SAU,AUS,7922742.78488187,0.303193146417603
SWE,AUS,11854998.3921189,0.163278982516723
SVN,AUS,12310952.9399798,0.431509989879435
URY,AUS,9492953.46146089,0.418553130248954
ARE,BEL,4823548.32992057,0.281218858801923
AUT,BEL,356836.89564677,0.342576479817206
CHE,DEU,0,0.410776979416889
AUS,BEL,13100005.4992017,0.282908128029746
BGR,BEL,1397809.61756657,0.495129071807669
CAN,BEL,3834574.82518324,0.236595944059353
CHE,BEL,246102.27591785,0.478076871613672
CHL,BEL,10316526.221392,0.20311741295073
CZE,BEL,406488.46559536,0.300408976049887
DNK,BEL,452226.85079223,0.0544939098081138
EST,BEL,1283151.63208003,0.485827721691706
FRA,BEL,0,0.0430476638579841
HUN,BEL,789537.87323432,0.171072782956066
IRL,BEL,619222.87253634,0.36820312291002
ITA,BEL,393879.59353115,0.0646599183761471
JPN,BEL,8439361.56837795,0.336465873123685
LTU,BEL,1102358.65890633,0.326826891635793
MUS,BEL,9259931.26545907,0.447205653857945
MEX,BEL,8127253.84316232,0.0481178731176833
NGA,BEL,3962774.62474057,0.767201487596232
PER,BEL,9038221.89743179,0.446697771151251
POL,BEL,596021.72431212,0.0679257319971402
ROU,BEL,1127431.45458597,0.102910910144316
SVK,BEL,787325.20117419,0.2940301722192
USA,BEL,4942778.9448949,0.281968199628725
ZAF,BEL,8305594.2453648,0.161440325517706
ARE,BGR,2925483.43052194,0.309634054762515
AUT,BGR,571994.79414637,0.479310439677438
AUS,BGR,11297370.45883,0.470117598976729
BEL,BGR,1397809.61756657,0.495129071807669
CAN,BGR,5053735.36472306,0.422495249127162
CHE,BGR,978517.71533139,0.352657448274743
CHL,BGR,11455562.2490499,0.360645861175585
CZE,BGR,640256.99521992,0.472049076241595
DNK,BGR,1316268.44321305,0.51010415177592
EST,BGR,1485448.50060137,0.171178699296545
FRA,BGR,1045533.38346779,0.494277781876585
HUN,BGR,258204.04921308,0.418462816229606
IRL,BGR,2299820.18210756,0.169880017606546
ITA,BGR,395055.88241731,0.484231855366825
JPN,BGR,8067104.01570895,0.468269214791575
LTU,BGR,1078326.11799186,0.253750336180102
MUS,BGR,7530746.81243863,0.133075719347286
MEX,BGR,9796947.01478924,0.486120449633401
NGA,BGR,3201991.58762955,0.537012523961166
PER,BGR,10407073.271927,0.217499350863333
POL,BGR,531901.42631312,0.477264928857767
ROU,BGR,0,0.429517327351296
SVK,BGR,461584.920579,0.48019125620927
USA,BGR,6621210.72591288,0.444034834262567
ZAF,BGR,7063335.85595053,0.425003576640503
ARE,BRA,9937920.38714045,0.271846845467258
AUT,BRA,7292764.84535486,0.338880754745913
AUS,BRA,9704182.90075138,0.269110738011386
BEL,BRA,7191819.35301019,0.0308916102817731
BGR,BRA,7848829.79452782,0.477964757344955
CAN,BRA,4284727.01583006,0.225837188663293
CHE,BRA,7018265.01108607,0.464535755678567
CHL,BRA,714819.41782813,0.192753091093738
CZE,BRA,7635316.5643829,0.29624334136284
DNK,BRA,7748492.6339272,0.0618415626118269
EST,BRA,8630071.21376303,0.471989372752389
FRA,BRA,0,0.0508886546280822
HUN,BRA,7678322.84223584,0.166636232453371
IRL,BRA,6493875.97553279,0.35528139238286
ITA,BRA,6662217.03134285,0.0704618226889529
JPN,BRA,13820001.2166403,0.324289300466614
MUS,BRA,9917103.18134147,0.427164963823781
MEX,BRA,2692151.16288763,0.0407879763842001
NGA,BRA,4415343.29714271,0.746106046710613
PER,BRA,0,0.431332014206871
POL,BRA,7852732.37010958,0.0588408869972
ROU,BRA,7905554.66219861,0.0945565072872526
SVK,BRA,7812274.1609089,0.291418107825981
USA,BRA,2825375.07663428,0.27297793322773
ZAF,BRA,5745153.03656728,0.152453759622987
ARE,CAN,7516551.21054127,0.35137427975896
AUT,CAN,4419976.1003912,0.189120808969822
AUS,CAN,10266385.609359,0.125551191901898
BEL,CAN,3834574.82518324,0.236595944059353
BGR,CAN,5053735.36472306,0.422495249127162
CHE,CAN,4328565.58937636,0.317185101318278
CHL,CAN,6725376.33623916,0.287489395692466
CZE,CAN,4188452.36300312,0.164387165682656
DNK,CAN,3407597.5920315,0.274747826290238
EST,CAN,3424075.26540762,0.417131854286905
FRA,CAN,3027333.57570746,0.26470862741588
HUN,CAN,4552772.70297503,0.130903876570597
IRL,CAN,2952612.49799857,0.329457031593173
ITA,CAN,4411907.97951256,0.27945771072518
JPN,CAN,4837993.24968187,0.141244938420833
LTU,CAN,3721764.11747786,0.259765002607367
MUS,CAN,12621300.0082034,0.327170549778187
