g1name,g2name,dist,subregions
SVN,BEL,669336.44205428,0.534791826215993
URY,BEL,10718582.0118429,0.43272495993973
ARG,BGR,10848710.7653465,0.480248828212951
BRA,BGR,7848829.79452782,0.477964757344955
COL,BGR,9347192.89046139,0.27083815270414
EGY,BGR,1066240.07134806,0.31777291419574
ESP,BGR,1530637.94091218,0.29258066406609
FIN,BGR,1732351.84755206,0.361501056985141
GBR,BGR,1758271.23657495,0.240990351819291
GRC,BGR,0,0.494291032597551
HRV,BGR,272795.70199299,0.0982361177271371
IDN,BGR,7684914.61111927,0.417629737243923
KEN,BGR,4089754.12718573,0.584532281491941
KWT,BGR,2167336.35632547,0.421795190565179
LVA,BGR,1279238.88218762,0.374673704380465
NLD,BGR,1441636.84614779,0.456374095379523
NOR,BGR,1797453.15946318,0.437140327687527
NZL,BGR,15600338.7377606,0.169824461836266
PRT,BGR,2337890.99642531,0.25321740801897
SAU,BGR,1409784.13632711,0.378616194843524
SWE,BGR,1381186.89036823,0.347755945540284
SVN,BGR,538710.47603038,0.307993401691239
URY,BGR,11315911.9278092,0.287076994363721
ARG,BRA,0,0.0650431319857265
COL,BRA,0,0.400211274370231
EGY,BRA,7230830.55897029,0.420883861754814
ESP,BRA,4103251.20884159,0.394278724559404
FIN,BRA,8650890.16045529,0.23084451100651
GBR,BRA,6643890.26248975,0.339819970838997
GRC,BRA,7496342.405483,0.04636407104231
HRV,BRA,7409071.41257544,0.429909698561515
IDN,BRA,14488199.7815035,0.133049923422259
KEN,BRA,7661586.87143472,0.890279028709833
KWT,BRA,9511777.6375515,0.071565295269512
NLD,BRA,942908.66503904,0.114997990528799
NOR,BRA,7752244.12040766,0.176339875546645
NZL,BRA,9568543.46320641,0.473445594097359
PRT,BRA,4397452.37643621,0.289716826432104
SAU,BRA,8350112.73803961,0.183362244250594
SWE,BRA,8019659.59513868,0.233830135187234
SVN,BRA,7433874.0401962,0.515908699042049
URY,BRA,0,0.412497672388593
ARG,CAN,7263722.03027905,0.274290371431997
BRA,CAN,4284727.01583006,0.225837188663293
COL,CAN,3428825.30865825,0.414335099588639
EGY,CAN,6468761.72817838,0.247829433761527
ESP,CAN,3386150.42604858,0.446310115654751
FIN,CAN,2343293.34381611,0.17051465586831
GBR,CAN,2838813.43180954,0.280184901523529
GRC,CAN,5370120.35226688,0.261586280099968
HRV,CAN,4708438.01565034,0.371543961874967
IDN,CAN,9604985.45243363,0.146020800406376
KEN,CAN,9401505.74380992,0.70175588084687
KWT,CAN,6959998.63497378,0.231005112462033
LVA,CAN,3586626.91617782,0.387234151614697
NLD,CAN,2883902.36029248,0.14198842505511
NOR,CAN,1184562.60980233,0.129260105249498
NZL,CAN,7799353.45076818,0.476089524559607
PRT,CAN,1930837.6613429,0.356710264555905
SAU,CAN,6621733.8049508,0.268997532475831
SWE,CAN,2352829.45517861,0.0830017119994721
SVN,CAN,4669214.10352761,0.371402128430533
URY,CAN,8232235.29441717,0.393526513248893
ARG,CHE,9999725.50202374,0.499830624119788
BRA,CHE,7018265.01108607,0.464535755678567
COL,CHE,8042148.16470026,0.390862090602983
EGY,CHE,2070345.94578818,0.139864972261257
ESP,CHE,468294.31822254,0.414144917725326
FIN,CHE,1595846.45903485,0.363017015477726
GBR,CHE,578037.45267708,0.253610476121279
GRC,CHE,1055422.92535876,0.49746658104889
HRV,CHE,266276.28402825,0.311526943346921
IDN,CHE,9132244.2414358,0.409371134014308
KEN,CHE,5135012.87134395,0.507113433624053
KWT,CHE,3649052.94035381,0.45323143131396
NLD,CHE,370361.70041376,0.425267067698508
NOR,CHE,1141604.21525421,0.417976261504581
NZL,CHE,15651859.2727212,0.394896705522807
PRT,CHE,1100354.76348419,0.434534468500812
SAU,CHE,2815666.16074533,0.361471099230877
SWE,CHE,897687.56129882,0.269392891897072
SVN,CHE,227831.10546939,0.302290386835446
URY,CHE,10557898.7284847,0.280590887096547
ARE,CHL,13806891.3446884,0.0930908979377061
AUT,CHL,10628091.0205076,0.408538445583378
AUS,CHL,6988457.08839235,0.339840103734289
BEL,CHL,10316526.221392,0.20311741295073
BGR,CHL,11455562.2490499,0.360645861175585
CAN,CHL,6725376.33623916,0.287489395692466
CHE,CHL,10334645.047455,0.385722860328808
CZE,CHL,10917188.0065761,0.377499068701999
DNK,CHL,10856741.1190574,0.201931312417959
EST,CHL,11735291.1685713,0.313908990172858
FRA,CHL,2743380.70491297,0.195455037162716
HUN,CHL,11092842.3352356,0.241922487243292
IRL,CHL,9587492.10306375,0.211589152480152
ITA,CHL,10223139.4209591,0.172839907235543
JPN,CHL,13017980.336584,0.385354770951927
MUS,CHL,10070380.3124387,0.345355540661149
MEX,CHL,4344894.42946569,0.192284699206604
NGA,CHL,8240576.54102417,0.675502342360736
PER,CHL,0,0.274425710616525
POL,CHL,11120013.3365155,0.211139239542015
ROU,CHL,11381086.8399562,0.205086395814168
SVK,CHL,11192170.4115692,0.372407165299227
USA,CHL,4857258.51071448,0.355083504315713
ZAF,CHL,6631183.43023409,0.262812886810541
ARE,COL,12593935.6549265,0.255640070789215
AUT,COL,8311865.02759245,0.555850308314376
AUS,COL,12074207.586743,0.477356991941219
BEL,COL,7813957.31481125,0.420254131050652
BGR,COL,9347192.89046139,0.27083815270414
CAN,COL,3428825.30865825,0.414335099588639
CHE,COL,8042148.16470026,0.390862090602983
CHL,COL,1476403.7909479,0.291300683647328
CZE,COL,8485659.77477285,0.530881787860591
DNK,COL,8213747.62993313,0.408348874286616
EST,COL,9020420.31698452,0.285675995167604
FRA,COL,1101747.18217398,0.41200750554216
HUN,COL,8810970.13987277,0.425987850829751
IRL,COL,6951061.04686332,0.249361150713549
ITA,COL,8093098.09278292,0.394525085635048
JPN,COL,12639033.7277402,0.460059790207094
MUS,COL,13596356.9314204,0.261153028050572
MEX,COL,1555999.39978189,0.39334324961451
NGA,COL,7732940.12192678,0.507326408922701
PER,COL,0,0.161657223276385
POL,COL,8606184.05127259,0.423409179385551
ROU,COL,9137250.62375904,0.396591677245053
SVK,COL,8847606.59514242,0.536463732212066
USA,COL,1647108.96821038,0.480563519667674
ZAF,COL,9421794.43206613,0.417810971323307
ARE,CZE,3982989.44009853,0.433197721192218
AUT,CZE,0,0.0465929297897819
AUS,CZE,12203882.6546373,0.182850149892427
BEL,CZE,406488.46559536,0.300408976049887
BGR,CZE,640256.99521992,0.472049076241595
CAN,CZE,4188452.36300312,0.164387165682656
CHE,CZE,312476.31525563,0.424074906351735
CHL,CZE,10917188.0065761,0.377499068701999
DNK,CZE,439203.14179649,0.349324828171171
EST,CZE,888380.63226723,0.49199689397054
FRA,CZE,319062.52550304,0.324369883899445
HUN,CZE,67270.64884356,0.148704902192287
IRL,CZE,1280801.22953706,0.39641164527621
ITA,CZE,218970.80216179,0.346718701744433
JPN,CZE,8047199.08053619,0.243042956698188
MUS,CZE,8614240.43174751,0.392605492123835
MEX,CZE,8796410.63543736,0.332503558310273
NGA,CZE,3878181.01013827,0.717044292388279
PER,CZE,9681557.17265424,0.550263084158459
POL,CZE,0,0.252564927879282
ROU,CZE,321908.27825469,0.21254813795304
SVK,CZE,0,0.0372467588853211
USA,CZE,5584761.53737688,0.115695709725048
ZAF,CZE,7966646.85911688,0.181113595310493
ARE,DEU,4254743.27311833,0.312508593352893
ARE,DNK,4532276.47554631,0.277037957069864
AUT,DNK,667605.44539783,0.391968738309439
AUS,DNK,12526487.624744,0.325623487627872
BEL,DNK,452226.85079223,0.0544939098081138
BGR,DNK,1316268.44321305,0.51010415177592
CAN,DNK,3407597.5920315,0.274747826290238
CHE,DNK,783393.12732474,0.501979916743771
CHL,DNK,10856741.1190574,0.201931312417959
CZE,DNK,439203.14179649,0.349324828171171
EST,DNK,522229.58424394,0.497952540616617
FRA,DNK,588757.17191534,0.039719153948649
HUN,DNK,791244.88214711,0.215170032315024
IRL,DNK,930680.96787234,0.381117242552279
ITA,DNK,840634.23836588,0.0428115580140361
JPN,DNK,7659140.9027398,0.372580884822658
LTU,DNK,366081.90400392,0.351841635150369
MUS,DNK,9260151.70373418,0.466371183156118
MEX,DNK,8325362.17796332,0.0370020601964719
NGA,DNK,4554122.27548334,0.775051843936289
PER,DNK,9517313.8187556,0.442140170153502
POL,DNK,96205.62437652,0.106377704394264
ROU,DNK,949716.45542862,0.144727285371852
SVK,DNK,658666.74742076,0.341702284673917
USA,DNK,5043679.4973504,0.329891431211887
ZAF,DNK,8690290.97810734,0.201368487442113
ARG,EST,11617897.5423455,0.484818754231963
BRA,EST,8630071.21376303,0.471989372752389
COL,EST,9020420.31698452,0.285675995167604
EGY,EST,2879226.93928009,0.288794928699257
ESP,EST,2166142.90365011,0.211074634144594
AUS,DEU,12498984.3240728,0.177663366867252
FIN,EST,60548.0678241,0.409538560318154
GBR,EST,1284045.41127222,0.159357941629803
GRC,EST,1755617.23678193,0.489495284645311
HRV,EST,1322792.42742026,0.11866422157887
IDN,EST,8133306.6226372,0.441702127874904
KEN,EST,5827156.7610014,0.61293178157025
KWT,EST,3418513.99886716,0.426172563818228
LVA,EST,0,0.32803241574128
NLD,EST,1060457.73081173,0.458514192022386
NOR,EST,554435.38123689,0.45210107939775
NZL,EST,14094061.916838,0.201406091264225
PRT,EST,2675994.46643949,0.301855357417582
SAU,EST,2964101.40878346,0.352104849689109
SWE,EST,152824.17668499,0.338718403930117
SVN,EST,1289833.55009249,0.358278917379059
URY,EST,12191357.8826455,0.256642902267979
ARE,EGY,1521477.2569121,0.390324814747599
AUT,EGY,1845845.40412919,0.30106856284278
AUS,EGY,9674477.72743137,0.259477282409315
BEL,EGY,2558302.57003228,0.434517078448834
BGR,EGY,1066240.07134806,0.31777291419574
CAN,EGY,6468761.72817838,0.247829433761527
CHE,EGY,2070345.94578818,0.139864972261257
CHL,EGY,11134571.1833041,0.37000567769739
CZE,EGY,2005987.30276424,0.311239117951923
DNK,EGY,2715430.73141326,0.469108631211802
EST,EGY,2879226.93928009,0.288794928699257
FRA,EGY,1784653.40850613,0.457610379544496
HUN,EGY,1656382.67915858,0.32005156556846
IRL,EGY,3418992.06590174,0.282843665249397
ITA,EGY,1076143.20191832,0.459748404860866
JPN,EGY,8513204.14519612,0.240596239107185
LTU,EGY,2473646.13710136,0.263668074334536
MUS,EGY,5182943.46864553,0.22949769062308
MEX,EGY,10669850.5723778,0.451010078736418
NGA,EGY,1515075.24388532,0.474458798923099
PER,EGY,10616720.9181788,0.409067588877712
POL,EGY,1940905.72685904,0.407250507753168
ROU,EGY,1336444.7804403,0.357618155938484
SVK,EGY,1874455.02244594,0.330584782715856
USA,EGY,7698809.55858644,0.267429953709297
ZAF,EGY,4908315.4730577,0.365903198792278
ARE,ESP,4713933.03160919,0.124299994860244
AUT,ESP,718992.38225219,0.545399896866851
AUS,ESP,13188454.5655683,0.499452980448589
BEL,ESP,806874.09032592,0.403398758546128
BGR,ESP,1530637.94091218,0.29258066406609
CAN,ESP,3386150.42604858,0.446310115654751
CHE,ESP,468294.31822254,0.414144917725326
CHL,ESP,7475932.61439302,0.206146786196343
CZE,ESP,1065747.57666705,0.524851544344797
DNK,ESP,1442529.36704811,0.399161358347308
EST,ESP,2166142.90365011,0.211074634144594
FRA,ESP,0,0.391620081263159
HUN,ESP,1129644.70274326,0.408591186903831
IRL,ESP,868190.79190094,0.174283035958127
ITA,ESP,338638.15236641,0.365972029098959
JPN,ESP,9384042.16479079,0.528893213478584
MUS,ESP,8644693.59136096,0.345714656215968
MEX,ESP,6883556.48322222,0.389336596571663
NGA,ESP,2490474.2968856,0.66933204894774
PER,ESP,6498186.12255868,0.162982352560013
POL,ESP,1286265.80030116,0.409507366335759
ROU,ESP,1411100.41383797,0.391032750737551
SVK,ESP,1249913.67154471,0.52079892498493
USA,ESP,4511331.91772011,0.505801384909517
ZAF,ESP,6923615.75890666,0.43147093242209
ARE,FIN,4392061.26109997,0.332692110851329
AUT,FIN,1293819.33039155,0.270350849644691
AUS,FIN,11561359.3892517,0.189474542108397
BEL,FIN,1395121.45543844,0.253298334661497
BGR,FIN,1732351.84755206,0.361501056985141
CAN,FIN,2343293.34381611,0.17051465586831
CHE,FIN,1595846.45903485,0.363017015477726
CHL,FIN,11736142.9384591,0.287795099809235
CZE,FIN,1088678.68109367,0.240428289940965
DNK,FIN,667951.07500721,0.283450496884046
EST,FIN,60548.0678241,0.409538560318154
FRA,FIN,1503186.50105473,0.271774504286651
HUN,FIN,1256543.92241695,0.196387812612997
IRL,FIN,1751363.16441662,0.314910373748816
ITA,FIN,1570316.81401473,0.284151803041241
JPN,FIN,6082597.51150856,0.205091019920223
LTU,FIN,380336.56831825,0.144904347989239
MUS,FIN,9347009.6300475,0.274364427478067
MEX,FIN,8009063.12232052,0.253632278819611
NGA,FIN,5185278.09430849,0.60345927591604
PER,FIN,10241632.1118883,0.397608256613743
POL,FIN,602818.56874829,0.22610564908175
ROU,FIN,1304186.47432868,0.186428894390501
SVK,FIN,1158837.32813865,0.259299979614446
USA,FIN,4281054.74015687,0.165477816602178
AUT,DEU,0,0.241612694172028
BEL,DEU,0,0.112424415996159
ZAF,FIN,9133909.90645908,0.163818429866171
ARE,FRA,4039556.25797352,0.268979669369738
AUT,FRA,145779.48063258,0.367337728698943
AUS,FRA,5800583.10352294,0.315327438051065
BEL,FRA,0,0.0430476638579841
BGR,FRA,1045533.38346779,0.494277781876585
CAN,FRA,3027333.57570746,0.26470862741588
CHE,FRA,0,0.500253351924645
CHL,FRA,2743380.70491297,0.195455037162716
CZE,FRA,319062.52550304,0.324369883899445
DNK,FRA,588757.17191534,0.039719153948649
EST,FRA,1349405.71925264,0.487107991899129
HUN,FRA,627080.03755856,0.189058771168441
IRL,FRA,420630.06158783,0.366053955249846
ITA,FRA,0,0.0337806306592165
JPN,FRA,8560848.23883301,0.370733266609848
LTU,FRA,1116000.03540864,0.340682756767888
MUS,FRA,172708.72672542,0.453015324747027
MEX,FRA,2672439.84301934,0.0368351879170742
NGA,FRA,3080014.18169863,0.779939199066136
PER,FRA,1805969.52625315,0.43919368319706
POL,FRA,521604.67573064,0.0806689528299382
ROU,FRA,921310.04011468,0.120588472277747
SVK,FRA,642136.34859508,0.314948822052295
USA,FRA,2163089.8638281,0.31336514412302
ZAF,FRA,1797997.48426218,0.174361078848547
ARG,GBR,9665700.93022449,0.364124019832258
BRA,GBR,6643890.26248975,0.339819970838997
COL,GBR,7171281.70362819,0.297040551830005
EGY,GBR,2912818.06582501,0.229640424983186
ESP,GBR,710582.27874931,0.217081287027041
FIN,GBR,1164230.71271682,0.312830639385248
GRC,GBR,1888180.54711145,0.359107560681907
HRV,GBR,1095265.00280941,0.154336485229888
IDN,GBR,9721655.13751116,0.315513394248397
KEN,GBR,5965512.07067682,0.66391796740416
KWT,GBR,4424595.13072858,0.29908865392661
NLD,GBR,134338.58577027,0.315030044201202
NOR,GBR,302354.43593163,0.310299474500973
NZL,GBR,14160420.7951618,0.285102635112919
PRT,GBR,902567.80477378,0.26176660158281
SAU,GBR,3632247.37522483,0.262360256390311
SWE,GBR,692354.19780974,0.207942647203065
SVN,GBR,1031016.10783888,0.35356515152101
URY,GBR,10240542.1276465,0.283062164975601
ARG,GRC,10488168.868079,0.0471730616379175
BRA,GRC,7496342.405483,0.04636407104231
COL,GRC,9210720.19986448,0.407359337296738
EGY,GRC,366078.19261761,0.456522476073416
ESP,GRC,1307012.72349425,0.396516323998215
FIN,GRC,2021365.9541969,0.264844805184931
GBR,GRC,1888180.54711145,0.359107560681907
HRV,GRC,268909.64347562,0.446904829784835
IDN,GRC,7565678.34196476,0.167995246936827
KEN,GRC,3413556.07295237,0.924577997997885
KWT,GRC,1889046.27618408,0.0764060417347688
LVA,GRC,1548512.34912942,0.597366859913962
NLD,GRC,1593991.61242492,0.148340987285378
NOR,GRC,2104156.02239064,0.204377122727208
NZL,GRC,15887851.9613519,0.482887031410861
PRT,GRC,2182206.22010498,0.29155789464598
SAU,GRC,964164.5637673,0.201607811244721
SWE,GRC,1685304.69348387,0.268504860807193
SVN,GRC,686478.85056497,0.539391320395827
URY,GRC,10937227.5872283,0.43414489277359
ARE,HRV,3636291.92338603,0.256149462556347
AUT,HRV,29738.79581854,0.426124431130683
AUS,HRV,12062654.028558,0.423820390306379
BEL,HRV,733907.1488061,0.44416524613223
BGR,HRV,272795.70199299,0.0982361177271371
CAN,HRV,4708438.01565034,0.371543961874967
CHE,HRV,266276.28402825,0.311526943346921
CHL,HRV,10855561.3862133,0.30150589266951
CZE,HRV,234008.71336218,0.419742787283598
DNK,HRV,946042.36778389,0.462163492890085
EST,HRV,1322792.42742026,0.11866422157887
FRA,HRV,408214.85807735,0.44464591820314
HUN,HRV,0,0.360215004903282
IRL,HRV,1627415.63610833,0.0952515269349765
ITA,HRV,13560.28570079,0.434073368248379
JPN,HRV,8376621.38986746,0.433753309591698
LTU,HRV,948137.21067243,0.253323694620961
MUS,HRV,8014052.01062134,0.150834871582888
MEX,HRV,9091748.05162005,0.441381270761189
NGA,HRV,3229169.18280246,0.556150795474215
PER,HRV,9721761.18354152,0.221736448155691
POL,HRV,368747.06208091,0.42498551173366
ROU,HRV,105047.14100716,0.377649057640364
SVK,HRV,167909.04714227,0.424076544954674
USA,HRV,5953895.4304455,0.403043812686583
ZAF,HRV,7270486.24996822,0.383424219116466
ARG,HUN,10678770.7165547,0.212864665750135
BRA,HUN,7678322.84223584,0.166636232453371
COL,HUN,8810970.13987277,0.425987850829751
EGY,HUN,1656382.67915858,0.32005156556846
ESP,HUN,1129644.70274326,0.408591186903831
FIN,HUN,1256543.92241695,0.196387812612997
GBR,HUN,1151908.44680356,0.276420742539099
GRC,HUN,561596.29023049,0.192035763790093
HRV,HUN,0,0.360215004903282
IDN,HUN,8210732.31625275,0.115218313635902
KEN,HUN,4733620.7312865,0.786135237927123
KWT,HUN,2872380.25694918,0.152270210659333
LVA,HUN,836119.06950428,0.475995748818434
NLD,HUN,830112.29470696,0.0710979529550094
NOR,HUN,1264961.67980857,0.0437217559330642
NZL,HUN,15371862.1181862,0.471800734112571
PRT,HUN,1865756.46442117,0.311926232990577
SAU,HUN,2132650.00635079,0.258920865657578
SWE,HUN,846559.28746832,0.148380229140368
SVN,HUN,0,0.444162893395086
URY,HUN,11210746.6636898,0.433165830700675
ARG,IDN,12384433.9203782,0.165621134340872
BRA,IDN,14488199.7815035,0.133049923422259
COL,IDN,15512951.848692,0.387105678789755
EGY,IDN,6505295.40193731,0.339339740813921
ESP,IDN,9664073.11024579,0.421219139559014
FIN,IDN,8116114.30437056,0.112682149445341
GBR,IDN,9721655.13751116,0.315513394248397
GRC,IDN,7565678.34196476,0.167995246936827
HRV,IDN,8433432.48158718,0.380194079077504
KEN,IDN,5909992.73473584,0.784838067069087
KWT,IDN,5520649.39478567,0.131125005036544
LVA,IDN,8058592.12254167,0.488166325369884
NLD,IDN,9351490.04085776,0.0828127424698844
NOR,IDN,8418641.38212616,0.101163859274268
NZL,IDN,4285939.39698237,0.449418926938276
PRT,IDN,10514793.1156309,0.280537971759946
SAU,IDN,4611205.5149899,0.215993506356003
SWE,IDN,8555068.81332628,0.157802348046484
SVN,IDN,8668848.00552901,0.42853742273632
URY,IDN,14778260.8753267,0.389095493422759
ARE,IRL,5723718.66949305,0.166494699814449
AUT,IRL,1250295.60001512,0.410720621365245
AUS,IRL,13877780.3694104,0.391570519235015
BEL,IRL,619222.87253634,0.36820312291002
BGR,IRL,2299820.18210756,0.169880017606546
CAN,IRL,2952612.49799857,0.329457031593173
CHE,IRL,1089143.37064968,0.310686826181792
CHL,IRL,9587492.10306375,0.211589152480152
CZE,IRL,1280801.22953706,0.39641164527621
DNK,IRL,930680.96787234,0.381117242552279
EST,IRL,1774250.94854482,0.135838417071769
FRA,IRL,420630.06158783,0.366053955249846
HUN,IRL,1689556.54371266,0.307759671410448
ITA,IRL,1191940.29771388,0.351959755499056
JPN,IRL,8414287.51077652,0.408774148376839
LTU,IRL,1735270.10105303,0.242283331797259
MUS,IRL,10117597.4920271,0.191891089781223
MEX,IRL,7226474.10146913,0.363737807870292
NGA,IRL,4378635.36252648,0.578522480144927
PER,IRL,8234515.49109268,0.188511286774046
POL,IRL,1326858.06119578,0.35526818957258
ROU,IRL,2027981.73206412,0.31370004350973
SVK,IRL,1676603.7347618,0.396918916723822
USA,IRL,4022326.51341149,0.379309302311636
ZAF,IRL,8937365.5064919,0.334236303452398
ARG,ITA,9668531.91068147,0.0629123975595116
BRA,ITA,6662217.03134285,0.0704618226889529
COL,ITA,8093098.09278292,0.394525085635048
EGY,ITA,1076143.20191832,0.459748404860866
ESP,ITA,338638.15236641,0.365972029098959
FIN,ITA,1570316.81401473,0.284151803041241
GBR,ITA,713031.56098774,0.343940927471931
GRC,ITA,105842.50143645,0.0399781936932431
HRV,ITA,13560.28570079,0.434073368248379
IDN,ITA,8458732.38368039,0.192131989220386
KEN,ITA,4029999.97437154,0.930803382807335
KWT,ITA,2824033.55462628,0.0784252846817674
LVA,ITA,1170264.86631171,0.597808683955142
NLD,ITA,509567.79609502,0.170150770145743
NOR,ITA,1254031.59648853,0.224984535518096
NZL,ITA,15707364.6443674,0.465949042069541
PRT,ITA,1109053.87978772,0.277628903553518
SAU,ITA,1909219.37186527,0.191089151667669
SWE,ITA,922406.86293929,0.277028774327764
SVN,ITA,0,0.545249922645589
URY,ITA,10175139.3187623,0.424049161709118
ARG,JPN,16003447.6329278,0.367936915368949
BRA,JPN,13820001.2166403,0.324289300466614
COL,JPN,12639033.7277402,0.460059790207094
EGY,JPN,8513204.14519612,0.240596239107185
ESP,JPN,9384042.16479079,0.528893213478584
FIN,JPN,6082597.51150856,0.205091019920223
GBR,JPN,7702866.22456318,0.361840338146058
GRC,JPN,8353569.49506356,0.363101229081555
HRV,JPN,8376621.38986746,0.433753309591698
IDN,JPN,2214913.42864804,0.235551335128336
KEN,JPN,8994811.43689019,0.642305894392182
KWT,JPN,7352215.31423003,0.340597267489125
LVA,JPN,7024807.39235134,0.361145475029771
NLD,JPN,8172179.48713789,0.258526584859139
NOR,JPN,5356096.71841062,0.247601633295421
NZL,JPN,6258086.23250049,0.51995505762692
PRT,JPN,9777945.38553451,0.434567128768814
SAU,JPN,6888458.19692018,0.326593087954294
SWE,JPN,6367466.52792133,0.179235618037021
SVN,JPN,8416283.82759957,0.361182152613868
URY,JPN,17459817.2668857,0.398937803042091
ARG,KEN,9729378.18059503,0.917867259449924
BRA,KEN,7661586.87143472,0.890279028709833
COL,KEN,11200227.1747063,0.720789798147865
EGY,KEN,1835183.6907909,0.50278614203471
ESP,KEN,4917491.17926228,0.816051496057053
