"country" "grocerypharmacy" "parks" "residential" "retailrecreation" "transitstations" "workplace" "avg"
"AE" 27.391462235887 "11.7085194081449" 14.6465286644631 21.5641869695811 9.57998969056214 13.0774239687917 17.251918305857
"AF" 14.1697497602198 "11.2588199678259" 16.6303329819169 16.3972401909735 13.1634319190644 20.9634749516513 16.2648459607652
"AO" 11.6497396824741 "4.49172601557686" 7.21658412779971 4.26258627060143 4.41784910783592 11.9796306243978 7.90527796262179
"AR" 13.1779219774505 "13.9205565336234" 20.8219572208405 23.6141992816583 21.7750310196349 19.3222549860652 19.7422728971299
"AT" 14.47104440743 "9.05006025189872" 15.4737478228788 25.8783576400747 33.425678739289 16.6962159074223 21.189008903419
"AU" 12.9051831806534 "9.79269924140654" 28.9943928875809 42.488753104299 9.34387578896256 19.6234063121298 22.6711222547251
"AW" 16.4196165606842 "11.4112329527705" NA 1.55550079224145 3.47627453614366 7.18698474687989 7.1595941589873
"BA" 11.2918280876955 "1.71331801684341" 11.9933860562603 22.6454192362953 15.5903136666799 25.6929642321619 17.4427822558186
"BB" 8.68942973416186 "16.1395660406434" NA 16.6460524446736 NA NA 12.6677410894177
"BD" 8.60331470057099 "18.2832335613571" 12.3300999302085 12.5517303679762 9.63639858092727 10.8754163008283 10.7993919761023
"BE" 13.1241318080042 "5.73055729857158" 24.5611197839708 27.4554968118235 21.9170719006565 20.5161455046548 21.514793161822
"BF" 5.47835892072755 "11.2758469521883" 22.2423538919193 11.5257432886982 11.9462144680085 13.9081047516805 13.0201550642068
"BG" 18.1314175090671 "26.2516822250438" 13.4851973089767 32.0784666712461 25.693849807863 14.2810103926746 20.7339883379655
"BO" 6.96392317391261 "9.44652247184594" 8.54316142265514 10.4708773842673 13.8297508358233 7.90439524149179 9.54242161163003
"BR" 6.67286331191916 "9.32780772861144" 14.025951138688 9.54143785054818 17.6934952543133 14.2946656342573 12.4456826379452
"BW" 4.52774384647251 "3.10068106421374" 16.5978691604845 7.6218170642231 6.04961099052403 9.74097882377366 8.90760397709556
"BZ" 7.15326979479612 "8.41753422395436" NA 9.63592362810079 NA NA 8.39459671144845
"CA" 8.56385988687546 "12.8520203878871" 16.2961687155557 19.9951707662659 3.67413328201943 10.7801238937407 11.8618913088914
"CH" 6.97245730474882 "0.0776366075001648" 24.7592822478481 26.7354026177173 22.3893833898284 22.9590022084965 20.7631055537278
"CL" 12.9463954382888 "11.42685795204" 29.118145103442 20.1338432733269 33.0340303961936 23.6442745227588 23.775337746802
"CM" 29.1634957487274 "38.1851394903906" 13.2071104432719 16.7539025577149 15.7905435217429 14.1136586139875 17.8057421770889
"CO" 2.64800922661862 "0.306086616882418" 1.87340816496151 0.021310801373493 0.003326018280395 0.467923551390367 1.00279555252488
"CR" 2.38052351424534 "6.03643245199046" 6.77381095148854 4.59627115286559 5.68837496206114 8.69576215626445 5.62694854738501
"CZ" 4.37132686450967 "2.86234227943866" 16.9910580270872 9.26956585193262 8.66657338414867 17.5902980629032 11.3777644381163
"DE" NA "0.0545856802340785" 24.3510237185496 8.23179623502518 1.1118668310223 27.0284619041039 15.1807871721752
"DK" 2.68721236196709 "3.00823315381387" 11.2389117724869 8.56675728559805 9.08857518404717 9.37845503551096 8.19198232792203
"DO" 17.6348951414887 "9.33926057767424" 12.5429910338822 12.2615045219505 8.76184987360734 11.4395247073007 12.5281530556459
"EC" 13.8606842862609 "10.1425464099496" 16.1117253949193 11.3152976191152 8.69322399250321 8.97833712767193 11.7918536840941
"EE" 15.7426380583049 "0.343354207027938" 18.2720710591817 23.6759696629476 19.1033670162853 18.1862286623792 18.9960548918197
"EG" 4.96914240872707 "6.06509297889528" 12.2068710084706 8.85519745846085 8.28375458901446 8.35455064701831 8.53390322233826
"ES" 8.07792077320709 "9.95868114368408" 12.2917324333353 10.1224606783097 19.0625551841759 14.9144604551923 12.8938259048441
"FI" 18.1919520379135 "6.511084002666" 14.9671709067968 16.4624699236037 3.97926450229508 11.962728140575 13.1127171022368
"FR" 29.3175815597823 "18.173821476204" 13.0173038057772 0.0593462159213742 2.26491373923373 2.02940577577685 9.33771021929829
"GA" 11.4857754625865 "4.38959508241408" 9.11546659121978 10.9005383744183 9.05041964235491 11.2649859761519 10.3634372093463
"GB" 9.48504293708121 "17.8120951247575" 29.4317388528349 11.2378493393275 0.334729073193873 37.2131735539011 17.5405067512677
"GH" 6.51092835146229 "4.61425986177155" 10.1233226848925 4.7513597128961 4.85817014883415 8.65513050341807 6.97978228030062
"GR" 4.92533630603588 "4.26091689355445" 9.80680330978691 2.18083781198193 9.67616662828828 18.914811543619 9.1007911199424
"GT" 5.83451063553525 "6.38997052709332" 10.2986789829792 5.29465610002685 6.02217585923363 5.4155236169836 6.57310903895171
"HK" 0.0255117289149588 "2.45003725359336" 19.6517325930237 4.21800825693357 6.95064955011026 11.1588586921504 8.40095216422658
"HN" 18.9177728387598 "12.7098291281084" 7.2377023458562 4.86548848449615 7.11018789342374 4.74817380185281 8.57586507287774
"HR" 7.76004736883515 "3.9366419662533" 17.8287130377262 14.9025435808634 30.8119425662362 26.5814688889826 19.5769430885287
"HU" 8.73840399619998 "2.7067160017914" 8.96696222393271 12.2696654908254 10.4248519495676 9.12035626629854 9.90404798536485
"ID" 7.2857228148848 "7.00971905379112" 10.9727049349335 6.39457643311729 7.10300901046492 13.8753258369195 9.126267806064
"IE" 18.1303414902094 "4.21031563821241" 13.1629881842226 30.5360137189121 14.3205323305015 14.5781125626996 18.145597657309
