g1name,g2name,dist,lag
KEN,FIN,6129418.04940151,7.28010988928052
KGZ,FIN,3391570.1454452,5.56776436283002
KOR,FIN,6348593.06528901,15.2643375224737
KWT,FIN,3682904.93788935,6.92820323027551
LAO,FIN,6794149.41481697,4.69041575982343
LBN,FIN,2936932.23007178,7.68114574786861
LBY,FIN,2989734.99698043,7.54983443527075
LKA,FIN,7026239.0500169,3.87298334620742
MDA,FIN,1294037.29984003,7.14142842854285
MEX,FIN,8009063.12232052,7.21110255092798
MLI,FIN,4397105.59549158,4.35889894354067
MMR,FIN,6004966.68375082,7.93725393319377
MOZ,FIN,7966154.71585102,6.16441400296898
MUS,FIN,9347009.6300475,5.65685424949238
MYS,FIN,8276728.57737619,5.91607978309962
NER,FIN,4127331.50118271,9.4339811320566
NGA,FIN,5185278.09430849,8.18535277187245
NLD,FIN,1144070.54301982,7.28010988928052
NOR,FIN,0,4.12310562561766
NZL,FIN,13022788.7832396,3.3166247903554
OMN,FIN,4372681.25925011,4.47213595499958
PAK,FIN,3995064.34663412,4.35889894354067
PAN,FIN,9390947.80719892,12.0415945787923
PER,FIN,10241632.1118883,7.87400787401181
PHL,FIN,7940308.01697102,9.1104335791443
POL,FIN,602818.56874829,5.91607978309962
PRI,FIN,7954723.35142526,10.4403065089106
PRT,FIN,2778879.36742642,2.64575131106459
PRY,FIN,11351776.4863842,5.65685424949238
QAT,FIN,4217531.93360912,5.19615242270663
ROU,FIN,1304186.47432868,8.24621125123532
RWA,FIN,6799876.26384054,9.2736184954957
SAU,FIN,3265122.0015876,10.1980390271856
SGP,FIN,8973385.95249934,7
SLV,FIN,9275268.78086596,10.9544511501033
SVK,FIN,1158837.32813865,5.09901951359278
SVN,FIN,1506911.77974611,6.2449979983984
SWE,FIN,0,5.19615242270663
THA,FIN,6875905.23014391,8.06225774829855
TTO,FIN,8461866.91522132,4.24264068711928
TUR,FIN,1991774.0219862,3.87298334620742
TZA,FIN,6795664.25579843,11.1803398874989
UGA,FIN,6252269.57266777,7.68114574786861
URY,FIN,12270211.7472216,4.35889894354067
USA,FIN,4281054.74015687,7.14142842854285
VEN,FIN,8589883.22487537,3.46410161513775
VNM,FIN,6806567.59903303,7.07106781186548
ZAF,FIN,9133909.90645908,18.2208671582886
AFG,FRA,4459781.86979765,11.4017542509914
AGO,FRA,2284236.2116816,5.09901951359278
ARE,FRA,4039556.25797352,2.44948974278318
ARG,FRA,2841503.02290468,3.74165738677394
AUS,FRA,5800583.10352294,9.48683298050514
AUT,FRA,145779.48063258,6.16441400296898
BEL,FRA,0,5.8309518948453
BFA,FRA,3042730.38917027,6
BGD,FRA,5979222.69124158,6.70820393249937
BGR,FRA,1045533.38346779,6.08276253029822
BIH,FRA,540418.62866691,5.65685424949238
BOL,FRA,1793766.80575407,12.0415945787923
BRA,FRA,0,9.74679434480896
BWA,FRA,1955248.49233078,15.7162336455017
CAN,FRA,3027333.57570746,6.2449979983984
CHE,FRA,0,8.36660026534076
CHL,FRA,2743380.70491297,4.35889894354067
CMR,FRA,3182911.91508928,4.69041575982343
COL,FRA,1101747.18217398,6.557438524302
CRI,FRA,2366212.74740558,9.1104335791443
CZE,FRA,319062.52550304,6.70820393249937
DNK,FRA,588757.17191534,5
DOM,FRA,739537.03094748,2.23606797749979
ECU,FRA,2252401.74862856,2
EGY,FRA,1784653.40850613,11.8743420870379
ESP,FRA,0,7.48331477354788
EST,FRA,1349405.71925264,2.64575131106459
FIN,FRA,1503186.50105473,4.24264068711928
GAB,FRA,3583195.08029629,8.24621125123532
GBR,FRA,36814.91839519,3.74165738677394
GHA,FRA,3475180.24891565,11.0905365064094
GRC,FRA,887031.69859389,6.08276253029822
GTM,FRA,2824034.88499226,6.78232998312527
HKG,FRA,7925486.7153834,7.93725393319377
HND,FRA,2291058.06632653,5.19615242270663
HRV,FRA,408214.85807735,4.47213595499958
HUN,FRA,627080.03755856,9.74679434480896
IDN,FRA,5090943.04703362,9.4339811320566
IND,FRA,3756828.73832403,6.32455532033676
IRL,FRA,420630.06158783,10.295630140987
IRQ,FRA,2731112.16621781,2.82842712474619
ISR,FRA,2453506.67103191,4.35889894354067
ITA,FRA,0,2
JAM,FRA,1542182.23691478,8.88819441731559
JOR,FRA,2516351.22722136,3.3166247903554
JPN,FRA,8560848.23883301,9.38083151964686
KAZ,FRA,2777866.79374281,12.5698050899765
KEN,FRA,1091264.94370491,9.21954445729289
KGZ,FRA,4786679.09970321,5
KOR,FRA,8607493.70972911,14.247806848775
KWT,FRA,3602779.71902622,8.83176086632785
LAO,FRA,6529731.31622494,5.65685424949238
LBN,FRA,2431441.72545533,6.40312423743285
LBY,FRA,934803.36587967,8.88819441731559
LKA,FRA,4020993.36616741,4.79583152331272
MDA,FRA,1357718.89384526,5
MEX,FRA,2672439.84301934,6.32455532033676
MLI,FRA,2015463.7518223,2.23606797749979
MMR,FRA,5763239.03833855,10.7238052947636
MOZ,FRA,484092.65649316,9.16515138991168
MUS,FRA,172708.72672542,3.74165738677394
MYS,FRA,5622022.92182077,6.08276253029822
NER,FRA,2003492.24276461,10.816653826392
NGA,FRA,3080014.18169863,9.64365076099295
NLD,FRA,56636.1698487,9.74679434480896
NOR,FRA,820795.6537105,3
NZL,FRA,9498436.7603683,5.56776436283002
OMN,FRA,3374518.57220167,3.46410161513775
PAK,FRA,4570876.41299031,2.64575131106459
PAN,FRA,1883856.00263705,13.8202749610853
PER,FRA,1805969.52625315,9.2736184954957
PHL,FRA,7409909.85537017,10.6301458127346
POL,FRA,521604.67573064,5.56776436283002
PRI,FRA,423969.71575424,12.4498995979887
PRT,FRA,414573.98569179,2.23606797749979
PRY,FRA,2441023.23627707,7.34846922834953
QAT,FRA,4167794.39467578,6.85565460040104
ROU,FRA,921310.04011468,9.16515138991168
RWA,FRA,1943125.97247488,9.89949493661167
SAU,FRA,2674711.51621217,11.916375287813
SGP,FRA,5764212.40166,5.91607978309962
SLV,FRA,2795187.8907315,12.5698050899765
SVK,FRA,642136.34859508,6.16441400296898
SVN,FRA,431685.90576454,5.19615242270663
SWE,FRA,785203.08232596,7.81024967590665
THA,FRA,5640595.12543442,9.1104335791443
TTO,FRA,346530.66039997,6.48074069840786
TUR,FRA,1365639.71119858,5.3851648071345
TZA,FRA,557335.55214951,13.5277492584687
UGA,FRA,1884338.98001823,9.1104335791443
URY,FRA,3595096.30195851,6.40312423743285
USA,FRA,2163089.8638281,9
VEN,FRA,423668.82002398,1.4142135623731
VNM,FRA,6282353.57353366,5.47722557505166
ZAF,FRA,1797997.48426218,19.8494332412792
AFG,GAB,5850484.69889853,17.7763888346312
AGO,GAB,118521.98734846,4.69041575982343
ARE,GAB,4747525.64953304,8.60232526704263
ARG,GAB,7231153.40833835,7.34846922834953
AUS,GAB,10765791.6619158,13.490737563232
AUT,GAB,4908714.8460915,11.5758369027902
BEL,GAB,5278500.87910334,13.114877048604
BFA,GAB,1428120.00367765,11.4017542509914
BGD,GAB,8309320.67595011,12.4498995979887
BGR,GAB,4452685.38209981,11.7898261225516
BIH,GAB,4511461.73785832,11.8321595661992
BOL,GAB,7479002.66536868,18.1934053986603
BRA,GAB,4879990.17618706,15.52417469626
BWA,GAB,1905124.4703591,21.7025344142107
CAN,GAB,7875085.71623922,11.7898261225516
CHE,GAB,4845979.47910828,12.8840987267251
CHL,GAB,8521167.06371342,8.88819441731559
CMR,GAB,0,8.83176086632785
COL,GAB,8405938.28212258,5
CRI,GAB,10157373.2132185,14.7986485869487
CZE,GAB,5149360.39213866,13.076696830622
DNK,GAB,5818474.46265663,9.74679434480896
DOM,GAB,8664809.61671058,7.14142842854285
ECU,GAB,9334162.20943556,6.6332495807108
EGY,GAB,2536426.01021296,6.40312423743285
ESP,GAB,3925793.02357185,12.8062484748657
EST,GAB,6238575.23514198,7.68114574786861
FIN,GAB,6455541.98525919,8.94427190999916
FRA,GAB,3583195.08029629,8.24621125123532
GBR,GAB,5489306.72943823,9.38083151964686
GHA,GAB,1088798.70070765,16.7630546142402
GRC,GAB,3821665.82101067,9.8488578017961
GTM,GAB,10767205.1388264,12.7279220613579
HKG,GAB,10936830.8216495,7.28010988928052
HND,GAB,10224405.6184396,4.12310562561766
HRV,GAB,4498439.76230773,12
HUN,GAB,4860572.60200429,16.2788205960997
IDN,GAB,8976651.21936479,15.9687194226713
IND,GAB,6313656.55643518,12.0830459735946
IRL,GAB,5788996.86398553,18.0554700852678
IRQ,GAB,4286695.26544685,6.32455532033676
ISR,GAB,3795699.16275532,10.1488915650922
ITA,GAB,3830252.14770846,8
JAM,GAB,9489804.98966984,15.3297097167559
JOR,GAB,3788289.33032419,8.18535277187245
JPN,GAB,11906760.948041,14.3527000944073
KAZ,GAB,5883036.80018952,19.5448202856921
KEN,GAB,2168921.44635732,14.3178210632764
KGZ,GAB,6988334.72529259,11.4455231422596
KOR,GAB,11839179.8291547,11.4455231422596
KWT,GAB,4607551.56724218,14.6287388383278
LAO,GAB,9522742.82074192,11.3137084989848
LBN,GAB,4117102.94764774,3.3166247903554
LBY,GAB,2237857.64406618,15.6524758424985
LKA,GAB,7272308.3278082,10.4403065089106
MDA,GAB,5021117.69654367,4.79583152331272
MEX,GAB,10591060.2108236,3.74165738677394
MLI,GAB,1687367.49117823,8.66025403784439
MMR,GAB,8702674.33494995,14.9331845230681
MOZ,GAB,2250773.2814397,14.560219778561
MUS,GAB,5087046.78902325,5.09901951359278
MYS,GAB,9467428.27177875,12.4498995979887
NER,GAB,1184218.84073294,17.058722109232
NGA,GAB,413031.40809502,15.8429795177549
NLD,GAB,5410929.05561552,14.247806848775
NOR,GAB,6205286.99777501,7.81024967590665
NZL,GAB,13402183.2206682,8.18535277187245
OMN,GAB,4555544.83636805,5.65685424949238
PAK,GAB,5722350.74794652,9.53939201416946
PAN,GAB,9565135.62172388,19.5703857907809
PER,GAB,8624496.13428043,15.4919333848297
PHL,GAB,11374025.3469092,16.583123951777
POL,GAB,5256470.20281325,13.076696830622
PRI,GAB,8340050.72123646,18.0831413200251
PRT,GAB,4327098.14055035,9.1104335791443
PRY,GAB,7244678.42608984,12.6491106406735
QAT,GAB,4711623.01158593,12.6885775404495
ROU,GAB,4721325.95565668,15.8113883008419
RWA,GAB,1604620.66185601,16.7928556237467
SAU,GAB,3471218.76998947,18.0554700852678
SGP,GAB,9916844.80135721,12.8452325786651
SLV,GAB,10716283.987079,18.7082869338697
SVK,GAB,5079705.87793649,13.114877048604
SVN,GAB,4798398.64670914,13.1529464379659
SWE,GAB,5899578.23571598,11.5325625946708
THA,GAB,9231813.05277306,14.7986485869487
TTO,GAB,7758754.84375999,12.2474487139159
TUR,GAB,4100034.72595165,10.7238052947636
TZA,GAB,1690235.33490087,18.2482875908947
UGA,GAB,1677280.43439999,15.0665191733194
URY,GAB,7335983.93706081,10.816653826392
USA,GAB,8871975.03294916,15
VEN,GAB,7656796.00703266,7.87400787401181
VNM,GAB,9732664.38636753,3.74165738677394
ZAF,GAB,2500390.7535962,25.7681974534503
AFG,GBR,4949459.67086939,11.0453610171873
AGO,GBR,6253891.6710875,5.29150262212918
ARE,GBR,5185660.10611458,4.47213595499958
ARG,GBR,9665700.93022449,5.29150262212918
AUS,GBR,13228266.008211,7.34846922834953
AUT,GBR,717514.15188429,6.32455532033676
BEL,GBR,79214.85433056,5.09901951359278
BFA,GBR,3908221.90242749,6.92820323027551
BGD,GBR,7407101.75603,7.68114574786861
BGR,GBR,1758271.23657495,6.85565460040104
BIH,GBR,1255272.2721856,5.8309518948453
BOL,GBR,8793739.68619139,12.369316876853
BRA,GBR,6643890.26248975,10.7238052947636
BWA,GBR,7944160.83520669,15.5884572681199
CAN,GBR,2838813.43180954,3.60555127546399
CHE,GBR,578037.45267708,7.61577310586391
CHL,GBR,9759093.43452715,5
CMR,GBR,4371771.71061336,6.92820323027551
COL,GBR,7171281.70362819,6.70820393249937
CRI,GBR,8086040.77790054,9.64365076099295
CZE,GBR,756344.53262675,6.85565460040104
DNK,GBR,518328.04109809,5.19615242270663
DOM,GBR,6417716.86953278,3.60555127546399
ECU,GBR,8566027.14520664,4.24264068711928
EGY,GBR,2912818.06582501,13.228756555323
ESP,GBR,710582.27874931,7.61577310586391
EST,GBR,1284045.41127222,4.12310562561766
FIN,GBR,1164230.71271682,4.69041575982343
FRA,GBR,36814.91839519,3.74165738677394
GAB,GBR,5489306.72943823,9.38083151964686
GHA,GBR,4344016.1102485,10.9087121146357
GRC,GBR,1888180.54711145,5
GTM,GBR,7828797.1468457,6.48074069840786
HKG,GBR,9076673.644362,8.18535277187245
HND,GBR,7682268.48528283,5.91607978309962
HRV,GBR,1095265.00280941,4.69041575982343
HUN,GBR,1151908.44680356,9.53939201416946
IDN,GBR,9721655.13751116,10.1488915650922
IND,GBR,5873732.0675554,7.07106781186548
IRL,GBR,0,10.295630140987
IRQ,GBR,3540853.93860568,4
ISR,GBR,3384182.34645342,3.3166247903554
ITA,GBR,713031.56098774,3.46410161513775
JAM,GBR,6972358.0245036,9.21954445729289
JOR,GBR,3448870.06581407,3.87298334620742
JPN,GBR,7702866.22456318,11.8321595661992
KAZ,GBR,3113376.04698806,12.9614813968157
KEN,GBR,5965512.07067682,9.8488578017961
KGZ,GBR,5041268.97743501,6.40312423743285
KOR,GBR,8026085.11244376,14.0356688476182
KWT,GBR,4424595.13072858,8.83176086632785
LAO,GBR,8486302.56860241,6.92820323027551
LBN,GBR,3317783.64081932,7.54983443527075
LBY,GBR,2151482.73125045,8.88819441731559
LKA,GBR,8346543.17635248,5.56776436283002
MDA,GBR,1815097.03657896,6.40312423743285
MEX,GBR,7360844.84397737,7.34846922834953
MLI,GBR,2782759.54673036,3.60555127546399
MMR,GBR,7697094.02210792,11.5325625946708
MOZ,GBR,7687770.28570355,8.60232526704263
MUS,GBR,9615853.32182763,5.29150262212918
MYS,GBR,9944236.49450482,6.40312423743285
NER,GBR,3191681.573212,10.3440804327886
NGA,GBR,4127860.32731859,10.0498756211209
NLD,GBR,134338.58577027,7.93725393319377
NOR,GBR,302354.43593163,3
NZL,GBR,14160420.7951618,5.19615242270663
OMN,GBR,5342437.81105282,4.47213595499958
PAK,GBR,5362796.76869138,5
PAN,GBR,7881534.12264112,14.247806848775
PER,GBR,8456770.71622936,9.59166304662544
PHL,GBR,9593637.05966618,10.7238052947636
POL,GBR,833643.01926971,6.08276253029822
PRI,GBR,6273370.86465233,11.9582607431014
PRT,GBR,902567.80477378,3.60555127546399
PRY,GBR,9320879.98760213,8.12403840463596
QAT,GBR,5008214.09049296,7.81024967590665
ROU,GBR,1489674.81490534,9.38083151964686
RWA,GBR,6414908.53215923,10.295630140987
SAU,GBR,3632247.37522483,11.6619037896906
SGP,GBR,10647079.2953715,8.42614977317636
SLV,GBR,8088537.89192926,12.6491106406735
SVK,GBR,1147595.8299104,6
SVN,GBR,1031016.10783888,5.91607978309962
SWE,GBR,692354.19780974,5.56776436283002
THA,GBR,8562370.82552734,10.3440804327886
TTO,GBR,6577876.19228316,5.47722557505166
TUR,GBR,2161699.88809521,5.19615242270663
TZA,GBR,6420169.27235408,13.228756555323
UGA,GBR,5948448.03440871,9
URY,GBR,10240542.1276465,7.68114574786861
USA,GBR,4108357.77304715,8.18535277187245
VEN,GBR,6719735.83419759,3.16227766016838
VNM,GBR,8498602.03317024,6.6332495807108
ZAF,GBR,8588306.63972952,19.7989898732233
AFG,GHA,6597194.62300104,4.79583152331272
AGO,GHA,1716941.99244415,14.3874945699382
ARE,GHA,5617665.96030221,9.1104335791443
ARG,GHA,6454211.64267488,9.74679434480896
AUS,GHA,12475411.8812808,7
AUT,GHA,4087548.39363783,5.3851648071345
BEL,GHA,4297120.21447581,7.14142842854285
BFA,GHA,0,5.74456264653803
BGD,GHA,9283057.72561994,4.89897948556636
BGR,GHA,4039893.53293226,5.65685424949238
BIH,GHA,3927030.4046453,5.56776436283002
BOL,GHA,6498949.64329594,2.82842712474619
BRA,GHA,3758186.26875488,4.24264068711928
BWA,GHA,3467223.8125372,5.47722557505166
CAN,GHA,6145723.87180041,8.24621125123532
CHE,GHA,3923644.26080222,5
CHL,GHA,7601236.22338821,8.48528137423857
CMR,GHA,829049.11281096,9.53939201416946
COL,GHA,7079117.36569355,16.4924225024706
CRI,GHA,8692661.31224475,3.16227766016838
CZE,GHA,4369418.64850009,4.69041575982343
DNK,GHA,4924656.07329117,7.48331477354788
DOM,GHA,7058164.56479265,10.8627804912002
ECU,GHA,8025792.41300535,11.4455231422596
EGY,GHA,2921849.34117441,22.0454076850486
ESP,GHA,2240039.23356212,4.35889894354067
EST,GHA,5531418.11156094,10.9544511501033
FIN,GHA,5731447.68429882,8.88819441731559
FRA,GHA,3475180.24891565,11.0905365064094
GAB,GHA,1088798.70070765,16.7630546142402
GBR,GHA,4344016.1102485,10.9087121146357
GRC,GHA,3592588.09727379,8.36660026534076
GTM,GHA,9192340.12026663,4.58257569495584
HKG,GHA,11911405.0887573,14.0712472794703
HND,GHA,8666918.21370116,14.8996644257513
HRV,GHA,3891076.52749172,7.28010988928052
HUN,GHA,4211141.43568363,2.82842712474619
IDN,GHA,10380903.3692072,3.74165738677394
IND,GHA,7298706.59175917,5.19615242270663
IRL,GHA,4541392.7112527,13.4536240470737
IRQ,GHA,4636012.87681665,11.5325625946708
ISR,GHA,4152366.3135696,8.36660026534076
ITA,GHA,3096207.885075,9.8488578017961
JAM,GHA,7892821.2383619,2.82842712474619
JOR,GHA,4151359.03012143,9.16515138991168
JPN,GHA,12613329.5893483,8.54400374531753
KAZ,GHA,5982073.70114408,5.91607978309962
KEN,GHA,3636579.94934572,3.74165738677394
KGZ,GHA,7454143.79422246,7.21110255092798
KOR,GHA,12235365.8889954,23.832750575626
KWT,GHA,5215861.75953779,3
LAO,GHA,10607243.8423518,6.40312423743285
LBN,GHA,4334543.35748519,15.8745078663875
LBY,GHA,1851524.04706725,3.74165738677394
LKA,GHA,8649102.41576584,6.92820323027551
MDA,GHA,4665971.52576494,15.2315462117278
MEX,GHA,8940068.56786433,15.5884572681199
MLI,GHA,229096.85003374,9.89949493661167
MMR,GHA,9777488.62929394,5.47722557505166
MOZ,GHA,3967435.13128149,3.87298334620742
MUS,GHA,6800590.80147865,13.8202749610853
MYS,GHA,10860064.4044872,6
NER,GHA,242422.00876892,2.82842712474619
NGA,GHA,170000.94116569,2.44948974278318
NLD,GHA,4436912.41568514,6.6332495807108
NOR,GHA,5247018.31898709,11.916375287813
NZL,GHA,14637091.5781519,10.0995049383621
OMN,GHA,5615443.96131832,12.8452325786651
PAK,GHA,6597194.62300104,9.16515138991168
PAN,GHA,8137665.69398504,4.24264068711928
PER,GHA,7487163.94610843,2.64575131106459
PHL,GHA,12707791.5291234,2
POL,GHA,4597573.69509207,6.78232998312527
PRI,GHA,6739874.51367112,2.44948974278318
PRT,GHA,2801355.36092026,9.69535971483266
PRY,GHA,6413222.03374509,4.79583152331272
QAT,GHA,5549618.47696149,5.8309518948453
ROU,GHA,4255185.82052174,3.60555127546399
RWA,GHA,3215638.5552661,4.12310562561766
SAU,GHA,4069580.0696842,2.64575131106459
SGP,GHA,11369005.3806543,9.48683298050514
SLV,GHA,9171945.41678065,2.64575131106459
SVK,GHA,4402198.38118681,5.56776436283002
SVN,GHA,4035964.29725416,8.36660026534076
SWE,GHA,5052425.62051272,9.38083151964686
THA,GHA,10369910.031339,5.29150262212918
TTO,GHA,6278159.27790692,5.74456264653803
TUR,GHA,3961425.0364181,6.78232998312527
TZA,GHA,3344709.91202337,4.69041575982343
UGA,GHA,3235585.78939143,3.46410161513775
URY,GHA,6741198.70789255,7.34846922834953
USA,GHA,7119290.56780567,3.16227766016838
VEN,GHA,6235550.25499004,10.6301458127346
VNM,GHA,10755950.2953457,15.4596248337403
ZAF,GHA,3976169.91776346,9.64365076099295
AFG,GRC,2926271.27822401,9.9498743710662
AGO,GRC,4552085.97353218,6.85565460040104
ARE,GRC,2598811.52324398,4.58257569495584
ARG,GRC,10488168.868079,4.12310562561766
AUS,GRC,11069581.3541607,5
AUT,GRC,762234.68401432,3.87298334620742
BEL,GRC,1526540.639094,6.40312423743285
BFA,GRC,3238020.10410314,4.58257569495584
BGD,GRC,5715333.26122952,5.8309518948453
BGR,GRC,0,5.09901951359278
BIH,GRC,281718.08297537,4.12310562561766
BOL,GRC,10164514.6976298,10.4880884817015
BRA,GRC,7496342.405483,9.2736184954957
BWA,GRC,5862599.71901012,13.3416640641263
CAN,GRC,5370120.35226688,3.74165738677394
CHE,GRC,1055422.92535876,4.58257569495584
CHL,GRC,11170316.8177993,3.74165738677394
CMR,GRC,2636347.7786011,7
COL,GRC,9210720.19986448,8.94427190999916
CRI,GRC,10341121.4081578,7.87400787401181
CZE,GRC,917728.84610903,5.65685424949238
DNK,GRC,1622557.60806781,3.16227766016838
DOM,GRC,8530033.10461656,4.47213595499958
ECU,GRC,10436388.2764143,5.3851648071345
EGY,GRC,366078.19261761,15.0332963783729
ESP,GRC,1307012.72349425,5.74456264653803
EST,GRC,1755617.23678193,4.89897948556636
FIN,GRC,2021365.9541969,4.12310562561766
FRA,GRC,887031.69859389,6.08276253029822
GAB,GRC,3821665.82101067,9.8488578017961
GBR,GRC,1888180.54711145,5
GHA,GRC,3592588.09727379,8.36660026534076
GTM,GRC,10263913.3987684,4.35889894354067
HKG,GRC,8161712.99212372,8.83176086632785
HND,GRC,10000427.9475581,7.61577310586391
HRV,GRC,268909.64347562,5.56776436283002
HUN,GRC,561596.29023049,8.24621125123532
IDN,GRC,7565678.34196476,8.94427190999916
IND,GRC,4006575.14498292,5.56776436283002
IRL,GRC,2417858.36952507,13.6014705087354
IRQ,GRC,1017323.85771796,5.56776436283002
ISR,GRC,722995.75431723,2.82842712474619
ITA,GRC,105842.50143645,4.58257569495584
JAM,GRC,9222068.02062828,7.48331477354788
JOR,GRC,785231.96446108,3.46410161513775
JPN,GRC,8353569.49506356,10.816653826392
KAZ,GRC,1743854.64977762,11.9582607431014
KEN,GRC,3413556.07295237,6.6332495807108
KGZ,GRC,3563860.55873084,5.8309518948453
KOR,GRC,8024270.56331029,16.6733320005331
KWT,GRC,1889046.27618408,7.14142842854285
LAO,GRC,7087023.71962671,5.56776436283002
LBN,GRC,713010.89183362,8.60232526704263
LBY,GRC,287871.88226308,8.12403840463596
LKA,GRC,5964133.66648271,3.74165738677394
MDA,GRC,441925.64773087,8.36660026534076
MEX,GRC,9811613.86373862,8.77496438739212
MLI,GRC,2605577.07963744,5.29150262212918
MMR,GRC,6285616.24018745,9.16515138991168
MOZ,GRC,5263523.93491551,6.40312423743285
MUS,GRC,6946470.59908925,7
MYS,GRC,7923639.76767703,5.09901951359278
NER,GRC,1597910.35805693,8.83176086632785
NGA,GRC,2596581.96631984,8.24621125123532
NLD,GRC,1593991.61242492,4.69041575982343
NOR,GRC,2104156.02239064,5.65685424949238
NZL,GRC,15887851.9613519,3.74165738677394
OMN,GRC,2871523.67472262,5.91607978309962
PAK,GRC,3106722.43730261,5.29150262212918
PAN,GRC,9985790.19478279,12.1655250605964
PER,GRC,10174582.0740652,7.81024967590665
PHL,GRC,8905810.00406385,8.71779788708135
POL,GRC,838895.58732148,6.6332495807108
PRI,GRC,8308687.05975146,9.05538513813742
PRT,GRC,2182206.22010498,5.29150262212918
PRY,GRC,10396989.0429863,6.2449979983984
QAT,GRC,2445914.62878589,7.07106781186548
ROU,GRC,221845.88368347,8.30662386291807
RWA,GRC,4036362.51959155,9.32737905308882
SAU,GRC,964164.5637673,10.0498756211209
SGP,GRC,8616491.39081793,9.48683298050514
SLV,GRC,10453138.1010844,10.6301458127346
SVK,GRC,778345.48734588,5.91607978309962
SVN,GRC,686478.85056497,7.74596669241483
SWE,GRC,1685304.69348387,4.47213595499958
THA,GRC,6944567.67763762,9.16515138991168
TTO,GRC,8369643.53830274,4.35889894354067
TUR,GRC,0,2.82842712474619
TZA,GRC,4033558.97726016,10.8627804912002
UGA,GRC,3510776.87196628,7.74596669241483
URY,GRC,10937227.5872283,6.48074069840786
USA,GRC,6732517.62963427,6.16441400296898
VEN,GRC,8519346.47236769,4.79583152331272
VNM,GRC,7158190.24085457,8.42614977317636
ZAF,GRC,6367161.3503988,17.8605710994918
AFG,GTM,13305940.7196557,6.48074069840786
AGO,GTM,11252848.3214964,9.89949493661167
ARE,GTM,13685923.8480937,4.89897948556636
ARG,GTM,4732712.00084963,5.65685424949238
AUS,GTM,12528098.4335015,4.89897948556636
AUT,GTM,9188806.50433149,1.4142135623731
BEL,GTM,8591158.29374801,4
BFA,GTM,8910425.18498171,2.44948974278318
BGD,GTM,15072652.7463072,2.64575131106459
BGR,GTM,10258174.7599702,2.64575131106459
BIH,GTM,9727864.31698383,1.4142135623731
BOL,GTM,3557610.35167454,6.40312423743285
BRA,GTM,2547279.13129281,5.3851648071345
BWA,GTM,12493594.8590595,9.64365076099295
CAN,GTM,2730270.50564036,4.35889894354067
CHE,GTM,8970928.83338576,2.82842712474619
CHL,GTM,4140891.84598107,4.35889894354067
CMR,GTM,10587111.77801,6.32455532033676
COL,GTM,1416070.62070199,11.9582607431014
CRI,GTM,541164.66671394,3.87298334620742
CZE,GTM,9262065.84371054,1.73205080756888
DNK,GTM,8798125.96607444,3.3166247903554
DOM,GTM,1752646.12758352,6.40312423743285
ECU,GTM,1519850.15045762,7.07106781186548
EGY,GTM,11107784.1107847,17.7482393492988
ESP,GTM,7268717.72975669,2.44948974278318
EST,GTM,9469609.98459894,6.557438524302
FIN,GTM,8916580.70264321,4.69041575982343
FRA,GTM,2824034.88499226,6.78232998312527
GAB,GTM,10767205.1388264,12.7279220613579
GBR,GTM,7828797.1468457,6.48074069840786
GHA,GTM,9192340.12026663,4.58257569495584
GRC,GTM,10263913.3987684,4.35889894354067
HKG,GTM,14753966.7283758,10.4403065089106
HND,GTM,0,10.4403065089106
HRV,GTM,9550768.50567775,3.46410161513775
HUN,GTM,9663446.97267367,4.12310562561766
IDN,GTM,14024555.8384031,4.79583152331272
IND,GTM,13912759.1555316,2.44948974278318
IRL,GTM,7693238.44771668,11.4891252930761
IRQ,GTM,12053147.8335888,7.21110255092798
ISR,GTM,11830063.3174531,3.87298334620742
ITA,GTM,9045554.98515158,5.47722557505166
JAM,GTM,1089077.40901078,3.3166247903554
JOR,GTM,11893752.249091,4.79583152331272
JPN,GTM,11053912.5645662,8.12403840463596
KAZ,GTM,11327073.6081313,8.12403840463596
KEN,GTM,13282112.3561375,3.87298334620742
KGZ,GTM,12989851.7031048,4.12310562561766
KOR,GTM,12458970.2053779,19.4164878389476
KWT,GTM,12932912.9614319,3.16227766016838
LAO,GTM,15320447.458895,3.46410161513775
LBN,GTM,11795545.5612364,11.5325625946708
LBY,GTM,9802512.8027761,3.87298334620742
LKA,GTM,16719824.6039315,3
MDA,GTM,10308951.5653678,10.816653826392
MEX,GTM,0,11.3137084989848
MLI,GTM,8098112.28408227,5.74456264653803
MMR,GTM,14780949.5077043,6.2449979983984
MOZ,GTM,13440347.4923319,3.16227766016838
MUS,GTM,16342594.7112396,9.38083151964686
MYS,GTM,15811096.0088286,3
NER,GTM,9401166.29226742,5
NGA,GTM,9828707.1073211,4.12310562561766
NLD,GTM,2175118.65056804,4.79583152331272
NOR,GTM,7777662.98696277,7.41619848709566
NZL,GTM,9098468.56158686,6.08276253029822
OMN,GTM,13851263.388086,8.36660026534076
PAK,GTM,13643289.1502786,5.19615242270663
PAN,GTM,886895.07729658,8.18535277187245
PER,GTM,2188050.3935965,3.74165738677394
PHL,GTM,14420480.5752727,4.79583152331272
POL,GTM,9255478.419141,3.87298334620742
PRI,GTM,2173571.2576829,5.91607978309962
PRT,GTM,6023510.15323515,5.3851648071345
PRY,GTM,4836880.38442863,3.16227766016838
QAT,GTM,13514906.2563898,3.87298334620742
