g1name,g2name,dist,lag
ZMB,AFG,5290303.65539736,14.142135623731
AFG,AGO,5870943.97278242,15.2315462117278
ARE,AGO,4744226.3864241,6
ARG,AGO,6760659.96959739,5.29150262212918
AUS,AGO,9059871.17648622,10.5830052442584
AUT,AGO,5654383.10531606,9.05538513813742
BEL,AGO,6038800.6519826,9.79795897113271
BFA,AGO,2122502.75790801,9.16515138991168
BGD,AGO,7979000.65852239,10.3440804327886
BGR,AGO,5190579.70681275,9.53939201416946
BIH,AGO,5255245.23951754,9.05538513813742
BOL,AGO,7286329.14285013,15.9687194226713
BRA,AGO,5132780.47220949,13.7477270848675
BWA,AGO,30877.26839923,19.3649167310371
CAN,AGO,8556515.70800083,8.06225774829855
CHE,AGO,5601672.56022629,10.3923048454133
CHL,AGO,7694412.38044142,6.40312423743285
CMR,AGO,734498.00839189,7.74596669241483
COL,AGO,8789802.31345777,2.23606797749979
CRI,AGO,10600811.8801102,12.7671453348037
CZE,AGO,5895612.33523917,10.3440804327886
DNK,AGO,6568195.50151555,7.14142842854285
DOM,AGO,9175076.27600218,3.87298334620742
ECU,AGO,9656827.39598278,3.74165738677394
EGY,AGO,3221331.85993083,8.42614977317636
ESP,AGO,4615046.1939927,10.6770782520313
EST,AGO,6982486.07099682,4.35889894354067
FIN,AGO,7199349.44107711,6.16441400296898
FRA,AGO,2284236.2116816,5.09901951359278
GAB,AGO,118521.98734846,4.69041575982343
GBR,AGO,6253891.6710875,5.29150262212918
GHA,AGO,1716941.99244415,14.3874945699382
GRC,AGO,4552085.97353218,6.85565460040104
GTM,AGO,11252848.3214964,9.89949493661167
HKG,AGO,10449852.4115561,6.70820393249937
HND,AGO,10705794.2084452,1
HRV,AGO,5242157.46282724,8.71779788708135
HUN,AGO,5604838.97171003,13.6014705087354
IDN,AGO,8078732.6596666,13.6747943311773
IND,AGO,5829836.44509777,9.89949493661167
IRL,AGO,6554243.12690018,14.560219778561
IRQ,AGO,4743566.72390499,3.74165738677394
ISR,AGO,4325248.93677926,6.557438524302
ITA,AGO,4578025.56154742,5.09901951359278
JAM,AGO,9991874.17808618,12.7671453348037
JOR,AGO,4314020.36806614,5.3851648071345
JPN,AGO,11477083.0846811,13.4164078649987
KAZ,AGO,6289160.54255037,16.9705627484771
KEN,AGO,1527149.29654415,12.2882057274445
KGZ,AGO,7134975.03203179,9.1104335791443
KOR,AGO,11766347.5550083,10.7238052947636
KWT,AGO,4838757.8265032,12.328828005938
LAO,AGO,9014362.26634465,9.2736184954957
LBN,AGO,4705336.32065405,2.64575131106459
LBY,AGO,2925821.74460834,12.9228479833201
LKA,AGO,6491125.78769858,7.93725393319377
MDA,AGO,5751846.21782925,2.64575131106459
MEX,AGO,11110539.529741,3.16227766016838
MLI,AGO,2426597.79646039,5.91607978309962
MMR,AGO,8254827.10345531,13.6014705087354
MOZ,AGO,711666.40440719,11.916375287813
MUS,AGO,3574557.84030238,2
MYS,AGO,8592290.68464369,9.74679434480896
NER,AGO,1947078.66695986,14.456832294801
NGA,AGO,1117040.10581658,13.5277492584687
NLD,AGO,6170271.65743865,11.0905365064094
NOR,AGO,6960709.95223528,3.87298334620742
NZL,AGO,11538990.9107786,5.56776436283002
OMN,AGO,4352403.40003148,2
PAK,AGO,5618722.1415662,6.85565460040104
PAN,AGO,9998454.55978163,17.6351920885484
PER,AGO,8517270.19380672,13.114877048604
PHL,AGO,10496519.7638516,14.3178210632764
POL,AGO,6000265.75672391,10.0498756211209
PRI,AGO,8849509.33592684,15.52417469626
PRT,AGO,5078171.69383434,5.91607978309962
PRY,AGO,6848538.91300296,10.770329614269
QAT,AGO,4749627.36153235,10.6301458127346
ROU,AGO,5460643.960154,13.2664991614216
RWA,AGO,942276.58701061,14.2126704035519
SAU,AGO,3465907.25859275,15.6204993518133
SGP,AGO,8904499.42367223,10.7238052947636
SLV,AGO,11189003.8390978,16.3707055437449
SVK,AGO,5824113.77125111,10.0995049383621
SVN,AGO,5544826.94116245,9.9498743710662
SWE,AGO,6646861.05166262,8.18535277187245
THA,AGO,8481198.58554389,13.1529464379659
TTO,AGO,8226807.34634326,9.2736184954957
TUR,AGO,4819424.25660109,7.93725393319377
TZA,AGO,788694.98942761,16.4620776331543
UGA,AGO,1085363.3065825,12.7671453348037
URY,AGO,6660461.32163358,9.32737905308882
USA,AGO,9536877.83422455,12.1243556529821
VEN,AGO,8102602.48705201,4.47213595499958
VNM,AGO,9140122.43282096,2
ZAF,AGO,754691.40310577,23.7065391822594
ZMB,AGO,0,12.7279220613579
AFG,ARE,624789.70001032,10
AGO,ARE,4744226.3864241,6
ARG,ARE,12600799.5679226,2
AUS,ARE,8070228.74810368,8
AUT,ARE,3993414.30067428,4
BEL,ARE,4823548.32992057,5.29150262212918
BFA,ARE,5338812.37607488,3.74165738677394
BGD,ARE,3169890.63513201,4.58257569495584
BGR,ARE,2925483.43052194,4.12310562561766
BIH,ARE,3618298.82524374,3.74165738677394
BOL,ARE,12705875.8162856,10.2469507659596
BRA,ARE,9937920.38714045,7.93725393319377
BWA,ARE,5413621.07480714,13.9642400437689
CAN,ARE,7516551.21054127,5.56776436283002
CHE,ARE,4400074.92041365,6.32455532033676
CHL,ARE,13806891.3446884,2.64575131106459
CMR,ARE,4071705.35550802,3.46410161513775
COL,ARE,12593935.6549265,7.93725393319377
CRI,ARE,13773482.6481485,7.14142842854285
CZE,ARE,3982989.44009853,5
DNK,ARE,4532276.47554631,3
DOM,ARE,11945015.0608018,2.23606797749979
ECU,ARE,13698357.6911652,2.44948974278318
EGY,ARE,1521477.2569121,13.1529464379659
ESP,ARE,4713933.03160919,5.47722557505166
EST,ARE,4166322.45485777,2.64575131106459
FIN,ARE,4392061.26109997,2.82842712474619
FRA,ARE,4039556.25797352,2.44948974278318
GAB,ARE,4747525.64953304,8.60232526704263
GBR,ARE,5185660.10611458,4.47213595499958
GHA,ARE,5617665.96030221,9.1104335791443
GRC,ARE,2598811.52324398,4.58257569495584
GTM,ARE,13685923.8480937,4.89897948556636
HKG,ARE,5809383.89173335,7.93725393319377
HND,ARE,13439467.5732386,6.2449979983984
HRV,ARE,3636291.92338603,3.74165738677394
HUN,ARE,3639899.5313381,8.18535277187245
IDN,ARE,4645343.16142366,7.81024967590665
IND,ARE,1198532.27267352,4.24264068711928
IRL,ARE,5723718.66949305,11.3137084989848
IRQ,ARE,694647.85105157,3.16227766016838
ISR,ARE,1744418.51801572,3.3166247903554
ITA,ARE,3544916.23825383,1.4142135623731
JAM,ARE,12657901.8460942,7.14142842854285
JOR,ARE,1490148.8072471,1.73205080756888
JPN,ARE,6710311.37786548,7.87400787401181
KAZ,ARE,1690378.23057228,11.3137084989848
KEN,ARE,2399933.28846002,7
KGZ,ARE,1932571.94042287,3.60555127546399
KOR,ARE,6601542.42526194,15.8429795177549
KWT,ARE,563617.80245839,6.92820323027551
LAO,ARE,4496999.07706001,3.74165738677394
LBN,ARE,1815598.78525408,7.28010988928052
LBY,ARE,2677244.28293959,7.41619848709566
LKA,ARE,2989810.04111591,2.64575131106459
MDA,ARE,3111833.23037121,6.40312423743285
MEX,ARE,13226614.3958039,7.07106781186548
MLI,ARE,4901318.91165869,2.23606797749979
MMR,ARE,3672231.17428618,8.66025403784439
MOZ,ARE,3940099.52298317,7.34846922834953
MUS,ARE,4746272.77250442,4.89897948556636
MYS,ARE,5038712.86884844,4.58257569495584
NER,ARE,3678892.40209868,9.21954445729289
NGA,ARE,4110139.45692517,7.81024967590665
NLD,ARE,4858360.67191144,8.18535277187245
NOR,ARE,4946524.44988931,4.12310562561766
NZL,ARE,13380136.854698,4.35889894354067
OMN,ARE,0,4.24264068711928
PAK,ARE,522038.27985389,1.73205080756888
PAN,ARE,13376349.7023476,11.9582607431014
PER,ARE,13320760.6203274,7.48331477354788
PHL,ARE,6606630.61188581,8.77496438739212
POL,ARE,3714511.41651546,4.79583152331272
PRI,ARE,11705788.7941977,10.5356537528527
PRT,ARE,5611655.88028413,2.23606797749979
PRY,ARE,12585571.367742,5.29150262212918
QAT,ARE,40126.90659882,5.19615242270663
ROU,ARE,3005409.50930002,7.61577310586391
RWA,ARE,3580117.90640147,8.48528137423857
SAU,ARE,0,10.1980390271856
SGP,ARE,5707717.21529388,5.56776436283002
SLV,ARE,13890847.7481363,10.770329614269
SVK,ARE,3714578.42086996,4.89897948556636
SVN,ARE,3969055.95377069,5.19615242270663
SWE,ARE,4500344.28956019,7
THA,ARE,4277484.7134797,7.41619848709566
TTO,ARE,11652893.5285642,4.89897948556636
TUR,ARE,1565441.83489633,3.60555127546399
TZA,ARE,3310446.10125546,11.6189500386223
UGA,ARE,2884086.64449236,7.41619848709566
URY,ARE,12739227.7056203,4.58257569495584
USA,ARE,8883296.3545946,7.28010988928052
VEN,ARE,11747244.5241888,2
VNM,ARE,4640795.26083725,6.6332495807108
ZAF,ARE,5539895.73276656,18.1107702762748
AFG,ARG,13662428.641883,11.13552872566
AGO,ARG,6760659.96959739,5.29150262212918
ARE,ARG,12600799.5679226,2
AUS,ARG,7081666.43931452,8
AUT,ARG,10279988.7111441,4.47213595499958
BEL,ARG,10144911.8645537,6.92820323027551
BFA,ARG,6594107.14261508,4.24264068711928
BGD,ARG,15708582.6176822,5.3851648071345
BGR,ARG,10848710.7653465,5
BIH,ARG,10532143.0390799,4.69041575982343
BOL,ARG,0,11.1803398874989
BRA,ARG,0,8.88819441731559
BWA,ARG,7197424.97498062,14.7986485869487
CAN,ARG,7263722.03027905,6.2449979983984
CHE,ARG,9999725.50202374,6.32455532033676
CHL,ARG,0,2.64575131106459
CMR,ARG,7506469.17750314,4
COL,ARG,1994650.29903149,7.41619848709566
CRI,ARG,3786238.83467473,7.93725393319377
CZE,ARG,10618126.4974208,6.08276253029822
DNK,ARG,10743395.5101714,3
DOM,ARG,4421985.52064336,2.23606797749979
ECU,ARG,2325529.78871687,2.44948974278318
EGY,ARG,10013533.9821914,12.369316876853
ESP,ARG,7061670.6949428,6.16441400296898
EST,ARG,11617897.5423455,2.64575131106459
FIN,ARG,11695631.8060931,2.82842712474619
FRA,ARG,2841503.02290468,3.74165738677394
GAB,ARG,7231153.40833835,7.34846922834953
GBR,ARG,9665700.93022449,5.29150262212918
GHA,ARG,6454211.64267488,9.74679434480896
GRC,ARG,10488168.868079,4.12310562561766
GTM,ARG,4732712.00084963,5.65685424949238
HKG,ARG,16363315.6481882,7.41619848709566
HND,ARG,4486291.83379899,5.56776436283002
HRV,ARG,10412006.6709157,5.47722557505166
HUN,ARG,10678770.7165547,9.32737905308882
IDN,ARG,12384433.9203782,9
IND,ARG,13595390.6652109,5.09901951359278
IRL,ARG,9590570.16082412,13.2664991614216
IRQ,ARG,11752490.8230796,3.16227766016838
ISR,ARG,11268694.462893,3.87298334620742
ITA,ARG,9668531.91068147,2.44948974278318
JAM,ARG,4546908.59490783,8.18535277187245
JOR,ARG,11267405.5082682,1.73205080756888
JPN,ARG,16003447.6329278,8.60232526704263
KAZ,ARG,12863970.7403138,12.6491106406735
KEN,ARG,9729378.18059503,7.28010988928052
KGZ,ARG,14562888.797474,5
KOR,ARG,17333146.7390956,15.4596248337403
KWT,ARG,12306864.1656844,7.74596669241483
LAO,ARG,15384642.8491766,4.69041575982343
LBN,ARG,11442091.6035768,6.40312423743285
LBY,ARG,8873113.11334023,8.66025403784439
LKA,ARG,13719752.2250984,3.3166247903554
MDA,ARG,11429516.603282,6.08276253029822
MEX,ARG,4937954.88242896,6.16441400296898
MLI,ARG,6225741.96805776,3.60555127546399
MMR,ARG,14775225.8303153,8.88819441731559
MOZ,ARG,7962764.14313713,7.87400787401181
MUS,ARG,9968906.33477911,4.47213595499958
MYS,ARG,13959851.6735134,5.74456264653803
NER,ARG,7334173.64240782,10.2469507659596
NGA,ARG,7068912.03296397,8.77496438739212
NLD,ARG,3768785.8629758,8.18535277187245
NOR,ARG,10842804.1191852,4.58257569495584
NZL,ARG,6940403.98455769,3.3166247903554
OMN,ARG,12440330.5196329,3.74165738677394
PAK,ARG,13597892.2456179,3.3166247903554
PAN,ARG,3470396.1348831,12.7671453348037
PER,ARG,556610.00992481,8.48528137423857
PHL,ARG,14396483.1972082,9.64365076099295
POL,ARG,10832720.9218819,6.557438524302
PRI,ARG,4419983.52963297,11.0905365064094
PRT,ARG,7565899.58717464,3.60555127546399
PRY,ARG,0,6
QAT,ARG,12552074.6904527,6.2449979983984
ROU,ARG,10910939.5847465,8.83176086632785
RWA,ARG,9136504.17386664,9.79795897113271
SAU,ARG,11181328.4607289,11.13552872566
SGP,ARG,13958537.6830135,7.14142842854285
SLV,ARG,4554302.5583677,11.6619037896906
SVK,ARG,10810349.2477124,6.32455532033676
SVN,ARG,10435018.638708,7.14142842854285
SWE,ARG,10995952.1377079,7
THA,ARG,14386285.2669208,8.42614977317636
TTO,ARG,3567092.07548912,5.65685424949238
TUR,ARG,10951891.046294,4.12310562561766
TZA,ARG,9022011.52380919,12.1243556529821
UGA,ARG,9265907.2005042,8.42614977317636
URY,ARG,0,5
USA,ARG,5413860.66185994,8.06225774829855
VEN,ARG,2501874.45225744,2.82842712474619
VNM,ARG,14780382.0677911,6
ZAF,ARG,6488313.01926728,18.9736659610103
ZMB,ARG,7811863.4420825,9.48683298050514
AFG,AUS,7636943.64010198,9.05538513813742
AGO,AUS,9059871.17648622,10.5830052442584
ARE,AUS,8070228.74810368,8
ARG,AUS,7081666.43931452,8
AUT,AUS,12294314.1578673,5.29150262212918
BEL,AUS,13100005.4992017,6.78232998312527
BFA,AUS,12618045.2811222,6.6332495807108
BGD,AUS,5250287.22742775,7.14142842854285
BGR,AUS,11297370.45883,6.85565460040104
BIH,AUS,12016252.8154301,5.8309518948453
BOL,AUS,10310853.7015364,9.53939201416946
BRA,AUS,9704182.90075138,9.21954445729289
BWA,AUS,8260772.00241898,11.6189500386223
CAN,AUS,10266385.609359,4.35889894354067
CHE,AUS,12771766.8911551,3.46410161513775
CHL,AUS,6988457.08839235,6.557438524302
CMR,AUS,10769492.8002499,9.38083151964686
COL,AUS,12074207.586743,12.5299640861417
CRI,AUS,12521010.7894465,7.41619848709566
CZE,AUS,12203882.6546373,5.91607978309962
DNK,AUS,12526487.624744,5.56776436283002
DOM,AUS,14098089.3608177,8.42614977317636
ECU,AUS,11164115.3189029,9.2736184954957
EGY,AUS,9674477.72743137,18.6815416922694
ESP,AUS,13188454.5655683,5.8309518948453
EST,AUS,11768589.2578145,8.66025403784439
FIN,AUS,11561359.3892517,6.48074069840786
FRA,AUS,5800583.10352294,9.48683298050514
GAB,AUS,10765791.6619158,13.490737563232
GBR,AUS,13228266.008211,7.34846922834953
GHA,AUS,12475411.8812808,7
GRC,AUS,11069581.3541607,5
GTM,AUS,12528098.4335015,4.89897948556636
HKG,AUS,4109992.82730195,10.6301458127346
HND,AUS,12700450.6357709,11.3578166916005
HRV,AUS,12062654.028558,7.07106781186548
HUN,AUS,11876450.7378956,7.28010988928052
IDN,AUS,165208.51916863,8.88819441731559
IND,AUS,3855621.39303762,6.6332495807108
IRL,AUS,13877780.3694104,14.142135623731
IRQ,AUS,9062597.58216626,8.83176086632785
ISR,AUS,10199502.3359686,5.56776436283002
ITA,AUS,12004566.2659979,7.87400787401181
JAM,AUS,13738188.0755901,7.41619848709566
JOR,AUS,9955726.4438693,6.85565460040104
JPN,AUS,4005692.73595239,12.4899959967968
KAZ,AUS,7796567.8606739,11.6619037896906
KEN,AUS,8061488.13079536,7.54983443527075
KGZ,AUS,7783898.97005823,8.42614977317636
KOR,AUS,4954359.21563705,19.157244060668
KWT,AUS,8989082.72313351,6.32455532033676
LAO,AUS,3771170.32989915,7.61577310586391
LBN,AUS,10278153.3043348,12.6095202129185
LBY,AUS,10722659.1058055,7.28010988928052
LKA,AUS,4727147.20151282,6.70820393249937
MDA,AUS,11302884.7826844,12.2882057274445
MEX,AUS,11162588.4939581,12.1655250605964
MLI,AUS,12631357.2758015,8.42614977317636
MMR,AUS,3880526.12666242,8.66025403784439
MOZ,AUS,7532352.86387844,4.69041575982343
MUS,AUS,5636053.73766713,10.9544511501033
MYS,AUS,2121513.11233578,7.14142842854285
NER,AUS,11533275.4497871,7.41619848709566
NGA,AUS,11383791.6368093,7.93725393319377
NLD,AUS,13038436.6871545,3.3166247903554
NOR,AUS,11360329.2841232,8.77496438739212
NZL,AUS,619453.83956247,6.557438524302
OMN,AUS,7610969.5454681,9.69535971483266
PAK,AUS,6931258.70107657,8.88819441731559
PAN,AUS,12527226.649857,10.9087121146357
PER,AUS,10648702.0844484,7.61577310586391
PHL,AUS,1947891.57411651,7.93725393319377
POL,AUS,11858275.0086718,7.93725393319377
PRI,AUS,14343467.972002,7.68114574786861
PRT,AUS,14081104.6549238,7.93725393319377
PRY,AUS,10213866.4690774,7.07106781186548
QAT,AUS,8510077.19288953,7.54983443527075
ROU,AUS,11284978.7850582,8
RWA,AUS,9101025.79233316,9.16515138991168
SAU,AUS,7922742.78488187,8.24621125123532
SGP,AUS,2746281.31521776,11.3578166916005
SLV,AUS,12593963.5399788,9.38083151964686
SVK,AUS,11930849.0003487,6.16441400296898
SVN,AUS,12310952.9399798,9
SWE,AUS,11854998.3921189,4.12310562561766
THA,AUS,3296781.58917099,9.53939201416946
TTO,AUS,13896984.2901351,4
TUR,AUS,9771404.07955838,5.56776436283002
TZA,AUS,7756981.61062201,8.77496438739212
UGA,AUS,8877521.91335098,6.85565460040104
URY,AUS,9492953.46146089,7.81024967590665
USA,AUS,7202079.91178269,5
VEN,AUS,12752460.752348,8.48528137423857
VNM,AUS,3285812.11842329,12.1655250605964
ZAF,AUS,6396846.88487698,15.6843871413581
ZMB,AUS,8325854.0528966,12.9614813968157
AFG,AUT,3845260.16992671,7.48331477354788
AGO,AUT,5654383.10531606,9.05538513813742
ARE,AUT,3993414.30067428,4
ARG,AUT,10279988.7111441,4.47213595499958
AUS,AUT,12294314.1578673,5.29150262212918
BEL,AUT,356836.89564677,4.69041575982343
BFA,AUT,3663479.19903032,1.4142135623731
BGD,AUT,6486254.68033707,2.23606797749979
BGR,AUT,571994.79414637,2.23606797749979
BIH,AUT,161010.40434818,1.4142135623731
BOL,AUT,9683397.0094284,7.14142842854285
BRA,AUT,7292764.84535486,5.56776436283002
BWA,AUT,7213383.79783471,10.5356537528527
CAN,AUT,4419976.1003912,4.79583152331272
CHE,AUT,0,2.82842712474619
CHL,AUT,10628091.0205076,3.3166247903554
CMR,AUT,3705392.98053524,5.29150262212918
COL,AUT,8311865.02759245,11.1803398874989
CRI,AUT,9352239.09640885,4.12310562561766
CZE,AUT,0,2.23606797749979
DNK,AUT,667605.44539783,2.23606797749979
DOM,AUT,7594157.07838488,5.56776436283002
ECU,AUT,9625133.08601779,6.16441400296898
EGY,AUT,1845845.40412919,16.7032930884901
ESP,AUT,718992.38225219,2.44948974278318
EST,AUT,1077447.10579534,5.74456264653803
FIN,AUT,1293819.33039155,3.74165738677394
FRA,AUT,145779.48063258,6.16441400296898
GAB,AUT,4908714.8460915,11.5758369027902
GBR,AUT,717514.15188429,6.32455532033676
GHA,AUT,4087548.39363783,5.3851648071345
GRC,AUT,762234.68401432,3.87298334620742
GTM,AUT,9188806.50433149,1.4142135623731
HKG,AUT,8644739.72245006,9.53939201416946
HND,AUT,8979934.66705491,9.53939201416946
HRV,AUT,29738.79581854,3.74165738677394
HUN,AUT,0,5.19615242270663
IDN,AUT,8634628.64848035,5.3851648071345
IND,AUT,4851080.06764506,2
IRL,AUT,1250295.60001512,12.1655250605964
IRQ,AUT,2346980.39046923,6.32455532033676
ISR,AUT,2206918.88114365,3.60555127546399
ITA,AUT,0,4.69041575982343
JAM,AUT,8228871.20095236,4.12310562561766
JOR,AUT,2271289.01584276,3.87298334620742
JPN,AUT,8225099.00030045,7.61577310586391
KAZ,AUT,2164841.80486607,9.05538513813742
KEN,AUT,4939911.07138299,3.87298334620742
KGZ,AUT,4161372.84999831,3.87298334620742
KOR,AUT,8155133.24876692,18.7349939951952
KWT,AUT,3231003.44498382,3.74165738677394
LAO,AUT,7777243.76929647,2.82842712474619
LBN,AUT,2132605.7473353,10.5356537528527
LBY,AUT,1492290.49206354,4.79583152331272
LKA,AUT,7187580.65455797,2.23606797749979
MDA,AUT,703026.50701418,9.9498743710662
MEX,AUT,8728164.21814346,10.295630140987
MLI,AUT,2763772.77497295,5.19615242270663
MMR,AUT,6981437.30989386,5.91607978309962
MOZ,AUT,6748658.1126099,3.74165738677394
MUS,AUT,8507967.42655077,8.48528137423857
